,,,,,,,Playing Time,,,,Performance,,,,,,
102,Leandro Chichizola,ar ARG,GK,Getafe,28,1990,1,1,90,1,0,0,0,0,0,0,0
103,Samuel Chukwueze,ng NGA,"FW,MF",Villarreal,19,1999,26,19,"1,706",19,5,2,5,0,0,2,0
104,Jasper Cillessen,nl NED,GK,Barcelona,29,1989,3,3,270,3,0,0,0,0,0,0,0
105,Coke,es ESP,DF,Levante,31,1987,27,19,"1,817",20.2,4,0,4,0,0,5,1
106,Álex Collado,es ESP,FW,Barcelona,19,1999,1,0,85,0.9,0,0,0,0,0,0,0
107,Santi Comesaña,es ESP,MF,Rayo Vallecano,21,1996,25,23,"2,032",22.6,1,1,1,0,0,6,0
108,Duje ?op,hr CRO,FW,Valladolid,28,1990,18,6,687,7.6,0,0,0,0,0,2,0
109,Francis Coquelin,fr FRA,MF,Valencia,27,1991,26,20,"1,761",19.6,0,1,0,0,0,5,0
110,Iñigo Córdoba,es ESP,FW,Athletic Club,21,1997,23,15,"1,321",14.7,0,4,0,0,0,3,0
111,Ángel Correa,ar ARG,"MF,FW",Atlético Madrid,23,1995,36,20,"1,919",21.3,3,2,3,0,0,7,1
112,Diego Costa,es ESP,FW,Atlético Madrid,29,1988,16,14,"1,112",12.4,2,2,2,0,0,4,1
113,Jaume Costa,es ESP,DF,Villarreal,30,1988,21,18,"1,495",16.6,1,0,1,0,0,6,0
114,David Costas,es ESP,DF,Celta Vigo,23,1995,15,13,"1,173",13,0,0,0,0,0,4,0
115,Thibaut Courtois,be BEL,GK,Real Madrid,26,1992,27,27,"2,430",27,0,0,0,0,0,2,0
116,Philippe Coutinho,br BRA,"FW,MF",Barcelona,26,1992,34,22,"2,018",22.4,5,2,5,0,0,2,0
117,Sebastián Cristóforo,uy URU,"MF,FW",Getafe,24,1993,15,4,450,5,0,2,0,0,0,3,0
118,Cucho,co COL,FW,Huesca,19,1999,34,25,"2,150",23.9,4,3,2,2,2,6,0
119,Marc Cucurella,es ESP,"MF,FW",Eibar,20,1998,31,26,"2,354",26.2,1,2,1,0,0,6,0
120,Iván Cuéllar,es ESP,GK,Leganés,34,1984,34,34,"3,055",33.9,0,0,0,0,0,5,0
121,Sergi Darder,es ESP,MF,Espanyol,24,1993,34,32,"2,709",30.1,5,2,5,0,0,8,1
122,Moisés Delgado,es ESP,DF,Valladolid,24,1994,3,3,270,3,0,0,0,0,0,1,0
123,Ousmane Dembélé,fr FRA,"FW,MF",Barcelona,21,1997,29,20,"1,661",18.5,8,5,8,0,0,1,0
124,Franco Di Santo,ar ARG,"FW,MF",Rayo Vallecano,29,1989,6,1,172,1.9,0,0,0,0,0,1,1
125,Mouctar Diakhaby,gn GUI,DF,Valencia,21,1996,22,16,"1,580",17.6,2,0,2,0,0,9,0
126,Brahim Díaz,es ESP,FW,Real Madrid,18,1999,9,5,376,4.2,1,1,1,0,0,0,0
127,Javier Díaz,es ESP,GK,Sevilla,21,1997,1,1,90,1,0,0,0,0,0,0,0
128,Adrián Diéguez,es ESP,DF,Huesca,22,1996,9,8,749,8.3,0,0,0,0,0,3,0
129,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,24,1993,21,21,"1,890",21,0,0,0,0,0,3,0
130,Papakouli Diop,sn SEN,MF,Eibar,32,1986,28,27,"2,352",26.1,1,1,1,0,0,11,0
131,Djené,tg TOG,DF,Getafe,26,1991,34,34,"2,976",33.1,0,0,0,0,0,13,2
132,Marko Dmitrovi?,rs SRB,GK,Eibar,26,1992,24,24,"2,160",24,0,0,0,0,0,3,0
133,Jaume Doménech,es ESP,GK,Valencia,27,1990,4,4,360,4,0,0,0,0,0,0,0
134,Cheick Doukouré,ci CIV,MF,Levante,25,1992,9,3,318,3.5,0,0,0,0,0,1,0
135,Seydou Doumbia,ci CIV,FW,Girona,30,1987,17,5,541,6,2,0,2,0,0,2,0
136,Óscar Duarte,cr CRC,"DF,MF",Espanyol,29,1989,11,7,660,7.3,0,0,0,0,0,0,0
137,Rubén Duarte,es ESP,DF,Alavés,22,1995,33,33,"2,772",30.8,0,0,0,0,0,10,1
138,Hugo Duro,es ESP,"MF,FW",Getafe,18,1999,11,5,417,4.6,0,0,0,0,0,0,0
139,Raphael Dwamena,gh GHA,FW,Levante,22,1995,12,1,222,2.5,0,1,0,0,0,0,0
140,Dennis Eckert,de GER,FW,Celta Vigo,21,1997,9,1,216,2.4,0,0,0,0,0,0,0
141,Aritz Elustondo,es ESP,DF,Real Sociedad,24,1994,27,24,"2,254",25,1,0,1,0,0,5,0
142,Gorka Elustondo,es ESP,MF,Rayo Vallecano,31,1987,5,3,285,3.2,0,0,0,0,0,1,0
143,Rodrigo Ely,br BRA,DF,Alavés,24,1993,5,5,430,4.8,0,0,0,0,0,1,0
144,Adri Embarba,es ESP,"FW,MF",Rayo Vallecano,26,1992,36,27,"2,282",25.4,5,6,2,3,3,5,1
145,Emerson,br BRA,DF,Betis,19,1999,6,4,317,3.5,0,0,0,0,0,1,0
146,Youssef En-Nesyri,ma MAR,FW,Leganés,21,1997,31,22,"2,106",23.4,9,2,9,0,0,7,0
147,Sergi Enrich,es ESP,FW,Eibar,28,1990,35,30,"2,582",28.7,7,4,7,0,0,4,0
148,Javier Eraso,es ESP,"MF,FW",Leganés,28,1990,13,9,631,7,0,0,0,0,0,2,0
149,Gonzalo Escalante,ar ARG,MF,Eibar,25,1993,32,18,"1,789",19.9,4,1,4,0,0,6,0
150,Sergio Escudero,es ESP,"DF,MF",Sevilla,28,1989,21,18,"1,545",17.2,0,1,0,0,0,8,1
151,Bernardo Espinosa,co COL,DF,Girona,29,1989,31,31,"2,727",30.3,1,1,1,0,0,6,2
152,Beñat Etxebarria,es ESP,MF,Athletic Club,31,1987,27,25,"2,031",22.6,1,2,1,0,0,8,0
153,Xabier Etxeita,es ESP,DF,Huesca,30,1987,31,30,"2,677",29.7,4,0,4,0,0,10,0
154,Zouhair Feddal,ma MAR,DF,Betis,29,1989,21,19,"1,702",18.9,1,1,1,0,0,7,0
155,Aitor Fernández,es ESP,GK,Levante,27,1991,16,16,"1,440",16,0,0,0,0,0,0,0
156,Andrés Fernández,es ESP,GK,Villarreal,31,1986,6,6,540,6,0,0,0,0,0,2,0
157,Borja Fernández,es ESP,"MF,DF",Valladolid,37,1981,19,10,841,9.3,0,0,0,0,0,4,0
158,Joaquín Fernández,es ESP,"DF,MF",Valladolid,22,1996,13,9,839,9.3,1,0,1,0,0,2,0
159,David Ferreiro,es ESP,"FW,MF",Huesca,30,1988,35,23,"2,280",25.3,1,3,1,0,0,5,0
160,Facundo Ferreyra,ar ARG,"FW,MF",Espanyol,27,1991,9,1,211,2.3,1,0,1,0,0,2,0
161,Junior Firpo,es ESP,"DF,MF",Betis,21,1996,24,22,"1,937",21.5,3,4,3,0,0,7,0
162,Mathieu Flamini,fr FRA,MF,Getafe,34,1984,10,4,453,5,0,0,0,0,0,5,0
163,Pablo Fornals,es ESP,"MF,FW",Villarreal,22,1996,35,28,"2,479",27.5,2,3,2,0,0,4,0
164,Dimitri Foulquier,fr FRA,"MF,FW",Getafe,25,1993,25,23,"1,799",20,3,2,3,0,0,7,0
165,Javi Fuego,es ESP,MF,Villarreal,34,1984,5,3,233,2.6,0,0,0,0,0,1,0
166,Ramiro Funes Mori,ar ARG,"DF,MF",Villarreal,27,1991,31,29,"2,627",29.2,2,1,2,0,0,15,0
167,Javi Galán,es ESP,"DF,MF",Huesca,23,1994,16,16,"1,440",16,0,2,0,0,0,7,0
168,Álex Gallar,es ESP,"MF,FW",Huesca,26,1992,25,10,"1,009",11.2,4,1,3,1,1,2,0
169,Enric Gallego,es ESP,FW,Huesca,31,1986,19,17,"1,539",17.1,5,1,5,0,0,4,0
170,Álex Gálvez,es ESP,DF,Rayo Vallecano,29,1989,17,17,"1,412",15.7,1,0,1,0,0,6,0
171,Kévin Gameiro,fr FRA,FW,Valencia,31,1987,33,16,"1,612",17.9,6,1,6,0,0,1,0
172,Cristian Ganea,ro ROU,MF,Athletic Club,26,1992,1,1,49,0.5,0,0,0,0,0,0,0
173,Ezequiel Garay,ar ARG,DF,Valencia,31,1986,24,24,"2,136",23.7,2,0,2,0,0,4,0
174,Borja Garcés,es ESP,FW,Atlético Madrid,18,1999,1,0,20,0.2,1,0,1,0,0,0,0
175,Alberto García,es ESP,GK,Rayo Vallecano,33,1985,17,17,"1,530",17,0,0,0,0,0,1,0
176,Aleix García,es ESP,MF,Girona,21,1997,31,20,"1,663",18.5,2,1,2,0,0,1,0
177,Álvaro García,es ESP,"FW,MF",Rayo Vallecano,25,1992,35,17,"1,766",19.6,4,2,4,0,0,3,0
178,Borja García,es ESP,"FW,MF",Girona,27,1990,33,30,"2,629",29.2,1,3,1,0,0,0,1
179,Dani García,es ESP,MF,Athletic Club,28,1990,29,29,"2,476",27.5,0,1,0,0,0,13,0
180,Javi García,es ESP,"DF,MF",Betis,31,1987,13,6,524,5.8,0,0,0,0,0,0,1
181,Manu García,es ESP,MF,Alavés,32,1986,34,25,"2,330",25.9,2,1,2,0,0,6,0
182,Raúl García,es ESP,DF,Leganés,29,1989,5,4,381,4.2,0,0,0,0,0,1,0
183,Raúl García,es ESP,DF,Girona,29,1989,10,10,850,9.4,0,1,0,0,0,1,0
184,Raúl García,es ESP,"MF,FW",Athletic Club,32,1986,33,27,"2,369",26.3,9,3,7,2,4,12,0
185,Sergio García,es ESP,"FW,MF",Espanyol,35,1983,29,17,"1,486",16.5,2,1,2,0,0,3,0
186,Mario Gaspar,es ESP,DF,Villarreal,27,1990,31,30,"2,599",28.9,1,2,1,0,0,17,1
187,Joris Gnagnon,fr FRA,"DF,MF",Sevilla,21,1997,7,4,446,5,0,0,0,0,0,2,0
188,Diego Godín,uy URU,DF,Atlético Madrid,32,1986,30,28,"2,509",27.9,3,1,3,0,0,6,0
189,Ibai Gómez,es ESP,FW,Athletic Club,28,1989,14,6,580,6.4,0,2,0,0,0,0,0
190,Ibai Gómez,es ESP,"MF,FW",Alavés,28,1989,18,17,"1,449",16.1,3,2,3,0,1,0,0
191,Maxi Gómez,uy URU,FW,Celta Vigo,21,1996,35,33,"2,960",32.9,13,5,12,1,1,6,1
192,Moi Gómez,es ESP,MF,Huesca,24,1994,36,35,"3,055",33.9,2,7,2,0,0,3,0
193,Sergi Gómez,es ESP,DF,Sevilla,26,1992,32,31,"2,765",30.7,0,0,0,0,0,1,0
194,Maxime Gonalons,fr FRA,MF,Sevilla,29,1989,10,5,540,6,0,0,0,0,0,0,0
195,Álvaro González,es ESP,DF,Villarreal,28,1990,33,33,"2,964",32.9,1,2,1,0,0,17,2
196,Bruno González,es ESP,DF,Getafe,28,1990,23,18,"1,701",18.9,0,1,0,0,0,7,1
197,Cristo González,es ESP,FW,Real Madrid,20,1997,1,0,45,0.5,0,0,0,0,0,0,0
198,Andoni Gorosabel,es ESP,DF,Real Sociedad,21,1996,7,6,455,5.1,0,0,0,0,0,0,0
199,Álex Granell,es ESP,"MF,DF",Girona,29,1988,32,26,"2,391",26.6,0,4,0,0,0,5,0
200,Esteban Granero,es ESP,MF,Espanyol,31,1987,28,24,"2,013",22.4,3,1,3,0,0,11,0
201,Antoine Griezmann,fr FRA,FW,Atlético Madrid,27,1991,37,37,"3,198",35.5,15,8,12,3,3,5,0
202,Andrés Guardado,mx MEX,"MF,DF",Betis,31,1986,31,27,"2,335",25.9,0,4,0,0,0,8,0
203,Sergi Guardiola,es ESP,FW,Valladolid,27,1991,17,17,"1,514",16.8,3,1,3,0,1,0,0
204,Sergi Guardiola,es ESP,"FW,MF",Getafe,27,1991,3,0,30,0.3,0,0,0,0,0,0,0
205,Gonçalo Guedes,pt POR,"MF,FW",Valencia,21,1996,25,18,"1,465",16.3,5,3,5,0,0,2,0
206,Javi Guerra,es ESP,"FW,MF",Rayo Vallecano,36,1982,8,1,236,2.6,0,1,0,0,0,0,0
207,Francis Guerrero,es ESP,"DF,MF",Betis,22,1996,22,22,"1,778",19.8,0,1,0,0,0,2,0
208,Ander Guevara,es ESP,MF,Real Sociedad,21,1997,1,1,90,1,0,0,0,0,0,0,0
209,John Guidetti,se SWE,FW,Alavés,26,1992,22,6,631,7,2,1,2,0,0,2,0
210,Gerard Gumbau,es ESP,MF,Leganés,23,1994,16,13,"1,199",13.3,1,1,0,1,1,6,1
211,Serdar Gürler,tr TUR,"FW,MF",Huesca,26,1991,13,5,482,5.4,0,1,0,0,0,2,0
212,Gorka Guruzeta,es ESP,"FW,MF",Athletic Club,21,1996,6,0,50,0.6,0,0,0,0,0,0,0
213,Hacen,mr MTN,FW,Valladolid,20,1997,1,0,3,0,0,0,0,0,0,0,0
214,Munir El Haddadi,ma MAR,FW,Barcelona,22,1995,7,1,152,1.7,1,1,1,0,0,0,0
215,Munir El Haddadi,ma MAR,"FW,MF",Sevilla,22,1995,16,12,"1,042",11.6,5,1,5,0,0,2,0
216,Uche Henry Agbo,ng NGA,MF,Rayo Vallecano,22,1995,6,5,372,4.1,0,0,0,0,0,2,0
217,Mario Hermoso,es ESP,DF,Espanyol,23,1995,32,31,"2,806",31.2,3,0,3,0,0,7,0
218,Lucas Hernández,fr FRA,DF,Atlético Madrid,22,1996,14,13,"1,117",12.4,1,0,1,0,0,5,0
219,Theo Hernández,fr FRA,DF,Real Sociedad,20,1997,24,22,"1,976",22,1,2,1,0,0,5,1
220,Yangel Herrera,ve VEN,"MF,DF",Huesca,20,1998,16,14,"1,154",12.8,0,0,0,0,0,5,0
221,Iago Herrerín,es ESP,GK,Athletic Club,30,1988,31,31,"2,790",31,0,1,0,0,0,1,0
222,Pablo Hervías,es ESP,MF,Eibar,25,1993,3,2,180,2,0,1,0,0,0,0,0
223,Pablo Hervías,es ESP,"MF,FW",Valladolid,25,1993,3,2,160,1.8,0,0,0,0,0,1,0
224,Andrew Hjulsager,dk DEN,"MF,FW",Celta Vigo,23,1995,15,2,359,4,0,3,0,0,0,1,0
225,Wesley Hoedt,nl NED,DF,Celta Vigo,24,1994,10,9,893,9.9,0,0,0,0,0,3,1
226,Robert Ibáñez,es ESP,"FW,MF",Getafe,25,1993,7,0,76,0.8,0,0,0,0,0,1,0
227,Vicente Iborra,es ESP,"MF,FW",Villarreal,30,1988,19,19,"1,665",18.5,3,1,3,0,0,7,0
228,Borja Iglesias,es ESP,FW,Espanyol,25,1993,37,35,"3,075",34.2,17,3,14,3,3,5,0
229,Asier Illarramendi,es ESP,MF,Real Sociedad,28,1990,23,20,"1,821",20.2,1,1,1,0,0,8,0
230,Giannelli Imbula,cd COD,MF,Rayo Vallecano,25,1992,22,21,"1,732",19.2,1,1,1,0,0,7,0
231,Pablo Insua,es ESP,DF,Huesca,24,1993,10,10,776,8.6,0,0,0,0,0,4,0
232,Takashi Inui,jp JPN,"FW,MF",Betis,30,1988,8,5,377,4.2,0,0,0,0,0,0,0
233,Takashi Inui,jp JPN,"MF,FW",Alavés,30,1988,12,10,828,9.2,2,0,2,0,0,0,0
234,Gorka Iraizoz,es ESP,GK,Girona,37,1981,7,6,559,6.2,0,0,0,0,0,0,0
235,Carlos Isaac,es ESP,DF,Atlético Madrid,20,1998,1,1,90,1,0,0,0,0,0,0,0
236,Isco,es ESP,"MF,FW",Real Madrid,26,1992,27,11,"1,192",13.2,3,2,3,0,0,3,0
237,Manuel Iturra,cl CHI,MF,Villarreal,34,1984,3,1,74,0.8,0,0,0,0,0,1,0
238,Ander Iturraspe,es ESP,MF,Athletic Club,29,1989,3,1,98,1.1,0,0,0,0,0,1,0
239,Ivi,es ESP,"MF,FW",Valladolid,24,1994,3,0,20,0.2,0,0,0,0,0,0,0
240,Adnan Januzaj,be BEL,"FW,MF",Real Sociedad,23,1995,20,13,"1,254",13.9,1,3,1,0,0,1,0
241,Jason,es ESP,"MF,FW",Levante,24,1994,30,26,"2,330",25.9,2,5,2,0,0,10,0
242,Mathias Jensen,dk DEN,"MF,FW",Celta Vigo,22,1996,6,3,235,2.6,0,0,0,0,0,0,0
243,Jesé,es ESP,"FW,MF",Betis,25,1993,14,9,779,8.7,2,0,2,0,0,2,0
244,Joaquín,es ESP,"FW,DF",Betis,37,1981,30,17,"1,696",18.8,6,0,6,0,0,5,0
