,,,,,,,Playing Time,,,,Performance,,,,,,
35,Iago Aspas,es ESP,FW,Celta Vigo,32,1987,33,33,"2,864",31.8,14,13,9,5,5,9,0
36,Miguel Atienza,es ESP,MF,Eibar,21,1999,12,9,838,9.3,0,0,0,0,0,1,0
37,Ezequiel Ávila,ar ARG,"MF,FW",Osasuna,26,1994,8,2,202,2.2,0,0,0,0,0,0,0
38,Ramon Azeez,ng NGA,"MF,DF",Granada,27,1992,2,1,101,1.1,0,0,0,0,0,0,0
39,Carlos Bacca,co COL,FW,Villarreal,33,1986,23,9,786,8.7,5,0,5,0,0,1,0
40,Édgar Badía,es ESP,GK,Elche,28,1992,30,30,"2,700",30,0,0,0,0,0,0,0
41,Alex Baena,es ESP,MF,Villarreal,19,2001,6,2,137,1.5,0,0,0,0,0,0,0
42,Miguel Baeza,es ESP,"MF,FW",Celta Vigo,20,2000,22,4,543,6,1,0,1,0,0,0,0
43,Mikel Balenziaga,es ESP,DF,Athletic Club,32,1988,23,17,"1,689",18.8,0,1,0,0,0,0,0
44,Barcia,es ESP,DF,Granada,19,2000,1,1,90,1,0,0,0,0,0,1,0
45,Enis Bardhi,mk MKD,"MF,FW",Levante,25,1995,26,19,"1,682",18.7,1,2,1,0,0,4,0
46,Kike Barja,es ESP,"MF,FW",Osasuna,23,1997,33,17,"1,433",15.9,2,3,2,0,0,2,0
47,Marc Baró,es ESP,DF,Cádiz,20,1999,1,1,90,1,0,0,0,0,0,0,0
48,Antonio Barragán,es ESP,DF,Elche,33,1987,27,26,"2,235",24.8,0,3,0,0,0,8,0
49,Ander Barrenetxea,es ESP,"MF,FW",Real Sociedad,18,2001,31,13,"1,307",14.5,3,0,3,0,0,7,0
50,Marc Bartra,es ESP,DF,Betis,29,1991,19,19,"1,694",18.8,0,1,0,0,0,3,0
51,Álvaro Bastida,es ESP,MF,Cádiz,16,2004,1,0,35,0.4,0,0,0,0,0,0,0
52,Rodrigo Battaglia,ar ARG,MF,Alavés,29,1991,32,29,"2,492",27.7,1,0,1,0,0,10,1
53,Jon Bautista,es ESP,"FW,MF",Real Sociedad,25,1995,21,0,370,4.1,0,1,0,0,0,3,0
54,Fran Beltrán,es ESP,MF,Celta Vigo,21,1999,32,13,"1,399",15.5,3,0,3,0,0,3,0
55,Sergio Benito,es ESP,FW,Valladolid,21,1999,1,0,2,0,0,0,0,0,0,0,0
56,Karim Benzema,fr FRA,FW,Real Madrid,32,1987,34,33,"2,894",32.2,23,9,22,1,1,2,0
57,Yuri Berchiche,es ESP,DF,Athletic Club,30,1990,23,21,"1,682",18.7,1,3,1,0,0,3,0
58,Álex Berenguer,es ESP,"MF,FW",Athletic Club,25,1995,35,27,"2,278",25.3,8,4,8,0,0,4,0
59,Pedro Bigas,es ESP,DF,Eibar,29,1990,21,19,"1,529",17,0,0,0,0,0,1,0
60,Blanco,es ESP,"MF,DF",Real Madrid,20,2000,4,2,220,2.4,0,0,0,0,0,0,0
61,Alejandro Blanco,es ESP,MF,Valencia,21,1998,13,6,580,6.4,1,0,1,0,0,1,0
62,Rubén Blanco,es ESP,GK,Celta Vigo,25,1995,19,19,"1,637",18.2,0,0,0,0,0,0,1
63,Alejandro Blesa,es ESP,MF,Levante,18,2002,1,0,11,0.1,0,0,0,0,0,0,0
64,Yann Bodiger,fr FRA,MF,Cádiz,25,1995,9,2,251,2.8,0,0,0,0,0,0,0
65,Yassine Bounou,ma MAR,GK,Sevilla,29,1991,33,33,"2,970",33,1,0,1,0,0,3,0
66,Lucas Boyé,ar ARG,FW,Elche,24,1996,34,32,"2,694",29.9,7,2,7,0,0,9,1
67,Martin Braithwaite,dk DEN,FW,Barcelona,29,1991,29,11,"1,175",13.1,2,2,2,0,1,3,0
68,Darko Brasanac,rs SRB,MF,Osasuna,28,1992,16,9,909,10.1,2,0,2,0,0,4,0
69,Álvaro Bravo,es ESP,MF,Granada,22,1998,1,0,15,0.2,0,0,0,0,0,0,0
70,Claudio Bravo,cl CHI,GK,Betis,37,1983,20,20,"1,800",20,0,0,0,0,0,3,0
71,Yan Brice Eteki,cm CMR,MF,Granada,22,1997,25,16,"1,321",14.7,0,0,0,0,0,4,1
72,Juan Brunet,ar ARG,MF,Granada,22,1998,2,0,24,0.3,0,0,0,0,0,0,0
73,Bryan,es ESP,FW,Sevilla,19,2001,1,0,13,0.1,0,0,0,0,0,0,0
74,Bryan,es ESP,"MF,FW",Eibar,19,2001,28,26,"2,265",25.2,4,3,4,0,0,6,0
75,Ante Budimir,hr CRO,FW,Osasuna,29,1991,30,18,"1,625",18.1,11,0,11,0,0,3,0
76,Esteban Burgos,ar ARG,DF,Eibar,28,1992,14,12,"1,111",12.3,3,1,1,2,3,5,0
77,Burgui,es ESP,MF,Alavés,26,1993,1,0,21,0.2,0,0,0,0,0,0,0
78,Sergio Busquets,es ESP,MF,Barcelona,32,1988,36,32,"2,517",28,0,5,0,0,0,9,0
79,Erick Cabaco,uy URU,DF,Getafe,25,1995,20,15,"1,326",14.7,0,0,0,0,0,9,0
80,Cala,es ESP,DF,Cádiz,30,1989,28,26,"2,272",25.2,3,0,3,0,0,8,0
81,Jonathan Calleri,ar ARG,FW,Osasuna,26,1993,25,20,"1,544",17.2,5,2,5,0,0,4,0
82,Dani Calvo,es ESP,DF,Elche,26,1994,23,19,"1,779",19.8,2,0,2,0,0,3,0
83,José Campaña,es ESP,MF,Levante,27,1993,9,8,748,8.3,1,2,0,1,1,0,0
84,Sergio Canales,es ESP,"MF,FW",Betis,29,1991,31,28,"2,498",27.8,8,6,6,2,3,4,0
85,Álex Cantero,es ESP,FW,Levante,20,2000,4,3,237,2.6,0,0,0,0,0,1,0
86,Ander Capa,es ESP,DF,Athletic Club,28,1992,28,25,"2,131",23.7,2,1,2,0,0,5,0
87,Étienne Capoue,fr FRA,MF,Villarreal,32,1988,16,15,"1,185",13.2,1,0,1,0,0,5,1
88,Isaac Carcelen,es ESP,DF,Cádiz,27,1993,32,31,"2,581",28.7,0,1,0,0,0,3,0
89,Cárdenas,es ESP,GK,Levante,23,1997,8,8,720,8,0,0,0,0,0,1,0
90,Marc Cardona,es ESP,"FW,MF",Osasuna,25,1995,3,0,53,0.6,0,0,0,0,0,0,0
91,Diego Carlos,br BRA,DF,Sevilla,27,1993,33,32,"2,788",31,1,0,1,0,0,11,1
92,Juan Carlos,es ESP,"MF,FW",Huesca,29,1991,15,3,291,3.2,0,1,0,0,0,0,0
93,Yannick Carrasco,be BEL,"DF,MF",Atlético Madrid,26,1993,30,25,"2,179",24.2,6,10,6,0,0,6,0
94,Sergio Carreira,es ESP,DF,Celta Vigo,19,2000,3,3,259,2.9,1,0,1,0,0,0,0
95,Guido Carrillo,ar ARG,FW,Elche,29,1991,21,11,"1,002",11.1,3,2,3,0,0,3,0
96,Dani Carvajal,es ESP,DF,Real Madrid,28,1992,13,11,950,10.6,0,2,0,0,0,5,0
97,William Carvalho,pt POR,MF,Betis,28,1992,27,12,"1,223",13.6,2,0,2,0,0,6,1
98,Casemiro,br BRA,MF,Real Madrid,28,1992,34,32,"2,901",32.2,6,4,6,0,0,11,1
99,Sofian Chakla,ma MAR,DF,Villarreal,26,1993,1,0,13,0.1,0,0,0,0,0,0,0
100,Sofian Chakla,ma MAR,DF,Getafe,26,1993,11,9,897,10,0,0,0,0,0,5,0
101,Chema,es ESP,"DF,MF",Getafe,28,1992,10,7,557,6.2,0,0,0,0,0,3,1
102,Denis Cheryshev,ru RUS,MF,Valencia,29,1990,21,13,"1,101",12.2,0,3,0,0,0,3,0
103,Samuel Chukwueze,ng NGA,"MF,FW",Villarreal,21,1999,28,13,"1,365",15.2,4,2,4,0,0,0,0
104,Víctor Chust,es ESP,DF,Real Madrid,20,2000,2,1,95,1.1,0,0,0,0,0,0,0
105,Cifu,es ESP,DF,Elche,29,1990,11,4,451,5,0,0,0,0,0,1,0
106,Alberto Cifuentes,es ESP,GK,Cádiz,41,1979,2,2,180,2,0,0,0,0,0,0,0
107,Jasper Cillessen,nl NED,GK,Valencia,31,1989,10,10,900,10,0,0,0,0,0,0,0
108,Carlos Clerc,es ESP,DF,Levante,28,1992,35,30,"2,781",30.9,0,3,0,0,0,5,0
109,Coke,es ESP,DF,Levante,33,1987,17,11,835,9.3,0,0,0,0,0,1,0
110,Francis Coquelin,fr FRA,MF,Villarreal,29,1991,22,7,736,8.2,0,0,0,0,0,4,0
111,Iñigo Córdoba,es ESP,MF,Alavés,23,1997,7,3,216,2.4,0,0,0,0,0,0,0
112,Iñigo Córdoba,es ESP,"FW,MF",Athletic Club,23,1997,3,1,95,1.1,0,0,0,0,0,0,0
113,Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,25,1995,38,29,"2,393",26.6,9,8,9,0,0,3,0
114,Rober Correa,es ESP,DF,Eibar,27,1992,15,13,"1,136",12.6,0,2,0,0,0,3,0
115,Thierry Correia,pt POR,DF,Valencia,21,1999,29,25,"2,137",23.7,1,1,1,0,0,6,1
116,Diego Costa,es ESP,FW,Atlético Madrid,31,1988,7,2,208,2.3,2,0,1,1,1,1,0
117,Jaume Costa,es ESP,"DF,MF",Villarreal,32,1988,14,3,351,3.9,0,1,0,0,0,1,0
118,Thibaut Courtois,be BEL,GK,Real Madrid,28,1992,38,38,"3,420",38,0,0,0,0,0,0,0
119,Philippe Coutinho,br BRA,"MF,FW",Barcelona,28,1992,12,8,654,7.3,2,2,2,0,0,0,0
120,Juan Cruz Armada,es ESP,DF,Osasuna,28,1992,26,23,"1,962",21.8,0,0,0,0,0,4,0
121,Sergio Cubero Ezcurra,es ESP,MF,Eibar,20,1999,1,0,1,0,0,0,0,0,0,0,0
122,Cucho,co COL,"FW,MF",Getafe,21,1999,23,18,"1,466",16.3,2,3,2,0,0,5,0
123,Marc Cucurella,es ESP,MF,Getafe,22,1998,37,37,"3,244",36,3,2,3,0,0,8,0
124,Patrick Cutrone,it ITA,FW,Valencia,22,1998,7,0,108,1.2,0,0,0,0,0,0,0
125,Moussa Dembélé,fr FRA,"FW,MF",Atlético Madrid,24,1996,5,0,100,1.1,0,0,0,0,0,0,0
126,Ousmane Dembélé,fr FRA,"FW,DF",Barcelona,23,1997,30,19,"1,774",19.7,6,3,6,0,0,2,0
127,Sergiño Dest,us USA,DF,Barcelona,19,2000,30,23,"1,909",21.2,2,1,2,0,0,1,0
128,Deyverson,br BRA,FW,Alavés,29,1991,27,11,874,9.7,1,3,1,0,0,4,0
129,Abdoulay Diaby,ml MLI,MF,Getafe,29,1991,1,0,18,0.2,0,0,0,0,0,0,0
130,Mouctar Diakhaby,gn GUI,DF,Valencia,23,1996,26,24,"2,079",23.1,1,0,1,0,0,4,1
131,Víctor Díaz,es ESP,DF,Granada,32,1988,17,7,828,9.2,0,2,0,0,0,3,0
132,Papakouli Diop,sn SEN,MF,Eibar,34,1986,33,28,"2,324",25.8,1,1,1,0,0,9,2
133,Djené,tg TOG,DF,Getafe,28,1991,34,34,"2,941",32.7,0,1,0,0,0,8,2
134,Marko Dmitrovi?,rs SRB,GK,Eibar,28,1992,35,35,"3,120",34.7,1,0,0,1,2,0,0
135,Jaume Doménech,es ESP,GK,Valencia,29,1990,28,28,"2,520",28,0,0,0,0,0,1,0
136,Carlos Dominguez,es ESP,DF,Celta Vigo,19,2001,4,4,360,4,0,0,0,0,0,2,0
137,John Donald,es ESP,"DF,FW",Elche,19,2000,2,1,50,0.6,0,0,0,0,0,0,0
138,Cheick Doukouré,ci CIV,MF,Levante,27,1992,7,0,101,1.1,0,0,0,0,0,1,0
139,Idrissa Doumbia,ci CIV,MF,Huesca,22,1998,23,7,779,8.7,0,0,0,0,0,4,0
140,Domingos Duarte,pt POR,DF,Granada,25,1995,29,27,"2,363",26.3,1,0,1,0,0,5,1
141,Óscar Duarte,cr CRC,DF,Levante,31,1989,29,23,"2,060",22.9,1,0,1,0,0,2,0
142,Rubén Duarte,es ESP,DF,Alavés,24,1995,31,29,"2,545",28.3,1,1,1,0,0,5,1
143,Unai Dufur,es ESP,DF,Eibar,21,1999,1,1,62,0.7,0,0,0,0,0,0,0
144,Hugo Duro,es ESP,FW,Real Madrid,20,1999,2,0,55,0.6,0,0,0,0,0,0,0
145,Aritz Elustondo,es ESP,DF,Real Sociedad,26,1994,23,22,"1,884",20.9,1,0,1,0,0,5,0
146,Rodrigo Ely,br BRA,DF,Alavés,26,1993,8,6,468,5.2,1,0,1,0,0,1,0
147,Emerson,br BRA,DF,Betis,21,1999,34,34,"2,991",33.2,1,4,1,0,0,9,1
148,Youssef En-Nesyri,ma MAR,FW,Sevilla,23,1997,38,23,"2,311",25.7,18,0,18,0,0,2,0
149,Sergi Enrich,es ESP,FW,Eibar,30,1990,27,13,"1,404",15.6,3,0,3,0,1,1,0
150,Aarón Escandell,es ESP,GK,Granada,24,1995,5,5,450,5,0,0,0,0,0,1,0
151,Dani Escriche,es ESP,"FW,MF",Huesca,22,1998,23,7,857,9.5,1,1,1,0,0,5,1
152,Sergio Escudero,es ESP,DF,Sevilla,30,1989,9,7,565,6.3,1,0,1,0,0,3,0
153,Alfonso Espino,uy URU,DF,Cádiz,28,1992,32,31,"2,601",28.9,0,3,0,0,0,6,0
154,Vicente Esquerdo,es ESP,MF,Valencia,21,1999,4,3,231,2.6,0,0,0,0,0,1,0
155,Pervis Estupiñán,ec ECU,DF,Villarreal,22,1998,25,12,"1,168",13,0,0,0,0,0,1,0
156,Xabier Etxeita,es ESP,DF,Getafe,32,1987,11,9,883,9.8,0,0,0,0,0,3,0
157,Edu Expósito,es ESP,MF,Eibar,23,1996,31,27,"2,455",27.3,0,3,0,0,2,4,0
158,Jokin Ezkieta,es ESP,GK,Athletic Club,23,1996,1,1,90,1,0,0,0,0,0,0,0
159,Fali,es ESP,"DF,MF",Cádiz,26,1993,34,29,"2,637",29.3,0,0,0,0,0,11,0
160,Ansu Fati,es ESP,FW,Barcelona,17,2002,7,6,431,4.8,4,0,4,0,0,1,0
161,Nabil Fekir,fr FRA,"MF,FW",Betis,27,1993,33,33,"2,622",29.1,5,6,4,1,3,5,1
162,Felipe,br BRA,DF,Atlético Madrid,31,1989,31,23,"2,057",22.9,0,0,0,0,0,8,0
163,João Félix,pt POR,"FW,MF",Atlético Madrid,20,1999,31,14,"1,572",17.5,7,5,6,1,2,6,0
164,Aitor Fernández,es ESP,GK,Levante,29,1991,29,29,"2,610",29,0,0,0,0,0,0,0
165,Álex Fernández,es ESP,MF,Cádiz,27,1992,25,21,"1,946",21.6,4,1,2,2,2,1,0
166,Álvaro Fernández,es ESP,GK,Huesca,22,1998,22,22,"1,980",22,0,0,0,0,0,0,0
167,Andrés Fernández,es ESP,GK,Huesca,33,1986,16,16,"1,440",16,0,0,0,0,0,0,0
168,Augusto Fernández,ar ARG,MF,Cádiz,34,1986,12,4,369,4.1,0,0,0,0,0,1,0
169,Carlos Fernández,es ESP,"FW,MF",Real Sociedad,24,1996,11,4,390,4.3,1,2,1,0,0,5,0
170,Carlos Fernández,es ESP,FW,Sevilla,24,1996,5,2,143,1.6,0,0,0,0,0,0,0
171,Joaquín Fernández,es ESP,DF,Valladolid,24,1996,25,24,"2,073",23,1,0,1,0,0,8,0
172,Fernando,br BRA,MF,Sevilla,33,1987,31,28,"2,546",28.3,3,4,3,0,0,6,0
173,David Ferreiro,es ESP,"MF,FW",Huesca,32,1988,37,29,"2,527",28.1,2,4,2,0,0,5,0
174,Facundo Ferreyra,ar ARG,FW,Celta Vigo,29,1991,13,2,300,3.3,1,0,1,0,0,5,1
175,Fidel,es ESP,"MF,DF",Elche,30,1989,30,28,"2,396",26.6,6,3,4,2,3,8,0
176,Junior Firpo,es ESP,DF,Barcelona,23,1996,7,3,289,3.2,1,1,1,0,0,2,0
177,Kingsley Fobi,gh GHA,DF,Granada,21,1998,1,0,45,0.5,0,0,0,0,0,0,0
178,Ramón Folch,es ESP,MF,Elche,30,1989,1,0,1,0,0,0,0,0,0,0,0
179,José Fontán,es ESP,DF,Celta Vigo,20,2000,14,7,652,7.2,0,0,0,0,0,3,1
180,Dimitri Foulquier,fr FRA,DF,Granada,27,1993,32,32,"2,663",29.6,0,4,0,0,0,7,0
181,Juan Foyth,ar ARG,"DF,MF",Villarreal,22,1998,16,13,"1,168",13,0,0,0,0,0,6,0
182,Jorge de Frutos,es ESP,"MF,FW",Levante,23,1997,37,22,"2,186",24.3,4,9,4,0,0,3,0
183,Ramiro Funes Mori,ar ARG,DF,Villarreal,29,1991,10,8,727,8.1,0,0,0,0,0,1,0
184,Javi Galán,es ESP,DF,Huesca,25,1994,37,34,"3,065",34.1,1,2,1,0,0,5,0
185,Enric Gallego,es ESP,FW,Osasuna,33,1986,22,8,806,9,0,2,0,0,0,2,0
186,Kévin Gameiro,fr FRA,FW,Valencia,33,1987,27,10,"1,077",12,4,1,4,0,0,0,0
187,Aleix García,es ESP,MF,Eibar,23,1997,11,5,437,4.9,0,1,0,0,0,1,0
188,Borja García,es ESP,"MF,FW",Huesca,29,1990,21,13,"1,117",12.4,1,0,1,0,0,0,0
189,Dani García,es ESP,MF,Athletic Club,30,1990,27,21,"1,920",21.3,0,1,0,0,0,8,0
190,David García,es ESP,DF,Osasuna,26,1994,35,35,"3,150",35,1,0,1,0,0,8,0
191,Manu García,es ESP,MF,Alavés,34,1986,25,10,"1,124",12.5,0,0,0,0,0,9,1
192,Raúl García,es ESP,"FW,MF",Athletic Club,34,1986,34,21,"1,743",19.4,5,1,3,2,3,8,2
193,Raúl García,es ESP,"DF,MF",Valladolid,31,1989,8,5,504,5.6,1,0,1,0,0,2,0
194,Rubén García,es ESP,"MF,FW",Osasuna,27,1993,37,33,"2,718",30.2,3,5,2,1,1,2,0
195,Sergi García,es ESP,MF,Alavés,21,1999,2,0,16,0.2,0,0,0,0,0,0,0
196,Unai García,es ESP,DF,Osasuna,28,1992,17,13,"1,242",13.8,0,0,0,0,0,3,0
197,Mario Gaspar,es ESP,DF,Villarreal,29,1990,24,21,"1,851",20.6,0,2,0,0,0,3,1
198,Paulo Gazzaniga,ar ARG,GK,Elche,28,1992,8,8,720,8,0,0,0,0,0,3,0
199,David Gil,es ESP,GK,Cádiz,26,1994,4,4,360,4,0,0,0,0,0,0,0
200,Álvaro Giménez,es ESP,"FW,MF",Cádiz,29,1991,11,3,407,4.5,2,1,2,0,0,0,0
201,Dani Gómez,es ESP,FW,Levante,22,1998,34,17,"1,666",18.5,2,2,2,0,0,3,0
202,Ibai Gómez,es ESP,MF,Athletic Club,30,1989,13,4,424,4.7,0,1,0,0,0,0,0
203,Maxi Gómez,uy URU,FW,Valencia,23,1996,31,31,"2,689",29.9,7,1,7,0,0,7,1
204,Moi Gómez,es ESP,"MF,FW",Villarreal,26,1994,35,29,"2,563",28.5,4,0,3,1,1,1,0
205,Papu Gómez,ar ARG,"MF,FW",Sevilla,32,1988,18,11,914,10.2,3,1,3,0,0,0,0
206,Sergi Gómez,es ESP,DF,Sevilla,28,1992,9,9,719,8,0,0,0,0,0,2,0
207,Sergio Gómez,es ESP,"MF,FW",Huesca,19,2000,29,4,792,8.8,0,1,0,0,0,1,0
208,Maxime Gonalons,fr FRA,MF,Granada,31,1989,25,18,"1,480",16.4,0,1,0,0,0,7,1
209,Bruno González,es ESP,DF,Valladolid,30,1990,27,25,"2,263",25.1,1,0,1,0,0,8,0
210,Diego González,es ESP,DF,Elche,25,1995,19,15,"1,280",14.2,1,0,1,0,0,5,0
211,Sergio González,es ESP,"MF,DF",Cádiz,23,1997,1,1,90,1,0,0,0,0,0,0,0
212,Urko González,es ESP,MF,Real Sociedad,19,2001,2,1,47,0.5,0,0,0,0,0,1,0
213,Andoni Gorosabel,es ESP,DF,Real Sociedad,23,1996,32,28,"2,382",26.5,0,1,0,0,0,3,0
214,Antoine Griezmann,fr FRA,"FW,MF",Barcelona,29,1991,36,32,"2,604",28.9,13,7,12,1,2,4,0
215,Andrés Guardado,mx MEX,MF,Betis,33,1986,24,17,"1,318",14.6,1,0,1,0,0,4,0
216,Sergi Guardiola,es ESP,FW,Valladolid,29,1991,29,19,"1,795",19.9,1,2,0,1,2,5,0
217,Nemanja Gudelj,rs SRB,"MF,DF",Sevilla,28,1991,30,10,"1,041",11.6,0,0,0,0,0,8,0
218,Gonçalo Guedes,pt POR,"MF,FW",Valencia,23,1996,31,27,"2,287",25.4,5,5,5,0,0,3,1
219,Ander Guevara,es ESP,MF,Real Sociedad,23,1997,31,25,"2,081",23.1,1,1,1,0,0,5,0
220,John Guidetti,se SWE,"FW,MF",Alavés,28,1992,10,1,208,2.3,1,0,1,0,0,1,0
221,Hugo Guillamón,es ESP,DF,Valencia,20,2000,25,21,"1,988",22.1,1,0,1,0,0,8,0
222,Jon Guridi,es ESP,MF,Real Sociedad,25,1995,17,8,831,9.2,0,1,0,0,0,2,0
223,Raúl Guti,es ESP,MF,Elche,23,1996,36,33,"2,862",31.8,3,1,3,0,0,4,1
224,Marcos Mauro López Gutiérrez,ar ARG,DF,Cádiz,29,1991,24,22,"1,825",20.3,2,0,2,0,0,2,1
225,Miguel Gutiérrez,es ESP,DF,Real Madrid,19,2001,6,3,316,3.5,0,1,0,0,0,0,0
226,Munir El Haddadi,ma MAR,FW,Sevilla,24,1995,24,9,845,9.4,4,2,4,0,0,2,0
227,Eden Hazard,be BEL,"FW,MF",Real Madrid,29,1991,14,7,532,5.9,3,2,3,0,0,0,0
228,Mario Hermoso,es ESP,DF,Atlético Madrid,25,1995,31,30,"2,578",28.6,1,1,1,0,0,6,0
229,Aridane Hernández,gq EQG,DF,Osasuna,31,1989,24,24,"2,026",22.5,0,0,0,0,0,3,1
230,Héctor Herrera,mx MEX,MF,Atlético Madrid,30,1990,16,8,682,7.6,0,1,0,0,0,2,0
231,Sergio Herrera,es ESP,GK,Osasuna,27,1993,33,32,"2,958",32.9,0,0,0,0,0,2,0
232,Yangel Herrera,ve VEN,MF,Granada,22,1998,32,25,"2,310",25.7,3,1,3,0,0,7,0
233,Pablo Hervías,es ESP,"DF,MF",Valladolid,27,1993,27,10,"1,204",13.4,0,5,0,0,0,1,0
234,Jordan Holsgrove,sct SCO,MF,Celta Vigo,20,1999,5,0,145,1.6,0,0,0,0,0,0,0
235,Vicente Iborra,es ESP,MF,Villarreal,32,1988,13,10,928,10.3,0,0,0,0,0,4,0
236,Oussama Idrissi,ma MAR,"FW,MF",Sevilla,24,1996,3,0,27,0.3,0,0,0,0,0,0,0
237,Iglesias,es ESP,"DF,MF",Getafe,22,1998,10,7,605,6.7,0,0,0,0,0,2,0
238,Borja Iglesias,es ESP,FW,Betis,27,1993,28,15,"1,411",15.7,11,0,6,5,5,2,0
239,Asier Illarramendi,es ESP,MF,Real Sociedad,30,1990,6,6,337,3.7,0,0,0,0,0,2,0
240,Pablo Insua,es ESP,DF,Huesca,26,1993,20,17,"1,587",17.6,0,0,0,0,0,9,0
241,Takashi Inui,jp JPN,"MF,FW",Eibar,32,1988,28,22,"1,819",20.2,1,0,1,0,0,0,0
242,Alexander Isak,se SWE,FW,Real Sociedad,20,1999,34,30,"2,340",26,17,2,17,0,1,4,0
243,Isco,es ESP,"MF,FW",Real Madrid,28,1992,25,8,908,10.1,0,2,0,0,0,1,0
244,Jairo Izquierdo,es ESP,"MF,DF",Cádiz,26,1993,30,11,"1,277",14.2,1,0,1,0,0,4,0
245,Saidy Janko,gm GAM,DF,Valladolid,24,1995,19,14,"1,220",13.6,0,1,0,0,0,4,0
246,Adnan Januzaj,be BEL,"FW,MF",Real Sociedad,25,1995,27,12,"1,014",11.3,4,5,1,3,3,2,0
247,Jason,es ESP,"MF,DF",Valencia,26,1994,17,4,441,4.9,0,0,0,0,0,4,1
