,,,,,,,Playing Time,,,,Performance,,,,,,
248,Luis Javier Suárez,co COL,"FW,MF",Granada,22,1997,27,18,"1,666",18.5,5,1,5,0,0,6,0
249,Joaquín,es ESP,"FW,MF",Betis,39,1981,27,16,"1,291",14.3,2,6,2,0,0,2,0
250,John Joe,ie IRL,"MF,DF",Getafe,16,2003,6,0,65,0.7,0,0,0,0,0,0,0
251,Frenkie de Jong,nl NED,"MF,DF",Barcelona,23,1997,37,35,"3,154",35,3,4,3,0,0,5,0
252,Luuk de Jong,nl NED,FW,Sevilla,29,1990,34,14,"1,268",14.1,4,0,4,0,0,3,0
253,Jens Jønsson,dk DEN,MF,Cádiz,27,1993,35,33,"2,615",29.1,0,0,0,0,0,6,0
254,Jony,es ESP,"MF,FW",Osasuna,29,1991,22,9,871,9.7,0,2,0,0,0,0,0
255,Joan Jordán,es ESP,MF,Sevilla,26,1994,35,28,"2,406",26.7,1,6,1,0,0,8,1
256,Josan,es ESP,"MF,DF",Elche,30,1989,33,24,"1,926",21.4,4,2,4,0,0,3,0
257,Willian José,br BRA,FW,Real Sociedad,28,1991,13,8,689,7.7,3,1,3,0,1,0,0
258,Joselu,es ESP,FW,Alavés,30,1990,37,34,"3,026",33.6,11,3,9,2,4,1,0
259,Josema,es ESP,DF,Elche,24,1996,29,21,"1,966",21.8,0,1,0,0,0,3,0
260,Jota,pt POR,"MF,FW",Valladolid,21,1999,17,7,668,7.4,1,0,1,0,0,1,0
261,Jota,es ESP,MF,Alavés,29,1991,23,18,"1,398",15.5,0,2,0,0,0,5,1
262,Luka Jovic,rs SRB,"FW,MF",Real Madrid,22,1997,4,2,149,1.7,0,0,0,0,0,0,0
263,Juanmi,es ESP,"FW,MF",Betis,27,1993,16,5,604,6.7,2,0,2,0,0,1,0
264,Vinicius Júnior,br BRA,FW,Real Madrid,20,2000,35,22,"1,969",21.9,3,3,3,0,0,3,0
265,Damian K?dzior,pl POL,"FW,MF",Eibar,28,1992,6,2,195,2.2,0,0,0,0,0,0,0
266,Lee Kangin,kr KOR,"FW,MF",Valencia,19,2001,24,15,"1,262",14,0,4,0,0,0,1,0
267,Stephane Keller,cm CMR,DF,Alavés,18,2001,1,0,16,0.2,0,0,0,0,0,0,0
268,Kenedy,br BRA,"FW,MF",Granada,24,1996,28,18,"1,471",16.3,4,3,4,0,0,3,0
269,Kike,es ESP,FW,Eibar,30,1989,37,36,"3,087",34.3,12,2,12,0,0,4,1
270,Giorgi Kochorashvili,ge GEO,MF,Levante,21,1999,3,0,23,0.3,0,0,0,0,0,0,0
271,Kenan Kodro,ba BIH,"FW,MF",Athletic Club,26,1993,3,0,44,0.5,1,0,0,1,1,1,0
272,Kenan Kodro,ba BIH,"FW,MF",Valladolid,26,1993,14,4,459,5.1,0,0,0,0,0,1,0
273,Koba Koindredi,fr FRA,MF,Valencia,18,2001,2,0,15,0.2,0,0,0,0,0,0,0
274,Koke,es ESP,MF,Atlético Madrid,28,1992,37,34,"3,021",33.6,1,2,1,0,0,9,0
275,Geoffrey Kondogbia,cf CTA,MF,Valencia,27,1993,5,5,440,4.9,0,0,0,0,0,1,0
276,Geoffrey Kondogbia,cf CTA,"MF,FW",Atlético Madrid,27,1993,25,4,611,6.8,0,0,0,0,0,4,0
277,Youssouf Koné,ml MLI,"DF,FW",Elche,25,1995,3,1,73,0.8,0,0,0,0,0,0,0
278,Jules Koundé,fr FRA,DF,Sevilla,21,1998,34,33,"2,975",33.1,2,1,2,0,0,4,0
279,Toni Kroos,de GER,MF,Real Madrid,30,1990,28,24,"2,117",23.5,3,10,3,0,0,6,0
280,Takefusa Kubo,jp JPN,"MF,FW",Getafe,19,2001,18,8,805,8.9,1,1,1,0,0,2,0
281,Takefusa Kubo,jp JPN,"MF,FW",Villarreal,19,2001,13,2,299,3.3,0,0,0,0,0,2,1
282,Kuki,es ESP,MF,Valladolid,22,1998,2,0,30,0.3,0,1,0,0,0,0,0
283,Víctor Laguardia,es ESP,DF,Alavés,30,1989,32,30,"2,631",29.2,0,1,0,0,0,5,1
284,Diego Lainez,mx MEX,FW,Betis,20,2000,21,8,862,9.6,0,2,0,0,0,5,0
285,Toni Lato,es ESP,DF,Valencia,22,1997,15,8,728,8.1,1,0,1,0,0,3,0
286,Lauti,uy URU,"MF,FW",Celta Vigo,19,2001,1,0,14,0.2,0,0,0,0,0,0,0
287,Robin Le Normand,fr FRA,DF,Real Sociedad,23,1996,33,30,"2,747",30.5,0,1,0,0,0,5,1
288,Jeremías Ledesma,ar ARG,GK,Cádiz,27,1993,32,32,"2,880",32,0,0,0,0,0,0,0
289,Florian Lejeune,fr FRA,DF,Alavés,29,1991,34,34,"3,015",33.5,1,1,1,0,0,10,0
290,Iñigo Lekue,es ESP,DF,Athletic Club,27,1993,18,5,644,7.2,0,0,0,0,0,1,0
291,Thomas Lemar,fr FRA,"MF,FW",Atlético Madrid,24,1995,27,19,"1,366",15.2,1,3,1,0,0,4,0
292,Clément Lenglet,fr FRA,DF,Barcelona,25,1995,33,29,"2,475",27.5,1,0,1,0,0,11,2
293,Pedro León,es ESP,"MF,FW",Eibar,33,1986,24,10,935,10.4,1,2,1,0,0,2,0
294,Sergio León,es ESP,FW,Levante,31,1989,28,6,748,8.3,2,0,2,0,0,0,0
295,Diego Llorente,es ESP,DF,Real Sociedad,26,1993,1,1,90,1,0,0,0,0,0,0,0
296,Marcos Llorente,es ESP,"MF,DF",Atlético Madrid,25,1995,37,33,"2,956",32.8,12,11,12,0,0,6,0
297,Renan Lodi,br BRA,DF,Atlético Madrid,22,1998,23,11,"1,129",12.5,1,2,1,0,0,3,0
298,Adrián López,es ESP,"FW,MF",Osasuna,32,1988,17,5,481,5.3,1,1,1,0,0,0,0
299,Javi López,es ESP,"DF,MF",Alavés,18,2002,9,1,248,2.8,0,0,0,0,0,1,1
300,Pedro López Muñoz,es ESP,DF,Huesca,36,1983,22,10,"1,067",11.9,0,1,0,0,0,2,0
301,Roberto López,es ESP,"MF,FW",Real Sociedad,20,2000,17,4,505,5.6,3,0,3,0,0,0,0
302,Unai López,es ESP,MF,Athletic Club,24,1995,26,15,"1,424",15.8,3,0,3,0,0,7,0
303,Anthony Lozano,hn HON,"FW,MF",Cádiz,27,1993,29,18,"1,523",16.9,3,1,3,0,0,5,0
304,Jeison Lucumí,co COL,"FW,MF",Elche,25,1995,2,1,49,0.5,0,0,0,0,0,0,0
305,José Luis Gayà,es ESP,DF,Valencia,25,1995,33,32,"2,846",31.6,1,7,1,0,0,6,0
306,José Luis Morales,es ESP,"FW,MF",Levante,33,1987,38,30,"2,439",27.1,13,3,13,0,1,3,0
307,Luisinho,pt POR,DF,Huesca,35,1985,5,2,179,2,0,0,0,0,0,1,0
308,Luismi,es ESP,"MF,DF",Elche,28,1992,11,2,168,1.9,0,0,0,0,0,0,0
309,Darwin Machís,ve VEN,"FW,MF",Granada,27,1993,32,21,"2,026",22.5,4,5,4,0,1,1,0
310,Pablo Maffeo,es ESP,DF,Huesca,23,1997,25,25,"1,964",21.8,1,4,1,0,0,4,0
311,Abdallahi Mahmoud,mr MTN,MF,Alavés,20,2000,2,1,66,0.7,0,0,0,0,0,0,0
312,Nemanja Maksimovi?,rs SRB,MF,Getafe,25,1995,35,34,"2,728",30.3,1,0,1,0,0,5,0
313,Filip Malbasic,rs SRB,"FW,MF",Cádiz,27,1992,28,8,860,9.6,0,1,0,0,0,2,0
314,Hugo Mallo,es ESP,DF,Celta Vigo,29,1991,31,30,"2,602",28.9,3,1,3,0,0,8,0
315,Mickael Malsa,mq MTQ,MF,Levante,24,1995,35,25,"2,338",26,1,0,1,0,0,5,0
316,Aïssa Mandi,dz ALG,DF,Betis,28,1991,28,27,"2,392",26.6,3,1,3,0,0,6,2
317,Eliaquim Mangala,fr FRA,DF,Valencia,29,1991,7,4,321,3.6,0,0,0,0,0,1,0
318,Maranhão,br BRA,FW,Valladolid,23,1996,23,11,"1,177",13.1,4,1,4,0,0,3,0
319,Marcelo,br BRA,DF,Real Madrid,32,1988,16,12,"1,050",11.7,0,2,0,0,0,3,0
320,Iván Marcone,ar ARG,MF,Elche,30,1990,33,30,"2,645",29.4,0,0,0,0,0,10,1
321,Óscar de Marcos,es ESP,"DF,MF",Athletic Club,31,1989,25,17,"1,520",16.9,1,2,1,0,0,2,0
322,José Mari,es ESP,MF,Cádiz,32,1987,22,18,"1,451",16.1,1,0,0,1,1,5,0
323,José María Giménez,uy URU,DF,Atlético Madrid,25,1995,21,20,"1,765",19.6,0,0,0,0,0,5,0
324,Mariano,do DOM,FW,Real Madrid,26,1993,16,5,513,5.7,1,0,1,0,0,0,0
325,Adrián Marín,es ESP,"DF,MF",Alavés,23,1997,5,1,93,1,0,0,0,0,0,0,0
326,Adrián Marín,es ESP,"DF,FW",Granada,23,1997,9,3,269,3,0,1,0,0,0,1,0
327,Roger Martí,es ESP,FW,Levante,29,1991,33,26,"2,198",24.4,12,4,10,2,4,4,0
328,Aarón Martín,es ESP,DF,Celta Vigo,23,1997,19,17,"1,540",17.1,0,3,0,0,0,1,0
329,Álex Martín,es ESP,DF,Cádiz,22,1998,2,1,96,1.1,0,0,0,0,0,0,0
330,Iñigo Martínez,es ESP,DF,Athletic Club,29,1991,28,28,"2,519",28,1,0,1,0,0,9,1
331,Javi Martínez,es ESP,"MF,FW",Osasuna,20,1999,13,6,460,5.1,1,1,1,0,0,1,0
332,Marvin,es ESP,"DF,FW",Real Madrid,20,2000,4,2,133,1.5,0,1,0,0,0,0,0
333,Jordi Masip,es ESP,GK,Valladolid,31,1989,25,25,"2,250",25,0,0,0,0,0,3,0
334,Jaime Mata,es ESP,FW,Getafe,31,1988,33,23,"2,037",22.6,5,0,4,1,2,9,1
335,Borja Mayoral,es ESP,FW,Real Madrid,23,1997,2,0,23,0.3,0,0,0,0,0,0,0
336,Gonzalo Melero,es ESP,"MF,FW",Levante,26,1994,29,21,"1,853",20.6,7,1,7,0,0,4,0
337,Brais Méndez,es ESP,"MF,FW",Celta Vigo,23,1997,34,30,"2,671",29.7,9,0,8,1,1,8,0
338,Édgar Méndez,es ESP,"MF,FW",Alavés,30,1990,33,26,"2,090",23.2,5,1,5,0,0,12,1
339,Eñaut Mendía,es ESP,FW,Eibar,21,1999,1,1,61,0.7,0,0,0,0,0,1,0
340,Ferland Mendy,fr FRA,DF,Real Madrid,25,1995,26,24,"2,208",24.5,1,0,1,0,0,3,0
341,Mikel Merino,es ESP,MF,Real Sociedad,24,1996,26,25,"2,154",23.9,2,4,2,0,0,5,0
342,Martín Merquelanz,es ESP,"FW,MF",Real Sociedad,25,1995,13,4,549,6.1,0,1,0,0,0,0,0
343,Roque Mesa,es ESP,MF,Valladolid,31,1989,25,21,"1,761",19.6,1,0,0,1,1,4,1
344,Lionel Messi,ar ARG,"FW,MF",Barcelona,33,1987,35,33,"3,023",33.6,30,9,27,3,5,4,0
345,Omenuke Mfulu,cd COD,MF,Elche,26,1994,20,9,789,8.8,0,0,0,0,0,4,0
346,Míchel,es ESP,MF,Valladolid,32,1988,22,10,946,10.5,2,0,2,0,0,3,0
347,Éder Militão,br BRA,DF,Real Madrid,22,1998,14,13,"1,133",12.6,1,0,1,0,0,3,1
348,Luis Milla,es ESP,MF,Granada,25,1994,16,14,"1,253",13.9,1,1,1,0,0,1,0
349,Pere Milla,es ESP,"FW,MF",Elche,27,1992,32,22,"1,981",22,4,3,4,0,0,6,0
350,Álex Millán,es ESP,FW,Villarreal,20,1999,1,0,2,0,0,0,0,0,0,0,0
351,Santi Mina,es ESP,FW,Celta Vigo,24,1995,34,29,"2,412",26.8,12,3,11,1,1,4,0
352,Óscar Mingueza,es ESP,DF,Barcelona,21,1999,27,23,"1,901",21.1,2,2,2,0,0,4,0
353,Rafa Mir,es ESP,FW,Huesca,23,1997,38,32,"2,877",32,13,1,11,2,3,2,0
354,Jorge Miramón,es ESP,DF,Levante,31,1989,26,19,"1,732",19.2,0,3,0,0,0,1,0
355,Juan Miranda,es ESP,DF,Betis,20,2000,22,18,"1,652",18.4,1,2,1,0,0,4,0
356,Luka Modric,hr CRO,MF,Real Madrid,34,1985,35,32,"2,733",30.4,5,3,5,0,0,4,0
357,Johan Mojica,co COL,DF,Elche,27,1992,17,14,"1,204",13.4,0,0,0,0,0,3,0
358,Guillem Molina,es ESP,DF,Valencia,20,2000,2,1,153,1.7,0,0,0,0,0,1,0
359,Jorge Molina,es ESP,"FW,MF",Granada,38,1982,33,17,"1,615",17.9,8,2,8,0,1,3,0
360,Victor Mollejo,es ESP,"MF,DF",Getafe,19,2001,4,0,72,0.8,0,0,0,0,0,0,0
361,Jon Moncayola,es ESP,MF,Osasuna,22,1998,36,28,"2,660",29.6,2,0,2,0,0,7,1
362,Nacho Monreal,es ESP,DF,Real Sociedad,34,1986,26,23,"2,082",23.1,1,1,1,0,0,1,0
363,Ángel Montoro,es ESP,MF,Granada,32,1988,22,17,"1,362",15.1,1,1,0,1,1,6,0
364,Martín Montoya,es ESP,DF,Betis,29,1991,5,2,239,2.7,0,0,0,0,0,0,1
365,Emre Mor,tr TUR,"FW,MF",Celta Vigo,23,1997,11,6,500,5.6,0,0,0,0,0,2,0
366,Jon Morcillo,es ESP,"MF,FW",Athletic Club,21,1998,30,16,"1,363",15.1,2,2,2,0,0,3,0
367,Alberto Moreno,es ESP,DF,Villarreal,28,1992,5,2,193,2.1,0,0,0,0,0,0,0
368,Álex Moreno,es ESP,DF,Betis,27,1993,23,20,"1,786",19.8,0,2,0,0,0,4,0
369,Gerard Moreno,es ESP,"FW,MF",Villarreal,28,1992,33,30,"2,673",29.7,23,7,13,10,10,3,0
370,Tete Morente,es ESP,"MF,FW",Elche,23,1996,30,23,"2,019",22.4,2,5,2,0,0,5,0
371,Ilaix Moriba,gn GUI,MF,Barcelona,17,2003,14,4,542,6,1,2,1,0,0,1,0
372,Loren Morón,es ESP,"FW,MF",Betis,26,1993,26,9,991,11,1,0,1,0,0,2,0
373,Pedro Mosquera,es ESP,MF,Huesca,32,1988,27,24,"2,050",22.8,0,0,0,0,0,1,0
374,Javi Moyano,es ESP,DF,Valladolid,34,1986,2,2,103,1.1,0,0,0,0,0,0,0
375,Iker Muniain,es ESP,"MF,FW",Athletic Club,27,1992,28,23,"1,943",21.6,5,3,5,0,0,1,0
376,Aihen Muñoz,es ESP,DF,Real Sociedad,22,1997,16,14,"1,210",13.4,0,1,0,0,0,6,0
377,Joaquín Muñoz,es ESP,FW,Huesca,21,1999,3,0,41,0.5,0,0,0,0,0,0,0
378,Jeison Murillo,co COL,DF,Celta Vigo,28,1992,31,31,"2,699",30,2,0,2,0,0,11,1
379,Yunus Musah,us USA,MF,Valencia,17,2002,32,17,"1,530",17,1,0,1,0,0,2,0
380,Yoshinori Mut?,jp JPN,"FW,MF",Eibar,28,1992,26,13,"1,122",12.5,1,1,1,0,0,1,0
381,Nacho,es ESP,DF,Valladolid,31,1989,23,21,"1,813",20.1,0,1,0,0,0,3,1
382,Nacho,es ESP,DF,Real Madrid,30,1990,24,22,"2,000",22.2,1,0,1,0,0,8,0
383,Nano,es ESP,FW,Cádiz,25,1995,1,0,9,0.1,0,0,0,0,0,0,0
384,Roberto Navarro,es ESP,MF,Real Sociedad,18,2002,1,0,35,0.4,0,0,0,0,0,0,0
385,Ximo Navarro,es ESP,DF,Alavés,30,1990,31,28,"2,375",26.4,1,1,1,0,0,6,0
386,Jesús Navas,es ESP,DF,Sevilla,34,1985,34,34,"2,827",31.4,0,6,0,0,0,4,0
387,Raúl Navas,es ESP,DF,Osasuna,32,1988,2,2,168,1.9,0,0,0,0,0,0,0
388,Álvaro Negredo,es ESP,FW,Cádiz,34,1985,35,29,"2,198",24.4,8,4,8,0,0,5,1
389,Neto,br BRA,GK,Barcelona,31,1989,7,7,630,7,0,0,0,0,0,0,0
390,Carlos Neva,es ESP,DF,Granada,24,1996,22,21,"1,797",20,0,0,0,0,0,1,0
391,Mamor Niang,sn SEN,"FW,MF",Getafe,18,2002,1,0,22,0.2,0,0,0,0,0,0,0
392,Nieto,es ESP,"FW,MF",Cádiz,22,1998,2,0,14,0.2,0,0,0,0,0,0,0
393,Saúl Ñíguez,es ESP,"MF,DF",Atlético Madrid,25,1994,33,22,"2,033",22.6,2,1,2,0,1,10,0
394,Nino,es ESP,"MF,FW",Elche,40,1980,16,0,284,3.2,0,0,0,0,0,1,0
395,Fernando Niño,es ESP,FW,Villarreal,19,2000,17,8,593,6.6,3,0,3,0,0,1,0
396,Nolito,es ESP,"MF,FW",Celta Vigo,33,1986,36,35,"2,597",28.9,7,5,7,0,0,7,0
397,Unai Núñez,es ESP,DF,Athletic Club,23,1997,25,23,"2,109",23.4,1,1,1,0,0,6,0
398,Kelechi Nwakali,ng NGA,"MF,FW",Huesca,22,1998,5,1,141,1.6,0,0,0,0,0,1,0
399,Allan Nyom,cm CMR,"MF,DF",Getafe,32,1988,31,28,"2,323",25.8,0,2,0,0,0,10,1
400,Jan Oblak,si SVN,GK,Atlético Madrid,27,1993,38,38,"3,420",38,0,0,0,0,0,0,0
401,Lucas Ocampos,ar ARG,FW,Sevilla,26,1994,34,30,"2,631",29.2,5,4,1,4,5,3,0
402,Martin Ødegaard,no NOR,"MF,FW",Real Madrid,21,1998,7,3,234,2.6,0,0,0,0,0,0,0
403,Álvaro Odriozola,es ESP,DF,Real Madrid,24,1995,13,9,829,9.2,2,0,2,0,0,0,0
404,Shinji Okazaki,jp JPN,"FW,MF",Huesca,34,1986,25,14,"1,128",12.5,1,1,1,0,0,1,0
405,Lucas Olaza,uy URU,DF,Valladolid,26,1994,14,14,"1,260",14,1,1,1,0,0,4,0
406,Lucas Olaza,uy URU,DF,Celta Vigo,26,1994,18,18,"1,615",17.9,0,2,0,0,0,4,0
407,Christian Oliva,uy URU,MF,Valencia,24,1996,9,1,198,2.2,0,2,0,0,0,0,0
408,Kiko Olivas,es ESP,"DF,MF",Valladolid,31,1988,5,1,177,2,0,0,0,0,0,1,0
409,Paulo Oliveira,pt POR,DF,Eibar,28,1992,31,29,"2,641",29.3,0,1,0,0,0,4,0
410,Mathías Olivera,uy URU,DF,Getafe,22,1997,31,30,"2,614",29,0,0,0,0,0,6,0
411,Javier Ontiveros,es ESP,"FW,MF",Huesca,22,1997,20,10,918,10.2,2,1,1,1,1,5,0
412,Fabián Orellana,cl CHI,"MF,FW",Valladolid,34,1986,30,27,"2,138",23.8,6,2,2,4,4,5,0
413,Mikel Oyarzabal,es ESP,"FW,MF",Real Sociedad,23,1997,33,30,"2,408",26.8,11,8,5,6,7,1,0
414,Fernando Pacheco,es ESP,GK,Alavés,28,1992,38,37,"3,349",37.2,0,0,0,0,0,1,0
415,Jon Pacheco,es ESP,DF,Real Sociedad,19,2001,1,0,32,0.4,0,0,0,0,0,0,0
416,Helibelton Palacios,co COL,DF,Elche,27,1993,11,8,743,8.3,0,0,0,0,0,0,0
417,Ante Palaversa,hr CRO,MF,Getafe,20,2000,2,0,9,0.1,0,0,0,0,0,0,0
418,Daniel Parejo,es ESP,MF,Villarreal,31,1989,36,36,"3,112",34.6,3,5,3,0,0,4,0
419,Thomas Partey,gh GHA,MF,Atlético Madrid,27,1993,3,2,200,2.2,0,0,0,0,0,1,0
420,Gabriel Paulista,br BRA,DF,Valencia,29,1990,31,31,"2,716",30.2,4,1,4,0,0,6,0
421,Alfonso Pedraza,es ESP,DF,Villarreal,24,1996,29,24,"2,093",23.3,1,2,1,0,0,8,0
422,Pedri,es ESP,MF,Barcelona,17,2002,37,28,"2,415",26.8,3,3,3,0,0,2,0
423,Facundo Pellistri,uy URU,"MF,FW",Alavés,18,2001,12,5,542,6,0,0,0,0,0,0,0
424,Rubén Peña,es ESP,"DF,MF",Villarreal,29,1991,19,12,"1,116",12.4,1,1,1,0,0,1,0
425,Pepe,es ESP,DF,Granada,20,2000,3,3,253,2.8,0,0,0,0,0,0,0
426,Alberto Perea,es ESP,MF,Cádiz,29,1990,27,16,"1,549",17.2,2,3,2,0,0,0,0
427,Iñigo Pérez,es ESP,"MF,DF",Osasuna,32,1988,22,16,"1,347",15,0,0,0,0,0,4,1
428,Juan Pérez,es ESP,GK,Osasuna,24,1996,3,3,270,3,0,0,0,0,0,0,0
429,Kike Pérez,es ESP,MF,Valladolid,23,1997,24,12,"1,159",12.9,0,0,0,0,0,3,0
430,Lucas Pérez,es ESP,FW,Alavés,31,1988,28,19,"1,759",19.5,4,4,1,3,4,1,0
431,Luis Pérez,es ESP,DF,Valladolid,25,1995,22,15,"1,297",14.4,0,0,0,0,0,1,0
432,Nehuén Pérez,ar ARG,DF,Granada,20,2000,14,9,741,8.2,0,0,0,0,0,4,0
433,Pablo Piatti,ar ARG,"MF,FW",Elche,31,1989,9,3,361,4,0,0,0,0,0,1,0
434,Cristiano Piccini,it ITA,DF,Valencia,27,1992,3,0,67,0.7,0,0,0,0,0,0,0
435,Tomás Pina Isla,es ESP,MF,Alavés,32,1987,33,31,"2,575",28.6,1,1,1,0,0,12,0
436,Yeremi Pino,es ESP,"FW,MF",Villarreal,17,2002,24,6,797,8.9,3,1,3,0,0,4,0
437,Gerard Piqué,es ESP,DF,Barcelona,33,1987,18,18,"1,481",16.5,0,0,0,0,0,4,0
438,Miralem Pjani?,ba BIH,MF,Barcelona,30,1990,19,6,627,7,0,0,0,0,0,1,0
439,Óscar Plano,es ESP,"MF,FW",Valladolid,29,1991,36,30,"2,517",28,5,5,5,0,0,1,1
440,Dani Plomer,es ESP,FW,Granada,21,1998,1,0,45,0.5,0,0,0,0,0,0,0
441,Jorge Pombo,es ESP,"FW,MF",Cádiz,26,1994,12,5,523,5.8,1,0,1,0,0,1,0
442,Pere Pons,es ESP,MF,Alavés,27,1993,22,12,"1,186",13.2,2,0,2,0,0,1,0
443,Francisco Portillo,es ESP,"MF,FW",Getafe,30,1990,16,3,418,4.6,0,1,0,0,0,1,0
444,Portu,es ESP,"FW,MF",Real Sociedad,28,1992,37,24,"2,184",24.3,8,3,8,0,0,3,0
445,Sergio Postigo,es ESP,DF,Levante,31,1988,22,19,"1,623",18,0,0,0,0,0,4,0
446,Darío Poveda,es ESP,FW,Getafe,23,1997,1,0,5,0.1,0,0,0,0,0,0,0
447,Alejandro Pozo Pozo,es ESP,"DF,MF",Eibar,21,1999,30,24,"2,190",24.3,0,0,0,0,0,4,0
448,Antonio Puertas,es ESP,"FW,MF",Granada,28,1992,35,22,"2,170",24.1,3,5,3,0,0,6,0
449,Riqui Puig,es ESP,MF,Barcelona,20,1999,14,2,292,3.2,1,0,1,0,0,1,0
450,Jorge Pulido,es ESP,DF,Huesca,29,1991,33,32,"2,885",32.1,1,0,1,0,0,6,1
451,Domingos Quina,pt POR,MF,Granada,20,1999,8,5,341,3.8,2,0,2,0,0,1,0
452,Quini,es ESP,DF,Granada,30,1989,19,12,"1,191",13.2,1,0,1,0,0,5,0
453,Quique,es ESP,"FW,MF",Eibar,30,1990,12,0,167,1.9,0,0,0,0,0,0,0
454,Dani Raba,es ESP,MF,Villarreal,24,1995,5,1,150,1.7,0,0,0,0,0,0,0
455,Uros Racic,rs SRB,MF,Valencia,22,1998,31,25,"2,187",24.3,1,1,1,0,0,6,0
456,Nemanja Radoja,rs SRB,MF,Levante,27,1993,21,13,"1,121",12.5,0,2,0,0,0,1,0
457,Ivan Rakitic,hr CRO,MF,Sevilla,32,1988,37,25,"2,233",24.8,4,2,2,2,2,5,0
458,Jonás Ramalho,es ESP,DF,Osasuna,27,1993,5,3,304,3.4,0,0,0,0,0,0,0
459,Sandro Ramírez,es ESP,"FW,MF",Huesca,25,1995,20,16,"1,285",14.3,5,1,5,0,0,2,0
460,Sergio Ramos,es ESP,DF,Real Madrid,34,1986,15,15,"1,275",14.2,2,0,0,2,2,3,0
461,Recio,es ESP,MF,Eibar,29,1991,17,8,734,8.2,1,0,0,1,1,5,0
462,Francisco Reis Ferreira,pt POR,DF,Valencia,23,1997,3,2,181,2,0,0,0,0,0,0,0
463,Karim Rekik,nl NED,DF,Sevilla,25,1994,11,6,653,7.3,0,0,0,0,0,2,0
464,Álex Remiro,es ESP,GK,Real Sociedad,25,1995,38,38,"3,420",38,0,0,0,0,0,0,0
465,Oriol Rey,es ESP,MF,Valladolid,22,1998,1,0,15,0.2,0,0,0,0,0,0,0
466,Ricard,es ESP,DF,Atlético Madrid,20,2000,1,0,30,0.3,0,0,0,0,0,0,0
467,Mikel Rico,es ESP,MF,Huesca,35,1984,32,27,"2,183",24.3,1,4,1,0,0,2,0
468,Emiliano Rigoni,ar ARG,"MF,FW",Elche,27,1993,23,12,"1,139",12.7,1,1,1,0,0,5,0
469,Luis Rioja,es ESP,"MF,DF",Alavés,26,1993,35,25,"2,090",23.2,4,2,4,0,0,4,0
470,Rober,es ESP,"DF,MF",Levante,25,1995,19,16,"1,425",15.8,0,1,0,0,0,3,1
471,Roberto,es ESP,GK,Valladolid,34,1986,13,13,"1,170",13,0,0,0,0,0,0,1
472,Sergi Roberto,es ESP,"DF,MF",Barcelona,28,1992,15,9,946,10.5,1,2,1,0,0,1,0
473,Joel Robles,es ESP,GK,Betis,30,1990,18,18,"1,620",18,0,0,0,0,0,2,0
474,Rubén Rochina,es ESP,MF,Levante,29,1991,25,17,"1,404",15.6,0,1,0,0,0,5,0
475,Rodrigo,es ESP,"FW,MF",Betis,20,2000,15,5,537,6,0,0,0,0,0,0,0
476,Kévin Rodrigues,pt POR,"MF,DF",Eibar,26,1994,22,11,"1,095",12.2,1,1,1,0,0,1,0
477,Ángel Rodríguez,es ESP,"FW,MF",Getafe,33,1987,33,12,"1,374",15.3,5,0,4,1,2,4,0
478,Óscar Rodríguez Arnaiz,es ESP,"MF,FW",Sevilla,22,1998,20,4,511,5.7,0,0,0,0,0,1,0
479,Guido Rodríguez,ar ARG,MF,Betis,26,1994,35,34,"2,864",31.8,1,0,1,0,0,10,0
480,Miguel Rodríguez,es ESP,"FW,MF",Celta Vigo,17,2003,4,0,30,0.3,0,0,0,0,0,2,0
481,Víctor Rodríguez,es ESP,MF,Elche,31,1989,16,2,426,4.7,0,0,0,0,0,1,0
482,Rodrygo,br BRA,FW,Real Madrid,19,2001,22,10,983,10.9,1,6,1,0,0,0,0
483,Facundo Roncaglia,ar ARG,DF,Osasuna,33,1987,17,14,"1,232",13.7,1,1,1,0,0,3,1
484,Rubén,es ESP,"GK,MF",Osasuna,36,1984,3,3,187,2.1,0,0,0,0,0,0,1
485,Waldo Rubio,es ESP,"FW,MF",Valladolid,24,1995,10,5,375,4.2,1,0,0,1,1,1,0
486,Aitor Ruibal,es ESP,"FW,MF",Betis,24,1996,28,21,"1,593",17.7,2,2,2,0,0,2,0
487,Isma Ruiz,es ESP,MF,Granada,19,2001,1,1,67,0.7,0,0,0,0,0,0,0
488,Víctor Ruiz,es ESP,DF,Betis,31,1989,27,24,"2,157",24,2,0,2,0,0,9,0
489,Gerónimo Rulli,ar ARG,GK,Villarreal,28,1992,2,2,180,2,0,0,0,0,0,0,1
490,Modibo Sagnan,fr FRA,"DF,MF",Real Sociedad,21,1999,16,7,622,6.9,0,0,0,0,0,3,0
491,Borja Sainz,es ESP,"MF,FW",Alavés,19,2001,21,2,453,5,1,0,1,0,0,1,0
492,Salvi,es ESP,"MF,FW",Cádiz,29,1991,28,25,"1,933",21.5,2,0,2,0,0,5,0
493,Fede San Emeterio,es ESP,MF,Valladolid,23,1997,24,17,"1,460",16.2,0,0,0,0,0,7,0
494,Antonio Sanabria,py PAR,FW,Betis,24,1996,16,10,932,10.4,3,0,3,0,0,2,0
495,Oihan Sancet,es ESP,"FW,MF",Athletic Club,20,2000,24,11,"1,035",11.5,2,2,2,0,0,2,0
496,Germán Sánchez,es ESP,DF,Granada,33,1986,34,29,"2,638",29.3,3,1,3,0,0,11,1
