,,,,,,,Playing Time,,,,Performance,,,,,,
247,Jozabed,es ESP,MF,Celta Vigo,25,1991,19,12,"1,092",12.1,2,2,2,0,0,2,0
248,Juanfran,es ESP,DF,La Coruña,27,1988,34,34,"2,956",32.8,0,6,0,0,0,3,1
249,Juanfran,es ESP,DF,Atlético Madrid,31,1985,23,21,"1,979",22,0,2,0,0,0,2,0
250,Juankar,es ESP,"DF,MF",Málaga,26,1990,28,23,"2,060",22.9,2,4,2,0,0,8,1
251,Juanmi,es ESP,"FW,MF",Real Sociedad,23,1993,35,19,"1,808",20.1,11,0,11,0,0,7,1
252,Juanpi,ve VEN,"MF,FW",Málaga,22,1994,22,16,"1,472",16.4,2,0,2,0,0,5,1
253,David Juncà,es ESP,DF,Eibar,22,1993,9,7,685,7.6,0,2,0,0,0,1,0
254,Gaël Kakuta,cd COD,MF,La Coruña,25,1991,10,8,538,6,2,1,2,0,0,0,0
255,Carlos Kameni,cm CMR,GK,Málaga,32,1984,35,35,"3,150",35,0,0,0,0,0,2,0
256,Aleksandar Katai,rs SRB,"MF,FW",Alavés,25,1991,20,8,775,8.6,3,3,3,0,0,3,1
257,Keko,es ESP,MF,Málaga,24,1991,22,13,"1,051",11.7,0,3,0,0,0,6,0
258,Kike,es ESP,FW,Eibar,26,1989,24,18,"1,531",17,7,1,7,0,0,8,0
259,Hiroshi Kiyotake,jp JPN,"MF,FW",Sevilla,26,1989,4,3,285,3.2,1,2,1,0,0,0,0
260,Kenan Kodro,ba BIH,FW,Osasuna,22,1993,28,17,"1,469",16.3,7,1,7,0,0,4,0
261,Koke,es ESP,MF,Atlético Madrid,24,1992,36,36,"3,168",35.2,4,8,4,0,0,7,1
262,Timothée Kolodziejczak,fr FRA,DF,Sevilla,24,1991,5,3,330,3.7,0,0,0,0,0,1,0
263,Bakary Koné,bf BFA,DF,Málaga,28,1988,7,7,601,6.7,0,0,0,0,0,2,1
264,Mamadou Koné,ci CIV,FW,Leganés,24,1991,5,1,173,1.9,0,0,0,0,0,0,0
265,Panagiotis Kone,gr GRE,MF,Granada,29,1987,2,0,44,0.5,0,0,0,0,0,0,0
266,Mateo Kovacic,hr CRO,MF,Real Madrid,22,1994,28,20,"1,778",19.8,1,3,1,0,0,2,0
267,Matías Kranevitter,ar ARG,MF,Sevilla,23,1993,21,14,"1,285",14.3,0,0,0,0,0,6,0
268,Artem Kravets,ua UKR,FW,Granada,27,1989,26,16,"1,376",15.3,5,2,5,0,0,2,0
269,Rene Krhin,si SVN,MF,Granada,26,1990,12,11,934,10.4,0,0,0,0,0,0,0
270,Michael Krohn-Dehli,dk DEN,"MF,FW",Sevilla,33,1983,2,2,170,1.9,0,0,0,0,0,0,0
271,Toni Kroos,de GER,MF,Real Madrid,26,1990,29,28,"2,497",27.7,3,11,3,0,0,6,0
272,Nenad Krsticic,rs SRB,MF,Alavés,26,1990,14,9,745,8.3,2,0,2,0,0,3,0
273,Zdravko Kuzmanovi?,rs SRB,MF,Málaga,28,1987,4,3,214,2.4,0,0,0,0,0,1,0
274,Víctor Laguardia,es ESP,DF,Alavés,26,1989,26,24,"2,149",23.9,2,1,2,0,0,6,0
275,Aymeric Laporte,es ESP,DF,Athletic Club,22,1994,33,33,"2,864",31.8,2,0,2,0,0,10,0
276,Miguel de las Cuevas,es ESP,MF,Osasuna,30,1986,28,20,"1,796",20,0,1,0,0,0,3,0
277,Toni Lato,es ESP,DF,Valencia,18,1997,8,4,483,5.4,0,1,0,0,0,2,0
278,Laure,es ESP,DF,La Coruña,31,1985,7,4,427,4.7,0,0,0,0,0,0,1
279,Florian Lejeune,fr FRA,DF,Eibar,25,1991,34,33,"2,970",33,1,1,1,0,0,7,1
280,Iñigo Lekue,es ESP,"MF,DF",Athletic Club,23,1993,25,17,"1,575",17.5,2,1,2,0,0,1,0
281,Álvaro Lemos,es ESP,"DF,MF",Celta Vigo,23,1993,5,5,438,4.9,1,0,1,0,0,2,0
282,Mauricio Lemos,uy URU,DF,Las Palmas,20,1995,23,21,"1,852",20.6,5,0,5,0,0,6,0
283,Clément Lenglet,fr FRA,DF,Sevilla,21,1995,17,15,"1,358",15.1,0,0,0,0,0,2,0
284,Pedro León,es ESP,MF,Eibar,29,1986,37,34,"3,004",33.4,10,5,9,1,3,6,0
285,Sergio León,es ESP,FW,Osasuna,27,1989,33,27,"2,393",26.6,10,0,9,1,1,4,0
286,Lillo,es ESP,DF,Sporting Gijón,27,1989,25,24,"2,136",23.7,0,0,0,0,0,7,1
287,Marko Livaja,hr CRO,FW,Las Palmas,22,1993,25,16,"1,444",16,5,3,5,0,0,12,1
288,Raúl Lizoain,es ESP,GK,Las Palmas,25,1991,13,13,"1,170",13,0,0,0,0,0,2,0
289,Diego Llorente,es ESP,"DF,MF",Málaga,22,1993,25,23,"2,028",22.5,2,0,2,0,0,2,1
290,Marcos Llorente,es ESP,MF,Alavés,21,1995,32,31,"2,806",31.2,0,2,0,0,0,5,0
291,Raoul Loé,cm CMR,MF,Osasuna,27,1989,7,6,570,6.3,0,0,0,0,0,2,0
292,David Lombán,es ESP,DF,Granada,29,1987,21,20,"1,841",20.5,2,0,2,0,0,6,0
293,Hélder Lopes,pt POR,DF,Las Palmas,27,1989,15,13,"1,224",13.6,0,1,0,0,0,4,0
294,Adrián López,es ESP,"FW,MF",Villarreal,28,1988,15,7,677,7.5,2,1,2,0,0,0,0
295,David López,es ESP,"DF,MF",Espanyol,26,1989,36,36,"3,240",36,3,2,3,0,0,3,0
296,Diego López,es ESP,GK,Espanyol,34,1981,35,35,"3,112",34.6,0,0,0,0,0,3,0
297,Isma López,es ESP,"DF,MF",Sporting Gijón,26,1990,27,19,"1,732",19.2,0,3,0,0,1,5,0
298,Javi López,es ESP,DF,Espanyol,30,1986,19,17,"1,522",16.9,0,1,0,0,0,3,0
299,Unai López,es ESP,MF,Leganés,20,1995,23,12,"1,167",13,2,0,2,0,0,2,0
300,Alberto Lora,es ESP,DF,Sporting Gijón,29,1987,7,4,378,4.2,0,0,0,0,0,1,1
301,Luciano,br BRA,FW,Leganés,23,1993,25,11,"1,177",13.1,4,2,3,1,1,3,0
302,Filipe Luís,br BRA,DF,Atlético Madrid,30,1985,34,34,"3,006",33.4,3,6,3,0,0,5,0
303,José Luis Gayà,es ESP,DF,Valencia,21,1995,27,24,"2,089",23.2,1,2,1,0,0,4,0
304,Luisinho,pt POR,"DF,MF",La Coruña,31,1985,26,20,"1,907",21.2,0,2,0,0,0,6,0
305,Antonio Luna,es ESP,DF,Eibar,25,1991,26,24,"2,115",23.5,1,5,1,0,0,3,0
306,Germán Lux,ar ARG,GK,La Coruña,34,1982,25,25,"2,204",24.5,0,0,0,0,0,5,0
307,Darwin Machís,ve VEN,"MF,FW",Leganés,23,1993,27,10,"1,058",11.8,1,3,1,0,0,1,0
308,Aly Mallé,ml MLI,"MF,FW",Granada,18,1998,11,6,508,5.6,0,0,0,0,0,2,0
309,Hugo Mallo,es ESP,DF,Celta Vigo,25,1991,23,22,"1,988",22.1,2,1,2,0,0,10,1
310,Aïssa Mandi,dz ALG,DF,Betis,24,1991,26,25,"2,215",24.6,2,1,2,0,0,4,0
311,Eliaquim Mangala,fr FRA,DF,Valencia,25,1991,30,30,"2,644",29.4,2,0,2,0,0,11,1
312,Martín Mantovani,ar ARG,DF,Leganés,32,1984,31,30,"2,697",30,1,0,1,0,0,9,0
313,José Manuel Jurado,es ESP,MF,Espanyol,30,1986,31,27,"2,457",27.3,3,4,3,0,0,0,0
314,Marcelo,br BRA,DF,Real Madrid,28,1988,30,26,"2,279",25.3,2,10,2,0,0,2,0
315,Óscar de Marcos,es ESP,DF,Athletic Club,27,1989,27,24,"2,150",23.9,1,4,1,0,0,3,0
316,José María Giménez,uy URU,"DF,MF",Atlético Madrid,21,1995,17,12,"1,013",11.3,0,0,0,0,0,5,0
317,Mariano,br BRA,"DF,MF",Sevilla,30,1986,31,29,"2,643",29.4,0,2,0,0,0,10,0
318,Mariano,do DOM,FW,Real Madrid,22,1993,8,0,124,1.4,1,1,1,0,0,0,0
319,Adrián Marín,es ESP,DF,Leganés,19,1997,13,11,910,10.1,0,0,0,0,0,4,0
320,Diego Mariño,es ESP,GK,Sporting Gijón,26,1990,2,2,180,2,0,0,0,0,0,0,1
321,Marlon,br BRA,DF,Barcelona,20,1995,2,2,180,2,0,0,0,0,0,0,0
322,Iván Márquez,es ESP,DF,Osasuna,22,1994,4,4,360,4,0,1,0,0,0,4,0
323,Javi Márquez,es ESP,MF,Granada,30,1986,7,4,399,4.4,0,0,0,0,0,2,0
324,Aarón Martín,es ESP,DF,Espanyol,19,1997,30,28,"2,587",28.7,0,0,0,0,0,5,0
325,Alberto Martín,es ESP,MF,Leganés,27,1989,16,14,"1,189",13.2,0,0,0,0,0,6,1
326,Jonas Martin,fr FRA,MF,Betis,26,1990,20,15,"1,153",12.8,2,0,2,0,0,5,0
327,Álex Martínez,es ESP,DF,Betis,25,1990,14,11,967,10.7,0,0,0,0,0,2,0
328,Carlos Martínez,es ESP,DF,Real Sociedad,30,1986,10,10,869,9.7,0,2,0,0,0,2,0
329,Iñigo Martínez,es ESP,DF,Real Sociedad,25,1991,34,34,"2,997",33.3,3,2,3,0,0,10,1
330,Luís Martins,pt POR,DF,Granada,24,1992,2,1,73,0.8,0,0,0,0,0,0,0
331,Javier Mascherano,ar ARG,DF,Barcelona,32,1984,25,20,"1,921",21.3,1,3,0,1,1,6,0
332,Jérémy Mathieu,fr FRA,DF,Barcelona,32,1983,13,12,"1,039",11.5,1,0,1,0,0,0,0
333,Carl Medjani,dz ALG,DF,Leganés,31,1985,8,7,595,6.6,0,0,0,0,0,2,0
334,Álvaro Medrán,es ESP,MF,Valencia,22,1994,16,10,950,10.6,2,0,2,0,0,3,0
335,Óscar Melendo,es ESP,MF,Espanyol,18,1997,11,2,307,3.4,0,0,0,0,0,0,0
336,Tiago Mendes,pt POR,MF,Atlético Madrid,35,1981,12,5,452,5,1,0,1,0,0,2,0
337,Édgar Méndez,es ESP,"MF,FW",Alavés,26,1990,27,18,"1,612",17.9,4,1,3,1,1,6,0
338,Gabriel Mercado,ar ARG,DF,Sevilla,29,1987,29,26,"2,184",24.3,3,1,3,0,0,10,0
339,Jorge Meré,es ESP,DF,Sporting Gijón,19,1997,31,31,"2,773",30.8,0,0,0,0,0,7,1
340,Fran Mérida,es ESP,MF,Osasuna,26,1990,15,9,812,9,1,0,1,0,0,5,0
341,Sabin Merino,es ESP,"FW,MF",Athletic Club,24,1992,13,5,440,4.9,1,2,1,0,0,2,0
342,Roque Mesa,es ESP,MF,Las Palmas,27,1989,35,34,"3,033",33.7,1,2,1,0,0,14,0
343,Lionel Messi,ar ARG,FW,Barcelona,29,1987,34,32,"2,830",31.4,37,9,31,6,7,6,0
344,Michel,br BRA,DF,Las Palmas,26,1990,25,24,"2,085",23.2,0,4,0,0,0,5,0
345,Santi Mina,es ESP,"FW,MF",Valencia,20,1995,29,13,"1,410",15.7,6,2,6,0,0,2,0
346,Rafa Mir,es ESP,FW,Valencia,19,1997,2,0,7,0.1,0,0,0,0,0,0,0
347,Luka Modric,hr CRO,MF,Real Madrid,30,1985,25,22,"1,887",21,1,2,1,0,0,2,0
348,Momo,es ESP,"MF,FW",Las Palmas,34,1982,23,12,"1,243",13.8,3,0,2,1,1,3,0
349,Ángel Montoro,es ESP,MF,Las Palmas,28,1988,17,12,"1,108",12.3,0,0,0,0,0,1,0
350,Martín Montoya,es ESP,DF,Valencia,25,1991,29,26,"2,219",24.7,2,1,2,0,0,7,0
351,Walter Montoya,ar ARG,FW,Sevilla,23,1993,4,1,111,1.2,0,0,0,0,0,0,0
352,Erik Morán,es ESP,MF,Leganés,25,1991,12,11,950,10.6,0,1,0,0,0,7,0
353,Álvaro Morata,es ESP,FW,Real Madrid,23,1992,26,14,"1,334",14.8,15,6,15,0,0,8,0
354,Gerard Moreno,es ESP,FW,Espanyol,24,1992,37,37,"3,275",36.4,13,4,13,0,1,6,0
355,Marlos Moreno,co COL,"MF,FW",La Coruña,19,1996,19,9,793,8.8,0,0,0,0,0,0,0
356,Pedro Mosquera,es ESP,MF,La Coruña,28,1988,23,17,"1,564",17.4,3,0,3,0,0,7,0
357,Iker Muniain,es ESP,MF,Athletic Club,23,1992,35,28,"2,405",26.7,7,1,7,0,0,5,0
358,Luis Muñoz,es ESP,DF,Málaga,19,1997,5,4,382,4.2,0,0,0,0,0,0,0
359,Mateo Musacchio,ar ARG,DF,Villarreal,25,1990,23,23,"2,065",22.9,0,2,0,0,0,6,0
360,Charly Musonda Jr.,be BEL,MF,Betis,19,1996,8,1,284,3.2,0,1,0,0,0,2,0
361,Shkodran Mustafi,de GER,DF,Valencia,24,1992,1,0,45,0.5,0,0,0,0,0,0,0
362,Alfred N'Diaye,sn SEN,MF,Villarreal,26,1990,7,1,115,1.3,0,1,0,0,0,1,0
363,Nacho,es ESP,DF,Real Madrid,26,1990,28,24,"2,304",25.6,2,3,2,0,0,5,0
364,Matías Nahuel,es ESP,"FW,MF",Betis,19,1996,10,0,156,1.7,0,0,0,0,0,0,1
365,Nani,pt POR,"MF,FW",Valencia,29,1986,25,22,"1,867",20.7,5,8,4,1,1,6,0
366,Nano,es ESP,FW,Eibar,21,1995,6,1,161,1.8,1,0,1,0,0,0,0
367,Samir Nasri,fr FRA,"MF,FW",Sevilla,29,1987,23,22,"1,840",20.4,2,4,2,0,1,7,0
368,Fernando Navarro,es ESP,DF,La Coruña,34,1982,25,22,"2,053",22.8,0,0,0,0,0,6,0
369,Marc Navarro,es ESP,DF,Espanyol,21,1995,12,10,788,8.8,2,1,2,0,0,0,0
370,Rafa Navarro,es ESP,DF,Betis,22,1994,18,14,"1,280",14.2,2,2,2,0,0,3,0
371,Keylor Navas,cr CRC,GK,Real Madrid,29,1986,27,27,"2,430",27,0,0,0,0,0,2,0
372,Raúl Navas,es ESP,DF,Real Sociedad,28,1988,32,31,"2,800",31.1,1,1,1,0,0,5,0
373,Dani Ndi,cm CMR,MF,Sporting Gijón,20,1995,6,1,153,1.7,0,0,0,0,0,0,0
374,Neymar,br BRA,FW,Barcelona,24,1992,30,30,"2,649",29.4,13,10,12,1,1,7,1
375,Saúl Ñíguez,es ESP,MF,Atlético Madrid,21,1994,33,29,"2,542",28.2,4,3,4,0,0,8,0
376,Steven Nzonzi,fr FRA,MF,Sevilla,27,1988,35,34,"3,066",34.1,2,3,2,0,0,6,0
377,Jan Oblak,si SVN,GK,Atlético Madrid,23,1993,30,30,"2,650",29.4,0,0,0,0,0,1,0
378,Guillermo Ochoa,mx MEX,GK,Granada,31,1985,38,38,"3,420",38,0,0,0,0,0,2,0
379,Álvaro Odriozola,es ESP,DF,Real Sociedad,20,1995,15,15,"1,282",14.2,0,4,0,0,0,0,0
380,Miguel Olavide,es ESP,"MF,DF",Osasuna,20,1996,14,4,496,5.5,1,0,1,0,0,3,0
381,Weligton Oliveira,br BRA,DF,Málaga,36,1979,1,1,90,1,0,0,0,0,0,1,0
382,Javier Ontiveros,es ESP,MF,Málaga,18,1997,18,7,833,9.3,2,3,2,0,0,4,0
383,Fabián Orellana,cl CHI,"MF,FW",Celta Vigo,30,1986,7,6,522,5.8,2,2,2,0,0,2,0
384,Fabián Orellana,cl CHI,"MF,FW",Valencia,30,1986,16,13,"1,137",12.6,1,1,1,0,0,4,1
385,Adrián Ortolá,es ESP,GK,Alavés,22,1993,2,2,180,2,0,0,0,0,0,0,0
386,Antonio Otegui,es ESP,MF,Osasuna,18,1998,3,0,47,0.5,0,0,0,0,0,0,0
387,Mikel Oyarzabal,es ESP,"FW,MF",Real Sociedad,19,1997,38,30,"2,719",30.2,2,7,2,0,0,0,0
388,Fernando Pacheco,es ESP,GK,Alavés,24,1992,36,36,"3,240",36,0,0,0,0,0,1,0
389,Asdrúbal Padrón,es ESP,"FW,MF",Las Palmas,25,1991,3,0,34,0.4,0,0,0,0,0,0,0
390,Aleksandar Panti?,rs SRB,DF,Alavés,24,1992,2,1,155,1.7,0,1,0,0,0,1,0
391,Rubén Pardo,es ESP,MF,Betis,23,1992,16,15,"1,265",14.1,1,0,1,0,0,2,0
392,Rubén Pardo,es ESP,MF,Real Sociedad,23,1992,3,2,159,1.8,0,0,0,0,0,0,0
393,Nicolás Pareja,ar ARG,DF,Sevilla,32,1984,27,27,"2,160",24,1,1,1,0,0,6,1
394,Daniel Parejo,es ESP,MF,Valencia,27,1989,36,36,"3,192",35.5,5,8,2,3,5,12,0
395,Thomas Partey,gh GHA,"MF,DF",Atlético Madrid,23,1993,16,6,636,7.1,1,2,1,0,0,5,0
396,Alexandre Pato,br BRA,FW,Villarreal,26,1989,14,11,876,9.7,2,1,2,0,1,0,0
397,Rubén Peña,es ESP,"MF,FW",Eibar,25,1991,28,9,"1,062",11.8,1,0,1,0,0,3,0
398,Adalberto Peñaranda,ve VEN,FW,Málaga,19,1997,3,1,173,1.9,0,0,0,0,0,1,0
399,Pepe,pt POR,DF,Real Madrid,33,1983,13,13,"1,079",12,2,1,2,0,0,1,0
400,Luis Perea,es ESP,MF,Osasuna,18,1997,1,0,20,0.2,0,0,0,0,0,0,0
401,Andreas Pereira,br BRA,MF,Granada,20,1996,35,34,"2,819",31.3,5,3,5,0,0,10,1
402,Enzo Pérez,ar ARG,MF,Valencia,30,1986,27,26,"2,190",24.3,0,1,0,0,0,14,1
403,Hernán Pérez,py PAR,MF,Espanyol,27,1989,32,20,"1,790",19.9,3,1,3,0,0,7,0
404,Lucas Pérez,es ESP,FW,La Coruña,27,1988,1,1,90,1,1,1,0,1,1,0,0
405,Nauzet Pérez,es ESP,GK,Osasuna,31,1985,13,13,"1,170",13,0,0,0,0,0,1,0
406,Rubén Pérez,es ESP,MF,Leganés,27,1989,30,26,"2,335",25.9,0,1,0,0,0,12,0
407,Petros,br BRA,MF,Betis,27,1989,32,24,"2,142",23.8,1,2,1,0,0,9,1
408,Germán Pezzella,ar ARG,DF,Betis,25,1991,36,36,"3,099",34.4,1,0,1,0,0,10,0
409,Pablo Piatti,ar ARG,MF,Espanyol,27,1989,30,30,"2,332",25.9,10,10,9,1,1,8,0
410,Cristiano Piccini,it ITA,DF,Betis,23,1992,23,21,"1,738",19.3,2,3,2,0,0,6,2
411,Pinchi,es ESP,"FW,MF",La Coruña,20,1996,1,0,1,0,0,0,0,0,0,0,0
412,Gerard Piqué,es ESP,DF,Barcelona,29,1987,25,25,"2,191",24.3,2,0,2,0,0,6,0
413,Carles Planas,es ESP,DF,Celta Vigo,25,1991,12,11,946,10.5,0,0,0,0,0,3,0
414,Ezequiel Ponce,ar ARG,FW,Granada,19,1997,25,10,"1,138",12.6,2,0,2,0,1,5,1
415,Xabi Prieto,es ESP,MF,Real Sociedad,32,1983,38,32,"2,816",31.3,8,6,7,1,1,2,0
416,Nemanja Radoja,rs SRB,MF,Celta Vigo,23,1993,31,27,"2,417",26.9,1,0,1,0,0,3,0
417,Juan Rafael Fuentes,es ESP,DF,Osasuna,26,1990,17,16,"1,283",14.3,0,1,0,0,0,5,0
418,Rafinha,br BRA,MF,Barcelona,23,1993,18,14,"1,073",11.9,6,2,6,0,0,1,0
419,Ivan Rakitic,hr CRO,MF,Barcelona,28,1988,32,26,"2,341",26,8,6,8,0,0,5,0
420,Adil Rami,fr FRA,DF,Sevilla,30,1985,21,21,"1,782",19.8,0,0,0,0,0,4,1
421,Benito Ramírez,es ESP,"DF,MF",Las Palmas,21,1995,2,0,17,0.2,0,0,0,0,0,0,0
422,Sandro Ramírez,es ESP,FW,Málaga,21,1995,30,28,"2,306",25.6,14,4,14,0,1,3,0
423,Iván Ramis,es ESP,DF,Eibar,31,1984,22,20,"1,717",19.1,3,0,3,0,0,6,0
424,Adrián Ramos,co COL,FW,Granada,30,1986,14,13,"1,128",12.5,4,1,4,0,0,4,0
425,Omar Ramos,es ESP,MF,Leganés,28,1988,15,11,970,10.8,0,2,0,0,0,4,0
426,Sergio Ramos,es ESP,DF,Real Madrid,30,1986,28,28,"2,487",27.6,7,0,7,0,0,8,1
427,Recio,es ESP,MF,Málaga,25,1991,18,16,"1,354",15,3,3,2,1,1,9,0
428,Diego Reyes,mx MEX,DF,Espanyol,23,1992,34,32,"2,891",32.1,1,0,1,0,0,2,0
429,Federico Ricca,uy URU,DF,Málaga,21,1994,21,19,"1,619",18,0,1,0,0,0,6,0
430,Diego Rico,es ESP,DF,Leganés,23,1993,25,25,"2,220",24.7,1,0,1,0,0,6,0
431,Fran Rico,es ESP,MF,Eibar,28,1987,17,13,"1,227",13.6,2,1,2,0,0,5,0
432,Mikel Rico,es ESP,MF,Athletic Club,31,1984,18,4,480,5.3,1,0,1,0,0,4,0
433,Sergio Rico,es ESP,GK,Sevilla,22,1993,35,35,"3,150",35,0,0,0,0,0,0,0
434,Oriol Riera,es ESP,FW,Osasuna,30,1986,22,18,"1,459",16.2,4,1,4,0,0,3,0
435,Asier Riesgo,es ESP,GK,Eibar,32,1983,16,16,"1,251",13.9,0,0,0,0,0,0,2
436,Cristian Rivera,es ESP,MF,Eibar,19,1997,17,6,722,8,0,0,0,0,0,3,0
437,Emmanuel Rivière,fr FRA,"FW,MF",Osasuna,26,1990,15,8,799,8.9,0,1,0,0,0,3,1
438,Roberto,es ESP,GK,Espanyol,30,1986,4,3,308,3.4,0,0,0,0,0,0,0
439,Sergi Roberto,es ESP,DF,Barcelona,24,1992,32,26,"2,383",26.5,0,5,0,0,0,5,0
440,Marc Roca,es ESP,MF,Espanyol,19,1996,25,14,"1,322",14.7,0,1,0,0,0,4,0
441,Jean Carlos Silva Rocha,br BRA,"FW,MF",Granada,20,1996,1,0,30,0.3,0,0,0,0,0,0,0
442,Rodri,es ESP,MF,Villarreal,20,1996,23,8,849,9.4,0,1,0,0,0,1,0
443,Rodrigo,es ESP,"FW,MF",Valencia,25,1991,19,17,"1,387",15.4,5,3,5,0,0,1,0
444,Kévin Rodrigues,pt POR,DF,Real Sociedad,22,1994,2,1,104,1.2,0,0,0,0,0,1,0
445,James Rodríguez,co COL,"MF,FW",Real Madrid,25,1991,22,13,"1,181",13.1,8,6,8,0,0,1,0
446,José Rodríguez,es ESP,MF,Málaga,21,1994,6,6,451,5,0,0,0,0,0,1,1
447,Juan Rodríguez,es ESP,DF,Sporting Gijón,21,1995,4,2,232,2.6,0,0,0,0,0,1,0
448,Víctor Rodríguez,es ESP,MF,Sporting Gijón,27,1989,25,15,"1,380",15.3,2,1,2,0,0,1,0
449,Davy Roef,be BEL,GK,La Coruña,22,1994,1,1,90,1,0,0,0,0,0,0,0
450,Jaime Romero,es ESP,"MF,FW",Osasuna,26,1990,19,8,904,10,0,4,0,0,0,1,0
451,Óscar Romero,py PAR,MF,Alavés,24,1992,13,4,535,5.9,0,1,0,0,0,3,0
452,Cristiano Ronaldo,pt POR,FW,Real Madrid,31,1985,29,29,"2,539",28.2,25,6,19,6,8,4,0
453,Facundo Roncaglia,ar ARG,DF,Celta Vigo,29,1987,32,30,"2,715",30.2,2,0,2,0,0,8,1
454,Roberto Rosales,ve VEN,DF,Málaga,27,1988,32,32,"2,860",31.8,1,2,1,0,0,5,1
455,Giuseppe Rossi,it ITA,FW,Celta Vigo,29,1987,18,9,795,8.8,4,1,4,0,0,1,0
456,Fabián Ruiz Peña,es ESP,MF,Betis,20,1996,4,3,152,1.7,0,0,0,0,0,0,0
457,Víctor Ruiz,es ESP,DF,Villarreal,27,1989,28,27,"2,366",26.3,1,1,1,0,0,4,2
458,Antonio Rukavina,rs SRB,DF,Villarreal,32,1984,4,3,272,3,0,0,0,0,0,2,0
459,Gerónimo Rulli,ar ARG,GK,Real Sociedad,24,1992,38,38,"3,420",38,0,0,0,0,0,4,0
460,Mathew Ryan,au AUS,GK,Valencia,24,1992,2,2,180,2,0,0,0,0,0,0,0
461,Enric Saborit,es ESP,"DF,MF",Athletic Club,24,1992,9,5,464,5.2,0,0,0,0,0,1,0
462,Sergi Samper,es ESP,MF,Granada,21,1995,22,13,"1,274",14.2,0,1,0,0,0,6,0
463,Mikel San José,es ESP,MF,Athletic Club,27,1989,35,30,"2,700",30,4,1,4,0,0,9,0
464,Antonio Sanabria,py PAR,FW,Betis,20,1996,22,16,"1,490",16.6,4,1,4,0,0,2,0
465,Rubén Sánchez,es ESP,MF,Sporting Gijón,21,1994,2,0,41,0.5,0,0,0,0,0,0,0
466,Víctor Sánchez,es ESP,"DF,MF",Espanyol,28,1987,26,25,"2,280",25.3,1,1,1,0,0,8,0
467,Oier Sanjurjo,es ESP,"DF,MF",Osasuna,30,1986,36,36,"3,148",35,0,2,0,0,0,11,1
468,Nicola Sansone,it ITA,FW,Villarreal,24,1991,32,25,"2,115",23.5,8,3,7,1,1,7,0
469,Aderlan Santos,br BRA,DF,Valencia,27,1989,12,11,"1,000",11.1,0,0,0,0,0,1,0
470,Christian Santos,ve VEN,FW,Alavés,28,1988,21,8,837,9.3,3,1,1,2,2,2,0
471,Michael Santos,uy URU,"FW,MF",Málaga,23,1993,14,8,739,8.2,3,0,2,1,2,3,0
472,Pablo Sarabia,es ESP,MF,Sevilla,24,1992,34,22,"2,142",23.8,8,8,7,1,1,10,0
473,Lluís Sastre,es ESP,MF,Leganés,30,1986,1,1,90,1,0,0,0,0,0,0,0
474,Matthieu Saunier,fr FRA,DF,Granada,26,1990,16,16,"1,306",14.5,0,1,0,0,0,4,0
475,Stefan Savi?,me MNE,DF,Atlético Madrid,25,1991,32,30,"2,728",30.3,1,1,1,0,0,6,1
476,Josep Señé,es ESP,"MF,FW",Celta Vigo,24,1991,13,8,663,7.4,0,2,0,0,0,1,0
477,Salva Sevilla,es ESP,MF,Espanyol,32,1984,6,3,268,3,0,0,0,0,0,1,0
478,Sidnei,br BRA,DF,La Coruña,26,1989,29,29,"2,488",27.6,1,0,1,0,0,2,0
479,Gabriel Silva,br BRA,DF,Granada,25,1991,12,11,976,10.8,0,0,0,0,0,3,0
480,Gastón Silva,uy URU,DF,Granada,22,1994,22,19,"1,749",19.4,0,0,0,0,0,6,0
481,David Simón,es ESP,DF,Las Palmas,27,1988,16,14,"1,322",14.7,0,1,0,0,0,3,0
482,Dimitris Siovas,gr GRE,DF,Leganés,27,1988,16,16,"1,390",15.4,1,0,1,0,0,4,0
483,Guilherme Siqueira,br BRA,"DF,MF",Valencia,30,1986,10,7,540,6,0,1,0,0,0,2,0
484,Salvatore Sirigu,it ITA,GK,Sevilla,29,1987,2,2,177,2,0,0,0,0,0,0,1
485,Salvatore Sirigu,it ITA,GK,Osasuna,29,1987,18,18,"1,620",18,0,0,0,0,0,1,0
486,Pione Sisto,dk DEN,"MF,FW",Celta Vigo,21,1995,30,19,"1,667",18.5,3,3,3,0,0,1,0
487,Sito,es ESP,MF,Valencia,19,1996,1,0,3,0,0,0,0,0,0,0,0
488,Rubén Sobrino,es ESP,MF,Alavés,24,1992,11,5,503,5.6,2,1,2,0,0,1,0
489,Roberto Soldado,es ESP,FW,Villarreal,31,1985,10,10,737,8.2,4,3,3,1,1,8,0
490,Carlos Soler,es ESP,MF,Valencia,19,1997,23,19,"1,723",19.1,3,1,3,0,0,4,1
491,David Soria,es ESP,GK,Sevilla,23,1993,1,1,90,1,0,0,0,0,0,0,0
492,Bruno Soriano,es ESP,MF,Villarreal,32,1984,34,33,"2,984",33.2,5,2,1,4,5,5,0
493,Roberto Soriano,it ITA,MF,Villarreal,25,1991,33,31,"2,450",27.2,9,5,9,0,0,8,1
494,Jhon Steven,co COL,DF,Osasuna,21,1994,5,4,429,4.8,2,0,2,0,0,0,0
495,Denis Suárez,es ESP,MF,Barcelona,22,1994,26,12,"1,186",13.2,1,3,1,0,0,1,0
496,Leonardo Suárez,ar ARG,"FW,MF",Villarreal,20,1996,3,0,18,0.2,0,0,0,0,0,0,0
