,,,,,,,Playing Time,,,,Performance,,,,,,
246,Ciro Immobile,it ITA,FW,Sevilla,25,1990,8,4,332,3.7,2,0,2,0,0,2,0
247,Andrés Iniesta,es ESP,MF,Barcelona,31,1984,28,25,"2,245",24.9,1,2,1,0,0,2,0
248,Takashi Inui,jp JPN,MF,Eibar,27,1988,27,18,"1,622",18,3,3,3,0,0,1,0
249,Gorka Iraizoz,es ESP,GK,Athletic Club,34,1981,37,37,"3,243",36,0,0,0,0,0,1,1
250,Xabi Irureta,es ESP,GK,Eibar,29,1986,5,5,450,5,0,0,0,0,0,0,0
251,Isco,es ESP,"MF,FW",Real Madrid,23,1992,31,21,"1,823",20.3,3,5,3,0,0,2,1
252,Manuel Iturra,cl CHI,MF,Rayo Vallecano,31,1984,6,4,383,4.3,0,0,0,0,0,2,1
253,Ander Iturraspe,es ESP,MF,Athletic Club,26,1989,16,7,701,7.8,0,1,0,0,0,1,0
254,Jesé,es ESP,FW,Real Madrid,22,1993,28,7,840,9.3,5,6,5,0,0,0,0
255,Jesús,es ESP,GK,Granada,27,1988,1,1,90,1,0,0,0,0,0,0,0
256,Joaquín,es ESP,MF,Betis,34,1981,30,22,"1,956",21.7,1,5,1,0,0,3,0
257,Bojan Joki?,si SVN,DF,Villarreal,29,1986,2,2,125,1.4,0,0,0,0,0,2,1
258,Jonathas,br BRA,FW,Real Sociedad,26,1989,27,17,"1,607",17.9,7,2,7,0,0,7,1
259,Jony,es ESP,MF,Sporting Gijón,24,1991,36,33,"2,863",31.8,5,6,5,0,1,4,0
260,Joan Jordán,es ESP,MF,Espanyol,21,1994,9,5,626,7,1,0,1,0,0,3,0
261,Jordi,es ESP,DF,Betis,28,1987,3,2,167,1.9,0,0,0,0,0,1,0
262,Willian José,br BRA,FW,Las Palmas,23,1991,30,19,"1,733",19.3,9,1,9,0,0,6,0
263,Jota,es ESP,MF,Eibar,24,1991,13,8,694,7.7,0,0,0,0,0,1,0
264,Jozabed,es ESP,MF,Rayo Vallecano,24,1991,27,24,"2,059",22.9,10,2,10,0,0,3,0
265,Juanfran,es ESP,"DF,MF",La Coruña,26,1988,35,30,"2,677",29.7,1,2,1,0,0,4,0
266,Juanfran,es ESP,DF,Levante,39,1976,20,19,"1,514",16.8,0,1,0,0,0,8,1
267,Juanfran,es ESP,DF,Atlético Madrid,30,1985,35,34,"3,030",33.7,1,1,1,0,0,6,0
268,Juankar,es ESP,"MF,DF",Málaga,25,1990,19,14,"1,248",13.9,1,2,1,0,0,1,0
269,Juanpi,ve VEN,MF,Málaga,21,1994,29,18,"1,618",18,4,1,4,0,0,5,0
270,David Juncà,es ESP,DF,Eibar,21,1993,31,25,"2,339",26,0,4,0,0,0,8,0
271,Foued Kadir,dz ALG,MF,Betis,31,1983,8,6,481,5.3,0,0,0,0,0,1,0
272,Gaël Kakuta,cd COD,MF,Sevilla,24,1991,2,1,47,0.5,0,0,0,0,0,1,0
273,Carlos Kameni,cm CMR,GK,Málaga,31,1984,28,28,"2,466",27.4,0,1,0,0,0,1,0
274,Nikolaos Karabelas,gr GRE,DF,Levante,30,1984,1,1,90,1,0,0,0,0,0,1,0
275,Keko,es ESP,MF,Eibar,23,1991,29,27,"2,307",25.6,3,3,3,0,0,6,1
276,Koke,es ESP,MF,Atlético Madrid,23,1992,35,34,"2,967",33,5,12,5,0,0,4,0
277,Timothée Kolodziejczak,fr FRA,DF,Sevilla,23,1991,29,26,"2,385",26.5,0,0,0,0,0,6,1
278,Yevhen Konoplyanka,ua UKR,MF,Sevilla,25,1989,32,15,"1,620",18,4,2,3,1,1,4,0
279,Mateo Kovacic,hr CRO,MF,Real Madrid,21,1994,25,8,"1,037",11.5,0,2,0,0,0,4,1
280,Matías Kranevitter,ar ARG,MF,Atlético Madrid,22,1993,8,3,329,3.7,0,0,0,0,0,1,0
281,Rene Krhin,si SVN,MF,Granada,25,1990,24,16,"1,434",15.9,0,0,0,0,0,3,0
282,Michael Krohn-Dehli,dk DEN,MF,Sevilla,32,1983,27,16,"1,663",18.5,1,3,1,0,0,3,0
283,Toni Kroos,de GER,MF,Real Madrid,25,1990,32,32,"2,738",30.4,1,10,1,0,0,3,0
284,Grzegorz Krychowiak,pl POL,MF,Sevilla,25,1990,26,25,"2,270",25.2,0,0,0,0,0,6,0
285,Alberto de la Bella,es ESP,DF,Real Sociedad,29,1985,15,14,"1,248",13.9,0,2,0,0,0,5,0
286,Mehdi Lacen,dz ALG,MF,Getafe,31,1984,31,31,"2,660",29.6,0,0,0,0,0,7,0
287,Ángel Lafita,es ESP,MF,Getafe,30,1984,14,12,"1,014",11.3,3,2,3,0,0,5,0
288,Roberto Lago,es ESP,DF,Getafe,29,1985,17,17,"1,367",15.2,0,2,0,0,0,6,0
289,Aymeric Laporte,es ESP,DF,Athletic Club,21,1994,26,25,"2,211",24.6,3,1,3,0,0,9,2
290,Laure,es ESP,DF,La Coruña,30,1985,23,16,"1,549",17.2,0,0,0,0,0,6,0
291,Iñigo Lekue,es ESP,"DF,MF",Athletic Club,22,1993,20,12,"1,159",12.9,1,0,1,0,0,2,0
292,Mauricio Lemos,uy URU,DF,Las Palmas,19,1995,10,8,736,8.2,0,0,0,0,0,5,0
293,Pedro León,es ESP,MF,Getafe,28,1986,31,23,"1,845",20.5,2,4,2,0,1,5,0
294,Jefferson Lerma,co COL,"MF,DF",Levante,20,1994,33,31,"2,682",29.8,1,2,1,0,0,11,0
295,Igor Lichnovsky,cl CHI,DF,Sporting Gijón,21,1994,2,2,180,2,0,0,0,0,0,0,0
296,Lillo,es ESP,DF,Eibar,26,1989,10,5,552,6.1,0,0,0,0,0,6,1
297,Raúl Lizoain,es ESP,GK,Las Palmas,24,1991,8,7,708,7.9,0,0,0,0,0,0,0
298,Diego Llorente,es ESP,"DF,MF",Rayo Vallecano,21,1993,33,33,"2,874",31.9,2,0,2,0,0,10,1
299,Fernando Llorente,es ESP,FW,Sevilla,30,1985,23,14,"1,158",12.9,4,3,4,0,0,4,0
300,Marcos Llorente,es ESP,"DF,MF",Real Madrid,20,1995,2,0,25,0.3,0,0,0,0,0,0,0
301,David Lombán,es ESP,DF,Granada,28,1987,31,29,"2,626",29.2,0,0,0,0,0,6,0
302,Miguel Lopes,pt POR,DF,Granada,28,1986,26,23,"1,968",21.9,0,1,0,0,0,10,1
303,Adrián López,es ESP,FW,Villarreal,27,1988,16,10,788,8.8,4,4,4,0,0,1,0
304,Ángel López,es ESP,"DF,MF",Las Palmas,34,1981,3,0,33,0.4,0,0,0,0,0,0,0
305,Isma López,es ESP,DF,Sporting Gijón,25,1990,31,28,"2,500",27.8,2,0,2,0,0,9,0
306,Iván López,es ESP,DF,Levante,21,1993,13,10,958,10.6,0,0,0,0,0,3,0
307,Javi López,es ESP,"DF,MF",Espanyol,29,1986,31,28,"2,422",26.9,0,2,0,0,0,11,0
308,Pedro López Muñoz,es ESP,DF,Levante,31,1983,17,16,"1,296",14.4,1,0,1,0,0,8,0
309,Nicolás López,uy URU,MF,Granada,21,1993,8,1,159,1.8,0,0,0,0,0,0,0
310,Pau López,es ESP,GK,Espanyol,20,1994,36,35,"3,195",35.5,0,0,0,0,0,4,0
311,Alberto Lopo,es ESP,DF,La Coruña,35,1980,10,8,743,8.3,0,0,0,0,0,6,0
312,Alberto Lora,es ESP,DF,Sporting Gijón,28,1987,31,26,"2,414",26.8,0,4,0,0,0,7,0
313,Filipe Luís,br BRA,DF,Atlético Madrid,29,1985,32,32,"2,833",31.5,1,4,1,0,0,11,1
314,José Luis Gayà,es ESP,DF,Valencia,20,1995,20,15,"1,442",16,0,0,0,0,0,7,1
315,José Luis Morales,es ESP,"MF,FW",Levante,28,1987,35,31,"2,668",29.6,7,4,7,0,0,4,0
316,Luisinho,pt POR,"MF,DF",La Coruña,30,1985,20,11,"1,095",12.2,0,0,0,0,0,7,1
317,Antonio Luna,es ESP,DF,Eibar,24,1991,15,12,"1,003",11.1,0,1,0,0,0,2,0
318,Germán Lux,ar ARG,GK,La Coruña,33,1982,29,29,"2,556",28.4,0,0,0,0,0,5,1
319,Lévy Madinda,ga GAB,MF,Celta Vigo,23,1992,1,0,1,0,0,0,0,0,0,0,0
320,Diego Mainz,es ESP,DF,Granada,32,1982,5,4,405,4.5,0,0,0,0,0,1,0
321,Hugo Mallo,es ESP,DF,Celta Vigo,24,1991,34,33,"2,942",32.7,1,4,1,0,0,8,0
322,Manu,es ESP,GK,La Coruña,29,1986,8,7,683,7.6,0,0,0,0,0,2,0
323,Manucho,ao ANG,FW,Rayo Vallecano,32,1983,28,5,949,10.5,4,1,4,0,0,3,0
324,Juan Manuel Vargas,pe PER,DF,Betis,31,1983,20,20,"1,717",19.1,2,2,2,0,0,8,1
325,Marcelo,br BRA,DF,Real Madrid,27,1988,30,28,"2,472",27.5,2,3,2,0,0,3,0
326,Óscar de Marcos,es ESP,"DF,MF",Athletic Club,26,1989,34,33,"2,884",32,1,3,1,0,0,6,0
327,José Mari,es ESP,MF,Levante,27,1987,12,10,797,8.9,0,0,0,0,0,5,0
328,José María Giménez,uy URU,DF,Atlético Madrid,20,1995,27,27,"2,430",27,1,1,1,0,0,8,0
329,Mariano,br BRA,DF,Sevilla,29,1986,23,18,"1,688",18.8,0,3,0,0,0,6,0
330,Adrián Marín,es ESP,DF,Villarreal,18,1997,11,10,926,10.3,0,0,0,0,0,1,0
331,Diego Mariño,es ESP,GK,Levante,25,1990,23,23,"2,070",23,0,0,0,0,0,1,0
332,Javi Márquez,es ESP,MF,Granada,29,1986,19,16,"1,311",14.6,0,1,0,0,0,6,0
333,Roger Martí,es ESP,FW,Levante,24,1991,16,7,650,7.2,0,0,0,0,0,3,0
334,Carlos Martínez,es ESP,DF,Real Sociedad,29,1986,10,6,539,6,0,2,0,0,0,2,0
335,Iñigo Martínez,es ESP,DF,Real Sociedad,24,1991,30,30,"2,700",30,1,0,1,0,0,7,0
336,Jackson Martínez,co COL,FW,Atlético Madrid,28,1986,15,8,657,7.3,2,3,2,0,0,0,0
337,Omar Mascarell,es ESP,MF,Sporting Gijón,22,1993,26,20,"1,771",19.7,0,1,0,0,0,5,0
338,Javier Mascherano,ar ARG,DF,Barcelona,31,1984,32,31,"2,691",29.9,0,0,0,0,0,9,1
339,Hachim Mastour,ma MAR,FW,Málaga,17,1998,1,0,6,0.1,0,0,0,0,0,0,0
340,Simão Mate Junior,mz MOZ,"MF,DF",Levante,27,1988,30,26,"2,175",24.2,1,0,1,0,0,12,2
341,Jérémy Mathieu,fr FRA,DF,Barcelona,31,1983,21,12,"1,264",14,0,2,0,0,0,2,0
342,Jose Matos,es ESP,MF,Sevilla,20,1995,1,1,90,1,0,0,0,0,0,0,0
343,Borja Mayoral,es ESP,FW,Real Madrid,18,1997,6,3,282,3.1,0,0,0,0,0,0,0
344,Carl Medjani,dz ALG,DF,Levante,30,1985,14,14,"1,260",14,1,0,1,0,0,1,0
345,Álvaro Medrán,es ESP,MF,Getafe,21,1994,20,16,"1,485",16.5,2,1,2,0,0,7,0
346,Tiago Mendes,pt POR,MF,Atlético Madrid,34,1981,14,12,"1,052",11.7,1,1,1,0,0,4,0
347,Édgar Méndez,es ESP,"MF,FW",Granada,25,1990,15,7,747,8.3,1,0,1,0,0,4,0
348,Sergio Mendigutxia,es ESP,FW,Sporting Gijón,22,1993,1,0,30,0.3,0,0,0,0,0,0,0
349,Álex Menéndez,es ESP,"MF,DF",Sporting Gijón,24,1991,21,11,"1,039",11.5,2,1,2,0,0,1,0
350,Bernard Mensah,gh GHA,MF,Getafe,20,1994,8,0,60,0.7,0,0,0,0,0,0,0
351,Jorge Meré,es ESP,DF,Sporting Gijón,18,1997,25,24,"2,173",24.1,0,0,0,0,0,6,0
352,Sabin Merino,es ESP,"MF,FW",Athletic Club,23,1992,22,13,"1,131",12.6,5,0,5,0,0,1,0
353,Roque Mesa,es ESP,MF,Las Palmas,26,1989,34,34,"2,825",31.4,1,2,1,0,0,12,0
354,Lionel Messi,ar ARG,FW,Barcelona,28,1987,33,31,"2,729",30.3,26,14,23,3,7,3,0
355,Miku,ve VEN,"FW,MF",Rayo Vallecano,29,1985,22,18,"1,545",17.2,9,4,9,0,0,4,0
356,Santi Mina,es ESP,"FW,MF",Valencia,19,1995,27,19,"1,652",18.4,4,1,4,0,0,2,0
357,Luka Modric,hr CRO,MF,Real Madrid,29,1985,32,31,"2,619",29.1,2,4,2,0,0,5,0
358,Jorge Molina,es ESP,FW,Betis,33,1982,23,10,920,10.2,1,1,1,0,0,4,0
359,Francisco Molinero,es ESP,DF,Betis,30,1985,21,15,"1,189",13.2,0,1,0,0,0,5,0
360,Momo,es ESP,MF,Las Palmas,33,1982,23,15,"1,384",15.4,0,3,0,0,0,3,0
361,Nacho Monsalve,es ESP,DF,Atlético Madrid,21,1994,1,1,90,1,0,0,0,0,0,0,0
362,Paco Montañés,es ESP,MF,Espanyol,28,1986,7,2,275,3.1,0,0,0,0,0,1,0
363,Joni Montiel,es ESP,MF,Rayo Vallecano,16,1998,8,1,215,2.4,0,0,0,0,0,0,0
364,Ángel Montoro,es ESP,MF,Las Palmas,27,1988,9,5,435,4.8,0,0,0,0,0,2,0
365,Martín Montoya,es ESP,DF,Betis,24,1991,13,13,"1,166",13,0,1,0,0,0,4,0
366,Gerard Moreno,es ESP,"FW,MF",Espanyol,23,1992,32,19,"1,915",21.3,7,3,6,1,1,5,1
367,Pedro Mosquera,es ESP,MF,La Coruña,27,1988,37,37,"3,286",36.5,0,2,0,0,0,10,0
368,Iker Muniain,es ESP,MF,Athletic Club,22,1992,20,13,"1,017",11.3,2,0,2,0,0,2,0
369,Juan Muñiz,es ESP,MF,Sporting Gijón,23,1992,4,0,60,0.7,0,0,0,0,0,0,0
370,Juan Muñoz,es ESP,"MF,FW",Sevilla,19,1995,8,3,303,3.4,1,0,1,0,0,0,0
371,Mateo Musacchio,ar ARG,DF,Villarreal,24,1990,13,12,"1,007",11.2,1,0,1,0,0,1,0
372,Charly Musonda Jr.,be BEL,MF,Betis,18,1996,16,13,"1,226",13.6,1,1,1,0,0,2,0
373,Shkodran Mustafi,de GER,DF,Valencia,23,1992,30,30,"2,681",29.8,2,0,2,0,0,12,0
374,Alfred N'Diaye,sn SEN,MF,Betis,25,1990,34,34,"3,007",33.4,2,0,2,0,0,6,0
375,Nacho,es ESP,DF,Rayo Vallecano,26,1989,22,22,"1,706",19,0,0,0,0,0,7,0
376,Nacho,es ESP,DF,Real Madrid,25,1990,16,12,"1,158",12.9,0,0,0,0,0,5,0
377,Matías Nahuel,es ESP,"MF,FW",Villarreal,18,1996,20,11,"1,002",11.1,0,1,0,0,0,4,0
378,David Navarro,es ESP,DF,Levante,35,1980,20,20,"1,689",18.8,0,0,0,0,0,5,1
379,Fernando Navarro,es ESP,DF,La Coruña,33,1982,35,35,"2,953",32.8,0,2,0,0,0,5,0
380,Keylor Navas,cr CRC,GK,Real Madrid,28,1986,34,34,"3,060",34,0,0,0,0,0,0,0
381,Dani Ndi,cm CMR,MF,Sporting Gijón,19,1995,15,10,748,8.3,1,0,1,0,0,2,0
382,Álvaro Negredo,es ESP,FW,Valencia,29,1985,25,12,"1,157",12.9,5,1,5,0,0,0,0
383,Neymar,br BRA,FW,Barcelona,23,1992,34,34,"3,056",34,24,10,19,5,7,6,0
384,Saúl Ñíguez,es ESP,MF,Atlético Madrid,20,1994,31,26,"2,329",25.9,4,2,4,0,0,1,0
385,Nili,es ESP,"MF,FW",Las Palmas,21,1994,8,4,317,3.5,0,0,0,0,0,0,0
386,Javi Noblejas,es ESP,DF,Getafe,22,1993,1,1,90,1,0,0,0,0,0,1,0
387,Nolito,es ESP,"MF,FW",Celta Vigo,28,1986,29,27,"2,470",27.4,12,6,11,1,2,9,0
388,Steven Nzonzi,fr FRA,MF,Sevilla,26,1988,28,22,"1,844",20.5,3,1,3,0,0,4,1
389,Jan Oblak,si SVN,GK,Atlético Madrid,22,1993,38,38,"3,420",38,0,0,0,0,0,0,0
390,Guillermo Ochoa,mx MEX,GK,Málaga,30,1985,11,10,954,10.6,0,0,0,0,0,0,0
391,Oier Olazábal,es ESP,GK,Real Sociedad,25,1989,3,2,228,2.5,0,0,0,0,0,1,0
392,Weligton Oliveira,br BRA,DF,Málaga,35,1979,30,30,"2,605",28.9,0,1,0,0,0,5,0
393,Javier Ontiveros,es ESP,MF,Málaga,17,1997,4,0,60,0.7,0,0,0,0,0,0,0
394,Lucas Orbán,ar ARG,DF,Valencia,26,1989,7,6,521,5.8,0,0,0,0,0,4,1
395,Lucas Orbán,ar ARG,DF,Levante,26,1989,3,3,270,3,0,0,0,0,0,2,0
396,Fabián Orellana,cl CHI,"MF,FW",Celta Vigo,29,1986,33,33,"2,910",32.3,7,6,6,1,1,11,1
397,Mikel Oyarzabal,es ESP,"FW,MF",Real Sociedad,18,1997,22,16,"1,500",16.7,6,1,6,0,0,1,0
398,Aras Özbiliz,am ARM,MF,Rayo Vallecano,25,1990,3,1,100,1.1,0,1,0,0,0,1,0
399,Manuel Pablo,es ESP,DF,La Coruña,39,1976,3,2,175,1.9,0,0,0,0,0,0,0
400,Aleksandar Panti?,rs SRB,DF,Eibar,23,1992,20,18,"1,678",18.6,0,0,0,0,0,5,0
401,Rubén Pardo,es ESP,MF,Real Sociedad,22,1992,28,19,"1,786",19.8,0,5,0,0,0,7,0
402,Nicolás Pareja,ar ARG,DF,Sevilla,31,1984,2,1,122,1.4,0,0,0,0,0,0,0
403,Daniel Parejo,es ESP,MF,Valencia,26,1989,33,30,"2,734",30.4,8,5,6,2,2,8,0
404,Thomas Partey,gh GHA,MF,Atlético Madrid,22,1993,13,3,441,4.9,2,1,2,0,0,3,0
405,Alfonso Pedraza,es ESP,MF,Villarreal,19,1996,2,2,105,1.2,0,0,0,0,0,0,0
406,Adalberto Peñaranda,ve VEN,"FW,MF",Granada,18,1997,23,21,"1,670",18.6,5,3,5,0,0,8,0
407,Pepe,pt POR,DF,Real Madrid,32,1983,21,21,"1,886",21,1,1,1,0,0,5,0
408,Álvaro Pereira,uy URU,DF,Getafe,29,1985,6,6,409,4.5,0,0,0,0,0,4,1
409,Enzo Pérez,ar ARG,MF,Valencia,29,1986,20,16,"1,258",14,0,0,0,0,0,10,0
410,Hernán Pérez,py PAR,"MF,FW",Espanyol,26,1989,32,27,"2,445",27.2,7,1,7,0,0,12,0
411,Lucas Pérez,es ESP,FW,La Coruña,26,1988,36,35,"3,137",34.9,17,7,16,1,1,2,0
412,Pablo Pérez,es ESP,"MF,FW",Sporting Gijón,21,1993,18,9,749,8.3,0,1,0,0,0,4,0
413,Rubén Pérez,es ESP,MF,Granada,26,1989,31,30,"2,475",27.5,0,2,0,0,0,16,0
414,Petros,br BRA,MF,Betis,26,1989,30,27,"2,326",25.8,1,1,1,0,0,9,1
415,Germán Pezzella,ar ARG,DF,Betis,24,1991,25,23,"2,166",24.1,3,1,3,0,0,8,0
416,Pablo Piatti,ar ARG,"FW,MF",Valencia,26,1989,21,9,793,8.8,0,0,0,0,0,3,0
417,Cristiano Piccini,it ITA,DF,Betis,22,1992,16,16,"1,419",15.8,0,0,0,0,0,4,0
418,Tomás Pina Isla,es ESP,MF,Villarreal,27,1987,27,19,"1,633",18.1,0,1,0,0,0,4,0
419,Gerard Piqué,es ESP,DF,Barcelona,28,1987,30,30,"2,587",28.7,2,1,2,0,0,12,0
420,Piti,es ESP,"MF,FW",Granada,34,1981,8,5,415,4.6,2,2,2,0,0,3,0
421,Piti,es ESP,MF,Rayo Vallecano,34,1981,8,4,337,3.7,0,0,0,0,0,1,0
422,Carles Planas,es ESP,DF,Celta Vigo,24,1991,26,18,"1,683",18.7,0,2,0,0,0,4,0
423,Stipe Pletikosa,hr CRO,GK,La Coruña,36,1979,2,2,180,2,0,0,0,0,0,0,0
424,Francisco Portillo,es ESP,MF,Betis,25,1990,19,11,968,10.8,0,0,0,0,0,4,0
425,Xabi Prieto,es ESP,MF,Real Sociedad,31,1983,36,27,"2,382",26.5,3,3,2,1,1,3,0
426,Quini,es ESP,DF,Rayo Vallecano,25,1989,27,22,"2,049",22.8,0,2,0,0,0,7,0
427,Nemanja Radoja,rs SRB,MF,Celta Vigo,22,1993,30,15,"1,458",16.2,0,1,0,0,0,5,0
428,Josip Radosevic,hr CRO,MF,Eibar,21,1994,8,5,404,4.5,0,0,0,0,0,3,1
429,Juan Rafael Fuentes,es ESP,DF,Espanyol,25,1990,10,9,757,8.4,0,0,0,0,0,2,0
430,Rafinha,br BRA,"FW,MF",Barcelona,22,1993,6,3,281,3.1,1,0,1,0,0,0,0
431,Antonio Raillo,es ESP,DF,Espanyol,23,1991,4,4,360,4,0,0,0,0,0,1,0
432,Ivan Rakitic,hr CRO,MF,Barcelona,27,1988,36,30,"2,569",28.5,7,2,7,0,0,3,0
433,Adil Rami,fr FRA,DF,Sevilla,29,1985,28,28,"2,424",26.9,0,1,0,0,0,9,1
434,Sandro Ramírez,es ESP,FW,Barcelona,20,1995,10,4,349,3.9,0,1,0,0,0,0,0
435,Iván Ramis,es ESP,DF,Eibar,30,1984,23,21,"1,793",19.9,0,1,0,0,0,7,1
436,Sergio Ramos,es ESP,DF,Real Madrid,29,1986,23,23,"1,941",21.6,2,2,2,0,0,11,2
437,Razvan Rat,ro ROU,DF,Rayo Vallecano,34,1981,10,8,736,8.2,0,0,0,0,0,3,0
438,Recio,es ESP,MF,Málaga,24,1991,33,32,"2,743",30.5,0,4,0,0,0,16,0
439,Vincenzo Rennella,it ITA,FW,Betis,26,1988,6,2,193,2.1,1,0,1,0,0,1,0
440,Diego Reyes,mx MEX,"DF,MF",Real Sociedad,22,1992,27,26,"2,310",25.7,2,0,2,0,0,5,1
441,Federico Ricca,uy URU,"DF,MF",Málaga,20,1994,8,7,640,7.1,1,1,1,0,0,3,0
442,Fran Rico,es ESP,MF,Granada,27,1987,28,15,"1,450",16.1,2,1,2,0,0,6,0
443,Mikel Rico,es ESP,MF,Athletic Club,30,1984,17,8,698,7.8,1,1,1,0,0,2,1
444,Sergio Rico,es ESP,GK,Sevilla,21,1993,34,34,"3,060",34,0,0,0,0,0,2,0
445,Oriol Riera,es ESP,FW,La Coruña,29,1986,22,7,799,8.9,2,0,2,0,0,3,0
446,Asier Riesgo,es ESP,GK,Eibar,31,1983,34,34,"3,060",34,0,0,0,0,0,1,0
447,Rober,es ESP,DF,La Coruña,20,1995,2,0,52,0.6,0,0,0,0,0,0,0
448,Sergi Roberto,es ESP,"MF,DF",Barcelona,23,1992,31,21,"1,917",21.3,0,4,0,0,0,1,0
449,Rubén Rochina,es ESP,"MF,FW",Granada,24,1991,35,29,"2,483",27.6,6,5,6,0,0,10,0
450,Enzo Roco,cl CHI,DF,Espanyol,22,1992,33,26,"2,466",27.4,2,0,2,0,0,9,0
451,Rodri,es ESP,MF,Villarreal,19,1996,3,1,95,1.1,0,0,0,0,0,1,0
452,Rodrigo,es ESP,"FW,MF",Valencia,24,1991,25,15,"1,365",15.2,2,3,2,0,0,1,1
453,James Rodríguez,co COL,"MF,FW",Real Madrid,24,1991,26,17,"1,515",16.8,7,8,7,0,0,1,0
454,Jonathan Rodríguez,uy URU,FW,La Coruña,22,1993,13,6,567,6.3,0,0,0,0,0,2,0
455,Juan Rodríguez,es ESP,MF,Getafe,33,1982,32,30,"2,512",27.9,0,1,0,0,0,11,0
456,Víctor Rodríguez,es ESP,MF,Getafe,26,1989,33,26,"2,303",25.6,2,2,2,0,0,1,0
457,Cristiano Ronaldo,pt POR,"FW,MF",Real Madrid,30,1985,36,36,"3,183",35.4,35,9,29,6,9,2,0
458,Roberto Rosales,ve VEN,DF,Málaga,26,1988,35,35,"3,070",34.1,0,4,0,0,0,5,0
459,Giuseppe Rossi,it ITA,FW,Levante,28,1987,17,15,"1,153",12.8,6,3,5,1,1,1,0
460,Rubén,es ESP,GK,Levante,31,1984,15,15,"1,350",15,0,0,0,0,0,4,0
461,Fabián Ruiz Peña,es ESP,MF,Betis,19,1996,12,6,429,4.8,0,1,0,0,0,0,0
462,Salva Ruiz,es ESP,DF,Granada,20,1995,2,1,74,0.8,0,0,0,0,0,0,1
463,Víctor Ruiz,es ESP,DF,Villarreal,26,1989,35,32,"2,991",33.2,0,0,0,0,0,10,0
464,Antonio Rukavina,rs SRB,"DF,MF",Villarreal,31,1984,18,14,"1,349",15,0,0,0,0,0,5,0
465,Gerónimo Rulli,ar ARG,GK,Real Sociedad,23,1992,36,36,"3,191",35.5,0,0,0,0,0,4,1
466,Mathew Ryan,au AUS,GK,Valencia,23,1992,8,8,720,8,0,0,0,0,0,0,0
467,Sergi Samper,es ESP,MF,Barcelona,20,1995,1,0,30,0.3,0,0,0,0,0,0,0
468,Mikel San José,es ESP,"MF,DF",Athletic Club,26,1989,34,30,"2,690",29.9,2,3,2,0,0,6,1
469,Antonio Sanabria,py PAR,FW,Sporting Gijón,19,1996,29,27,"2,255",25.1,11,1,10,1,1,4,0
470,Víctor Sánchez,es ESP,MF,Espanyol,27,1987,29,28,"2,290",25.4,1,6,1,0,0,15,2
471,Roque Santa Cruz,py PAR,FW,Málaga,33,1981,17,3,430,4.8,2,1,2,0,0,0,0
472,Aderlan Santos,br BRA,DF,Valencia,26,1989,17,17,"1,519",16.9,0,0,0,0,0,2,1
473,Pablo Sarabia,es ESP,MF,Getafe,23,1992,31,30,"2,526",28.1,7,5,7,0,0,7,0
474,Stefan Savi?,me MNE,DF,Atlético Madrid,24,1991,12,10,927,10.3,0,0,0,0,0,1,0
475,Stefan Š?epovi?,rs SRB,FW,Getafe,25,1990,34,17,"1,818",20.2,6,1,6,0,0,4,0
476,Josep Señé,es ESP,"MF,FW",Celta Vigo,23,1991,8,4,385,4.3,0,1,0,0,0,1,0
477,Salva Sevilla,es ESP,MF,Espanyol,31,1984,15,5,533,5.9,1,0,1,0,0,3,0
478,Sidnei,br BRA,DF,La Coruña,25,1989,33,33,"2,895",32.2,0,0,0,0,0,2,0
479,Eddy Silvestre,az AZE,MF,Eibar,22,1992,6,1,212,2.4,0,0,0,0,0,2,0
480,David Simón,es ESP,DF,Las Palmas,26,1988,27,24,"2,263",25.1,1,2,1,0,0,7,0
481,Guilherme Siqueira,br BRA,DF,Valencia,29,1986,14,14,"1,093",12.1,0,0,0,0,0,1,0
482,Guilherme Siqueira,br BRA,DF,Atlético Madrid,29,1986,1,1,90,1,0,0,0,0,0,1,0
483,Sito,es ESP,MF,Valencia,18,1996,1,0,52,0.6,0,0,0,0,0,0,0
484,Enrique Sola,es ESP,FW,Athletic Club,29,1986,5,1,77,0.9,0,0,0,0,0,0,0
485,Roberto Soldado,es ESP,FW,Villarreal,30,1985,28,27,"2,246",25,5,10,5,0,0,12,0
486,Bruno Soriano,es ESP,MF,Villarreal,31,1984,31,28,"2,596",28.8,5,1,2,3,3,5,1
487,Damián Suárez,uy URU,DF,Getafe,27,1988,31,30,"2,633",29.3,0,3,0,0,0,7,1
488,Denis Suárez,es ESP,MF,Villarreal,21,1994,33,25,"2,373",26.4,4,4,4,0,0,3,0
489,Luis Suárez,uy URU,FW,Barcelona,28,1987,35,35,"3,150",35,40,17,37,3,5,7,0
490,Isaac Success,ng NGA,"MF,FW",Granada,19,1996,30,28,"2,422",26.9,6,3,6,0,0,12,1
491,Markel Susaeta,es ESP,MF,Athletic Club,27,1987,28,22,"1,918",21.3,3,7,3,0,0,3,0
492,Mamadou Sylla,sn SEN,FW,Espanyol,21,1994,14,2,339,3.8,0,0,0,0,0,3,0
493,Tana,es ESP,MF,Las Palmas,24,1990,27,26,"2,113",23.5,5,4,5,0,0,2,0
494,Marc-André ter Stegen,de GER,GK,Barcelona,23,1992,7,6,543,6,0,0,0,0,0,0,0
