,,,,,,,Playing Time,,,,Performance,,,,,,
25,Miguel Ángel Guerrero,es ESP,FW,Sporting Gijón,25,1990,23,13,"1,087",12.1,2,1,2,0,0,2,0
26,Miguel Ángel,es ESP,DF,Getafe,19,1996,3,2,200,2.2,0,0,0,0,0,1,0
27,Marcos Angeleri,ar ARG,DF,Málaga,32,1983,13,13,"1,111",12.3,0,0,0,0,0,3,0
28,Ion Ansotegi,es ESP,DF,Eibar,33,1982,8,6,542,6,0,0,0,0,0,0,0
29,José Antonio Reyes,es ESP,MF,Sevilla,31,1983,24,14,"1,182",13.1,1,1,1,0,0,6,0
30,Youssef El-Arabi,ma MAR,FW,Granada,28,1987,35,27,"2,513",27.9,16,1,9,7,7,3,0
31,Sergio Araujo,ar ARG,FW,Las Palmas,23,1992,30,20,"1,819",20.2,5,2,5,0,0,4,0
32,Álvaro Arbeloa,es ESP,DF,Real Madrid,32,1983,6,2,262,2.9,0,0,0,0,0,1,0
33,Anaitz Arbilla,es ESP,DF,Espanyol,28,1987,7,7,630,7,0,0,0,0,0,3,0
34,Alphonse Areola,fr FRA,GK,Villarreal,22,1993,32,32,"2,880",32,0,0,0,0,0,1,0
35,Giedrius Arlauskis,lt LTU,GK,Espanyol,27,1987,3,3,225,2.5,0,0,0,0,0,0,0
36,Alejandro Arribas,es ESP,DF,La Coruña,26,1989,31,31,"2,734",30.4,2,0,2,0,0,11,1
37,Mikel Arruabarrena,es ESP,FW,Eibar,32,1983,6,0,62,0.7,1,0,1,0,0,0,0
38,Aythami Artiles,es ESP,DF,Las Palmas,29,1986,31,30,"2,641",29.3,0,1,0,0,0,13,2
39,Sergio Asenjo,es ESP,GK,Villarreal,26,1989,4,4,360,4,0,0,0,0,0,1,0
40,Marco Asensio,es ESP,"MF,FW",Espanyol,19,1996,34,33,"2,825",31.4,4,8,4,0,0,3,0
41,Iago Aspas,es ESP,"FW,MF",Celta Vigo,27,1987,35,31,"2,654",29.5,13,3,12,1,1,8,0
42,Christian Atsu,gh GHA,MF,Málaga,23,1992,12,3,392,4.4,2,0,2,0,0,0,0
43,Jean-Sylvain Babin,mq MTQ,DF,Granada,28,1986,25,25,"2,235",24.8,3,0,3,0,0,4,0
44,Raúl Baena,es ESP,MF,Rayo Vallecano,26,1989,24,22,"1,836",20.4,1,1,1,0,0,12,1
45,Eric Bailly,ci CIV,DF,Villarreal,21,1994,25,25,"2,019",22.4,0,0,0,0,0,11,1
46,Cédric Bakambu,cd COD,FW,Villarreal,24,1991,34,21,"1,859",20.7,12,3,12,0,0,4,0
47,Zakaria Bakkali,be BEL,"MF,FW",Valencia,19,1996,16,4,566,6.3,1,3,1,0,0,1,0
48,Gareth Bale,wls WAL,"FW,MF",Real Madrid,26,1989,23,21,"1,733",19.3,19,10,19,0,0,3,0
49,Mikel Balenziaga,es ESP,DF,Athletic Club,27,1988,34,33,"2,905",32.3,0,3,0,0,0,6,0
50,Éver Banega,ar ARG,MF,Sevilla,27,1988,25,20,"1,718",19.1,5,2,4,1,1,8,1
51,Lass Bangoura,gn GUI,MF,Rayo Vallecano,23,1992,16,7,805,8.9,0,1,0,0,0,2,0
52,Léo Baptistão,br BRA,FW,Villarreal,22,1992,26,12,"1,266",14.1,3,1,3,0,0,1,0
53,Danilo Barbosa,br BRA,MF,Valencia,19,1996,19,16,"1,362",15.1,0,0,0,0,0,4,0
54,Mariano Barbosa,ar ARG,GK,Villarreal,31,1984,2,2,180,2,0,0,0,0,0,0,0
55,Antonio Barragán,es ESP,DF,Valencia,28,1987,24,19,"1,658",18.4,0,0,0,0,0,7,1
56,David Barral,es ESP,FW,Granada,32,1983,14,3,371,4.1,0,0,0,0,0,4,1
57,Iñigo Barrenetxea,es ESP,MF,Eibar,21,1994,2,0,5,0.1,0,0,0,0,0,0,0
58,Álex Barrera,es ESP,MF,Sporting Gijón,24,1991,5,0,62,0.7,0,0,0,0,0,0,0
59,Marc Bartra,es ESP,DF,Barcelona,24,1991,13,4,503,5.6,2,1,2,0,0,0,0
60,Borja Bastón,es ESP,FW,Eibar,22,1992,36,29,"2,571",28.6,18,3,15,3,3,3,0
61,Jon Bautista,es ESP,FW,Real Sociedad,20,1995,4,1,118,1.3,1,0,1,0,0,2,0
62,Claudio Beauvue,gp GLP,"MF,FW",Celta Vigo,27,1988,10,6,506,5.6,1,0,1,0,0,2,0
63,Bebé,cv CPV,MF,Rayo Vallecano,25,1990,34,27,"2,237",24.9,3,7,3,0,0,3,0
64,Karim Benzema,fr FRA,FW,Real Madrid,27,1987,27,26,"1,979",22,24,7,24,0,0,1,0
65,Yuri Berchiche,es ESP,DF,Real Sociedad,25,1990,21,21,"1,847",20.5,0,4,0,0,0,10,0
66,Álex Bergantiños,es ESP,MF,La Coruña,30,1985,22,20,"1,749",19.4,2,1,2,0,0,3,0
67,Markel Bergara,es ESP,MF,Real Sociedad,29,1986,20,15,"1,354",15,1,0,1,0,0,8,1
68,Saúl Berjón,es ESP,MF,Eibar,29,1986,29,16,"1,400",15.6,4,4,1,3,4,1,0
69,Beto,pt POR,GK,Sevilla,33,1982,4,4,360,4,0,0,0,0,0,1,0
70,Thievy Bifouma,cg CGO,"FW,MF",Granada,23,1992,7,0,187,2.1,0,0,0,0,0,0,0
71,Pedro Bigas,es ESP,DF,Las Palmas,24,1990,27,26,"2,353",26.1,3,0,3,0,0,5,0
72,Cristiano Biraghi,it ITA,DF,Granada,22,1992,32,32,"2,819",31.3,0,1,0,0,0,10,1
73,Rubén Blanco,es ESP,GK,Celta Vigo,20,1995,8,8,688,7.6,0,0,0,0,0,1,1
74,Arthur Boka,ci CIV,DF,Málaga,32,1983,14,12,"1,046",11.6,0,0,0,0,0,5,1
75,Daniele Bonera,it ITA,DF,Villarreal,34,1981,14,10,974,10.8,0,0,0,0,0,5,1
76,Theo Bongonda,cd COD,"MF,FW",Celta Vigo,19,1995,23,14,"1,193",13.3,2,1,2,0,0,5,0
77,Celso Borges,cr CRC,MF,La Coruña,27,1988,24,21,"1,908",21.2,3,2,3,0,0,5,1
78,Eneko Bóveda,es ESP,DF,Athletic Club,26,1988,23,15,"1,468",16.3,0,0,0,0,0,1,0
79,Claudio Bravo,cl CHI,GK,Barcelona,32,1983,32,32,"2,877",32,0,0,0,0,0,0,0
80,Bruma,pt POR,"MF,FW",Real Sociedad,20,1994,32,14,"1,454",16.2,2,1,2,0,0,0,0
81,Emi Buendía,ar ARG,"MF,DF",Getafe,18,1996,17,6,745,8.3,1,1,1,0,0,5,1
82,Burgui,es ESP,"MF,FW",Espanyol,21,1993,26,8,984,10.9,1,3,1,0,1,0,0
83,Sergio Busquets,es ESP,MF,Barcelona,27,1988,35,34,"2,899",32.2,0,4,0,0,0,6,0
84,Gustavo Cabral,ar ARG,DF,Celta Vigo,29,1985,31,31,"2,672",29.7,0,0,0,0,0,13,3
85,Felipe Caicedo,ec ECU,FW,Espanyol,26,1988,31,26,"2,136",23.7,8,0,8,0,1,6,0
86,Cala,es ESP,DF,Getafe,25,1989,22,21,"1,910",21.2,1,1,1,0,0,12,1
87,Ignacio Camacho,es ESP,MF,Málaga,25,1990,23,23,"2,006",22.3,2,1,2,0,0,9,1
88,Víctor Camarasa,es ESP,MF,Levante,21,1994,34,21,"2,114",23.5,2,3,2,0,0,4,0
89,Sergio Canales,es ESP,"MF,FW",Real Sociedad,24,1991,16,11,899,10,0,0,0,0,0,3,0
90,José Cañas,es ESP,MF,Espanyol,28,1987,13,7,692,7.7,0,0,0,0,0,5,0
91,João Cancelo,pt POR,"DF,FW",Valencia,21,1994,28,25,"2,118",23.5,1,4,1,0,0,7,1
92,Roberto Canella,es ESP,DF,Sporting Gijón,27,1988,9,8,703,7.8,0,0,0,0,0,4,0
93,Cani,es ESP,MF,La Coruña,33,1981,18,12,885,9.8,0,0,0,0,0,2,0
94,Ander Capa,es ESP,DF,Eibar,23,1992,36,34,"3,121",34.7,2,4,2,0,0,12,0
95,Eneko Capilla,es ESP,MF,Real Sociedad,20,1995,1,0,9,0.1,0,0,0,0,0,0,0
96,Miguel Filipe Nunes Cardoso,pt POR,"FW,MF",La Coruña,21,1994,3,0,44,0.5,0,1,0,0,0,0,0
97,Juan Carlos,es ESP,GK,Rayo Vallecano,27,1988,21,19,"1,803",20,0,0,0,0,0,1,0
98,Juan Carlos Valerón,es ESP,MF,Las Palmas,40,1975,13,3,383,4.3,0,0,0,0,0,0,0
99,Carlos Carmona,es ESP,MF,Sporting Gijón,28,1987,20,16,"1,213",13.5,2,3,2,0,0,4,0
100,David Carmona,es ESP,DF,Sevilla,18,1997,1,1,90,1,0,0,0,0,0,0,0
101,Yannick Carrasco,be BEL,"MF,FW",Atlético Madrid,21,1993,29,16,"1,496",16.6,4,1,4,0,0,5,0
102,Daniel Carriço,pt POR,"DF,MF",Sevilla,26,1988,14,11,"1,051",11.7,1,1,1,0,0,4,0
103,Federico Cartabia,ar ARG,"MF,FW",La Coruña,22,1993,26,15,"1,353",15,3,3,3,0,0,3,0
104,Dani Carvajal,es ESP,DF,Real Madrid,23,1992,22,19,"1,632",18.1,0,4,0,0,0,6,0
105,Víctor Casadesús,es ESP,"FW,MF",Levante,30,1985,23,8,951,10.6,3,1,3,0,0,3,0
106,Casemiro,br BRA,MF,Real Madrid,23,1992,23,17,"1,529",17,1,3,1,0,0,7,0
107,Nacho Cases,es ESP,MF,Sporting Gijón,27,1987,24,21,"1,966",21.8,1,0,1,0,0,12,2
108,Kiko Casilla,es ESP,GK,Real Madrid,28,1986,4,4,360,4,0,0,0,0,0,0,0
109,Dani Castellano,es ESP,DF,Las Palmas,27,1987,27,25,"2,245",24.9,0,0,0,0,0,5,0
110,Javi Castellano,es ESP,MF,Las Palmas,27,1987,1,1,90,1,0,0,0,0,0,0,0
111,Samu Castillejo,es ESP,MF,Villarreal,20,1995,28,19,"1,695",18.8,1,1,1,0,0,4,0
112,Carlos Castro,es ESP,FW,Sporting Gijón,20,1995,25,7,"1,021",11.3,7,0,7,0,0,1,0
113,Chory Castro,uy URU,MF,Real Sociedad,30,1984,8,1,158,1.8,0,2,0,0,0,0,0
114,Chory Castro,uy URU,MF,Málaga,30,1984,16,15,"1,241",13.8,1,1,1,0,0,1,0
115,Jonny Castro,es ESP,DF,Celta Vigo,21,1994,36,34,"2,956",32.8,1,4,1,0,0,10,2
116,Rubén Castro,es ESP,FW,Betis,34,1981,38,38,"3,373",37.5,19,4,16,3,4,2,0
117,Zé Castro,pt POR,DF,Rayo Vallecano,32,1983,22,22,"1,714",19,2,0,2,0,0,8,1
118,Dani Ceballos,es ESP,MF,Betis,18,1996,34,22,"2,132",23.7,0,2,0,0,0,11,1
119,Álvaro Cejudo,es ESP,MF,Betis,31,1984,30,21,"1,873",20.8,1,2,1,0,0,10,0
120,Charles,br BRA,FW,Málaga,31,1984,35,33,"3,003",33.4,12,3,11,1,1,12,0
121,Chechu,es ESP,DF,Rayo Vallecano,33,1982,10,4,470,5.2,0,0,0,0,0,2,0
122,Pape Cheikh Diop,sn SEN,MF,Celta Vigo,17,1997,6,0,64,0.7,0,0,0,0,0,0,0
123,Zhang Chengdong,cn CHN,"DF,FW",Rayo Vallecano,26,1989,1,0,9,0.1,0,0,0,0,0,0,0
124,Denis Cheryshev,ru RUS,"MF,FW",Valencia,24,1990,7,6,478,5.3,3,0,3,0,0,2,0
125,Denis Cheryshev,ru RUS,"FW,MF",Real Madrid,24,1990,2,0,35,0.4,0,1,0,0,0,0,0
126,Michaël Ciani,fr FRA,DF,Espanyol,31,1984,2,2,135,1.5,0,0,0,0,0,0,0
127,Coke,es ESP,DF,Sevilla,28,1987,21,20,"1,739",19.3,1,1,1,0,0,3,1
128,Duje ?op,hr CRO,"FW,MF",Málaga,25,1990,31,25,"2,047",22.7,7,3,6,1,1,3,0
129,Imanol Corral,es ESP,DF,Eibar,21,1994,1,0,1,0,0,0,0,0,0,0,0
130,Ángel Correa,ar ARG,"MF,FW",Atlético Madrid,20,1995,26,8,958,10.6,5,4,5,0,0,7,0
131,Rober Correa,es ESP,DF,Espanyol,22,1992,7,5,467,5.2,0,0,0,0,0,4,1
132,Jaume Costa,es ESP,DF,Villarreal,27,1988,18,17,"1,538",17.1,1,1,1,0,0,8,0
133,Ricardo Costa,pt POR,DF,Granada,34,1981,14,14,"1,250",13.9,1,0,1,0,0,7,0
134,Antonio Cotán,es ESP,MF,Sevilla,19,1995,1,1,90,1,0,0,0,0,0,0,0
135,Sebastián Cristóforo,uy URU,MF,Sevilla,21,1993,21,17,"1,446",16.1,0,1,0,0,0,5,0
136,Iván Cuéllar,es ESP,GK,Sporting Gijón,31,1984,32,32,"2,880",32,0,2,0,0,0,3,0
137,Isaac Cuenca,es ESP,"MF,FW",Granada,24,1991,12,8,788,8.8,2,2,2,0,0,0,0
138,Mauricio Cuero,co COL,"MF,FW",Levante,22,1993,13,5,482,5.4,0,1,0,0,0,1,0
139,Emmanuel Culio,ar ARG,MF,Las Palmas,31,1983,12,6,560,6.2,0,1,0,0,0,2,1
140,Curro,es ESP,MF,Sevilla,19,1996,4,3,301,3.3,0,1,0,0,0,3,0
141,Leandro Damião,br BRA,FW,Betis,26,1989,3,1,130,1.4,0,0,0,0,0,0,0
142,Danilo,br BRA,DF,Real Madrid,24,1991,24,23,"2,044",22.7,2,5,2,0,0,6,0
143,Sergi Darder,es ESP,MF,Málaga,21,1993,1,1,84,0.9,0,0,0,0,0,1,0
144,Rodrigo De Paul,ar ARG,"MF,FW",Valencia,21,1994,9,6,521,5.8,0,0,0,0,0,3,0
145,Rafael van der Vaart,nl NED,MF,Betis,32,1983,7,2,180,2,0,0,0,0,0,0,0
146,Deyverson,br BRA,FW,Levante,24,1991,33,24,"2,160",24,9,1,9,0,0,14,2
147,Marcelo Díaz,cl CHI,MF,Celta Vigo,28,1986,14,10,985,10.9,0,1,0,0,0,3,0
148,Néstor Díaz,es ESP,GK,Celta Vigo,23,1992,1,0,5,0.1,0,0,0,0,0,0,0
149,Didier Digard,fr FRA,MF,Betis,29,1986,8,2,298,3.3,0,0,0,0,0,2,0
150,Papakouli Diop,sn SEN,MF,Espanyol,29,1986,30,29,"2,481",27.6,3,1,3,0,0,15,1
151,Jaume Doménech,es ESP,GK,Valencia,24,1990,17,17,"1,530",17,0,0,0,0,0,0,0
152,Juan Domínguez,es ESP,MF,La Coruña,25,1990,5,2,185,2.1,0,0,0,0,0,0,0
153,Dória,br BRA,DF,Granada,20,1994,8,7,622,6.9,0,0,0,0,0,5,1
154,Jonathan dos Santos,mx MEX,MF,Villarreal,25,1990,26,20,"1,758",19.5,0,1,0,0,0,4,0
155,Mauro dos Santos,ar ARG,DF,Eibar,26,1989,31,30,"2,682",29.8,0,1,0,0,0,7,0
156,Abdoulaye Doucouré,ml MLI,MF,Granada,22,1993,15,13,"1,157",12.9,0,2,0,0,0,5,0
157,Douglas,br BRA,DF,Barcelona,24,1990,1,0,13,0.1,0,0,0,0,0,0,0
158,Dejan Draži?,rs SRB,MF,Celta Vigo,19,1995,6,1,105,1.2,0,0,0,0,0,1,0
159,Óscar Duarte,cr CRC,"DF,MF",Espanyol,26,1989,14,13,"1,195",13.3,1,0,1,0,0,5,0
160,Rubén Duarte,es ESP,DF,Espanyol,19,1995,22,21,"1,863",20.7,0,1,0,0,0,5,0
161,Duda,pt POR,MF,Málaga,35,1980,26,10,"1,072",11.9,1,1,1,0,1,5,0
162,Patrick Ebert,de GER,MF,Rayo Vallecano,28,1987,9,7,555,6.2,0,0,0,0,0,3,1
163,Borja Ekiza,es ESP,DF,Eibar,27,1988,4,2,189,2.1,0,0,0,0,0,1,0
164,Aritz Elustondo,es ESP,DF,Real Sociedad,21,1994,31,30,"2,593",28.8,1,0,1,0,0,8,0
165,Gorka Elustondo,es ESP,"MF,DF",Athletic Club,28,1987,11,4,471,5.2,1,0,1,0,0,1,0
166,Adri Embarba,es ESP,MF,Rayo Vallecano,23,1992,28,19,"1,832",20.4,2,3,2,0,0,5,0
167,Sergi Enrich,es ESP,FW,Eibar,25,1990,38,25,"2,422",26.9,9,6,9,0,0,4,0
168,Javier Eraso,es ESP,MF,Athletic Club,25,1990,16,8,783,8.7,2,1,2,0,0,2,0
169,Gonzalo Escalante,ar ARG,MF,Eibar,22,1993,34,32,"2,821",31.3,3,1,3,0,0,15,0
170,Sergio Escudero,es ESP,"DF,MF",Sevilla,25,1989,15,13,"1,172",13,1,1,1,0,0,2,0
171,Fábio Espinho,pt POR,MF,Málaga,29,1985,2,0,89,1,0,0,0,0,0,0,0
172,Bernardo Espinosa,co COL,DF,Sporting Gijón,26,1989,16,16,"1,336",14.8,1,0,1,0,0,7,1
173,Beñat Etxebarria,es ESP,MF,Athletic Club,28,1987,36,32,"2,894",32.2,1,6,1,0,0,8,0
174,Xabier Etxeita,es ESP,DF,Athletic Club,27,1987,30,28,"2,485",27.6,0,1,0,0,0,5,0
175,Fayçal Fajr,ma MAR,MF,La Coruña,26,1988,38,31,"2,843",31.6,5,3,5,0,0,3,0
176,Luis Fariña,ar ARG,"FW,MF",Rayo Vallecano,24,1991,3,0,55,0.6,0,0,0,0,0,0,0
177,Federico Fazio,ar ARG,DF,Sevilla,28,1987,4,4,294,3.3,0,0,0,0,0,2,1
178,Zouhair Feddal,ma MAR,DF,Levante,26,1989,28,28,"2,519",28,1,1,1,0,0,11,1
179,Sofiane Feghouli,dz ALG,"FW,MF",Valencia,25,1989,21,13,"1,262",14,1,1,1,0,0,3,0
180,Andrés Fernández,es ESP,GK,Granada,28,1986,37,37,"3,329",37,0,0,0,0,0,6,1
181,Augusto Fernández,ar ARG,MF,Celta Vigo,29,1986,15,15,"1,337",14.9,1,1,1,0,0,6,0
182,Augusto Fernández,ar ARG,MF,Atlético Madrid,29,1986,13,11,852,9.5,0,0,0,0,0,4,0
183,Borja Fernández,es ESP,MF,Celta Vigo,19,1995,4,1,133,1.5,0,0,0,0,0,0,0
184,Carlos Fernández,es ESP,FW,Sevilla,19,1996,1,0,28,0.3,0,0,0,0,0,0,0
185,Diogo Figueiras,pt POR,"MF,DF",Sevilla,24,1991,4,4,277,3.1,0,0,0,0,0,2,0
186,Egor Filipenko,by BLR,"DF,MF",Málaga,27,1988,8,6,562,6.2,0,0,0,0,0,1,0
187,Andreu Fontàs,es ESP,DF,Celta Vigo,25,1989,7,6,540,6,1,0,1,0,0,1,0
188,Pablo Fornals,es ESP,MF,Málaga,19,1996,27,12,"1,295",14.4,1,0,1,0,0,1,0
189,Dimitri Foulquier,fr FRA,DF,Granada,22,1993,21,16,"1,528",17,1,1,1,0,0,5,0
190,Hugo Fraile,es ESP,MF,Sporting Gijón,28,1987,3,1,84,0.9,0,0,0,0,0,0,0
191,Javi Fuego,es ESP,MF,Valencia,31,1984,26,23,"2,044",22.7,0,0,0,0,0,12,1
192,Gabi,es ESP,MF,Atlético Madrid,32,1983,35,34,"2,877",32,1,3,1,0,0,14,1
193,Kévin Gameiro,fr FRA,FW,Sevilla,28,1987,31,22,"2,083",23.1,16,4,12,4,5,2,0
194,Jesús Gámez,es ESP,DF,Atlético Madrid,30,1985,10,7,728,8.1,0,0,0,0,0,3,0
195,Alberto García,es ESP,GK,Sporting Gijón,30,1985,6,6,540,6,0,0,0,0,0,0,0
196,Dani García,es ESP,MF,Eibar,25,1990,35,35,"3,052",33.9,0,0,0,0,1,15,0
197,David García,es ESP,DF,Las Palmas,33,1982,19,18,"1,607",17.9,2,1,2,0,0,2,0
198,Raúl García,es ESP,MF,Athletic Club,29,1986,30,27,"2,370",26.3,7,6,7,0,0,10,0
199,Raúl García,es ESP,"FW,MF",Atlético Madrid,29,1986,1,0,10,0.1,0,0,0,0,0,0,0
200,Rubén García,es ESP,"FW,MF",Levante,22,1993,22,9,"1,018",11.3,1,0,1,0,0,5,0
201,Samu García,es ESP,"MF,FW",Villarreal,25,1990,16,7,766,8.5,2,1,2,0,0,2,0
202,Javier Garrido,es ESP,DF,Las Palmas,30,1985,18,18,"1,575",17.5,0,1,0,0,0,2,0
203,Mario Gaspar,es ESP,DF,Villarreal,24,1990,33,32,"2,874",31.9,2,2,2,0,0,8,0
204,Ander Gayoso,es ESP,DF,Eibar,22,1993,1,0,6,0.1,0,0,0,0,0,0,0
205,Nabil Ghilas,dz ALG,FW,Levante,25,1990,20,10,"1,013",11.3,0,1,0,0,0,1,0
206,Dani Giménez,es ESP,GK,Betis,32,1983,3,2,208,2.3,0,0,0,0,0,0,0
207,Diego Godín,uy URU,DF,Atlético Madrid,29,1986,31,31,"2,648",29.4,1,1,1,0,0,7,1
208,Henok Goitom,er ERI,FW,Getafe,30,1984,2,1,125,1.4,0,0,0,0,0,0,0
209,David Goldar,es ESP,DF,Celta Vigo,20,1994,1,1,90,1,0,0,0,0,0,1,0
210,André Gomes,pt POR,MF,Valencia,22,1993,30,27,"2,375",26.4,2,3,2,0,0,10,0
211,Ibai Gómez,es ESP,MF,Athletic Club,25,1989,5,1,115,1.3,0,0,0,0,0,3,0
212,Moi Gómez,es ESP,MF,Getafe,21,1994,22,9,918,10.2,2,3,2,0,0,3,0
213,Sergi Gómez,es ESP,DF,Celta Vigo,23,1992,31,29,"2,617",29.1,0,1,0,0,0,6,0
214,Vicente Gómez,es ESP,MF,Las Palmas,26,1988,21,16,"1,463",16.3,1,1,1,0,0,4,0
215,Abraham González,es ESP,MF,Espanyol,30,1985,20,13,"1,101",12.2,1,1,1,0,0,1,0
216,Adrián González,es ESP,MF,Eibar,27,1988,32,26,"2,227",24.7,4,0,4,0,0,6,0
217,Álvaro González,es ESP,DF,Espanyol,25,1990,36,36,"3,226",35.8,0,1,0,0,0,10,0
218,Bruno González,es ESP,DF,Betis,25,1990,32,32,"2,795",31.1,0,0,0,0,0,10,0
219,Diego González,es ESP,DF,Sevilla,20,1995,2,1,108,1.2,1,0,1,0,0,0,0
220,Mikel González,es ESP,DF,Real Sociedad,29,1985,19,17,"1,552",17.2,0,0,0,0,0,1,0
221,Ian Gonzalez Nieto,es ESP,FW,Getafe,22,1993,1,0,13,0.1,0,0,0,0,0,0,0
222,Esteban Granero,es ESP,MF,Real Sociedad,28,1987,15,9,837,9.3,0,0,0,0,0,7,1
223,Antoine Griezmann,fr FRA,FW,Atlético Madrid,24,1991,38,36,"3,043",33.8,22,4,21,1,2,5,0
224,Vicente Guaita,es ESP,GK,Getafe,28,1987,38,38,"3,420",38,0,0,0,0,0,2,0
225,Javi Guerra,es ESP,FW,Rayo Vallecano,33,1982,30,23,"2,090",23.2,12,0,12,0,0,8,0
226,John Guidetti,se SWE,FW,Celta Vigo,23,1992,35,12,"1,246",13.8,7,1,6,1,1,2,0
227,Alberto Guitián,es ESP,DF,Sporting Gijón,25,1990,1,1,90,1,0,0,0,0,0,1,0
228,Gerard Gumbau,es ESP,MF,Barcelona,20,1994,3,0,45,0.5,0,0,0,0,0,0,0
229,Carlos Gurpegui,es ESP,DF,Athletic Club,34,1980,15,12,"1,143",12.7,0,0,0,0,0,4,0
230,Jonás Gutiérrez,ar ARG,MF,La Coruña,32,1983,15,3,400,4.4,0,1,0,0,0,2,0
231,Munir El Haddadi,ma MAR,"FW,MF",Barcelona,19,1995,15,8,827,9.2,3,2,3,0,0,0,0
232,Izet Hajrovi?,ba BIH,MF,Eibar,23,1991,7,2,177,2,0,0,0,0,0,0,0
233,Alen Halilovi?,hr CRO,MF,Sporting Gijón,19,1996,36,24,"2,347",26.1,3,5,3,0,0,6,0
234,Uche Henry Agbo,ng NGA,MF,Granada,19,1995,6,3,256,2.8,0,0,0,0,0,3,0
235,Hernán,es ESP,"MF,DF",Las Palmas,24,1990,18,11,928,10.3,1,0,1,0,0,4,0
236,Héctor Hernández,es ESP,"DF,FW",Real Sociedad,24,1991,13,4,401,4.5,0,1,0,0,0,1,0
237,Lucas Hernández,fr FRA,DF,Atlético Madrid,19,1996,10,8,836,9.3,0,0,0,0,0,0,0
238,Luis Hernández,es ESP,DF,Sporting Gijón,26,1989,36,36,"3,223",35.8,0,0,0,0,0,6,1
239,Pablo Hernández,cl CHI,MF,Celta Vigo,28,1986,33,28,"2,304",25.6,2,4,2,0,0,15,1
240,Pablo Hernández,es ESP,MF,Rayo Vallecano,30,1985,27,24,"1,908",21.2,3,4,3,0,0,3,0
241,Iago Herrerín,es ESP,GK,Athletic Club,27,1988,2,1,175,1.9,0,0,0,0,0,0,0
242,Ricardo Horta,pt POR,MF,Málaga,20,1994,17,9,778,8.6,0,0,0,0,0,2,0
243,Robert Ibáñez,es ESP,"MF,FW",Granada,22,1993,18,7,700,7.8,0,1,0,0,0,4,0
244,Vicente Iborra,es ESP,MF,Sevilla,27,1988,29,21,"1,736",19.3,7,2,7,0,0,10,1
245,Asier Illarramendi,es ESP,MF,Real Sociedad,25,1990,33,32,"2,845",31.6,1,1,1,0,0,16,0
