,,,,,,,Playing Time,,,,Performance,,,,,,
249,Ivi,es ESP,"MF,FW",Levante,23,1994,29,17,"1,762",19.6,4,3,3,1,1,3,0
250,Adnan Januzaj,be BEL,"FW,MF",Real Sociedad,22,1995,28,18,"1,573",17.5,3,5,3,0,0,4,0
251,Jason,es ESP,"MF,FW",Levante,23,1994,27,22,"1,786",19.8,1,2,1,0,0,2,0
252,Álvaro Jiménez,es ESP,"MF,FW",Getafe,22,1995,13,5,529,5.9,1,1,1,0,0,4,1
253,Joaquín,es ESP,"FW,MF",Betis,36,1981,35,29,"2,479",27.5,4,7,4,0,0,7,0
254,Jony,es ESP,"MF,FW",Málaga,26,1991,5,1,217,2.4,0,0,0,0,0,1,0
255,Joan Jordán,es ESP,MF,Eibar,23,1994,35,25,"2,427",27,6,4,5,1,2,2,1
256,Willian José,br BRA,FW,Real Sociedad,25,1991,34,32,"2,770",30.8,15,4,12,3,4,4,0
257,Jozabed,es ESP,MF,Celta Vigo,26,1991,24,18,"1,473",16.4,0,4,0,0,0,7,0
258,Juanfran,es ESP,DF,La Coruña,28,1988,35,34,"3,057",34,0,1,0,0,0,3,0
259,Juanfran,es ESP,DF,Atlético Madrid,32,1985,17,15,"1,307",14.5,0,1,0,0,0,3,0
260,Juankar,es ESP,DF,Málaga,27,1990,10,9,784,8.7,0,0,0,0,0,2,0
261,Juanmi,es ESP,"FW,MF",Real Sociedad,24,1993,30,18,"1,489",16.5,8,2,8,0,0,3,0
262,Juanpe,es ESP,DF,Girona,26,1991,35,34,"3,065",34.1,5,1,5,0,0,7,0
263,Juanpi,ve VEN,"MF,FW",Málaga,23,1994,16,5,610,6.8,0,2,0,0,0,1,0
264,David Juncà,es ESP,DF,Eibar,23,1993,15,10,901,10,0,2,0,0,0,3,0
265,Aleksandar Katai,rs SRB,"FW,MF",Alavés,26,1991,3,0,55,0.6,0,0,0,0,0,0,0
266,Olarenwaju Kayode,ng NGA,FW,Girona,24,1993,12,2,383,4.3,0,0,0,0,0,2,0
267,Keko,es ESP,"MF,FW",Málaga,25,1991,21,15,"1,209",13.4,0,2,0,0,0,3,0
268,Kike,es ESP,FW,Eibar,27,1989,35,28,"2,460",27.3,8,1,8,0,0,5,0
269,Simon Kjær,dk DEN,DF,Sevilla,28,1989,20,18,"1,571",17.5,2,0,2,0,0,3,0
270,Koke,es ESP,"MF,FW",Atlético Madrid,25,1992,35,33,"2,756",30.6,4,4,4,0,0,3,0
271,Geoffrey Kondogbia,cf CTA,MF,Valencia,24,1993,31,30,"2,614",29,4,4,4,0,0,12,1
272,Mateo Kovacic,hr CRO,MF,Real Madrid,23,1994,21,10,992,11,0,1,0,0,0,2,0
273,Maksym Koval,ua UKR,"GK,MF",La Coruña,24,1992,2,2,120,1.3,0,0,0,0,0,0,1
274,Bojan Krki?,es ESP,"FW,MF",Alavés,26,1990,13,4,441,4.9,0,0,0,0,0,0,0
275,Michael Krohn-Dehli,dk DEN,"MF,FW",Sevilla,34,1983,13,5,536,6,1,1,1,0,0,0,0
276,Michael Krohn-Dehli,dk DEN,MF,La Coruña,34,1983,11,10,728,8.1,0,0,0,0,0,2,0
277,Toni Kroos,de GER,MF,Real Madrid,27,1990,27,26,"2,261",25.1,5,7,5,0,0,4,0
278,Zdravko Kuzmanovi?,rs SRB,MF,Málaga,29,1987,8,6,480,5.3,0,1,0,0,0,4,2
279,Alberto de la Bella,es ESP,DF,Real Sociedad,31,1985,17,17,"1,528",17,0,1,0,0,0,4,0
280,Mehdi Lacen,dz ALG,MF,Getafe,33,1984,4,0,62,0.7,0,0,0,0,0,1,0
281,Mehdi Lacen,dz ALG,MF,Málaga,33,1984,15,12,"1,056",11.7,0,0,0,0,0,2,0
282,Víctor Laguardia,es ESP,DF,Alavés,27,1989,17,17,"1,530",17,2,0,2,0,0,3,0
283,Aymeric Laporte,es ESP,DF,Athletic Club,23,1994,19,19,"1,710",19,0,1,0,0,0,5,0
284,Borja Lasso,es ESP,MF,Sevilla,23,1994,1,1,53,0.6,0,0,0,0,0,0,0
285,Toni Lato,es ESP,DF,Valencia,19,1997,16,9,797,8.9,0,1,0,0,0,4,0
286,Miguel Layún,mx MEX,DF,Sevilla,29,1988,16,11,"1,184",13.2,2,0,2,0,0,4,0
287,Iñigo Lekue,es ESP,"DF,FW",Athletic Club,24,1993,32,22,"2,111",23.5,0,1,0,0,0,3,0
288,Mauricio Lemos,uy URU,"DF,MF",Las Palmas,21,1995,16,14,"1,261",14,0,0,0,0,0,6,0
289,Clément Lenglet,fr FRA,DF,Sevilla,22,1995,35,33,"3,001",33.3,3,1,3,0,0,9,0
290,Pedro León,es ESP,"FW,MF",Eibar,30,1986,12,10,929,10.3,0,3,0,0,0,1,0
291,Sergio León,es ESP,FW,Betis,28,1989,31,23,"1,978",22,11,1,11,0,1,5,0
292,Jefferson Lerma,co COL,MF,Levante,22,1994,26,25,"2,135",23.7,0,1,0,0,0,16,0
293,Maxime Lestienne,be BEL,"MF,FW",Málaga,25,1992,12,8,669,7.4,0,1,0,0,0,1,0
294,Raúl Lizoain,es ESP,GK,Las Palmas,26,1991,11,11,990,11,0,0,0,0,0,0,0
295,Diego Llorente,es ESP,DF,Real Sociedad,23,1993,27,26,"2,326",25.8,3,0,3,0,0,9,1
296,Marcos Llorente,es ESP,MF,Real Madrid,22,1995,13,5,546,6.1,0,0,0,0,0,1,0
297,Stanislav Lobotka,sk SVK,MF,Celta Vigo,22,1994,38,34,"3,061",34,0,0,0,0,0,2,0
298,David Lombán,es ESP,DF,Eibar,30,1987,13,11,994,11,1,0,1,0,0,3,0
299,Adrián López,es ESP,"FW,MF",La Coruña,29,1988,30,26,"2,345",26.1,9,6,9,0,0,1,0
300,Alberto López,es ESP,DF,Málaga,22,1995,1,0,45,0.5,0,0,0,0,0,0,0
301,Andoni López,es ESP,DF,Athletic Club,21,1996,1,1,90,1,0,0,0,0,0,0,0
302,David López,es ESP,"DF,MF",Espanyol,27,1989,37,37,"3,330",37,1,1,1,0,0,7,0
303,Diego López,es ESP,GK,Espanyol,35,1981,10,10,853,9.5,0,0,0,0,0,1,0
304,Iván López,es ESP,DF,Levante,23,1993,3,3,173,1.9,0,1,0,0,0,0,0
305,Javi López,es ESP,DF,Espanyol,31,1986,14,12,966,10.7,0,0,0,0,0,4,0
306,Pedro López Muñoz,es ESP,DF,Levante,33,1983,21,18,"1,594",17.7,0,0,0,0,0,4,0
307,Pau López,es ESP,GK,Espanyol,22,1994,29,28,"2,567",28.5,0,0,0,0,0,3,0
308,Pedro López,es ESP,GK,Betis,22,1995,5,4,412,4.6,0,0,0,0,0,0,0
309,Víctor López,es ESP,"MF,FW",Alavés,20,1997,1,1,60,0.7,0,1,0,0,0,0,0
310,Anthony Lozano,hn HON,"FW,MF",Girona,24,1993,14,4,471,5.2,1,0,1,0,0,0,0
311,Filipe Luís,br BRA,DF,Atlético Madrid,31,1985,20,19,"1,659",18.4,1,2,1,0,0,4,0
312,José Luis Gayà,es ESP,DF,Valencia,22,1995,34,33,"2,916",32.4,0,3,0,0,0,11,0
313,José Luis Morales,es ESP,"MF,FW",Levante,30,1987,35,35,"3,058",34,10,8,7,3,3,7,1
314,Luisinho,pt POR,DF,La Coruña,32,1985,30,29,"2,622",29.1,1,1,1,0,0,12,0
315,Douglas Luiz,br BRA,"MF,FW",Girona,19,1998,15,1,309,3.4,0,0,0,0,0,3,0
316,Sasa Lukic,rs SRB,MF,Levante,20,1996,16,12,994,11,0,1,0,0,0,4,0
317,Antonio Luna,es ESP,DF,Levante,26,1991,23,22,"2,021",22.5,0,2,0,0,0,5,0
318,Pablo Maffeo,es ESP,"DF,MF",Girona,20,1997,33,32,"2,642",29.4,0,1,0,0,0,10,0
319,Nemanja Maksimovi?,rs SRB,"MF,FW",Valencia,22,1995,15,6,557,6.2,0,0,0,0,0,1,0
320,Hugo Mallo,es ESP,DF,Celta Vigo,26,1991,34,34,"2,999",33.3,0,5,0,0,0,12,0
321,Aïssa Mandi,dz ALG,DF,Betis,25,1991,34,34,"3,024",33.6,1,0,1,0,0,9,1
322,Martín Mantovani,ar ARG,DF,Leganés,33,1984,14,10,"1,022",11.4,1,0,1,0,0,3,0
323,José Manuel Jurado,es ESP,"MF,FW",Espanyol,31,1986,29,20,"1,501",16.7,0,3,0,0,0,1,0
324,Marcelo,br BRA,DF,Real Madrid,29,1988,28,26,"2,260",25.1,2,6,2,0,0,3,1
325,Óscar de Marcos,es ESP,"DF,MF",Athletic Club,28,1989,21,20,"1,658",18.4,1,2,1,0,0,5,0
326,José María Giménez,uy URU,DF,Atlético Madrid,22,1995,23,17,"1,690",18.8,1,1,1,0,0,6,0
327,Adrián Marín,es ESP,DF,Villarreal,20,1997,3,2,233,2.6,0,0,0,0,0,1,0
328,Guillermo Maripán,cl CHI,DF,Alavés,23,1994,19,17,"1,528",17,0,0,0,0,0,4,0
329,Roger Martí,es ESP,FW,Levante,26,1991,17,10,963,10.7,3,2,2,1,1,4,0
330,Aarón Martín,es ESP,DF,Espanyol,20,1997,32,31,"2,815",31.3,0,0,0,0,0,6,0
331,Carlos Martínez,es ESP,DF,Real Sociedad,31,1986,1,0,3,0,0,0,0,0,0,0,0
332,Emiliano Martínez,ar ARG,GK,Getafe,24,1992,5,5,450,5,0,0,0,0,0,0,0
333,Iñigo Martínez,es ESP,DF,Athletic Club,26,1991,16,16,"1,440",16,0,0,0,0,0,6,0
334,Iñigo Martínez,es ESP,DF,Real Sociedad,26,1991,12,12,"1,055",11.7,1,1,1,0,0,0,0
335,Roger Martínez,co COL,"FW,MF",Villarreal,23,1994,8,2,230,2.6,1,0,1,0,0,1,0
336,Javier Mascherano,ar ARG,DF,Barcelona,33,1984,7,6,541,6,0,0,0,0,0,0,0
337,Borja Mayoral,es ESP,"FW,MF",Real Madrid,20,1997,14,3,345,3.8,3,1,3,0,0,0,0
338,Róbert Mazá?,sk SVK,DF,Celta Vigo,23,1994,2,1,81,0.9,0,0,0,0,0,0,0
339,Álvaro Medrán,es ESP,MF,Alavés,23,1994,17,9,947,10.5,2,0,2,0,0,2,0
340,Álvaro Medrán,es ESP,MF,Valencia,23,1994,1,1,72,0.8,0,0,0,0,0,0,0
341,Óscar Melendo,es ESP,"MF,FW",Espanyol,19,1997,18,6,686,7.6,1,1,1,0,0,1,0
342,Brais Méndez,es ESP,"MF,FW",Celta Vigo,20,1997,20,12,948,10.5,1,1,1,0,0,0,0
343,Gabriel Mercado,ar ARG,DF,Sevilla,30,1987,26,25,"2,118",23.5,0,1,0,0,0,9,0
344,Sabin Merino,es ESP,"FW,MF",Athletic Club,25,1992,13,4,374,4.2,0,0,0,0,0,1,0
345,Roque Mesa,es ESP,MF,Sevilla,28,1989,7,4,343,3.8,0,0,0,0,0,2,0
346,Lionel Messi,ar ARG,FW,Barcelona,30,1987,36,32,"3,000",33.3,34,12,32,2,4,3,0
347,Michel,br BRA,DF,Las Palmas,27,1990,28,26,"2,130",23.7,0,1,0,0,0,5,1
348,Santi Mina,es ESP,FW,Valencia,21,1995,32,17,"1,554",17.3,12,2,11,1,1,4,0
349,Yerry Mina,co COL,DF,Barcelona,22,1994,5,4,371,4.1,0,1,0,0,0,2,0
350,Ignasi Miquel,es ESP,DF,Málaga,24,1992,20,20,"1,773",19.7,0,1,0,0,0,5,1
351,Luka Modric,hr CRO,MF,Real Madrid,31,1985,26,23,"1,970",21.9,1,6,1,0,0,3,0
352,Johan Mojica,co COL,"DF,MF",Girona,24,1992,30,22,"2,135",23.7,0,4,0,0,0,6,0
353,Jorge Molina,es ESP,FW,Getafe,35,1982,36,31,"2,786",31,7,4,4,3,6,10,0
354,Daniel Molina Orta,es ESP,MF,Celta Vigo,21,1996,1,0,5,0.1,0,0,0,0,0,0,0
355,Francisco Molinero,es ESP,DF,Getafe,32,1985,10,5,579,6.4,0,0,0,0,0,5,0
356,Momo,es ESP,"FW,MF",Las Palmas,35,1982,13,8,673,7.5,0,1,0,0,0,3,0
357,Jefferson Montero,ec ECU,"FW,MF",Getafe,27,1989,4,0,58,0.6,0,0,0,0,0,0,0
358,Martín Montoya,es ESP,DF,Valencia,26,1991,25,24,"2,152",23.9,0,4,0,0,0,7,0
359,Walter Montoya,ar ARG,FW,Sevilla,24,1993,1,1,76,0.8,0,0,0,0,0,0,0
360,Shaquell Moore,us USA,DF,Levante,20,1996,6,5,424,4.7,0,0,0,0,0,0,0
361,Emre Mor,tr TUR,"FW,MF",Celta Vigo,20,1997,23,4,665,7.4,1,2,1,0,0,4,0
362,Sergio Mora,es ESP,MF,Getafe,37,1979,26,6,813,9,0,0,0,0,0,5,0
363,Erik Morán,es ESP,MF,Leganés,26,1991,6,2,228,2.5,0,0,0,0,0,2,0
364,Gerard Moreno,es ESP,FW,Espanyol,25,1992,38,38,"3,412",37.9,16,1,15,1,2,4,0
365,Héctor Moreno,mx MEX,DF,Real Sociedad,29,1988,8,8,720,8,1,0,1,0,0,1,0
366,Marlos Moreno,co COL,MF,Girona,20,1996,2,0,30,0.3,0,0,0,0,0,0,0
367,Loren Morón,es ESP,FW,Betis,23,1993,15,12,"1,060",11.8,7,0,7,0,0,3,0
368,Pedro Mosquera,es ESP,MF,La Coruña,29,1988,23,16,"1,396",15.5,0,2,0,0,0,7,0
369,Toni Moya,es ESP,DF,Atlético Madrid,19,1998,1,0,3,0,0,0,0,0,0,0,0
370,Álex Mula,es ESP,"MF,FW",Málaga,21,1996,11,7,561,6.2,0,0,0,0,0,1,0
371,Iker Muniain,es ESP,"MF,FW",Athletic Club,24,1992,14,7,780,8.7,4,2,4,0,0,1,0
372,Marc Muniesa,es ESP,DF,Girona,25,1992,13,13,"1,127",12.5,0,1,0,0,0,3,0
373,Ezequiel Muñoz,ar ARG,DF,Leganés,26,1990,19,17,"1,407",15.6,0,1,0,0,0,2,0
374,Sulley Muntari,gh GHA,MF,La Coruña,32,1984,8,6,405,4.5,0,0,0,0,0,3,0
375,Luis Muriel,co COL,FW,Sevilla,26,1991,29,17,"1,608",17.9,7,1,7,0,0,4,0
376,Jeison Murillo,co COL,DF,Valencia,25,1992,17,15,"1,374",15.3,0,0,0,0,0,4,0
377,Fahad Al Muwallad,sa KSA,MF,Levante,22,1994,2,0,27,0.3,0,0,0,0,0,0,0
378,Alfred N'Diaye,sn SEN,"DF,MF",Villarreal,27,1990,2,1,101,1.1,0,0,0,0,0,0,0
379,Nacho,es ESP,DF,Real Madrid,27,1990,27,22,"2,074",23,3,0,3,0,0,7,0
380,Matías Nahuel,es ESP,"FW,MF",Betis,20,1996,7,3,251,2.8,0,0,0,0,0,2,0
381,Naldo,br BRA,DF,Espanyol,28,1988,11,10,921,10.2,0,0,0,0,0,2,0
382,Nano,es ESP,"FW,MF",Levante,22,1995,9,2,279,3.1,0,0,0,0,0,2,0
383,Naranjo,es ESP,"FW,MF",Leganés,23,1994,16,6,562,6.2,1,0,1,0,0,2,0
384,Juanjo Narváez,co COL,MF,Betis,22,1995,7,4,304,3.4,0,0,0,0,0,0,0
385,Fernando Navarro,es ESP,DF,La Coruña,35,1982,15,11,"1,046",11.6,0,0,0,0,0,5,0
386,Marc Navarro,es ESP,DF,Espanyol,22,1995,19,10,"1,109",12.3,1,0,1,0,0,3,0
387,Rafa Navarro,es ESP,DF,Betis,23,1994,3,1,134,1.5,0,0,0,0,0,0,0
388,Ximo Navarro,es ESP,DF,Las Palmas,27,1990,31,29,"2,608",29,0,1,0,0,0,12,0
389,Jesús Navas,es ESP,"DF,FW",Sevilla,31,1985,26,20,"1,763",19.6,1,0,1,0,0,2,0
390,Keylor Navas,cr CRC,GK,Real Madrid,30,1986,27,27,"2,430",27,0,0,0,0,0,1,0
391,Raúl Navas,es ESP,DF,Real Sociedad,29,1988,20,20,"1,791",19.9,0,1,0,0,0,4,0
392,Merveille Ndockyt,cg CGO,MF,Getafe,19,1998,6,0,68,0.8,0,0,0,0,0,1,0
393,Neto,br BRA,GK,Valencia,28,1989,33,33,"2,970",33,0,0,0,0,0,2,0
394,Saúl Ñíguez,es ESP,MF,Atlético Madrid,22,1994,36,35,"3,155",35.1,2,3,2,0,0,9,0
395,Nolito,es ESP,"FW,MF",Sevilla,30,1986,30,17,"1,600",17.8,4,5,4,0,1,4,0
396,Unai Núñez,es ESP,DF,Athletic Club,20,1997,33,33,"2,941",32.7,1,0,1,0,0,11,0
397,Steven Nzonzi,fr FRA,MF,Sevilla,28,1988,27,26,"2,214",24.6,1,2,1,0,0,2,0
398,Jan Oblak,si SVN,GK,Atlético Madrid,24,1993,37,37,"3,330",37,0,0,0,0,0,1,0
399,Álvaro Odriozola,es ESP,DF,Real Sociedad,21,1995,35,32,"2,918",32.4,0,4,0,0,0,3,1
400,Oier Olazábal,es ESP,GK,Levante,27,1989,26,26,"2,340",26,0,0,0,0,0,2,0
401,Paulo Oliveira,pt POR,DF,Eibar,25,1992,26,25,"2,214",24.6,0,0,0,0,0,3,0
402,Mathías Olivera,uy URU,"FW,MF",Getafe,19,1997,3,1,103,1.1,1,0,1,0,0,0,0
403,Michael Olunga,ke KEN,FW,Girona,23,1994,14,4,433,4.8,3,1,3,0,0,0,0
404,Javier Ontiveros,es ESP,"MF,FW",Málaga,19,1997,12,1,391,4.3,0,0,0,0,0,4,0
405,Fabián Orellana,cl CHI,"MF,FW",Eibar,31,1986,17,13,"1,180",13.1,3,2,3,0,0,5,1
406,Mikel Oyarzabal,es ESP,"FW,MF",Real Sociedad,20,1997,35,31,"2,772",30.8,12,5,12,0,0,3,0
407,Daniel Pacheco,es ESP,"MF,FW",Getafe,26,1991,11,0,175,1.9,0,0,0,0,0,0,0
408,Fernando Pacheco,es ESP,GK,Alavés,25,1992,38,37,"3,358",37.3,0,0,0,0,0,2,0
409,Costel Pantilimon,ro ROU,GK,La Coruña,30,1987,6,6,540,6,0,0,0,0,0,0,0
410,Rubén Pardo,es ESP,MF,Real Sociedad,24,1992,6,3,221,2.5,0,1,0,0,0,0,1
411,Nicolás Pareja,ar ARG,DF,Sevilla,33,1984,5,5,405,4.5,0,0,0,0,0,2,0
412,Daniel Parejo,es ESP,MF,Valencia,28,1989,34,34,"3,001",33.3,7,7,1,6,6,15,1
413,Thomas Partey,gh GHA,"MF,DF",Atlético Madrid,24,1993,33,28,"2,377",26.4,3,0,3,0,0,6,0
414,Paulinho,br BRA,MF,Barcelona,29,1988,34,21,"1,945",21.6,9,2,9,0,0,2,0
415,Gabriel Paulista,br BRA,DF,Valencia,26,1990,30,29,"2,584",28.7,0,0,0,0,0,6,1
416,Giampaolo Pazzini,it ITA,FW,Levante,32,1984,9,5,445,4.9,1,0,1,0,0,1,0
417,Alfonso Pedraza,es ESP,"MF,DF",Alavés,21,1996,33,27,"2,440",27.1,3,5,3,0,0,5,0
418,Rubén Peña,es ESP,"DF,MF",Eibar,26,1991,28,18,"1,732",19.2,1,0,1,0,0,1,0
419,Gabriel Peñalba,ar ARG,MF,Las Palmas,32,1984,7,7,570,6.3,0,0,0,0,0,3,0
420,Adalberto Peñaranda,ve VEN,"FW,MF",Málaga,20,1997,13,11,802,8.9,0,0,0,0,0,3,0
421,Andreas Pereira,br BRA,MF,Valencia,21,1996,23,12,"1,078",12,1,3,1,0,0,5,0
422,Hernán Pérez,py PAR,"MF,DF",Espanyol,28,1989,4,1,142,1.6,0,0,0,0,0,1,0
423,Hernán Pérez,py PAR,"MF,FW",Alavés,28,1989,10,4,374,4.2,0,0,0,0,0,2,0
424,Lucas Pérez,es ESP,FW,La Coruña,28,1988,35,31,"2,797",31.1,8,6,5,3,4,3,0
425,Rubén Pérez,es ESP,MF,Leganés,28,1989,31,29,"2,516",28,0,0,0,0,0,13,0
426,Pablo Piatti,ar ARG,"MF,FW",Espanyol,28,1989,30,22,"1,738",19.3,2,3,1,1,1,0,0
427,Tomás Pina Isla,es ESP,MF,Alavés,29,1987,30,28,"2,387",26.5,1,0,1,0,0,7,0
428,Gerard Piqué,es ESP,DF,Barcelona,30,1987,30,29,"2,632",29.2,2,0,2,0,0,9,0
429,Guido Pizarro,ar ARG,MF,Sevilla,27,1990,24,19,"1,755",19.5,1,0,1,0,0,9,0
430,Carles Planas,es ESP,"DF,MF",Girona,26,1991,5,2,192,2.1,0,1,0,0,0,0,0
431,Pere Pons,es ESP,MF,Girona,24,1993,31,30,"2,559",28.4,0,2,0,0,0,8,0
432,Francisco Portillo,es ESP,"MF,FW",Getafe,27,1990,33,28,"2,460",27.3,2,3,1,1,2,6,0
433,Portu,es ESP,"FW,MF",Girona,25,1992,37,35,"2,997",33.3,11,5,11,0,0,4,0
434,Sergio Postigo,es ESP,DF,Levante,28,1988,30,27,"2,425",26.9,1,0,1,0,0,6,0
435,Darío Poveda,es ESP,FW,Villarreal,20,1997,1,0,2,0,0,0,0,0,0,0,0
436,Andrés Prieto,es ESP,GK,Málaga,23,1993,4,4,360,4,0,0,0,0,0,0,0
437,Xabi Prieto,es ESP,MF,Real Sociedad,33,1983,26,24,"1,929",21.4,3,5,2,1,1,1,0
438,Dani Raba,es ESP,"MF,FW",Villarreal,21,1995,21,14,"1,110",12.3,2,4,2,0,0,3,1
439,Nemanja Radoja,rs SRB,MF,Celta Vigo,24,1993,26,11,"1,105",12.3,0,1,0,0,0,3,0
440,Ivan Rakitic,hr CRO,MF,Barcelona,29,1988,35,31,"2,835",31.5,1,5,1,0,0,4,0
441,Jonás Ramalho,es ESP,DF,Girona,24,1993,26,25,"2,298",25.5,0,0,0,0,0,3,0
442,Benito Ramírez,es ESP,"FW,MF",Las Palmas,22,1995,4,1,166,1.8,0,0,0,0,0,0,0
443,Sandro Ramírez,es ESP,"FW,MF",Sevilla,22,1995,13,7,717,8,0,1,0,0,0,0,0
444,Toño Ramírez,es ESP,GK,Real Sociedad,30,1986,4,3,316,3.5,0,0,0,0,0,0,0
445,Iván Ramis,es ESP,DF,Eibar,32,1984,16,15,"1,302",14.5,3,0,3,0,0,4,0
446,Omar Ramos,es ESP,"FW,MF",Leganés,29,1988,23,18,"1,448",16.1,0,1,0,0,0,3,0
447,Sergio Ramos,es ESP,DF,Real Madrid,31,1986,26,26,"2,289",25.4,4,1,2,2,3,9,2
448,Recio,es ESP,MF,Málaga,26,1991,22,21,"1,837",20.4,1,2,0,1,1,11,1
449,Alberto Redondo,es ESP,DF,Getafe,20,1997,1,1,90,1,0,0,0,0,0,0,0
450,Xesc Regis,es ESP,FW,Eibar,20,1996,1,0,1,0,0,0,0,0,0,0,0
451,Loïc Rémy,fr FRA,FW,Las Palmas,30,1987,12,6,766,8.5,5,0,5,0,0,1,0
452,Loïc Rémy,fr FRA,"FW,MF",Getafe,30,1987,11,6,457,5.1,3,0,2,1,1,3,1
453,Federico Ricca,uy URU,DF,Málaga,22,1994,14,13,"1,109",12.3,0,1,0,0,0,4,0
454,Diego Rico,es ESP,DF,Leganés,24,1993,26,26,"2,228",24.8,2,2,2,0,0,9,1
455,Mikel Rico,es ESP,MF,Athletic Club,32,1984,17,13,"1,171",13,0,0,0,0,0,2,0
456,Sergio Rico,es ESP,GK,Sevilla,23,1993,24,23,"2,156",24,0,0,0,0,0,2,0
457,Asier Riesgo,es ESP,GK,Eibar,33,1983,1,1,90,1,0,0,0,0,0,0,0
458,Cristian Rivera,es ESP,MF,Eibar,20,1997,7,2,246,2.7,0,0,0,0,0,0,0
459,Rober,es ESP,"DF,MF",Levante,22,1995,25,19,"1,909",21.2,0,0,0,0,0,4,0
460,Roberto,es ESP,GK,Málaga,31,1986,34,34,"3,060",34,0,0,0,0,0,0,0
461,Sergi Roberto,es ESP,DF,Barcelona,25,1992,30,24,"2,225",24.7,1,7,1,0,0,3,2
462,Álex Robles,es ESP,DF,Málaga,18,1999,1,1,90,1,0,0,0,0,0,0,0
463,Marc Roca,es ESP,MF,Espanyol,20,1996,8,2,264,2.9,0,0,0,0,0,0,0
464,Rubén Rochina,es ESP,MF,Levante,26,1991,5,1,151,1.7,1,0,1,0,0,0,1
465,Rodri,es ESP,MF,Villarreal,21,1996,37,36,"3,227",35.9,1,3,1,0,0,8,0
466,Rodrigo,es ESP,FW,Valencia,26,1991,37,31,"2,684",29.8,16,4,15,1,1,4,0
467,Kévin Rodrigues,pt POR,DF,Real Sociedad,23,1994,20,18,"1,635",18.2,1,2,1,0,0,1,0
468,Ángel Rodríguez,es ESP,FW,Getafe,30,1987,33,26,"2,293",25.5,13,2,13,0,1,6,0
469,Iván Rodríguez,es ESP,DF,Málaga,21,1996,1,0,20,0.2,0,0,0,0,0,1,0
470,Diego Rolán,uy URU,"FW,MF",Málaga,24,1993,26,21,"1,946",21.6,6,0,6,0,0,0,0
471,Esteban Rolón,ar ARG,MF,Málaga,22,1995,8,6,418,4.6,0,0,0,0,0,1,0
472,Óscar Romero,py PAR,"MF,FW",Alavés,25,1992,5,2,251,2.8,0,0,0,0,0,0,0
473,Cristiano Ronaldo,pt POR,FW,Real Madrid,32,1985,27,27,"2,285",25.4,26,5,23,3,4,1,0
474,Facundo Roncaglia,ar ARG,DF,Celta Vigo,30,1987,21,17,"1,492",16.6,0,0,0,0,0,2,0
475,Roberto Rosales,ve VEN,DF,Málaga,28,1988,35,35,"3,123",34.7,1,0,1,0,0,10,0
476,Rubén,es ESP,GK,La Coruña,33,1984,28,27,"2,478",27.5,0,0,0,0,0,3,0
477,Aitor Ruibal,es ESP,MF,Betis,21,1996,2,0,9,0.1,0,0,0,0,0,0,0
478,Fabián Ruiz Peña,es ESP,MF,Betis,21,1996,34,30,"2,659",29.5,3,6,3,0,0,3,0
479,Víctor Ruiz,es ESP,DF,Villarreal,28,1989,27,27,"2,416",26.8,2,1,2,0,0,10,1
480,Antonio Rukavina,rs SRB,DF,Villarreal,33,1984,17,14,"1,272",14.1,0,0,0,0,0,5,0
481,Gerónimo Rulli,ar ARG,GK,Real Sociedad,25,1992,26,26,"2,340",26,0,0,0,0,0,3,0
482,Enric Saborit,es ESP,DF,Athletic Club,25,1992,19,16,"1,428",15.9,0,1,0,0,0,5,0
483,Mujaid Sadick,es ESP,DF,La Coruña,17,2000,2,1,106,1.2,0,0,0,0,0,0,0
484,Armando Sadiku,al ALB,FW,Levante,26,1991,6,4,267,3,0,0,0,0,0,1,0
485,Sergi Samper,es ESP,MF,Las Palmas,22,1995,2,2,143,1.6,0,0,0,0,0,0,0
486,Jairo Samperio,es ESP,"FW,DF",Las Palmas,24,1993,11,6,556,6.2,0,0,0,0,0,1,0
487,Mikel San José,es ESP,MF,Athletic Club,28,1989,26,24,"2,155",23.9,1,1,1,0,0,5,0
488,Antonio Sanabria,py PAR,FW,Betis,21,1996,17,8,853,9.5,8,0,8,0,0,0,0
489,Carlos Sánchez,co COL,MF,Espanyol,31,1986,14,13,"1,122",12.5,0,0,0,0,0,3,0
490,Sergio Sánchez,es ESP,DF,Espanyol,31,1986,2,1,101,1.1,0,0,0,0,0,1,0
491,Víctor Sánchez,es ESP,"DF,MF",Espanyol,29,1987,30,29,"2,457",27.3,0,2,0,0,0,13,0
492,Arona Sané,sn SEN,MF,Atlético Madrid,22,1995,1,0,65,0.7,0,0,0,0,0,0,0
493,Nicola Sansone,it ITA,"FW,MF",Villarreal,25,1991,18,5,635,7.1,5,1,4,1,1,1,0
494,Christian Santos,ve VEN,FW,Alavés,29,1988,10,5,436,4.8,2,0,2,0,0,3,1
495,Pablo Sarabia,es ESP,"FW,MF",Sevilla,25,1992,34,27,"2,395",26.6,6,5,6,0,0,8,1
496,Imanol Sarriegi,es ESP,MF,Eibar,22,1995,3,0,41,0.5,0,0,0,0,0,1,0
497,Stefan Savi?,me MNE,DF,Atlético Madrid,26,1991,27,26,"2,299",25.5,0,0,0,0,0,6,0
498,Fabian Schär,ch SUI,DF,La Coruña,25,1991,25,25,"2,219",24.7,2,2,2,0,0,10,0
