,,,,,,,Playing Time,,,,Performance,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR
241,Takashi Inui,jp JPN,"MF,FW",Eibar,31,1988,29,23,"1,960",21.8,2,3,2,0,0,2,0
242,Alexander Isak,se SWE,FW,Real Sociedad,19,1999,37,14,"1,507",16.7,9,1,9,0,0,3,0
243,Isco,es ESP,"FW,MF",Real Madrid,27,1992,23,15,"1,181",13.1,1,2,1,0,0,2,0
244,Ismael,es ESP,MF,Betis,18,2000,3,1,83,0.9,0,0,0,0,0,1,0
245,Ander Iturraspe,es ESP,MF,Espanyol,30,1989,8,3,242,2.7,0,0,0,0,0,1,0
246,Jacobo,es ESP,"DF,MF",Celta Vigo,22,1997,2,1,83,0.9,0,0,0,0,0,1,0
247,Adnan Januzaj,be BEL,"FW,MF",Real Sociedad,24,1995,24,13,"1,167",13,3,3,3,0,0,3,0
248,Jason,es ESP,MF,Getafe,25,1994,20,14,"1,175",13.1,1,4,1,0,0,5,0
249,Joaquín,es ESP,"MF,FW",Betis,38,1981,34,25,"2,060",22.9,8,3,6,2,3,4,0
250,Frenkie de Jong,nl NED,MF,Barcelona,22,1997,29,24,"2,115",23.5,2,2,2,0,0,3,1
251,Luuk de Jong,nl NED,FW,Sevilla,28,1990,35,24,"2,059",22.9,6,1,6,0,0,2,0
252,Joan Jordán,es ESP,MF,Sevilla,25,1994,34,27,"2,254",25,2,2,2,0,0,7,0
253,Willian José,br BRA,FW,Real Sociedad,27,1991,37,24,"2,011",22.3,11,1,11,0,0,4,0
254,Joselu,es ESP,FW,Alavés,29,1990,36,31,"2,782",30.9,11,2,10,1,1,6,0
255,Luka Jovic,rs SRB,FW,Real Madrid,21,1997,17,4,430,4.8,2,1,2,0,0,2,0
256,Juanmi,es ESP,"FW,MF",Betis,26,1993,8,2,264,2.9,1,0,1,0,0,2,1
257,David Juncà,es ESP,DF,Celta Vigo,25,1993,3,3,258,2.9,0,0,0,0,0,1,0
258,Lago Junior,ci CIV,"MF,FW",Mallorca,28,1990,35,24,"2,188",24.3,4,0,1,3,3,3,0
259,Vinicius Júnior,br BRA,"FW,MF",Real Madrid,19,2000,29,12,"1,364",15.2,3,1,3,0,0,4,0
260,Lee Kangin,kr KOR,"MF,FW",Valencia,18,2001,17,3,454,5,2,0,2,0,0,1,2
261,Wilfrid Kaptoum,cm CMR,MF,Betis,23,1996,5,2,194,2.2,0,0,0,0,0,1,0
262,Kenedy,br BRA,"MF,DF",Getafe,23,1996,19,3,586,6.5,1,3,1,0,0,2,0
263,Kike,es ESP,FW,Eibar,29,1989,27,20,"1,767",19.6,5,1,5,0,0,2,0
264,Giorgi Kochorashvili,ge GEO,MF,Levante,20,1999,1,0,2,0,0,0,0,0,0,0,0
265,Kenan Kodro,ba BIH,"FW,MF",Athletic Club,25,1993,12,4,364,4,1,0,1,0,0,0,0
266,Koke,es ESP,MF,Atlético Madrid,27,1992,32,30,"2,698",30,4,5,4,0,0,5,0
267,Geoffrey Kondogbia,cf CTA,MF,Valencia,26,1993,27,21,"1,807",20.1,1,1,1,0,0,5,0
268,Jules Koundé,fr FRA,DF,Sevilla,20,1998,29,25,"2,309",25.7,1,1,1,0,0,6,0
269,Leonardo Koutris,gr GRE,DF,Mallorca,24,1995,2,1,93,1,0,0,0,0,0,0,0
270,Ismail Köybasi,tr TUR,"DF,FW",Granada,30,1989,4,3,231,2.6,0,0,0,0,0,1,0
271,Toni Kroos,de GER,MF,Real Madrid,29,1990,35,31,"2,652",29.5,4,5,4,0,0,2,0
272,Takefusa Kubo,jp JPN,"MF,FW",Mallorca,18,2001,35,23,"2,312",25.7,4,4,4,0,0,4,0
273,Víctor Laguardia,es ESP,DF,Alavés,29,1989,31,31,"2,654",29.5,1,2,1,0,0,9,1
274,Diego Lainez,mx MEX,"MF,FW",Betis,19,2000,15,2,348,3.9,0,0,0,0,0,0,0
275,Larra,es ESP,"FW,MF",Athletic Club,21,1997,10,2,250,2.8,0,0,0,0,0,0,0
276,Toni Lato,es ESP,"DF,MF",Osasuna,21,1997,8,6,470,5.2,1,0,1,0,0,3,0
277,Robin Le Normand,fr FRA,DF,Real Sociedad,22,1996,31,25,"2,394",26.6,1,0,1,0,0,6,0
278,Wu Lei,cn CHN,"FW,MF",Espanyol,27,1991,33,21,"1,719",19.1,4,0,4,0,0,3,0
279,Iñigo Lekue,es ESP,"FW,DF",Athletic Club,26,1993,14,6,623,6.9,0,1,0,0,0,0,0
280,Thomas Lemar,fr FRA,MF,Atlético Madrid,23,1995,22,10,925,10.3,0,0,0,0,0,2,0
281,Clément Lenglet,fr FRA,DF,Barcelona,24,1995,28,28,"2,424",26.9,2,1,2,0,0,11,2
282,Pedro León,es ESP,"MF,FW",Eibar,32,1986,31,23,"1,896",21.1,1,2,1,0,0,4,0
283,Sergio León,es ESP,FW,Levante,30,1989,22,6,672,7.5,1,0,1,0,0,2,0
284,Lillo,es ESP,DF,Osasuna,30,1989,4,2,195,2.2,0,0,0,0,0,2,0
285,Diego Llorente,es ESP,DF,Real Sociedad,25,1993,29,27,"2,327",25.9,1,1,1,0,0,7,1
286,Marcos Llorente,es ESP,"MF,FW",Atlético Madrid,24,1995,29,16,"1,368",15.2,3,3,3,0,0,4,0
287,Stanislav Lobotka,sk SVK,MF,Celta Vigo,24,1994,17,17,"1,383",15.4,0,0,0,0,0,1,0
288,Renan Lodi,br BRA,DF,Atlético Madrid,21,1998,32,28,"2,396",26.6,1,2,1,0,0,6,1
289,Rony Lopes,pt POR,"FW,MF",Sevilla,23,1995,5,2,134,1.5,0,0,0,0,0,0,0
290,Adrián López,es ESP,"FW,MF",Osasuna,31,1988,26,17,"1,443",16,2,0,1,1,1,0,0
291,David López,es ESP,"DF,MF",Espanyol,29,1989,32,29,"2,455",27.3,4,2,4,0,0,5,1
292,Diego López,es ESP,GK,Espanyol,37,1981,36,36,"3,232",35.9,0,0,0,0,0,5,1
293,Javi López,es ESP,DF,Espanyol,33,1986,17,16,"1,384",15.4,0,0,0,0,0,5,1
294,Javi López,es ESP,DF,Alavés,17,2002,1,1,90,1,0,0,0,0,0,0,0
295,Lluis López,es ESP,DF,Espanyol,22,1997,4,3,300,3.3,0,0,0,0,0,1,0
296,Roberto López,es ESP,"MF,FW",Real Sociedad,19,2000,3,0,51,0.6,0,1,0,0,0,0,0
297,Unai López,es ESP,MF,Athletic Club,23,1995,26,24,"1,787",19.9,1,4,1,0,0,6,0
298,Losada,es ESP,"MF,FW",Celta Vigo,17,2001,2,0,13,0.1,1,0,1,0,0,0,0
299,Pol Lozano,es ESP,"MF,FW",Espanyol,19,1999,5,2,173,1.9,0,0,0,0,0,0,1
300,José Luis Gayà,es ESP,DF,Valencia,24,1995,24,23,"1,988",22.1,0,1,0,0,0,5,0
301,José Luis Morales,es ESP,"FW,MF",Levante,32,1987,38,29,"2,519",28,4,2,4,0,0,3,0
303,Darwin Machís,ve VEN,"FW,MF",Granada,26,1993,36,20,"2,129",23.7,7,5,6,1,1,5,0
304,Lisandro Magallán,ar ARG,DF,Alavés,25,1993,17,13,"1,197",13.3,1,1,1,0,0,4,0
305,Abdallahi Mahmoud,mr MTN,MF,Alavés,19,2000,3,1,152,1.7,0,0,0,0,0,1,0
306,Nemanja Maksimovi?,rs SRB,MF,Getafe,24,1995,35,33,"2,895",32.2,2,0,2,0,0,5,0
307,Hugo Mallo,es ESP,DF,Celta Vigo,28,1991,27,22,"1,965",21.8,0,1,0,0,0,7,0
308,Aïssa Mandi,dz ALG,DF,Betis,27,1991,29,29,"2,576",28.6,0,0,0,0,0,9,0
309,Eliaquim Mangala,fr FRA,DF,Valencia,28,1991,8,8,673,7.5,0,0,0,0,0,3,1
310,Marcelo,br BRA,DF,Real Madrid,31,1988,15,15,"1,296",14.4,1,2,1,0,0,2,0
311,Óscar de Marcos,es ESP,"DF,FW",Athletic Club,30,1989,13,6,541,6,0,1,0,0,0,1,0
312,Miguel Marí,es ESP,MF,Eibar,22,1997,1,0,6,0.1,0,0,0,0,0,0,0
313,José María Giménez,uy URU,DF,Atlético Madrid,24,1995,21,19,"1,755",19.5,0,0,0,0,0,2,0
314,Mariano,do DOM,FW,Real Madrid,25,1993,5,0,45,0.5,1,0,1,0,0,1,0
315,Adrián Marín,es ESP,DF,Alavés,22,1997,12,9,852,9.5,0,0,0,0,0,1,0
316,Guillermo Maripán,cl CHI,DF,Alavés,25,1994,1,1,90,1,0,0,0,0,0,0,0
317,Roger Martí,es ESP,FW,Levante,28,1991,36,26,"2,267",25.2,11,1,7,4,4,6,1
318,Daniel Martín,es ESP,GK,Betis,21,1998,6,5,531,5.9,0,0,0,0,0,0,0
319,Álex Martínez,es ESP,DF,Granada,28,1990,1,0,15,0.2,0,0,0,0,0,1,0
320,Iñigo Martínez,es ESP,DF,Athletic Club,28,1991,33,33,"2,970",33,1,1,1,0,0,10,0
321,Javi Martínez,es ESP,MF,Osasuna,19,1999,1,0,10,0.1,0,0,0,0,0,0,0
322,Pablo Martínez,es ESP,"MF,FW",Levante,21,1998,5,0,33,0.4,0,0,0,0,0,0,0
323,Jordi Masip,es ESP,GK,Valladolid,30,1989,35,35,"3,150",35,0,0,0,0,0,2,0
324,Jaime Mata,es ESP,FW,Getafe,30,1988,34,33,"2,747",30.5,11,3,8,3,4,14,0
325,Borja Mayoral,es ESP,FW,Levante,22,1997,34,24,"2,140",23.8,8,2,8,0,0,2,0
326,Óscar Melendo,es ESP,"MF,FW",Espanyol,21,1997,24,12,"1,115",12.4,0,0,0,0,0,0,0
327,Gonzalo Melero,es ESP,MF,Levante,25,1994,25,14,"1,236",13.7,2,1,1,1,1,4,0
328,Arthur Melo,br BRA,MF,Barcelona,22,1996,21,14,"1,182",13.1,3,3,3,0,0,1,0
329,Brais Méndez,es ESP,"MF,FW",Celta Vigo,22,1997,31,15,"1,477",16.4,0,2,0,0,0,4,0
330,Édgar Méndez,es ESP,"MF,FW",Alavés,29,1990,16,10,864,9.6,1,0,1,0,0,3,0
331,Ferland Mendy,fr FRA,DF,Real Madrid,24,1995,25,19,"1,809",20.1,1,3,1,0,0,8,1
332,Fran Mérida,es ESP,MF,Osasuna,29,1990,23,12,"1,161",12.9,0,1,0,0,0,9,1
333,Mikel Merino,es ESP,MF,Real Sociedad,23,1996,36,35,"3,139",34.9,5,1,5,0,0,9,0
334,Sabin Merino,es ESP,FW,Leganés,27,1992,2,1,78,0.9,0,0,0,0,0,0,0
335,Roque Mesa,es ESP,MF,Leganés,30,1989,29,22,"2,012",22.4,1,3,1,0,0,11,0
336,Lionel Messi,ar ARG,"FW,MF",Barcelona,32,1987,33,32,"2,880",32,25,21,20,5,5,4,0
337,Míchel,es ESP,MF,Valladolid,31,1988,29,27,"2,178",24.2,1,2,0,1,1,6,0
338,Miguel,es ESP,FW,Valladolid,19,1999,7,2,232,2.6,0,0,0,0,0,1,0
339,Éder Militão,br BRA,DF,Real Madrid,21,1998,15,10,"1,022",11.4,0,0,0,0,0,3,0
340,Santi Mina,es ESP,"FW,MF",Celta Vigo,23,1995,34,21,"1,944",21.6,6,3,6,0,0,4,0
341,Jorge Miramón,es ESP,DF,Levante,30,1989,32,27,"2,432",27,0,3,0,0,0,4,1
342,Luka Modric,hr CRO,MF,Real Madrid,33,1985,31,22,"1,996",22.2,3,7,3,0,0,7,1
343,Jorge Molina,es ESP,FW,Getafe,37,1982,34,23,"1,886",21,5,3,3,2,2,6,1
344,Jon Moncayola,es ESP,"MF,DF",Osasuna,21,1998,27,15,"1,496",16.6,1,0,1,0,0,4,0
345,Nacho Monreal,es ESP,DF,Real Sociedad,33,1986,29,27,"2,390",26.6,2,0,2,0,0,3,0
346,Joan Monterde,es ESP,MF,Levante,21,1997,1,0,9,0.1,0,0,0,0,0,0,0
347,Ángel Montoro,es ESP,MF,Granada,31,1988,15,11,973,10.8,2,5,2,0,0,6,0
348,Álvaro Morata,es ESP,FW,Atlético Madrid,26,1992,34,25,"2,098",23.3,12,2,10,2,3,6,1
349,Alberto Moreno,es ESP,DF,Villarreal,27,1992,18,17,"1,471",16.3,0,0,0,0,0,6,0
350,Álex Moreno,es ESP,DF,Betis,26,1993,31,25,"2,265",25.2,0,4,0,0,0,5,0
351,Gerard Moreno,es ESP,"FW,MF",Villarreal,27,1992,35,33,"2,744",30.5,18,5,17,1,2,5,0
352,Manu Morlanes,es ESP,"MF,FW",Villarreal,20,1999,9,3,253,2.8,0,1,0,0,0,0,0
353,Loren Morón,es ESP,FW,Betis,25,1993,36,21,"2,031",22.6,10,3,10,0,0,2,1
354,Toni Moya,es ESP,MF,Atlético Madrid,21,1998,1,0,4,0,0,0,0,0,0,0,0
355,Javi Moyano,es ESP,DF,Valladolid,33,1986,26,26,"2,227",24.7,0,0,0,0,0,4,0
356,Iker Muniain,es ESP,"FW,MF",Athletic Club,26,1992,31,26,"2,382",26.5,5,2,5,0,0,4,1
357,Aihen Muñoz,es ESP,DF,Real Sociedad,21,1997,15,11,981,10.9,0,0,0,0,0,1,0
358,Javier Muñoz,es ESP,MF,Alavés,24,1995,1,1,52,0.6,0,0,0,0,0,0,0
359,Jeison Murillo,co COL,DF,Celta Vigo,27,1992,18,17,"1,529",17,1,0,1,0,0,5,0
360,Nacho,es ESP,DF,Valladolid,30,1989,23,21,"1,893",21,0,2,0,0,0,2,0
361,Nacho,es ESP,DF,Real Madrid,29,1990,6,4,439,4.9,1,0,1,0,0,3,0
362,Naldo,br BRA,DF,Espanyol,30,1988,18,15,"1,332",14.8,0,1,0,0,0,8,1
363,Marc Navarro,es ESP,DF,Leganés,24,1995,4,3,219,2.4,0,0,0,0,0,1,0
364,Ximo Navarro,es ESP,DF,Alavés,29,1990,23,22,"1,903",21.1,0,0,0,0,0,8,0
365,Jesús Navas,es ESP,DF,Sevilla,33,1985,38,37,"3,369",37.4,0,7,0,0,0,4,0
366,Raúl Navas,es ESP,DF,Osasuna,31,1988,9,8,711,7.9,0,0,0,0,0,2,0
367,Neto,br BRA,GK,Barcelona,30,1989,2,2,180,2,0,0,0,0,0,0,0
368,Carlos Neva,es ESP,DF,Granada,23,1996,26,25,"2,205",24.5,0,1,0,0,0,2,0
369,Saúl Ñíguez,es ESP,"MF,DF",Atlético Madrid,24,1994,35,35,"3,072",34.1,6,0,4,2,2,10,0
370,Fernando Niño,es ESP,FW,Villarreal,18,2000,5,1,83,0.9,1,0,1,0,0,1,0
371,Nolito,es ESP,"FW,MF",Celta Vigo,32,1986,7,1,324,3.6,2,1,1,1,1,3,1
372,Nolito,es ESP,FW,Sevilla,32,1986,15,12,898,10,3,0,3,0,0,0,0
373,Unai Núñez,es ESP,DF,Athletic Club,22,1997,20,16,"1,572",17.5,0,0,0,0,0,7,0
374,Allan Nyom,cm CMR,"DF,MF",Getafe,31,1988,34,31,"2,422",26.9,2,0,2,0,0,13,2
375,Jan Oblak,si SVN,GK,Atlético Madrid,26,1993,38,38,"3,395",37.7,0,0,0,0,0,0,0
376,Rafel Obrador,es ESP,DF,Mallorca,15,2004,1,0,4,0,0,0,0,0,0,0,0
377,Lucas Ocampos,ar ARG,FW,Sevilla,25,1994,33,31,"2,745",30.5,14,3,9,5,5,10,1
378,Martin Ødegaard,no NOR,MF,Real Sociedad,20,1998,31,29,"2,527",28.1,4,6,4,0,0,3,0
379,Álvaro Odriozola,es ESP,DF,Real Madrid,23,1995,4,4,343,3.8,0,1,0,0,0,3,1
380,Lucas Olaza,uy URU,DF,Celta Vigo,25,1994,35,35,"3,144",34.9,1,3,1,0,0,5,0
381,Oier Olazábal,es ESP,GK,Espanyol,29,1989,2,2,180,2,0,0,0,0,0,0,0
382,Kiko Olivas,es ESP,DF,Valladolid,30,1988,35,33,"2,943",32.7,2,0,2,0,0,2,0
383,Paulo Oliveira,pt POR,DF,Eibar,27,1992,26,23,"2,090",23.2,1,0,1,0,0,7,1
384,Mathías Olivera,uy URU,DF,Getafe,21,1997,24,21,"1,870",20.8,0,1,0,0,0,7,1
385,Kenneth Omeruo,ng NGA,DF,Leganés,25,1993,23,22,"1,874",20.8,1,0,1,0,0,5,0
386,Javier Ontiveros,es ESP,"FW,MF",Villarreal,21,1997,30,7,889,9.9,2,1,2,0,0,2,0
387,Fabián Orellana,cl CHI,"MF,FW",Eibar,33,1986,29,28,"2,390",26.6,8,7,4,4,5,9,1
388,Aimar Oroz,es ESP,FW,Osasuna,17,2001,1,0,11,0.1,0,0,0,0,0,0,0
389,Mikel Oyarzabal,es ESP,"FW,MF",Real Sociedad,22,1997,37,36,"3,051",33.9,10,11,6,4,4,4,0
390,Fernando Pacheco,es ESP,GK,Alavés,27,1992,27,27,"2,358",26.2,0,0,0,0,0,0,1
391,Jon Pacheco,es ESP,DF,Real Sociedad,18,2001,1,1,77,0.9,0,0,0,0,0,0,0
392,Daniel Parejo,es ESP,MF,Valencia,30,1989,35,35,"3,024",33.6,8,3,3,5,6,6,1
393,Miquel Parera,es ESP,GK,Mallorca,23,1996,1,1,90,1,0,0,0,0,0,0,0
394,Thomas Partey,gh GHA,MF,Atlético Madrid,26,1993,35,29,"2,549",28.3,3,0,3,0,0,13,0
395,Paulino,es ESP,MF,Alavés,22,1997,3,0,75,0.8,0,0,0,0,0,0,0
396,Gabriel Paulista,br BRA,DF,Valencia,28,1990,33,31,"2,801",31.1,1,1,1,0,0,5,0
397,Alfonso Pedraza,es ESP,DF,Betis,23,1996,21,15,"1,349",15,1,0,1,0,0,3,0
398,Marc Pedraza,es ESP,MF,Mallorca,32,1987,3,2,130,1.4,0,0,0,0,0,0,0
399,Pedrosa,es ESP,"DF,MF",Espanyol,21,1998,20,11,"1,087",12.1,1,0,1,0,0,3,0
400,Rubén Peña,es ESP,DF,Villarreal,28,1991,26,21,"1,909",21.2,2,2,2,0,0,5,0
401,Luis Perea,es ESP,"FW,MF",Osasuna,21,1997,2,0,21,0.2,0,0,0,0,0,0,0
402,Victor Perea,es ESP,DF,Espanyol,19,2000,18,14,"1,270",14.1,0,0,0,0,0,2,0
403,Carles Pérez,es ESP,FW,Barcelona,21,1998,10,5,476,5.3,1,2,1,0,0,0,0
404,Iñigo Pérez,es ESP,MF,Osasuna,31,1988,22,11,"1,082",12,2,1,2,0,0,4,0
405,Juan Pérez,es ESP,GK,Osasuna,23,1996,2,2,180,2,0,0,0,0,0,0,0
406,Kike Pérez,es ESP,"MF,FW",Valladolid,22,1997,6,2,218,2.4,0,0,0,0,0,1,0
407,Lucas Pérez,es ESP,FW,Alavés,30,1988,34,29,"2,496",27.7,11,5,6,5,5,4,0
408,Rubén Pérez,es ESP,MF,Leganés,30,1989,26,25,"2,194",24.4,1,1,0,1,1,9,0
409,Samu Pérez,es ESP,GK,Valladolid,22,1997,1,0,26,0.3,0,0,0,0,0,0,0
410,Pablo Piatti,ar ARG,"DF,MF",Espanyol,30,1989,3,0,56,0.6,0,0,0,0,0,0,0
411,Cristiano Piccini,it ITA,DF,Valencia,26,1992,2,1,75,0.8,0,0,0,0,0,0,0
412,Tomás Pina Isla,es ESP,MF,Alavés,31,1987,20,17,"1,344",14.9,1,0,1,0,0,6,1
413,Pipa,es ESP,DF,Espanyol,21,1998,7,5,473,5.3,0,0,0,0,0,3,0
414,Gerard Piqué,es ESP,DF,Barcelona,32,1987,35,35,"3,092",34.4,1,0,1,0,0,15,0
415,Óscar Plano,es ESP,MF,Valladolid,28,1991,36,28,"2,505",27.8,4,2,4,0,0,6,0
416,Pere Pons,es ESP,MF,Alavés,26,1993,30,7,"1,088",12.1,1,1,1,0,0,3,0
417,Pedro Porro,es ESP,"DF,MF",Valladolid,19,1999,13,7,739,8.2,0,0,0,0,0,1,0
418,Francisco Portillo,es ESP,MF,Getafe,29,1990,16,3,376,4.2,0,2,0,0,0,3,0
419,Portu,es ESP,"FW,MF",Real Sociedad,27,1992,35,25,"2,393",26.6,7,7,7,0,1,5,0
420,Sergio Postigo,es ESP,DF,Levante,30,1988,28,27,"2,374",26.4,1,1,1,0,0,6,0
421,Florent Poulolo,mq MTQ,MF,Getafe,22,1997,1,0,1,0,0,0,0,0,0,0,0
422,Darío Poveda,es ESP,FW,Atlético Madrid,22,1997,1,0,8,0.1,0,0,0,0,0,0,0
423,Alejandro Pozo Pozo,es ESP,"FW,MF",Sevilla,20,1999,3,0,37,0.4,0,0,0,0,0,0,0
424,Alejandro Pozo Pozo,es ESP,DF,Mallorca,20,1999,19,16,"1,498",16.6,1,2,1,0,0,0,0
425,Abdón Prats,es ESP,"FW,MF",Mallorca,26,1992,20,0,279,3.1,0,0,0,0,1,1,0
426,Antonio Puertas,es ESP,"FW,MF",Granada,27,1992,36,27,"2,563",28.5,7,3,7,0,0,7,0
427,Riqui Puig,es ESP,MF,Barcelona,19,1999,11,5,510,5.7,0,2,0,0,0,1,0
428,Quini,es ESP,DF,Granada,29,1989,10,8,718,8,0,0,0,0,0,2,0
429,Xavi Quintillà,es ESP,DF,Villarreal,22,1996,19,17,"1,573",17.5,0,2,0,0,0,6,0
430,Quique,es ESP,FW,Eibar,29,1990,15,4,490,5.4,0,1,0,0,0,0,0
431,Nemanja Radoja,rs SRB,MF,Levante,26,1993,26,22,"1,993",22.1,1,0,1,0,0,3,0
432,Rafinha,br BRA,MF,Celta Vigo,26,1993,29,25,"2,111",23.5,4,1,4,0,0,5,0
433,Rafinha,br BRA,"FW,MF",Barcelona,26,1993,3,2,186,2.1,0,0,0,0,0,0,0
434,Baba Rahman,gh GHA,DF,Mallorca,25,1994,2,2,108,1.2,0,0,0,0,0,1,0
435,Antonio Raillo,es ESP,DF,Mallorca,27,1991,32,32,"2,775",30.8,1,0,1,0,0,9,1
436,Ivan Rakitic,hr CRO,MF,Barcelona,31,1988,31,16,"1,589",17.7,1,3,1,0,0,5,0
437,Sandro Ramírez,es ESP,"FW,MF",Valladolid,24,1995,24,15,"1,306",14.5,3,1,3,0,1,2,0
438,Iván Ramis,es ESP,DF,Eibar,34,1984,7,6,457,5.1,1,0,1,0,0,1,0
439,Adrián Ramos,co COL,FW,Granada,33,1986,7,2,226,2.5,0,0,0,0,0,0,0
440,Sergio Ramos,es ESP,DF,Real Madrid,33,1986,35,35,"3,013",33.5,11,0,5,6,6,10,0
441,Raúl,es ESP,"FW,MF",Betis,18,2000,3,0,19,0.2,0,0,0,0,0,0,0
442,Recio,es ESP,MF,Leganés,28,1991,25,18,"1,570",17.4,0,0,0,0,0,11,0
443,Sergio Reguilón,es ESP,DF,Sevilla,22,1996,31,29,"2,509",27.9,2,4,2,0,0,8,0
444,Manolo Reina,es ESP,GK,Mallorca,34,1985,36,36,"3,240",36,0,0,0,0,0,4,0
445,Álex Remiro,es ESP,GK,Real Sociedad,24,1995,25,25,"2,250",25,0,0,0,0,0,0,0
446,Nico Ribaudo,es ESP,"FW,MF",Espanyol,18,2001,6,2,182,2,0,0,0,0,0,1,0
447,Luis Rioja,es ESP,MF,Alavés,25,1993,28,19,"1,634",18.2,0,0,0,0,0,3,0
448,Rodrigo Riquelme,es ESP,MF,Atlético Madrid,19,2000,1,0,13,0.1,0,0,0,0,0,0,0
449,Cristian Rivera,es ESP,MF,Leganés,22,1997,5,3,311,3.5,0,0,0,0,0,3,0
450,Rober,es ESP,DF,Levante,24,1995,4,2,191,2.1,0,0,0,0,0,0,0
451,Roberto,es ESP,GK,Alavés,33,1986,9,8,790,8.8,0,0,0,0,0,1,0
452,Sergi Roberto,es ESP,"DF,MF",Barcelona,27,1992,30,27,"2,339",26,1,2,1,0,0,8,0
453,Joel Robles,es ESP,GK,Betis,29,1990,33,33,"2,887",32.1,0,0,0,0,0,3,1
454,Marc Roca,es ESP,MF,Espanyol,22,1996,35,35,"3,008",33.4,2,1,0,2,2,8,0
455,Rubén Rochina,es ESP,MF,Levante,28,1991,28,22,"1,875",20.8,5,3,5,0,0,5,0
456,Rodrigo,es ESP,FW,Valencia,28,1991,27,23,"1,880",20.9,4,7,4,0,0,2,1
457,Kévin Rodrigues,pt POR,"DF,MF",Leganés,25,1994,26,22,"1,931",21.5,1,2,1,0,0,6,1
458,Kévin Rodrigues,pt POR,DF,Real Sociedad,25,1994,1,0,6,0.1,0,0,0,0,0,0,0
459,Ángel Rodríguez,es ESP,FW,Getafe,32,1987,32,9,"1,407",15.6,10,3,9,1,1,6,0
460,Óscar Rodríguez Arnaiz,es ESP,"MF,FW",Leganés,21,1998,30,22,"1,914",21.3,9,2,7,2,2,6,1
461,Dani Rodríguez,es ESP,"MF,FW",Mallorca,31,1988,37,36,"3,039",33.8,5,2,4,1,1,7,0
462,Guido Rodríguez,ar ARG,MF,Betis,25,1994,14,11,936,10.4,1,0,1,0,0,5,0
463,James Rodríguez,co COL,MF,Real Madrid,28,1991,8,5,419,4.7,1,1,1,0,0,1,0
464,Mario Rodriguez,es ESP,FW,Granada,22,1997,1,0,2,0,0,0,0,0,0,0,0
465,Rodrygo,br BRA,FW,Real Madrid,18,2001,19,12,"1,019",11.3,2,0,2,0,0,0,0
466,Luka Romero,ar ARG,MF,Mallorca,14,2004,1,0,8,0.1,0,0,0,0,0,0,0
467,Facundo Roncaglia,ar ARG,DF,Osasuna,32,1987,16,15,"1,277",14.2,1,0,1,0,0,4,2
468,Roberto Rosales,ve VEN,DF,Leganés,30,1988,25,21,"1,871",20.8,0,1,0,0,0,7,0
469,Rubén,es ESP,GK,Osasuna,35,1984,19,18,"1,583",17.6,0,0,0,0,0,0,0
470,Waldo Rubio,es ESP,"MF,FW",Valladolid,23,1995,21,9,878,9.8,0,2,0,0,0,6,0
471,Aitor Ruibal,es ESP,"DF,FW",Leganés,23,1996,25,13,"1,220",13.6,0,0,0,0,0,4,0
472,Jorge Sáenz,es ESP,"DF,FW",Celta Vigo,22,1996,7,5,371,4.1,0,0,0,0,0,3,1
473,Borja Sainz,es ESP,"MF,FW",Alavés,18,2001,19,5,573,6.4,1,0,1,0,0,1,0
474,Yannis Salibur,fr FRA,"MF,FW",Mallorca,28,1991,4,0,82,0.9,0,0,0,0,0,0,0
475,Mohammed Salisu,gh GHA,DF,Valladolid,20,1999,31,30,"2,725",30.3,1,1,1,0,0,4,0
476,Fede San Emeterio,es ESP,MF,Valladolid,22,1997,25,20,"1,751",19.5,0,0,0,0,0,4,0
477,Mikel San José,es ESP,MF,Athletic Club,30,1989,9,3,359,4,0,0,0,0,0,3,0
478,Oihan Sancet,es ESP,MF,Athletic Club,19,2000,17,9,741,8.2,1,1,1,0,0,1,0
479,Germán Sánchez,es ESP,DF,Granada,32,1986,28,26,"2,293",25.5,2,0,2,0,0,12,1
480,Javi Sánchez,es ESP,DF,Valladolid,22,1997,8,6,497,5.5,0,1,0,0,0,1,0
481,Manuel Sánchez,es ESP,DF,Atlético Madrid,18,2000,5,4,325,3.6,0,0,0,0,0,1,0
482,Víctor Sánchez,es ESP,"MF,DF",Espanyol,31,1987,25,20,"1,688",18.8,0,1,0,0,0,11,1
483,Luca Sangalli,es ESP,MF,Real Sociedad,24,1995,11,5,372,4.1,0,1,0,0,0,0,0
484,Oier Sanjurjo,es ESP,MF,Osasuna,33,1986,29,27,"2,320",25.8,2,1,2,0,0,15,1
485,Ivan Šaponjic,rs SRB,"DF,FW",Atlético Madrid,21,1997,2,0,6,0.1,0,0,0,0,0,0,0
486,Joan Sastre Vanrell,es ESP,DF,Mallorca,22,1997,19,16,"1,360",15.1,0,2,0,0,0,4,0
487,Stefan Savi?,me MNE,DF,Atlético Madrid,28,1991,22,22,"1,980",22,0,0,0,0,0,6,0
488,Aleksandar Sedlar,rs SRB,DF,Mallorca,27,1991,12,9,814,9,0,0,0,0,0,3,1
489,Nélson Semedo,pt POR,DF,Barcelona,25,1993,32,24,"2,097",23.3,1,2,1,0,0,2,0
