,,,,,,,Playing Time,,,,Performance,,,,,,
34,Ion Ansotegi,es ESP,DF,Real Sociedad,29,1982,9,8,745,8.3,0,0,0,0,0,2,0
35,José Antonio Reyes,es ESP,MF,Sevilla,27,1983,19,15,"1,179",13.1,1,4,1,0,0,1,0
36,José Antonio Reyes,es ESP,MF,Atlético Madrid,27,1983,13,8,715,7.9,0,2,0,0,0,0,0
37,Dudu Aouate,il ISR,GK,Mallorca,33,1977,37,37,"3,277",36.4,0,0,0,0,0,4,1
38,Apoño,es ESP,MF,Málaga,27,1984,6,2,211,2.3,1,0,0,1,1,1,0
39,Apoño,es ESP,MF,Zaragoza,27,1984,17,16,"1,381",15.3,5,1,2,3,3,4,0
40,Manuel Arana,es ESP,MF,Racing Sant,26,1984,28,22,"2,022",22.5,2,2,2,0,0,8,0
41,Mikel Aranburu,es ESP,MF,Real Sociedad,32,1979,29,26,"2,146",23.8,2,2,2,0,0,3,0
42,Carlos Aranda,es ESP,FW,Levante,31,1980,10,0,195,2.2,0,0,0,0,0,1,0
43,Carlos Aranda,es ESP,FW,Zaragoza,31,1980,13,9,755,8.4,3,2,3,0,1,1,0
44,Álvaro Arbeloa,es ESP,DF,Real Madrid,28,1983,26,26,"2,218",24.6,0,2,0,0,0,9,0
45,Javier Arizmendi,es ESP,"FW,MF",Getafe,27,1984,3,0,57,0.6,0,0,0,0,0,1,0
46,Emiliano Armenteros,ar ARG,MF,Sevilla,25,1986,13,4,487,5.4,0,0,0,0,0,1,0
47,Emiliano Armenteros,ar ARG,MF,Rayo Vallecano,25,1986,13,12,984,10.9,2,0,2,0,0,1,0
48,Grégory Arnolin,mq MTQ,DF,Sporting Gijón,30,1980,21,18,"1,635",18.2,0,0,0,0,0,4,0
49,Alejandro Arribas,es ESP,DF,Rayo Vallecano,22,1989,34,34,"2,992",33.2,1,0,1,0,0,17,0
50,Álvaro Arroyo,es ESP,DF,Getafe,23,1988,4,3,254,2.8,0,0,0,0,0,0,0
51,Sergio Asenjo,es ESP,GK,Atlético Madrid,22,1989,2,1,159,1.8,0,0,0,0,0,0,0
52,Paulo Assunção,br BRA,MF,Atlético Madrid,31,1980,9,5,510,5.7,0,0,0,0,0,5,0
53,Jon Aurtenetxe,es ESP,DF,Athletic Club,19,1992,31,30,"2,493",27.7,1,0,1,0,0,10,0
54,Khouma Babacar,sn SEN,FW,Racing Sant,18,1993,8,4,340,3.8,0,0,0,0,0,1,0
55,Bacari,gm GAM,FW,Espanyol,23,1988,1,0,6,0.1,0,0,0,0,0,0,0
56,Raúl Baena,es ESP,MF,Espanyol,22,1989,32,22,"2,138",23.8,1,1,1,0,0,9,0
57,Kennedy Bakircioglü,se SWE,MF,Racing Sant,30,1980,7,2,298,3.3,0,1,0,0,0,0,0
58,Ibrahima Baldé,sn SEN,FW,Osasuna,22,1989,22,13,"1,364",15.2,7,2,7,0,0,2,0
59,Sergio Ballesteros,es ESP,DF,Levante,35,1975,37,37,"3,328",37,1,0,1,0,0,9,0
60,Éver Banega,ar ARG,MF,Valencia,23,1988,13,13,"1,053",11.7,0,1,0,0,1,3,0
61,Lass Bangoura,gn GUI,"FW,MF",Rayo Vallecano,19,1992,28,15,"1,559",17.3,3,0,3,0,0,7,0
62,Júlio Baptista,br BRA,"FW,MF",Málaga,29,1981,4,4,324,3.6,1,0,1,0,0,1,0
63,José Barkero,es ESP,MF,Levante,32,1979,32,30,"2,485",27.6,7,7,4,3,3,9,0
64,Abdelaziz Barrada,ma MAR,MF,Getafe,22,1989,32,25,"2,158",24,4,2,4,0,0,5,1
65,Antonio Barragán,es ESP,"DF,MF",Valencia,24,1987,18,15,"1,417",15.7,0,0,0,0,0,6,0
66,David Barral,es ESP,FW,Sporting Gijón,28,1983,30,26,"2,240",24.9,9,3,9,0,0,9,0
67,Pablo Barrera,mx MEX,"FW,MF",Zaragoza,24,1987,20,12,"1,050",11.7,1,0,1,0,0,0,0
68,Marc Bartra,es ESP,DF,Barcelona,20,1991,1,0,24,0.3,0,0,0,0,0,0,0
69,Edu Bedia,es ESP,MF,Racing Sant,22,1989,11,7,701,7.8,0,1,0,0,0,2,0
70,Dani Benítez,es ESP,MF,Granada,24,1987,30,25,"2,245",24.9,0,1,0,0,0,9,1
71,Diego Benito Rey,es ESP,MF,Rayo Vallecano,22,1988,4,0,40,0.4,0,0,0,0,0,0,0
72,Karim Benzema,fr FRA,FW,Real Madrid,23,1987,34,26,"2,242",24.9,21,8,21,0,0,0,0
73,Markel Bergara,es ESP,MF,Real Sociedad,25,1986,11,9,698,7.8,0,0,0,0,0,4,0
74,Juan Bernat,es ESP,"DF,FW",Valencia,18,1993,7,2,190,2.1,0,0,0,0,0,0,0
75,Marc Bertrán,es ESP,DF,Osasuna,29,1982,28,27,"2,350",26.1,0,2,0,0,0,3,0
76,Thievy Bifouma,cg CGO,"FW,MF",Espanyol,19,1992,19,11,"1,149",12.8,1,1,1,0,0,5,0
77,Pedro Bigas,es ESP,"DF,MF",Mallorca,20,1990,16,12,"1,030",11.4,0,0,0,0,0,5,1
78,Mate Bili?,hr CRO,FW,Sporting Gijón,30,1980,20,1,479,5.3,4,1,4,0,0,4,0
79,Gerard Bordas,es ESP,"FW,MF",Villarreal,29,1981,2,0,46,0.5,0,0,0,0,0,0,0
80,Pedro Botelho,br BRA,"DF,MF",Levante,21,1989,14,10,906,10.1,0,1,0,0,0,4,0
81,Pedro Botelho,br BRA,"DF,MF",Rayo Vallecano,21,1989,11,8,710,7.9,1,1,1,0,0,4,1
82,Alberto Botía,es ESP,DF,Sporting Gijón,22,1989,34,33,"2,959",32.9,1,0,1,0,0,15,0
83,Claudio Bravo,cl CHI,GK,Real Sociedad,28,1983,37,37,"3,330",37,0,0,0,0,0,2,0
84,Raúl Bravo,es ESP,DF,Rayo Vallecano,30,1981,6,5,394,4.4,0,1,0,0,0,0,0
85,Bruno,es ESP,DF,Valencia,30,1980,14,11,893,9.9,0,1,0,0,0,5,0
86,Diego Buonanotte,ar ARG,"FW,MF",Málaga,23,1988,10,4,363,4,0,1,0,0,0,1,0
87,Sergio Busquets,es ESP,MF,Barcelona,23,1988,31,28,"2,434",27,1,1,1,0,0,9,0
88,Willy Caballero,ar ARG,GK,Málaga,29,1981,28,28,"2,402",26.7,0,0,0,0,0,2,1
89,Gustavo Cabral,ar ARG,DF,Levante,25,1985,16,15,"1,366",15.2,1,0,1,0,0,5,0
90,Martín Cáceres,uy URU,DF,Sevilla,24,1987,14,13,"1,171",13,1,0,1,0,0,3,0
91,Pablo Cáceres,uy URU,DF,Mallorca,26,1985,28,28,"2,386",26.5,0,1,0,0,0,10,0
92,Liassine Cadamuro,dz ALG,DF,Real Sociedad,23,1988,19,13,"1,232",13.7,0,0,0,0,0,6,0
93,Cala,es ESP,DF,Sevilla,21,1989,8,7,613,6.8,1,0,1,0,0,2,0
94,Juan Calatayud,es ESP,GK,Mallorca,31,1979,3,1,143,1.6,0,0,0,0,0,0,0
95,Javier Calleja,es ESP,MF,Osasuna,33,1978,6,1,199,2.2,0,0,0,0,0,2,0
96,José Callejón,es ESP,"FW,MF",Real Madrid,24,1987,25,5,711,7.9,5,0,5,0,0,0,0
97,Ezequiel Calvente,es ESP,"FW,MF",Betis,20,1991,4,0,109,1.2,0,0,0,0,0,1,0
98,Ignacio Camacho,es ESP,MF,Málaga,21,1990,13,8,816,9.1,1,0,1,0,0,5,0
99,José Campaña,es ESP,MF,Sevilla,18,1993,15,3,444,4.9,0,2,0,0,0,0,0
100,Javier Camuñas,es ESP,"FW,MF",Villarreal,31,1980,27,10,"1,185",13.2,1,2,1,0,0,2,0
101,Sergio Canales,es ESP,"FW,MF",Valencia,20,1991,11,6,571,6.3,1,2,1,0,0,1,0
102,José Cañas,es ESP,MF,Betis,24,1987,22,17,"1,604",17.8,0,0,0,0,0,6,0
103,Roberto Canella,es ESP,DF,Sporting Gijón,23,1988,31,30,"2,618",29.1,0,0,0,0,0,6,1
104,Cani,es ESP,MF,Villarreal,29,1981,29,27,"1,894",21,0,3,0,0,0,4,0
105,Ricardo Carvalho,pt POR,DF,Real Madrid,33,1978,8,7,601,6.7,0,1,0,0,0,5,0
106,Víctor Casadesús,es ESP,FW,Mallorca,26,1985,35,30,"2,673",29.7,9,4,9,0,0,4,1
107,Nacho Cases,es ESP,MF,Sporting Gijón,23,1987,21,15,"1,421",15.8,0,3,0,0,0,7,0
108,Kiko Casilla,es ESP,GK,Espanyol,24,1986,16,15,"1,361",15.1,0,0,0,0,0,2,0
109,Iker Casillas,es ESP,GK,Real Madrid,30,1981,37,37,"3,330",37,0,0,0,0,0,1,0
110,Javier Casquero,es ESP,MF,Getafe,35,1976,28,19,"1,690",18.8,1,0,1,0,0,8,0
111,Gonzalo Castellani,ar ARG,MF,Villarreal,23,1987,10,1,267,3,0,0,0,0,0,1,0
112,Casto,es ESP,GK,Betis,29,1982,22,22,"1,960",21.8,0,0,0,0,0,3,1
113,André Castro,pt POR,MF,Sporting Gijón,23,1988,29,26,"2,129",23.7,2,2,2,0,0,7,0
114,Chory Castro,uy URU,"FW,MF",Mallorca,26,1984,35,30,"2,527",28.1,6,7,6,0,0,7,0
115,Diego Castro,es ESP,"FW,MF",Getafe,29,1982,31,25,"2,218",24.6,7,1,6,1,1,6,0
116,Rubén Castro,es ESP,"FW,MF",Betis,30,1981,34,33,"2,950",32.8,16,5,16,0,0,5,0
117,José Catalá,es ESP,DF,Villarreal,26,1985,13,13,"1,128",12.5,0,1,0,0,0,5,0
118,Santi Cazorla,es ESP,MF,Málaga,26,1984,38,38,"3,226",35.8,9,5,9,0,1,2,0
119,Álvaro Cejudo,es ESP,MF,Osasuna,27,1984,34,28,"2,359",26.2,4,6,4,0,0,5,1
120,Pau Cendrós,es ESP,DF,Mallorca,24,1987,25,20,"1,878",20.9,0,0,0,0,0,9,0
121,Júlio César,br BRA,GK,Granada,24,1986,16,16,"1,440",16,0,0,0,0,0,3,0
122,Chechu,es ESP,DF,Betis,29,1982,33,32,"2,891",32.1,1,0,1,0,0,5,1
123,Javier Chica,es ESP,DF,Betis,26,1985,15,14,"1,233",13.7,0,2,0,0,0,3,0
124,Chico,es ESP,DF,Mallorca,24,1987,33,33,"2,911",32.3,0,2,0,0,0,14,0
125,Christian,es ESP,DF,Racing Sant,25,1985,20,14,"1,362",15.1,1,0,1,0,0,7,0
126,Domingo Cisma,es ESP,DF,Racing Sant,29,1982,26,25,"2,195",24.4,0,0,0,0,0,9,1
127,David Cobeño,es ESP,GK,Rayo Vallecano,29,1982,15,14,"1,297",14.4,0,0,0,0,0,1,0
128,Jordi Codina,es ESP,GK,Getafe,29,1982,2,2,180,2,0,0,0,0,0,0,0
129,Fábio Coentrão,pt POR,DF,Real Madrid,23,1988,20,12,"1,229",13.7,0,3,0,0,0,5,0
130,Coke,es ESP,DF,Sevilla,24,1987,28,24,"2,171",24.1,0,0,0,0,0,7,0
131,Gonzalo Colsa,es ESP,MF,Racing Sant,32,1979,18,14,"1,219",13.5,1,0,1,0,0,4,0
132,Adrián Colunga,es ESP,"FW,MF",Sporting Gijón,26,1984,17,13,"1,078",12,3,2,3,0,0,2,0
133,Adrián Colunga,es ESP,"FW,MF",Getafe,26,1984,4,0,115,1.3,0,0,0,0,0,0,0
134,Rober Correa,es ESP,DF,Rayo Vallecano,18,1992,2,2,89,1,0,0,0,0,0,1,0
135,David Cortés,es ESP,DF,Granada,31,1979,10,8,733,8.1,0,0,0,0,0,5,0
136,Diego Costa,es ESP,FW,Rayo Vallecano,22,1988,16,15,"1,310",14.6,9,4,7,2,2,9,0
137,Jaume Costa,es ESP,DF,Villarreal,23,1988,6,6,540,6,0,0,0,0,0,2,0
138,Ricardo Costa,pt POR,DF,Valencia,30,1981,12,11,"1,010",11.2,0,0,0,0,0,4,1
139,Tino Costa,ar ARG,MF,Valencia,26,1985,27,22,"2,029",22.5,5,3,4,1,1,12,1
140,Thibaut Courtois,be BEL,GK,Atlético Madrid,19,1992,37,37,"3,261",36.2,0,0,0,0,0,1,1
141,Philippe Coutinho,br BRA,"FW,MF",Espanyol,19,1992,16,14,"1,177",13.1,5,1,5,0,0,3,1
142,Martí Crespí,es ESP,DF,Mallorca,24,1987,8,5,506,5.6,0,0,0,0,0,1,0
143,Iván Cuéllar,es ESP,GK,Sporting Gijón,27,1984,1,1,90,1,0,0,0,0,0,0,0
144,Isaac Cuenca,es ESP,"FW,MF",Barcelona,20,1991,16,11,"1,076",12,2,3,2,0,0,1,0
145,Jesús Dátolo,ar ARG,MF,Espanyol,27,1984,5,2,243,2.7,0,0,0,0,0,1,0
146,Ángel Dealbert,es ESP,DF,Valencia,28,1983,11,11,990,11,0,0,0,0,0,1,0
147,Deivid,es ESP,"DF,MF",Sevilla,22,1989,5,3,284,3.2,0,0,0,0,0,2,0
148,Asier del Horno,es ESP,DF,Levante,30,1981,13,12,"1,049",11.7,0,1,0,0,0,6,0
149,Manu del Moral,es ESP,FW,Sevilla,27,1984,34,25,"2,215",24.6,10,1,10,0,0,5,1
150,Andrija Delibaši?,me MNE,FW,Rayo Vallecano,30,1981,19,5,625,6.9,1,0,1,0,0,3,0
151,Martín Demichelis,ar ARG,"DF,MF",Málaga,30,1980,35,33,"3,020",33.6,2,1,2,0,0,7,1
152,Vadim Demidov,no NOR,"DF,MF",Real Sociedad,24,1986,23,20,"1,836",20.4,0,1,0,0,0,5,0
153,Gerard Deulofeu,es ESP,"FW,MF",Barcelona,17,1994,1,0,29,0.3,0,0,0,0,0,0,0
154,Ángel Di María,ar ARG,"FW,MF",Real Madrid,23,1988,23,16,"1,326",14.7,5,14,5,0,0,6,1
155,Pape Diakhaté,sn SEN,DF,Granada,27,1984,11,10,930,10.3,0,0,0,0,0,2,1
156,Lassana Diarra,fr FRA,MF,Real Madrid,26,1985,17,15,"1,137",12.6,0,0,0,0,0,5,0
157,Baba Diawara,sn SEN,FW,Sevilla,23,1988,11,2,406,4.5,3,0,3,0,0,0,0
158,Cata Díaz,ar ARG,DF,Getafe,32,1979,36,36,"3,240",36,0,0,0,0,0,10,0
159,Diego,br BRA,MF,Atlético Madrid,26,1985,30,27,"2,185",24.3,3,2,3,0,0,8,0
160,Papakouli Diop,sn SEN,MF,Racing Sant,25,1986,34,33,"2,856",31.7,1,4,1,0,0,13,2
161,Álvaro Domínguez,es ESP,DF,Atlético Madrid,22,1989,28,22,"2,037",22.6,3,0,3,0,0,6,0
162,Jonathan dos Santos,mx MEX,MF,Barcelona,21,1990,3,1,119,1.3,0,0,0,0,0,0,0
163,Duda,pt POR,"DF,FW",Málaga,31,1980,25,14,"1,153",12.8,1,1,1,0,0,6,0
164,Tomislav Dujmovi?,hr CRO,MF,Zaragoza,30,1981,12,9,714,7.9,1,0,1,0,0,1,1
165,Ion Echaide,es ESP,DF,Osasuna,23,1988,3,1,106,1.2,0,0,0,0,0,0,0
166,Sebastián Eguren,uy URU,MF,Sporting Gijón,30,1981,19,12,"1,018",11.3,2,0,2,0,0,7,1
167,Borja Ekiza,es ESP,DF,Athletic Club,23,1988,21,13,"1,254",13.9,0,0,0,0,0,4,1
168,Eliseu,pt POR,"DF,MF",Málaga,27,1983,25,19,"1,635",18.2,2,2,2,0,0,3,1
169,Gorka Elustondo,es ESP,"DF,MF",Real Sociedad,24,1987,17,16,"1,408",15.6,1,1,1,0,0,4,2
170,Julien Escudé,fr FRA,DF,Sevilla,31,1979,24,24,"2,091",23.2,1,0,1,0,0,8,1
171,Bernardo Espinosa,co COL,DF,Racing Sant,22,1989,25,25,"2,205",24.5,2,0,2,0,0,4,0
172,Dani Estrada,es ESP,"DF,MF",Real Sociedad,24,1987,29,25,"2,260",25.1,2,1,2,0,0,8,0
173,Beñat Etxebarria,es ESP,MF,Betis,24,1987,35,30,"2,626",29.2,6,5,5,1,1,11,0
174,Cesc Fàbregas,es ESP,"FW,MF",Barcelona,24,1987,28,23,"1,931",21.5,9,7,9,0,0,6,0
175,Fabricio,es ESP,GK,Betis,23,1987,15,15,"1,350",15,0,0,0,0,0,3,0
176,Radamel Falcao,co COL,FW,Atlético Madrid,25,1986,34,33,"2,933",32.6,24,5,19,5,6,7,0
177,Javier Farinós,es ESP,MF,Levante,33,1978,30,18,"1,730",19.2,1,3,0,1,1,6,0
178,Federico Fazio,ar ARG,DF,Sevilla,24,1987,28,25,"2,254",25,2,0,2,0,0,7,1
179,Sofiane Feghouli,dz ALG,"FW,MF",Valencia,21,1989,30,25,"2,080",23.1,6,5,6,0,0,8,1
180,Andrés Fernández,es ESP,GK,Osasuna,24,1986,38,37,"3,378",37.5,0,0,0,0,0,3,0
181,Mario Fernández,es ESP,GK,Racing Sant,23,1988,13,12,"1,124",12.5,0,0,0,0,0,2,0
182,Raúl Fernández,es ESP,GK,Athletic Club,23,1988,1,1,90,1,0,0,0,0,0,0,0
183,Seba Fernández,uy URU,FW,Málaga,26,1985,32,15,"1,434",15.9,5,0,5,0,0,2,0
184,Miguel Flaño,es ESP,DF,Osasuna,26,1984,30,27,"2,495",27.7,1,0,1,0,0,7,0
185,Andreu Fontàs,es ESP,DF,Barcelona,21,1989,1,1,78,0.9,0,0,0,0,0,0,0
186,Rui Fonte,pt POR,"FW,MF",Espanyol,21,1990,19,7,726,8.1,1,0,1,0,0,2,0
187,Juan Forlín,ar ARG,"DF,MF",Espanyol,23,1988,28,26,"2,251",25,0,1,0,0,0,14,2
188,Hugo Fraile,es ESP,"FW,MF",Getafe,24,1987,1,0,14,0.2,0,0,0,0,0,0,0
189,Francis,es ESP,"DF,MF",Racing Sant,29,1981,22,22,"1,867",20.7,0,0,0,0,0,5,1
190,Javi Fuego,es ESP,MF,Rayo Vallecano,27,1984,31,31,"2,740",30.4,0,0,0,0,0,8,0
191,Gabi,es ESP,MF,Atlético Madrid,28,1983,31,30,"2,617",29.1,2,3,2,0,0,13,1
192,Igor Gabilondo,es ESP,MF,Athletic Club,32,1979,16,8,744,8.3,2,0,2,0,0,0,0
193,Ernesto Galán,es ESP,DF,Espanyol,25,1986,11,11,950,10.6,0,0,0,0,0,3,1
194,Álex Gálvez,es ESP,"DF,MF",Sporting Gijón,22,1989,12,11,980,10.9,2,0,2,0,0,8,0
195,Jesús Gámez,es ESP,DF,Málaga,26,1985,25,24,"2,157",24,0,3,0,0,0,3,0
196,Ayoze García,es ESP,"DF,MF",Sporting Gijón,25,1985,15,7,689,7.7,0,0,0,0,0,6,0
197,Borja García,es ESP,DF,Racing Sant,21,1990,1,0,23,0.3,0,0,0,0,0,0,0
198,Rayco García Dauta,es ESP,FW,Rayo Vallecano,24,1987,6,1,217,2.4,0,0,0,0,0,1,0
199,Luis García,es ESP,"FW,MF",Zaragoza,30,1981,34,27,"2,293",25.5,4,4,4,0,1,7,0
200,Luis García,es ESP,"FW,MF",Espanyol,30,1981,1,1,57,0.6,0,0,0,0,0,0,0
201,Moisés García,es ESP,DF,Sporting Gijón,21,1989,3,3,270,3,0,0,0,0,0,0,0
202,Rafa García,es ESP,MF,Rayo Vallecano,25,1986,4,1,150,1.7,0,0,0,0,0,1,0
203,Raúl García,es ESP,"FW,MF",Osasuna,25,1986,33,30,"2,561",28.5,11,8,11,0,1,10,1
204,Sergio García,es ESP,"FW,MF",Espanyol,28,1983,24,21,"1,761",19.6,5,9,5,0,0,7,0
205,Mario Gaspar,es ESP,DF,Villarreal,20,1990,23,20,"1,869",20.8,1,0,1,0,0,3,0
206,Jaime Gavilán,es ESP,MF,Getafe,26,1985,17,13,"1,018",11.3,1,3,1,0,0,1,0
207,Alexandre Geijo,es ESP,FW,Granada,29,1982,24,10,"1,135",12.6,2,0,2,0,0,4,0
208,Abdelkader Ghezzal,dz ALG,FW,Levante,26,1984,16,9,854,9.5,2,2,2,0,0,1,0
209,Álvaro Giménez,es ESP,"FW,MF",Mallorca,20,1991,12,9,685,7.6,2,0,2,0,0,1,0
210,Dani Giménez,es ESP,GK,Rayo Vallecano,28,1983,11,11,953,10.6,0,0,0,0,0,1,0
211,Diego Godín,uy URU,DF,Atlético Madrid,25,1986,27,26,"2,255",25.1,2,2,2,0,0,8,1
212,Iñaki Goitia,es ESP,GK,Betis,29,1982,2,1,110,1.2,0,0,0,0,0,0,0
213,Cristian Gómez,es ESP,MF,Espanyol,22,1989,20,10,916,10.2,1,0,1,0,0,4,0
214,Ibai Gómez,es ESP,"FW,MF",Athletic Club,21,1989,19,7,893,9.9,0,1,0,0,0,1,0
215,Moi Gómez,es ESP,"FW,MF",Villarreal,17,1994,2,0,66,0.7,0,0,0,0,0,0,0
216,Abel Gómez Moreno,es ESP,MF,Granada,29,1982,33,16,"1,500",16.7,1,1,1,0,0,1,0
217,Borja Gómez Pérez,es ESP,DF,Granada,23,1988,19,19,"1,710",19,0,0,0,0,0,8,0
218,Adrián González,es ESP,MF,Racing Sant,23,1988,35,29,"2,357",26.2,3,4,3,0,0,5,0
219,Álvaro González,es ESP,DF,Racing Sant,21,1990,34,34,"3,028",33.6,1,0,1,0,0,14,0
220,Carmelo González,es ESP,MF,Sporting Gijón,28,1983,13,6,595,6.6,1,0,1,0,0,5,1
221,Mikel González,es ESP,DF,Real Sociedad,25,1985,28,25,"2,209",24.5,1,0,1,0,0,8,1
222,Esteban Granero,es ESP,MF,Real Madrid,24,1987,17,7,641,7.1,0,1,0,0,0,3,0
223,Antoine Griezmann,fr FRA,"FW,MF",Real Sociedad,20,1991,35,28,"2,621",29.1,7,3,7,0,1,5,0
224,Vicente Guaita,es ESP,GK,Valencia,24,1987,26,26,"2,340",26,0,0,0,0,0,1,0
225,Tiberio Guarente,it ITA,MF,Sevilla,25,1985,3,0,35,0.4,0,0,0,0,0,1,0
226,Dani Güiza,es ESP,FW,Getafe,30,1980,32,15,"1,518",16.9,4,2,4,0,0,8,0
227,Marcos Gullón,es ESP,MF,Racing Sant,22,1989,10,9,673,7.5,0,0,0,0,0,4,1
228,Carlos Gurpegui,es ESP,"DF,MF",Athletic Club,30,1980,7,6,500,5.6,0,0,0,0,0,2,0
229,Jonathan de Guzmán,nl NED,MF,Villarreal,23,1987,19,11,991,11,0,0,0,0,0,5,0
230,Jonathan de Guzmán,nl NED,MF,Mallorca,23,1987,1,1,90,1,0,0,0,0,0,0,0
231,Tomer Hemed,il ISR,FW,Mallorca,24,1987,28,18,"1,589",17.7,8,1,3,5,5,3,0
232,Iván Hernández,es ESP,DF,Sporting Gijón,31,1980,20,19,"1,695",18.8,0,0,0,0,0,4,0
233,Pablo Hernández,es ESP,"FW,MF",Valencia,26,1985,30,19,"1,786",19.8,2,3,2,0,0,5,0
234,Ander Herrera,es ESP,MF,Athletic Club,21,1989,32,25,"2,136",23.7,1,8,1,0,0,10,0
235,José Higón,es ESP,MF,Levante,20,1991,2,0,42,0.5,0,0,0,0,0,0,0
236,Gonzalo Higuaín,ar ARG,"FW,MF",Real Madrid,23,1987,35,18,"1,712",19,22,6,22,0,0,4,0
237,Moisés Hurtado,es ESP,MF,Granada,30,1981,17,15,"1,246",13.8,0,0,0,0,0,5,0
238,Vicente Iborra,es ESP,MF,Levante,23,1988,33,28,"2,313",25.7,0,1,0,0,0,10,1
239,Hiroshi Ibusuki,jp JPN,FW,Sevilla,20,1991,1,0,8,0.1,0,0,0,0,0,0,0
240,Akihiro Ienaga,jp JPN,"FW,MF",Mallorca,25,1986,4,1,165,1.8,0,0,0,0,0,1,0
241,Diego Ifrán,uy URU,FW,Real Sociedad,24,1987,16,4,489,5.4,1,0,1,0,0,4,0
242,Odion Ighalo,ng NGA,FW,Granada,22,1989,30,18,"1,635",18.2,6,1,6,0,0,4,0
243,Asier Illarramendi,es ESP,MF,Real Sociedad,21,1990,18,16,"1,400",15.6,0,1,0,0,0,3,1
244,Andrés Iniesta,es ESP,"FW,MF",Barcelona,27,1984,27,21,"1,853",20.6,2,9,2,0,0,3,0
