,,,,,,,Playing Time,,,,Performance,,,,,,
95,José Carlos,es ESP,"FW,MF",Sevilla,23,1987,6,2,175,1.9,0,1,0,0,0,0,0
96,Luis Carlos Martín,es ESP,MF,Hércules,19,1990,1,0,36,0.4,0,0,0,0,0,0,0
97,Juan Carlos Valerón,es ESP,MF,La Coruña,35,1975,21,9,"1,082",12,0,1,0,0,0,0,0
98,Ricardo Carvalho,pt POR,DF,Real Madrid,32,1978,33,31,"2,773",30.8,3,0,3,0,0,11,2
99,Víctor Casadesús,es ESP,FW,Mallorca,25,1985,19,9,826,9.2,3,1,3,0,0,1,0
100,Nacho Cases,es ESP,MF,Sporting Gijón,22,1987,18,17,"1,411",15.7,1,0,1,0,0,3,0
101,Iker Casillas,es ESP,GK,Real Madrid,29,1981,35,35,"3,062",34,0,0,0,0,0,3,1
102,Javier Casquero,es ESP,MF,Getafe,34,1976,27,15,"1,312",14.6,1,2,1,0,0,5,0
103,Xabier Castillo,hr CRO,DF,Athletic Club,24,1986,11,10,859,9.5,0,0,0,0,0,3,2
104,André Castro,pt POR,MF,Sporting Gijón,22,1988,15,11,897,10,2,0,2,0,0,3,0
105,Chory Castro,uy URU,"FW,MF",Mallorca,25,1984,33,25,"2,171",24.1,5,6,3,2,3,2,0
106,Diego Castro,es ESP,"FW,MF",Sporting Gijón,28,1982,28,26,"2,346",26.1,9,5,4,5,5,3,0
107,Zé Castro,pt POR,DF,La Coruña,27,1983,6,4,390,4.3,0,0,0,0,0,3,0
108,José Catalá,es ESP,DF,Villarreal,25,1985,16,10,955,10.6,1,2,1,0,0,1,0
109,Fernando Cavenaghi,ar ARG,FW,Mallorca,26,1983,11,7,593,6.6,2,0,2,0,0,0,0
110,Santi Cazorla,es ESP,MF,Villarreal,25,1984,37,34,"2,884",32,5,10,5,0,0,6,0
111,Álvaro Cejudo,es ESP,MF,Osasuna,26,1984,13,13,"1,011",11.2,1,1,1,0,0,2,0
112,Pau Cendrós,es ESP,DF,Mallorca,23,1987,31,29,"2,444",27.2,0,1,0,0,0,8,0
113,Iñigo Díaz de Cerio,es ESP,FW,Athletic Club,26,1984,2,0,33,0.4,0,0,0,0,0,0,0
114,David Cerrajería,es ESP,DF,Levante,27,1983,9,7,657,7.3,0,0,0,0,0,3,0
115,Javier Chica,es ESP,DF,Espanyol,25,1985,29,28,"2,493",27.7,0,1,0,0,0,7,1
116,Christian,es ESP,DF,Racing Sant,24,1985,18,13,"1,249",13.9,3,0,3,0,0,1,1
117,Cicinho,br BRA,DF,Villarreal,30,1980,6,0,92,1,0,0,0,0,0,0,0
118,Luca Cigarini,it ITA,MF,Sevilla,24,1986,6,5,380,4.2,0,0,0,0,0,2,0
119,Domingo Cisma,es ESP,DF,Racing Sant,28,1982,32,27,"2,415",26.8,0,1,0,0,0,7,1
120,Jordi Codina,es ESP,GK,Getafe,28,1982,23,22,"2,056",22.8,0,0,0,0,0,1,0
121,Diego Colotto,ar ARG,DF,La Coruña,29,1981,36,36,"3,191",35.5,2,2,2,0,0,6,1
122,Gonzalo Colsa,es ESP,MF,Racing Sant,31,1979,31,30,"2,660",29.6,2,1,2,0,0,8,0
123,Adrián Colunga,es ESP,"FW,MF",Getafe,25,1984,29,22,"1,848",20.5,8,2,6,2,2,1,0
124,Matteo Contini,it ITA,DF,Zaragoza,30,1980,24,24,"2,040",22.7,0,0,0,0,0,11,1
125,Ferran Corominas,es ESP,"FW,MF",Osasuna,27,1983,6,4,334,3.7,0,0,0,0,0,1,0
126,Ferran Corominas,es ESP,"FW,MF",Espanyol,27,1983,1,0,4,0,0,0,0,0,0,0,0
127,Corona,es ESP,MF,Almería,29,1981,30,21,"1,717",19.1,2,1,2,0,0,2,0
128,Enrique Corrales,es ESP,DF,Mallorca,28,1982,2,1,129,1.4,0,0,0,0,0,0,0
129,David Cortés,es ESP,DF,Hércules,30,1979,34,34,"3,035",33.7,0,1,0,0,0,8,0
130,Diego Costa,es ESP,FW,Atlético Madrid,21,1988,28,13,"1,362",15.1,6,2,6,0,0,5,0
131,Ricardo Costa,pt POR,DF,Valencia,29,1981,29,29,"2,491",27.7,0,0,0,0,0,8,1
132,Tino Costa,ar ARG,MF,Valencia,25,1985,24,17,"1,628",18.1,4,1,4,0,0,11,0
133,Martí Crespí,es ESP,DF,Mallorca,23,1987,5,3,274,3,0,0,0,0,0,3,0
134,Cristóbal,es ESP,"DF,MF",Villarreal,26,1984,2,1,66,0.7,0,0,0,0,0,0,0
135,Albert Crusat,es ESP,"FW,MF",Almería,28,1982,34,30,"2,539",28.2,3,7,3,0,0,5,0
136,Iván Cuéllar,es ESP,GK,Sporting Gijón,26,1984,13,13,"1,147",12.7,0,0,0,0,0,5,0
137,Mouhamadou Dabo,fr FRA,DF,Sevilla,23,1986,24,21,"1,949",21.7,0,0,0,0,0,6,1
138,Jesús Dátolo,ar ARG,MF,Espanyol,26,1984,15,3,565,6.3,2,0,2,0,0,2,0
139,Ángel Dealbert,es ESP,DF,Valencia,27,1983,14,10,"1,000",11.1,0,0,0,0,0,2,0
140,Asier del Horno,es ESP,DF,Levante,29,1981,22,21,"1,894",21,2,2,2,0,0,8,0
141,Manu del Moral,es ESP,FW,Getafe,26,1984,30,28,"2,411",26.8,9,5,7,2,2,3,1
142,Martín Demichelis,ar ARG,"DF,MF",Málaga,29,1980,18,18,"1,480",16.4,1,0,1,0,0,8,2
143,Vadim Demidov,no NOR,"DF,MF",Real Sociedad,23,1986,13,12,"1,094",12.2,0,1,0,0,0,2,0
144,Yves Desmarets,ht HAI,MF,La Coruña,31,1979,12,9,685,7.6,0,0,0,0,0,1,0
145,Ángel Di María,ar ARG,"FW,MF",Real Madrid,22,1988,35,29,"2,297",25.5,6,10,6,0,0,6,0
146,Lassana Diarra,fr FRA,MF,Real Madrid,25,1985,26,19,"1,740",19.3,0,2,0,0,0,11,0
147,Mahamadou Diarra,ml MLI,MF,Real Madrid,29,1981,3,0,24,0.3,0,0,0,0,0,0,0
148,Cata Díaz,ar ARG,DF,Getafe,31,1979,35,35,"3,101",34.5,1,0,1,0,0,14,1
149,Ayoze Díaz Díaz,es ESP,"DF,MF",Mallorca,28,1982,19,19,"1,710",19,0,1,0,0,0,8,0
150,Carlos Diogo,uy URU,"DF,MF",Zaragoza,27,1983,33,33,"2,948",32.8,0,0,0,0,0,13,0
151,Dioni,es ESP,FW,La Coruña,20,1989,4,1,130,1.4,0,0,0,0,0,2,0
152,Papakouli Diop,sn SEN,MF,Racing Sant,24,1986,19,13,"1,060",11.8,0,1,0,0,0,5,0
153,Toni Doblas,es ESP,GK,Zaragoza,29,1980,18,17,"1,543",17.1,0,0,0,0,0,3,1
154,Álvaro Domínguez,es ESP,DF,Atlético Madrid,21,1989,19,17,"1,622",18,2,0,2,0,0,5,0
155,Chori Domínguez,ar ARG,"FW,MF",Valencia,29,1981,9,3,325,3.6,0,0,0,0,0,1,0
156,Juan Domínguez,es ESP,MF,La Coruña,20,1990,20,9,"1,009",11.2,0,0,0,0,0,1,0
157,Raúl Domínguez,es ESP,GK,Sporting Gijón,23,1986,1,1,90,1,0,0,0,0,0,0,0
158,Giovani dos Santos,mx MEX,"FW,MF",Racing Sant,21,1989,16,9,958,10.6,5,1,5,0,0,1,0
159,Jonathan dos Santos,mx MEX,MF,Barcelona,20,1990,2,1,88,1,0,0,0,0,0,0,0
160,Ivica Dragutinovi?,rs SRB,DF,Sevilla,34,1975,2,0,12,0.1,0,0,0,0,0,0,0
161,Royston Drenthe,nl NED,"DF,MF",Hércules,23,1987,17,15,"1,294",14.4,4,2,3,1,1,8,0
162,Duda,pt POR,"DF,FW",Málaga,30,1980,20,20,"1,574",17.5,3,6,3,0,0,6,0
163,Jerzy Dudek,pl POL,GK,Real Madrid,37,1973,1,1,76,0.8,0,0,0,0,0,0,0
164,Aldo Duscher,ar ARG,MF,Espanyol,31,1979,18,14,"1,272",14.1,0,0,0,0,0,9,0
165,Edinho,pt POR,"FW,MF",Málaga,28,1982,8,1,238,2.6,0,0,0,0,0,2,0
166,Edmílson,br BRA,"DF,MF",Zaragoza,34,1976,12,8,620,6.9,1,0,1,0,0,3,0
167,Sebastián Eguren,uy URU,MF,Sporting Gijón,29,1981,30,27,"2,227",24.7,1,0,1,0,0,9,1
168,Borja Ekiza,es ESP,DF,Athletic Club,22,1988,21,21,"1,890",21,0,0,0,0,0,1,0
169,Elías,br BRA,MF,Atlético Madrid,25,1985,15,10,644,7.2,2,0,2,0,0,1,0
170,Eliseu,pt POR,"DF,MF",Málaga,26,1983,35,34,"2,937",32.6,4,5,4,0,1,12,2
171,Gorka Elustondo,es ESP,"DF,MF",Real Sociedad,23,1987,18,13,"1,184",13.2,0,0,0,0,0,3,0
172,Sergi Enrich,es ESP,"FW,MF",Mallorca,20,1990,5,1,121,1.3,0,0,0,0,0,1,0
173,Julien Escudé,fr FRA,DF,Sevilla,30,1979,28,27,"2,435",27.1,2,0,2,0,0,6,0
174,Bernardo Espinosa,co COL,DF,Sevilla,21,1989,1,1,90,1,0,0,0,0,0,0,0
175,Esteban,es ESP,GK,Almería,35,1975,5,5,450,5,0,0,0,0,0,0,0
176,Dani Estrada,es ESP,"DF,MF",Real Sociedad,23,1987,19,18,"1,627",18.1,1,2,1,0,0,4,0
177,Luís Fabiano,br BRA,FW,Sevilla,29,1980,21,16,"1,380",15.3,10,3,7,3,3,2,0
178,Javier Farinós,es ESP,MF,Hércules,32,1978,12,11,886,9.8,1,2,1,0,0,2,1
179,Federico Fazio,ar ARG,DF,Sevilla,23,1987,19,17,"1,504",16.7,1,0,1,0,0,3,0
180,Sofiane Feghouli,dz ALG,"FW,MF",Valencia,20,1989,3,0,33,0.4,0,0,0,0,0,0,0
181,Sofiane Feghouli,dz ALG,"FW,MF",Almería,20,1989,9,4,345,3.8,2,0,2,0,0,0,0
182,Kiko Femenía,es ESP,"DF,FW",Hércules,19,1991,34,21,"2,076",23.1,1,5,1,0,0,2,0
183,Manuel Fernandes,pt POR,MF,Valencia,24,1986,7,5,485,5.4,0,1,0,0,0,1,0
184,Álex Fernández,es ESP,"DF,MF",Real Madrid,17,1992,1,0,3,0,0,0,0,0,0,0,0
185,Borja Fernández,es ESP,MF,Getafe,29,1981,13,4,467,5.2,0,0,0,0,0,3,0
186,Mario Fernández,es ESP,GK,Racing Sant,22,1988,1,1,90,1,0,0,0,0,0,0,0
187,Raúl Fernández,es ESP,GK,Athletic Club,22,1988,1,1,90,1,0,0,0,0,0,0,0
188,Seba Fernández,uy URU,FW,Málaga,25,1985,30,21,"1,900",21.1,7,4,7,0,,3,0
189,Fernando,es ESP,"FW,MF",Málaga,31,1979,21,12,"1,082",12,2,0,2,0,0,2,0
190,Miguel Flaño,es ESP,DF,Osasuna,25,1984,30,28,"2,571",28.6,2,0,2,0,0,5,0
191,Andreu Fontàs,es ESP,DF,Barcelona,20,1989,6,5,459,5.1,0,0,0,0,0,0,0
192,Rui Fonte,pt POR,"FW,MF",Espanyol,20,1990,11,0,133,1.5,0,1,0,0,0,1,0
193,Diego Forlán,uy URU,"FW,MF",Atlético Madrid,31,1979,32,23,"2,167",24.1,8,7,8,0,2,3,0
194,Juan Forlín,ar ARG,"DF,MF",Espanyol,22,1988,21,21,"1,763",19.6,0,0,0,0,0,8,1
195,Francis,es ESP,"DF,MF",Racing Sant,28,1981,24,20,"1,841",20.5,0,1,0,0,0,4,1
196,Leo Franco,ar ARG,GK,Zaragoza,33,1977,23,21,"1,876",20.8,0,0,0,0,0,0,0
197,Matías Fritzler,ar ARG,MF,Hércules,23,1986,26,22,"1,795",19.9,0,0,0,0,0,8,2
198,Gabi,es ESP,MF,Zaragoza,27,1983,36,36,"3,228",35.9,11,7,5,6,6,15,0
199,Igor Gabilondo,es ESP,MF,Athletic Club,31,1979,29,10,"1,060",11.8,5,4,5,0,0,1,0
200,Fernando Gago,ar ARG,MF,Real Madrid,24,1986,4,1,99,1.1,0,0,0,0,0,0,0
201,Ernesto Galán,es ESP,DF,Espanyol,24,1986,22,21,"1,833",20.4,1,0,1,0,0,4,1
202,Rodrigo Galatto,br BRA,GK,Málaga,27,1983,4,4,360,4,0,0,0,0,0,0,0
203,Jesús Gámez,es ESP,DF,Málaga,25,1985,30,30,"2,576",28.6,0,4,0,0,0,9,1
204,Ezequiel Garay,ar ARG,DF,Real Madrid,23,1986,5,4,330,3.7,0,0,0,0,0,0,0
205,Ayoze García,es ESP,"DF,MF",Sporting Gijón,24,1985,13,6,560,6.2,1,0,0,1,1,0,0
206,Carlos García,es ESP,DF,Almería,26,1984,33,33,"2,942",32.7,1,0,1,0,0,8,1
207,David García,es ESP,DF,Espanyol,29,1981,17,16,"1,298",14.4,0,1,0,0,0,3,0
208,Jorge García,es ESP,DF,Sporting Gijón,26,1984,5,2,218,2.4,0,0,0,0,0,0,0
209,Luis García,es ESP,"FW,MF",Espanyol,29,1981,37,36,"2,968",33,6,7,2,4,4,8,0
210,Raúl García,es ESP,"FW,MF",Atlético Madrid,24,1986,29,18,"1,582",17.6,1,2,1,0,0,7,0
211,Sergio García,es ESP,"FW,MF",Espanyol,27,1983,21,13,"1,171",13,3,1,3,0,0,3,0
212,Manolo Gaspar,es ESP,DF,Málaga,29,1981,9,7,727,8.1,0,0,0,0,0,3,1
213,Mario Gaspar,es ESP,DF,Villarreal,19,1990,22,20,"1,833",20.4,1,1,1,0,0,5,0
214,Jaime Gavilán,es ESP,MF,Getafe,25,1985,18,15,"1,248",13.9,2,4,2,0,0,1,0
215,David de Gea,es ESP,GK,Atlético Madrid,19,1990,38,38,"3,420",38,0,0,0,0,0,1,0
216,Diego Godín,uy URU,DF,Atlético Madrid,24,1986,25,25,"2,236",24.8,0,0,0,0,0,3,1
217,Henok Goitom,er ERI,FW,Almería,25,1984,26,8,865,9.6,1,1,1,0,0,0,0
218,Tiago Gomes,pt POR,MF,Hércules,24,1985,28,25,"2,105",23.4,2,1,2,0,0,3,0
219,Ibai Gómez,es ESP,"FW,MF",Athletic Club,20,1989,3,0,37,0.4,0,0,0,0,0,0,0
220,Adrián González,es ESP,MF,Racing Sant,22,1988,23,16,"1,311",14.6,0,2,0,0,1,2,0
221,Álvaro González,es ESP,DF,Racing Sant,20,1990,3,3,261,2.9,0,0,0,0,0,2,0
222,Carmelo González,es ESP,MF,Sporting Gijón,27,1983,18,9,915,10.2,0,1,0,0,0,5,0
223,Iván González,es ESP,DF,Málaga,22,1988,6,4,326,3.6,0,0,0,0,0,0,0
224,Mikel González,es ESP,DF,Real Sociedad,24,1985,32,30,"2,671",29.7,0,1,0,0,0,5,0
225,Nacho González,uy URU,MF,Levante,28,1982,3,2,117,1.3,0,0,0,0,0,0,0
226,Esteban Granero,es ESP,MF,Real Madrid,23,1987,19,8,784,8.7,1,2,1,0,0,4,0
227,Antoine Griezmann,fr FRA,"FW,MF",Real Sociedad,19,1991,37,34,"2,832",31.5,7,2,7,0,0,7,0
228,Vicente Guaita,es ESP,GK,Valencia,23,1987,21,19,"1,795",19.9,0,0,0,0,0,2,0
229,Andrés Guardado,mx MEX,"DF,FW",La Coruña,23,1986,20,18,"1,469",16.3,2,2,0,2,2,4,0
230,Tiberio Guarente,it ITA,MF,Sevilla,24,1985,7,3,310,3.4,0,1,0,0,0,1,0
231,Marcos Gullón,es ESP,MF,Villarreal,21,1989,1,1,68,0.8,0,0,0,0,0,1,0
232,Carlos Gurpegui,es ESP,"DF,MF",Athletic Club,29,1980,31,28,"2,269",25.2,2,0,2,0,0,16,0
233,Jonathan de Guzmán,nl NED,MF,Mallorca,22,1987,33,33,"2,855",31.7,5,5,4,1,1,6,1
234,Henrique,br BRA,DF,Racing Sant,23,1986,35,35,"3,078",34.2,2,1,2,0,0,8,1
235,Iván Hernández,es ESP,DF,Sporting Gijón,30,1980,25,24,"2,167",24.1,0,0,0,0,0,4,0
236,Pablo Hernández,es ESP,"FW,MF",Valencia,25,1985,27,20,"1,769",19.7,5,6,5,0,0,3,0
237,Ander Herrera,es ESP,MF,Zaragoza,20,1989,33,30,"2,604",28.9,2,2,2,0,0,13,2
238,Cristian Hidalgo,es ESP,"FW,MF",Hércules,26,1983,19,2,613,6.8,0,0,0,0,0,1,0
239,Gonzalo Higuaín,ar ARG,"FW,MF",Real Madrid,22,1987,17,16,"1,285",14.3,10,5,10,0,0,1,0
240,Vicente Iborra,es ESP,MF,Levante,22,1988,16,14,"1,261",14,0,0,0,0,0,9,0
241,Akihiro Ienaga,jp JPN,"FW,MF",Mallorca,24,1986,14,3,472,5.2,2,0,2,0,0,2,0
242,Diego Ifrán,uy URU,FW,Real Sociedad,23,1987,10,3,332,3.7,2,0,2,0,0,2,0
243,Asier Illarramendi,es ESP,MF,Real Sociedad,20,1990,3,2,190,2.1,0,0,0,0,0,2,0
244,Andrés Iniesta,es ESP,"FW,MF",Barcelona,26,1984,34,32,"2,786",31,8,4,8,0,0,1,0
245,Natxo Insa,my MAS,MF,Villarreal,24,1986,1,0,11,0.1,0,0,0,0,,0,0
