,,,,,,,Playing Time,,,,Performance,,,,,,
246,Jesé,es ESP,"FW,MF",Real Madrid,21,1993,16,3,555,6.2,3,1,3,0,0,2,0
247,Jesús,es ESP,GK,Levante,26,1988,6,6,540,6,0,0,0,0,0,1,0
248,Raúl Jiménez,mx MEX,FW,Atlético Madrid,23,1991,21,4,598,6.6,1,2,1,0,0,0,0
249,Bojan Joki?,si SVN,"DF,MF",Villarreal,28,1986,7,6,553,6.1,0,0,0,0,0,2,0
250,Jonathas,br BRA,FW,Elche,25,1989,34,34,"3,015",33.5,14,7,14,0,1,11,1
251,Joan Jordán,es ESP,MF,Espanyol,20,1994,3,1,119,1.3,0,0,0,0,0,0,0
252,Jozabed,es ESP,MF,Rayo Vallecano,23,1991,23,10,"1,185",13.2,1,1,1,0,0,2,0
253,Juanfran,es ESP,"DF,FW",La Coruña,25,1988,34,33,"2,743",30.5,1,1,1,0,0,4,0
254,Juanfran,es ESP,DF,Levante,38,1976,17,16,"1,428",15.9,0,0,0,0,0,6,0
255,Juanfran,es ESP,"DF,MF",Atlético Madrid,29,1985,35,34,"3,104",34.5,0,4,0,0,0,6,0
256,Juankar,es ESP,"DF,FW",Granada,24,1990,21,15,"1,344",14.9,0,1,0,0,0,6,1
257,Juanmi,es ESP,"FW,MF",Málaga,21,1993,34,26,"2,226",24.7,8,0,8,0,0,4,0
258,Juanpi,ve VEN,MF,Málaga,20,1994,5,2,207,2.3,0,0,0,0,0,1,0
259,Gaël Kakuta,cd COD,"FW,MF",Rayo Vallecano,23,1991,35,35,"3,053",33.9,5,7,5,0,0,1,0
260,Carlos Kameni,cm CMR,GK,Málaga,30,1984,38,38,"3,420",38,0,0,0,0,0,3,0
261,Nikolaos Karabelas,gr GRE,DF,Levante,29,1984,14,12,942,10.5,0,1,0,0,0,6,0
262,Sami Khedira,de GER,MF,Real Madrid,27,1987,11,3,306,3.4,0,0,0,0,0,2,0
263,Koke,es ESP,MF,Atlético Madrid,22,1992,34,33,"2,881",32,2,10,2,0,0,9,0
264,Timothée Kolodziejczak,fr FRA,DF,Sevilla,22,1991,18,18,"1,575",17.5,1,0,1,0,0,3,0
265,Rene Krhin,si SVN,"FW,MF",Córdoba,24,1990,14,14,"1,201",13.3,0,0,0,0,0,4,0
266,Michael Krohn-Dehli,dk DEN,"FW,MF",Celta Vigo,31,1983,36,35,"3,077",34.2,1,4,1,0,0,7,0
267,Toni Kroos,de GER,MF,Real Madrid,24,1990,36,36,"3,049",33.9,2,7,2,0,0,6,0
268,Grzegorz Krychowiak,pl POL,MF,Sevilla,24,1990,32,31,"2,712",30.1,2,0,2,0,0,13,1
269,Alberto de la Bella,es ESP,DF,Real Sociedad,28,1985,23,21,"1,906",21.2,1,2,1,0,0,4,0
270,Mehdi Lacen,dz ALG,MF,Getafe,30,1984,30,29,"2,598",28.9,2,1,2,0,0,7,0
271,Ángel Lafita,es ESP,"FW,MF",Getafe,29,1984,15,12,"1,064",11.8,2,1,2,0,0,3,0
272,Roberto Lago,es ESP,"DF,MF",Getafe,28,1985,16,11,"1,029",11.4,0,1,0,0,0,3,1
273,Aymeric Laporte,es ESP,DF,Athletic Club,20,1994,33,33,"2,960",32.9,0,1,0,0,0,11,1
274,Javi Lara,es ESP,MF,Eibar,28,1985,31,16,"1,715",19.1,1,3,1,0,0,3,0
275,Joaquín Larrivey,ar ARG,FW,Celta Vigo,29,1984,35,26,"2,196",24.4,11,2,11,0,0,5,0
276,Daniel Larsson,se SWE,"FW,MF",Granada,27,1987,1,0,45,0.5,0,0,0,0,0,0,0
277,Laure,es ESP,DF,La Coruña,29,1985,19,14,"1,364",15.2,0,0,0,0,0,4,0
278,Dejan Leki?,rs SRB,FW,Eibar,29,1985,18,1,384,4.3,0,0,0,0,0,2,0
279,Pedro León,es ESP,"FW,MF",Getafe,27,1986,25,16,"1,470",16.3,2,5,2,0,0,1,0
280,Licá,pt POR,"FW,MF",Rayo Vallecano,25,1988,21,17,"1,294",14.4,0,3,0,0,0,2,0
281,Lillo,es ESP,DF,Eibar,25,1989,31,28,"2,536",28.2,0,0,0,0,0,14,0
282,David Lombán,es ESP,DF,Elche,27,1987,34,33,"2,984",33.2,5,0,2,3,3,10,0
283,Álex López,es ESP,MF,Celta Vigo,26,1988,25,12,"1,121",12.5,1,0,1,0,0,5,0
284,David López,es ESP,"DF,MF",Espanyol,24,1989,1,1,90,1,0,0,0,0,0,0,0
285,Aritz López Garai,es ESP,MF,Córdoba,33,1980,6,5,380,4.2,0,0,0,0,0,1,0
286,Íñigo López,es ESP,DF,Córdoba,32,1982,21,21,"1,787",19.9,0,0,0,0,0,8,2
287,Iván López,es ESP,DF,Levante,20,1993,26,23,"2,084",23.2,0,2,0,0,0,2,0
288,Javi López,es ESP,"DF,MF",Espanyol,28,1986,28,25,"2,180",24.2,0,1,0,0,0,8,0
289,Jonathan López,es ESP,GK,Getafe,33,1981,4,4,360,4,0,0,0,0,0,0,0
290,Pedro López Muñoz,es ESP,DF,Levante,30,1983,10,10,860,9.6,0,0,0,0,0,3,0
291,Pau López,es ESP,GK,Espanyol,19,1994,2,1,140,1.6,0,0,0,0,0,0,0
292,José López Silva,es ESP,MF,Córdoba,31,1983,8,4,350,3.9,0,0,0,0,0,1,0
293,Unai López,es ESP,MF,Athletic Club,18,1995,19,11,828,9.2,0,0,0,0,0,2,0
294,Alberto Lopo,es ESP,DF,La Coruña,34,1980,30,30,"2,675",29.7,2,0,2,0,0,15,1
295,José Luis Gayà,es ESP,"DF,MF",Valencia,19,1995,35,32,"2,918",32.4,1,6,1,0,0,10,0
296,José Luis Morales,es ESP,"FW,MF",Levante,27,1987,36,33,"2,779",30.9,3,2,3,0,0,3,0
297,Luisinho,pt POR,DF,La Coruña,29,1985,35,34,"2,986",33.2,0,1,0,0,0,11,1
298,Luismi,es ESP,"DF,MF",Sevilla,22,1992,1,0,11,0.1,0,0,0,0,0,1,0
299,Julián Luque Conde,es ESP,"FW,MF",Espanyol,22,1992,1,0,30,0.3,0,0,0,0,0,0,0
300,Luso,es ESP,"DF,MF",Córdoba,29,1984,18,16,"1,395",15.5,1,0,1,0,0,4,0
301,Germán Lux,ar ARG,GK,La Coruña,32,1982,7,7,630,7,0,0,0,0,0,1,0
302,Darwin Machís,ve VEN,"FW,MF",Granada,21,1993,3,2,225,2.5,0,0,0,0,0,1,0
303,Lévy Madinda,ga GAB,MF,Celta Vigo,22,1992,5,0,61,0.7,0,0,0,0,0,1,0
304,Diego Mainz,es ESP,DF,Granada,31,1982,23,18,"1,731",19.2,3,0,3,0,0,3,0
305,Hugo Mallo,es ESP,DF,Celta Vigo,23,1991,28,27,"2,330",25.9,1,0,1,0,0,6,0
306,Mario Mandžuki?,hr CRO,"FW,MF",Atlético Madrid,28,1986,28,24,"1,922",21.4,12,6,9,3,3,10,0
307,Mané,es ESP,"DF,MF",Almería,32,1981,5,3,286,3.2,0,0,0,0,0,0,0
308,Manucho,ao ANG,FW,Rayo Vallecano,31,1983,37,12,"1,651",18.3,5,1,5,0,0,5,0
309,José Manuel Casado,es ESP,DF,Almería,27,1986,8,5,415,4.6,0,1,0,0,0,4,0
310,Marcelo,br BRA,"DF,MF",Real Madrid,26,1988,34,33,"2,923",32.5,2,7,2,0,0,9,0
311,Óscar de Marcos,es ESP,"DF,FW",Athletic Club,25,1989,35,32,"2,948",32.8,1,4,1,0,0,6,0
312,Sergio Marcos,es ESP,MF,Villarreal,22,1992,7,5,483,5.4,0,0,0,0,0,0,0
313,José Mari,es ESP,MF,Levante,26,1987,14,6,642,7.1,0,0,0,0,0,3,0
314,José María Giménez,uy URU,DF,Atlético Madrid,19,1995,20,19,"1,757",19.5,1,3,1,0,0,3,0
315,Adrián Marín,es ESP,DF,Villarreal,17,1997,4,4,344,3.8,0,0,0,0,0,1,0
316,Antonio Marín,es ESP,DF,Almería,18,1996,2,1,125,1.4,0,0,0,0,0,0,0
317,Diego Mariño,es ESP,GK,Levante,24,1990,32,32,"2,880",32,0,0,0,0,0,1,0
318,Javi Márquez,es ESP,MF,Granada,28,1986,25,15,"1,424",15.8,0,0,0,0,0,5,0
319,Sulayman Marreh,gm GAM,"DF,MF",Granada,18,1996,1,1,45,0.5,0,0,0,0,0,1,0
320,Carlos Martínez,es ESP,DF,Real Sociedad,28,1986,15,13,"1,178",13.1,0,2,0,0,0,0,0
321,Iñigo Martínez,es ESP,DF,Real Sociedad,23,1991,34,34,"3,026",33.6,3,0,3,0,0,6,0
322,Samu Martínez,es ESP,MF,Elche,20,1994,2,2,180,2,0,0,0,0,0,0,0
323,Luís Martins,pt POR,DF,Granada,22,1992,3,1,152,1.7,0,0,0,0,0,0,0
324,Rafael Martins,br BRA,FW,Levante,25,1989,13,2,332,3.7,1,0,1,0,0,1,0
325,Javier Mascherano,ar ARG,"DF,MF",Barcelona,30,1984,28,26,"2,205",24.5,0,0,0,0,0,8,1
326,Jordi Masip,es ESP,GK,Barcelona,25,1989,1,1,90,1,0,0,0,0,0,0,0
327,Simão Mate Junior,mz MOZ,"DF,MF",Levante,26,1988,27,24,"1,984",22,1,0,1,0,0,10,0
328,Jérémy Mathieu,fr FRA,DF,Barcelona,30,1983,28,23,"2,106",23.4,2,0,2,0,0,5,0
329,Ryder Matos,br BRA,"FW,MF",Córdoba,21,1993,3,2,145,1.6,0,0,0,0,0,0,0
330,Felipe Mattioni,br BRA,DF,Espanyol,25,1988,5,0,63,0.7,0,0,0,0,0,1,0
331,Stéphane Mbia,cm CMR,"DF,MF",Sevilla,28,1986,23,17,"1,475",16.4,4,0,4,0,0,9,0
332,Álvaro Medrán,es ESP,MF,Real Madrid,20,1994,2,0,19,0.2,0,0,0,0,0,0,0
333,Haris Medunjanin,ba BIH,MF,La Coruña,29,1985,24,16,"1,484",16.5,2,0,1,1,2,5,0
334,Tiago Mendes,pt POR,MF,Atlético Madrid,33,1981,31,31,"2,670",29.7,5,5,5,0,0,5,0
335,Edgar Mendez,es ESP,MF,Almería,24,1990,30,21,"1,912",21.2,4,1,4,0,0,5,0
336,Lionel Messi,ar ARG,"FW,MF",Barcelona,27,1987,38,37,"3,375",37.5,43,18,38,5,6,4,0
337,Michel,br BRA,DF,Almería,24,1990,14,13,"1,206",13.4,2,0,2,0,0,3,2
338,Míchel,es ESP,MF,Getafe,26,1988,12,8,780,8.7,1,0,1,0,0,4,0
339,Miku,ve VEN,FW,Rayo Vallecano,28,1985,7,2,227,2.5,2,0,2,0,0,0,0
340,Santi Mina,es ESP,FW,Celta Vigo,18,1995,20,14,"1,148",12.8,7,1,6,1,1,6,0
341,Abraham Minero,es ESP,"DF,MF",Eibar,28,1986,22,14,"1,322",14.7,1,2,1,0,0,6,0
342,Miranda,br BRA,DF,Atlético Madrid,29,1984,23,23,"2,024",22.5,3,1,3,0,0,8,1
343,Luka Modric,hr CRO,MF,Real Madrid,28,1985,16,16,"1,290",14.3,1,3,1,0,0,4,0
344,Paco Montañés,es ESP,"FW,MF",Espanyol,27,1986,25,11,"1,091",12.1,1,1,1,0,0,2,0
345,Martín Montoya,es ESP,DF,Barcelona,23,1991,8,6,591,6.6,0,0,0,0,0,0,0
346,Erik Morán,es ESP,MF,Athletic Club,23,1991,2,1,51,0.6,0,0,0,0,0,0,0
347,Jorge Morcillo,es ESP,DF,Rayo Vallecano,28,1986,13,7,744,8.3,1,0,1,0,0,4,2
348,Álex Moreno,es ESP,"DF,MF",Rayo Vallecano,21,1993,11,4,463,5.1,0,0,0,0,0,0,0
349,Gerard Moreno,es ESP,FW,Villarreal,22,1992,26,19,"1,615",17.9,7,3,7,0,0,2,0
350,Héctor Moreno,mx MEX,DF,Espanyol,26,1988,19,18,"1,593",17.7,1,0,1,0,0,5,1
351,Jairo Morillas,es ESP,FW,Espanyol,21,1993,3,0,66,0.7,0,0,0,0,0,0,0
352,Pedro Mosquera,es ESP,MF,Elche,26,1988,25,24,"2,140",23.8,1,1,1,0,0,5,0
353,Iker Muniain,es ESP,"FW,MF",Athletic Club,21,1992,25,25,"1,997",22.2,1,1,1,0,0,7,0
354,Juan Muñoz,es ESP,"FW,MF",Sevilla,18,1995,1,0,35,0.4,0,0,0,0,0,0,0
355,Jeison Murillo,co COL,DF,Granada,22,1992,19,18,"1,589",17.7,0,0,0,0,0,5,1
356,Mateo Musacchio,ar ARG,DF,Villarreal,23,1990,14,12,"1,139",12.7,3,0,3,0,0,2,0
357,Shkodran Mustafi,de GER,DF,Valencia,22,1992,33,33,"2,910",32.3,4,0,4,0,0,8,0
358,Nacho,es ESP,DF,Rayo Vallecano,25,1989,13,11,936,10.4,0,1,0,0,0,5,0
359,Nacho,es ESP,DF,Real Madrid,24,1990,14,5,667,7.4,1,0,1,0,0,1,0
360,Naldo,br BRA,DF,Getafe,25,1988,30,28,"2,576",28.6,0,0,0,0,0,5,0
361,David Navarro,es ESP,DF,Levante,34,1980,21,21,"1,786",19.8,0,0,0,0,0,6,1
362,Fernando Navarro,es ESP,DF,Sevilla,32,1982,19,15,"1,380",15.3,0,0,0,0,0,3,0
363,Ximo Navarro,es ESP,DF,Almería,24,1990,28,28,"2,405",26.7,0,2,0,0,0,5,0
364,Keylor Navas,cr CRC,GK,Real Madrid,27,1986,6,6,540,6,0,0,0,0,0,1,0
365,Raúl Navas,es ESP,DF,Eibar,26,1988,29,28,"2,456",27.3,2,0,2,0,0,9,2
366,Álvaro Negredo,es ESP,FW,Valencia,28,1985,30,14,"1,549",17.2,5,4,4,1,1,4,0
367,Neymar,br BRA,"FW,MF",Barcelona,22,1992,33,29,"2,562",28.5,22,7,21,1,1,6,0
368,Dani Nieto,es ESP,"FW,MF",Eibar,23,1991,9,1,223,2.5,0,0,0,0,0,1,0
369,Aarón Ñíguez,es ESP,"FW,MF",Elche,25,1989,21,15,"1,161",12.9,0,1,0,0,1,5,0
370,Saúl Ñíguez,es ESP,"DF,MF",Atlético Madrid,19,1994,24,9,"1,069",11.9,4,2,4,0,0,1,0
371,Nolito,es ESP,"FW,MF",Celta Vigo,27,1986,36,32,"2,966",33,13,13,10,3,4,11,0
372,Allan Nyom,cm CMR,"DF,MF",Granada,26,1988,34,34,"2,985",33.2,1,0,1,0,0,9,0
373,Jan Oblak,si SVN,GK,Atlético Madrid,21,1993,11,11,990,11,0,0,0,0,0,2,0
374,Martin Ødegaard,no NOR,"FW,MF",Real Madrid,15,1998,1,0,34,0.4,0,0,0,0,0,0,0
375,Oier Olazábal,es ESP,GK,Granada,24,1989,14,14,"1,260",14,0,0,0,0,0,0,0
376,Weligton Oliveira,br BRA,DF,Málaga,34,1979,32,32,"2,739",30.4,0,1,0,0,0,14,2
377,Lucas Orbán,ar ARG,DF,Valencia,25,1989,22,8,910,10.1,1,1,1,0,0,4,0
378,Fabián Orellana,cl CHI,"FW,MF",Celta Vigo,28,1986,35,34,"2,953",32.8,5,6,5,0,1,13,1
379,Alfredo Ortuño,es ESP,"DF,FW",Granada,23,1991,5,2,247,2.7,0,1,0,0,0,0,0
380,Nicolás Otamendi,ar ARG,DF,Valencia,26,1988,35,35,"3,098",34.4,6,0,6,0,0,9,1
381,Manuel Pablo,es ESP,DF,La Coruña,38,1976,5,5,340,3.8,0,0,0,0,0,1,0
382,Gaspar Panadero,es ESP,MF,Almería,16,1997,1,0,8,0.1,0,0,0,0,0,0,0
383,Aleksandar Panti?,rs SRB,DF,Córdoba,22,1992,29,27,"2,415",26.8,0,0,0,0,0,6,1
384,Rubén Pardo,es ESP,MF,Real Sociedad,21,1992,28,21,"1,921",21.3,1,6,1,0,0,5,0
385,Nicolás Pareja,ar ARG,DF,Sevilla,30,1984,26,26,"2,275",25.3,1,1,1,0,0,6,0
386,Daniel Parejo,es ESP,MF,Valencia,25,1989,34,33,"2,917",32.4,12,5,9,3,5,14,1
387,Thomas Partey,gh GHA,MF,Almería,21,1993,31,28,"2,361",26.2,4,0,4,0,0,13,0
388,Mario Pasalic,hr CRO,"FW,MF",Elche,19,1995,31,26,"2,188",24.3,3,0,3,0,0,5,0
389,Gabriel Paulista,br BRA,DF,Villarreal,23,1990,19,18,"1,586",17.6,0,0,0,0,0,4,0
390,Alfonso Pedraza,es ESP,"DF,FW",Villarreal,18,1996,2,0,45,0.5,0,0,0,0,0,1,0
391,Pedro,es ESP,"FW,MF",Barcelona,27,1987,35,15,"1,555",17.3,6,6,6,0,0,3,0
392,Sergio Pelegrín,es ESP,DF,Elche,35,1979,10,8,729,8.1,0,0,0,0,0,2,0
393,Pepe,pt POR,"DF,MF",Real Madrid,31,1983,27,25,"2,224",24.7,2,2,2,0,0,4,0
394,Jonathan Pereira,es ESP,FW,Rayo Vallecano,27,1987,3,1,116,1.3,0,0,0,0,0,1,0
395,Enzo Pérez,ar ARG,MF,Valencia,28,1986,14,12,"1,033",11.5,0,1,0,0,0,7,0
396,Lucas Pérez,es ESP,"FW,MF",La Coruña,25,1988,21,20,"1,543",17.1,6,3,5,1,2,6,0
397,Rubén Pérez,es ESP,MF,Granada,25,1989,14,13,"1,108",12.3,0,0,0,0,0,7,0
398,Víctor Pérez,es ESP,MF,Levante,26,1988,5,2,288,3.2,0,0,0,0,0,0,0
399,Pablo Piatti,ar ARG,"FW,MF",Valencia,25,1989,28,26,"1,879",20.9,7,6,7,0,0,2,0
400,Tomás Pina Isla,es ESP,MF,Villarreal,26,1987,22,17,"1,453",16.1,0,3,0,0,0,4,1
401,Daniel Pinillos,es ESP,DF,Córdoba,21,1992,12,9,865,9.6,0,0,0,0,0,5,1
402,Federico Piovaccari,it ITA,FW,Eibar,29,1984,28,17,"1,592",17.7,6,0,6,0,0,6,2
403,Gerard Piqué,es ESP,DF,Barcelona,27,1987,27,26,"2,385",26.5,5,1,5,0,0,6,0
404,Piti,es ESP,"FW,MF",Granada,33,1981,33,28,"2,303",25.6,1,3,1,0,0,9,0
405,Carles Planas,es ESP,DF,Celta Vigo,23,1991,11,10,817,9.1,0,1,0,0,0,3,1
406,Hélder Postiga,pt POR,FW,La Coruña,31,1982,14,8,721,8,1,1,1,0,0,4,1
407,Alejandro Pozuelo,es ESP,"FW,MF",Rayo Vallecano,22,1991,11,3,434,4.8,0,0,0,0,0,0,0
408,Xabi Prieto,es ESP,MF,Real Sociedad,30,1983,35,33,"2,982",33.1,4,6,2,2,2,5,0
409,Quini,es ESP,"DF,MF",Rayo Vallecano,24,1989,17,10,"1,156",12.8,0,0,0,0,0,5,0
410,Quique,es ESP,"FW,MF",Almería,24,1990,3,0,33,0.4,0,0,0,0,0,0,0
411,Nemanja Radoja,rs SRB,"DF,MF",Celta Vigo,21,1993,28,23,"2,005",22.3,0,0,0,0,0,5,0
412,Rafa,es ESP,"DF,MF",Getafe,29,1985,1,1,90,1,0,0,0,0,0,0,0
413,Juan Rafael Fuentes,es ESP,DF,Espanyol,24,1990,22,21,"1,875",20.8,0,0,0,0,0,6,0
414,Rafinha,br BRA,MF,Barcelona,21,1993,24,13,"1,157",12.9,1,0,1,0,0,2,0
415,Ivan Rakitic,hr CRO,MF,Barcelona,26,1988,32,23,"2,030",22.6,5,8,5,0,0,1,0
416,Sandro Ramírez,es ESP,FW,Barcelona,19,1995,7,0,158,1.8,2,0,2,0,0,0,0
417,Iván Ramis,es ESP,DF,Levante,29,1984,13,13,"1,112",12.4,0,0,0,0,0,5,1
418,Héldon Ramos,cv CPV,"FW,MF",Córdoba,25,1988,14,6,532,5.9,0,0,0,0,0,4,0
419,Sergio Ramos,es ESP,DF,Real Madrid,28,1986,27,27,"2,229",24.8,4,1,4,0,0,12,0
420,Recio,es ESP,MF,Málaga,23,1991,30,15,"1,493",16.6,1,2,1,0,0,10,0
421,Ezequiel Rescaldani,ar ARG,FW,Málaga,22,1992,1,0,40,0.4,0,0,0,0,0,1,0
422,Fran Rico,es ESP,MF,Granada,26,1987,31,28,"2,548",28.3,3,1,1,2,2,13,0
423,Mikel Rico,es ESP,MF,Athletic Club,29,1984,36,32,"2,792",31,3,2,3,0,0,3,0
424,Sergio Rico,es ESP,GK,Sevilla,20,1993,21,19,"1,812",20.1,0,0,0,0,0,2,0
425,Oriol Riera,es ESP,FW,La Coruña,28,1986,21,18,"1,507",16.7,4,1,4,0,0,3,0
426,Riki,es ESP,FW,Granada,33,1980,9,0,216,2.4,0,0,0,0,0,1,0
427,Roberto,es ESP,GK,Granada,35,1979,23,23,"2,070",23,0,0,0,0,0,3,0
428,Sergi Roberto,es ESP,"DF,MF",Barcelona,22,1992,12,4,517,5.7,0,0,0,0,0,0,0
429,Rubén Rochina,es ESP,"FW,MF",Granada,23,1991,19,12,"1,133",12.6,2,1,2,0,0,4,0
430,Enzo Roco,cl CHI,DF,Elche,21,1992,32,32,"2,880",32,0,1,0,0,0,6,0
431,Héctor Rodas,es ESP,DF,Levante,26,1988,7,6,568,6.3,0,0,0,0,0,2,0
432,Rodrigo,es ESP,"FW,MF",Valencia,23,1991,31,24,"2,072",23,3,5,2,1,1,6,2
433,Garry Rodrigues,cv CPV,"FW,MF",Elche,23,1990,31,16,"1,559",17.3,2,1,2,0,0,7,1
434,Ángel Rodríguez,es ESP,FW,Eibar,27,1987,15,6,534,5.9,0,1,0,0,0,1,0
435,Cristian Rodríguez,uy URU,MF,Atlético Madrid,28,1985,6,0,75,0.8,0,0,0,0,0,0,0
436,James Rodríguez,co COL,"FW,MF",Real Madrid,23,1991,29,29,"2,265",25.2,13,13,13,0,0,5,0
437,José Rodríguez,es ESP,MF,La Coruña,19,1994,25,17,"1,493",16.6,2,1,2,0,0,6,0
438,Juan Rodríguez,es ESP,MF,Getafe,32,1982,33,32,"2,721",30.2,1,0,1,0,0,6,0
439,Raúl Rodríguez,es ESP,DF,Espanyol,26,1987,1,0,3,0,0,0,0,0,0,0,0
440,Víctor Rodríguez,es ESP,"FW,MF",Elche,25,1989,36,33,"2,840",31.6,4,2,4,0,0,5,0
441,Dani Romera,es ESP,FW,Almería,18,1995,5,0,61,0.7,0,0,0,0,0,0,0
442,Cristiano Ronaldo,pt POR,"FW,MF",Real Madrid,29,1985,35,35,"3,100",34.4,48,16,38,10,12,5,1
443,Roberto Rosales,ve VEN,"DF,MF",Málaga,25,1988,34,34,"3,037",33.7,0,3,0,0,0,7,0
444,Fausto Rossi,it ITA,MF,Córdoba,23,1990,24,16,"1,463",16.3,0,0,0,0,0,5,0
445,Rubén,es ESP,GK,Almería,30,1984,23,23,"2,070",23,0,0,0,0,0,2,0
446,Víctor Ruiz,es ESP,"DF,MF",Villarreal,25,1989,25,24,"2,205",24.5,0,2,0,0,0,5,0
447,Antonio Rukavina,rs SRB,DF,Villarreal,30,1984,21,15,"1,414",15.7,0,0,0,0,0,5,0
448,Gerónimo Rulli,ar ARG,GK,Real Sociedad,22,1992,22,22,"1,980",22,0,0,0,0,0,5,0
449,Mikel Saizar,es ESP,GK,Córdoba,31,1983,6,6,540,6,0,0,0,0,0,0,0
450,Diogo Salomão,pt POR,"FW,MF",La Coruña,25,1988,6,2,292,3.2,1,0,1,0,0,0,0
451,Sammir,hr CRO,"FW,MF",Getafe,27,1987,23,16,"1,418",15.8,1,4,1,0,0,0,0
452,Mikel San José,es ESP,"DF,MF",Athletic Club,25,1989,28,23,"2,146",23.8,5,1,5,0,0,10,1
453,Sergio Sánchez,es ESP,DF,Málaga,28,1986,21,19,"1,708",19,0,0,0,0,0,7,0
454,Víctor Sánchez,es ESP,"DF,MF",Espanyol,26,1987,34,29,"2,563",28.5,3,3,3,0,0,18,0
455,Roque Santa Cruz,py PAR,FW,Málaga,32,1981,12,11,912,10.1,4,1,3,1,1,0,0
456,Pablo Sarabia,es ESP,"FW,MF",Getafe,22,1992,35,31,"2,590",28.8,2,5,2,0,0,10,0
457,Carlos Selfa,es ESP,MF,Almería,22,1992,1,0,32,0.4,0,0,0,0,0,0,0
458,Fran Serrano,es ESP,DF,Córdoba,19,1995,2,1,140,1.6,0,0,0,0,0,0,0
459,Salva Sevilla,es ESP,MF,Espanyol,30,1984,26,17,"1,424",15.8,0,3,0,0,0,5,0
460,Sidnei,br BRA,DF,La Coruña,24,1989,32,32,"2,878",32,0,2,0,0,0,10,0
461,Lucas Silva,br BRA,MF,Real Madrid,21,1993,8,3,340,3.8,0,0,0,0,0,0,0
462,Wellington Silva,br BRA,"FW,MF",Almería,21,1993,31,23,"1,978",22,0,3,0,0,0,6,0
464,Guilherme Siqueira,br BRA,"DF,MF",Atlético Madrid,28,1986,25,24,"2,077",23.1,1,1,1,0,1,7,2
465,Abdoul Sissoko,fr FRA,MF,Granada,24,1990,11,10,756,8.4,0,0,0,0,0,1,0
466,Mohamed Sissoko,ml MLI,MF,Levante,29,1985,21,12,"1,091",12.1,0,0,0,0,0,4,0
467,Fran Sol,es ESP,FW,Villarreal,22,1992,2,0,21,0.2,0,0,0,0,0,0,0
468,Enrique Sola,es ESP,FW,Athletic Club,28,1986,5,1,115,1.3,0,0,0,0,0,0,0
469,Bruno Soriano,es ESP,MF,Villarreal,30,1984,24,23,"2,083",23.1,2,1,1,1,1,3,0
470,Fernando Soriano,es ESP,MF,Almería,34,1979,28,13,"1,441",16,3,1,3,0,0,9,0
471,Cristhian Stuani,uy URU,"FW,MF",Espanyol,27,1986,37,15,"1,769",19.7,12,0,10,2,2,5,1
472,Damián Suárez,uy URU,DF,Elche,26,1988,34,34,"3,040",33.8,1,1,1,0,0,12,1
473,Denis Suárez,es ESP,MF,Sevilla,20,1994,31,16,"1,620",18,2,4,2,0,0,2,0
474,Luis Suárez,uy URU,FW,Barcelona,27,1987,27,25,"2,159",24,16,13,16,0,0,4,0
475,Mario Suárez,es ESP,MF,Atlético Madrid,27,1987,20,11,"1,139",12.7,1,0,1,0,0,9,0
476,Isaac Success,ng NGA,"FW,MF",Granada,18,1996,19,9,934,10.4,1,1,1,0,0,1,0
477,Markel Susaeta,es ESP,"FW,MF",Athletic Club,26,1987,31,20,"1,773",19.7,1,7,1,0,0,2,0
478,Fernando Tissone,ar ARG,MF,Málaga,28,1986,7,3,329,3.7,0,0,0,0,0,3,0
479,Tito,es ESP,DF,Rayo Vallecano,29,1985,33,31,"2,838",31.5,0,2,0,0,0,11,1
480,Toché,es ESP,FW,La Coruña,31,1983,25,9,986,11,4,1,4,0,0,5,0
481,Toño,es ESP,"DF,MF",Levante,24,1989,22,20,"1,747",19.4,0,2,0,0,0,7,0
482,Toño,es ESP,GK,Rayo Vallecano,34,1979,21,20,"1,724",19.2,0,0,0,0,0,2,0
483,Gaizka Toquero,es ESP,"FW,MF",Athletic Club,29,1984,4,0,40,0.4,0,0,0,0,0,0,0
484,Fernando Torres,es ESP,FW,Atlético Madrid,30,1984,19,10,881,9.8,3,1,3,0,0,3,0
485,Miguel Torres,es ESP,DF,Málaga,28,1986,16,13,"1,172",13,0,1,0,0,0,4,0
486,Roberto Trashorras,es ESP,MF,Rayo Vallecano,33,1981,33,33,"2,883",32,1,4,1,0,0,11,0
487,Benoît Trémoulinas,fr FRA,DF,Sevilla,28,1985,20,18,"1,638",18.2,0,4,0,0,0,5,0
488,Manu Trigueros,es ESP,MF,Villarreal,22,1991,33,28,"2,416",26.8,1,1,1,0,0,9,0
489,Tropi,es ESP,MF,Valencia,19,1995,1,0,2,0,0,0,0,0,0,0,0
490,Ángel Trujillo,es ESP,DF,Almería,26,1987,36,35,"3,208",35.6,0,2,0,0,0,5,1
491,Arda Turan,tr TUR,"FW,MF",Atlético Madrid,27,1987,32,28,"2,317",25.7,2,5,2,0,0,7,0
492,Przemyslaw Tyton,pl POL,GK,Elche,27,1987,32,32,"2,856",31.7,0,0,0,0,0,1,1
493,Ikechukwu Uche,ng NGA,FW,Villarreal,30,1984,23,19,"1,363",15.1,6,1,5,1,1,2,0
494,Kalu Uche,ng NGA,"FW,MF",Levante,31,1982,16,9,877,9.7,5,3,5,0,0,1,0
