,,,,,,,Playing Time,,,,Performance,,,,,,
494,Enrique Sola,es ESP,FW,Osasuna,26,1986,31,24,"2,056",22.8,8,1,8,0,0,4,0
495,Roberto Soldado,es ESP,FW,Valencia,27,1985,35,33,"2,919",32.4,24,5,19,5,6,10,0
496,Alex Song,cm CMR,"DF,MF",Barcelona,24,1987,20,17,"1,539",17.1,1,0,1,0,0,3,0
497,Emir Spahi?,ba BIH,DF,Sevilla,31,1980,22,22,"1,955",21.7,1,0,1,0,0,10,0
498,Miroslav Stevanovi?,ba BIH,"FW,MF",Sevilla,22,1990,7,0,118,1.3,0,0,0,0,0,0,0
499,Cristhian Stuani,uy URU,"FW,MF",Espanyol,25,1986,32,21,"2,143",23.8,7,4,7,0,0,14,0
500,Mario Suárez,es ESP,MF,Atlético Madrid,25,1987,29,23,"2,001",22.2,1,1,1,0,0,10,2
501,Markel Susaeta,es ESP,"FW,MF",Athletic Club,24,1987,36,36,"3,062",34,7,5,7,0,0,8,1
502,Raúl Tamudo,es ESP,FW,Rayo Vallecano,34,1977,4,0,63,0.7,1,0,1,0,0,0,0
503,Sergio Tejera,es ESP,MF,Espanyol,22,1990,12,3,337,3.7,1,0,1,0,0,5,0
504,Cristian Tello,es ESP,"FW,MF",Barcelona,20,1991,22,12,"1,178",13.1,7,4,7,0,0,0,0
505,Fausto Tienza,es ESP,MF,Betis,22,1990,1,0,6,0.1,0,0,0,0,0,0,0
506,David Timor,es ESP,"DF,MF",Osasuna,22,1989,16,10,937,10.4,1,2,0,1,1,3,1
507,Fernando Tissone,ar ARG,MF,Mallorca,26,1986,15,12,"1,091",12.1,0,0,0,0,0,3,0
508,Tito,es ESP,DF,Rayo Vallecano,27,1985,33,31,"2,744",30.5,1,0,1,0,0,9,0
509,Joan Tomàs,es ESP,"FW,MF",Celta Vigo,27,1985,4,0,38,0.4,0,0,0,0,0,0,0
510,Toni Dovale,es ESP,"DF,MF",Celta Vigo,22,1990,14,0,270,3,0,0,0,0,0,2,0
511,Toño,es ESP,GK,Granada,32,1979,24,24,"2,160",24,0,0,0,0,0,2,0
512,Charlie Took,cm CMR,DF,Mallorca,19,1993,1,0,15,0.2,0,0,0,0,0,0,0
513,Gaizka Toquero,es ESP,"FW,MF",Athletic Club,27,1984,16,1,234,2.6,0,0,0,0,0,1,0
514,Gabriel Torje,ro ROU,"FW,MF",Granada,22,1989,34,28,"2,188",24.3,3,0,3,0,0,6,0
515,Miguel Torres,es ESP,DF,Getafe,26,1986,21,20,"1,739",19.3,0,0,0,0,0,6,0
516,Óliver Torres,es ESP,MF,Atlético Madrid,17,1994,8,0,177,2,0,0,0,0,0,0,0
517,Roberto Torres,es ESP,MF,Osasuna,23,1989,5,1,176,2,1,0,1,0,0,0,0
518,Xavi Torres,es ESP,MF,Getafe,25,1986,35,32,"2,818",31.3,0,2,0,0,0,7,0
519,Jérémy Toulalan,fr FRA,"DF,MF",Málaga,28,1983,19,18,"1,546",17.2,0,1,0,0,0,5,0
520,Roberto Trashorras,es ESP,MF,Rayo Vallecano,31,1981,35,31,"2,727",30.3,1,4,1,0,0,6,0
521,Piotr Trochowski,de GER,MF,Sevilla,28,1984,6,6,433,4.8,2,0,2,0,0,0,0
522,Andrés Túñez,ve VEN,DF,Celta Vigo,25,1987,30,30,"2,700",30,0,0,0,0,0,5,0
523,Arda Turan,tr TUR,"FW,MF",Atlético Madrid,25,1987,32,26,"2,148",23.9,5,3,5,0,0,7,0
524,Álvaro Vadillo,es ESP,"FW,MF",Betis,17,1994,14,3,507,5.6,0,2,0,0,0,3,0
525,Víctor Valdés,es ESP,GK,Barcelona,30,1982,31,31,"2,790",31,0,0,0,0,0,0,0
526,Nelson Valdez,py PAR,FW,Valencia,28,1983,28,6,785,8.7,6,0,6,0,0,4,0
527,Valdo,cv CPV,"FW,MF",Levante,31,1981,13,6,659,7.3,0,1,0,0,0,2,0
528,Juan Valera Espín,es ESP,"DF,MF",Getafe,27,1984,30,30,"2,587",28.7,2,0,2,0,0,8,0
529,Marc Valiente,es ESP,DF,Valladolid,25,1987,28,28,"2,404",26.7,0,0,0,0,0,4,0
530,Raphaël Varane,fr FRA,"DF,MF",Real Madrid,19,1993,15,12,"1,125",12.5,0,0,0,0,0,0,0
531,Javi Varas,es ESP,GK,Celta Vigo,29,1982,35,35,"3,103",34.5,0,0,0,0,0,4,0
532,Álvaro Vázquez,es ESP,FW,Getafe,21,1991,29,14,"1,316",14.6,4,0,4,0,0,2,0
533,Álvaro Vázquez,es ESP,FW,Espanyol,21,1991,2,2,139,1.5,1,0,1,0,0,0,0
534,Franco Vázquez,ar ARG,"FW,MF",Rayo Vallecano,23,1989,18,8,748,8.3,3,0,3,0,0,2,0
535,Jesús Vázquez,es ESP,MF,La Coruña,32,1980,5,2,177,2,0,0,0,0,0,1,0
536,Carlos Vela,mx MEX,"FW,MF",Real Sociedad,23,1989,35,32,"2,689",29.9,14,10,10,4,4,10,0
537,Joan Verdú,es ESP,MF,Espanyol,29,1983,37,36,"3,083",34.3,9,3,5,4,4,7,0
538,João Victor,br BRA,"DF,MF",Mallorca,23,1988,7,2,280,3.1,0,0,0,0,0,1,0
539,Jonathan Viera,es ESP,"FW,MF",Valencia,22,1989,17,7,772,8.6,2,3,2,0,0,2,0
540,Jonathan Vila,es ESP,"DF,MF",Celta Vigo,26,1986,14,10,"1,011",11.2,0,0,0,0,0,5,0
541,Eder Vilarchao,es ESP,MF,Betis,22,1990,1,0,34,0.4,0,0,0,0,0,0,0
542,David Villa,es ESP,"FW,MF",Barcelona,30,1981,28,17,"1,414",15.7,10,5,10,0,1,1,0
543,Loukas Vyntra,gr GRE,DF,Levante,31,1981,15,15,"1,350",15,0,0,0,0,0,4,0
544,Wakaso,gh GHA,MF,Espanyol,22,1990,26,23,"1,873",20.8,3,6,3,0,0,15,2
545,Lucas Wilchez,ar ARG,"FW,MF",Zaragoza,28,1983,5,1,120,1.3,0,0,0,0,0,0,0
546,Xavi,es ESP,MF,Barcelona,32,1980,30,24,"2,192",24.4,5,7,5,0,0,0,0
547,Hassan Yebda,dz ALG,MF,Granada,28,1984,2,0,45,0.5,0,0,0,0,0,0,0
548,Nabil El Zhar,ma MAR,"FW,MF",Levante,25,1986,31,21,"1,661",18.5,2,1,2,0,0,5,0
549,Eñaut Zubikarai,es ESP,GK,Real Sociedad,28,1984,7,7,630,7,0,0,0,0,0,0,0
550,Franco Zuculini,ar ARG,MF,Zaragoza,21,1990,16,13,904,10,1,2,1,0,0,2,0
551,David Zurutuza,es ESP,MF,Real Sociedad,26,1986,21,14,"1,151",12.8,2,3,2,0,0,2,0
