,,,,,,,,,Standard,,,,,,,,Performance,
253,Koke,es ESP,MF,AtlÈtico Madrid,21,1992,30.9,6,,14,,,0.45,,0.43,,0,0
254,Geoffrey Kondogbia,cf CTA,MF,Sevilla,20,1993,1,0,,0,,,0,,,,0,0
255,Michael Krohn-Dehli,dk DEN,"FW,MF",Celta Vigo,30,1983,21.7,0,,15,,,0.69,,0,,0,0
256,Alberto de la Bella,es ESP,DF,Real Sociedad,27,1985,16.3,1,,4,,,0.25,,0.25,,0,0
257,Mehdi Lacen,dz ALG,MF,Getafe,29,1984,14,0,,0,,,0,,,,0,0
258,¡Ångel Lafita,es ESP,"FW,MF",Getafe,28,1984,21.3,7,,19,,,0.89,,0.37,,0,0
259,Roberto Lago,es ESP,"DF,MF",Getafe,27,1985,16.9,0,,0,,,0,,,,0,0
260,Manuel Lanzarote,es ESP,MF,Espanyol,29,1984,6.5,1,,5,,,0.77,,0.2,,0,0
261,Aymeric Laporte,es ESP,DF,Athletic Club,19,1994,32.6,2,,7,,,0.21,,0.29,,0,0
262,JoaquÌn Larrivey,ar ARG,FW,Rayo Vallecano,28,1984,26.9,12,,27,,,1.01,,0.33,,3,3
263,Daniel Larsson,se SWE,"FW,MF",Valladolid,26,1987,18.3,3,,11,,,0.6,,0.27,,0,0
264,Miguel de las Cuevas,es ESP,MF,Osasuna,27,1986,17.7,0,,9,,,0.51,,0,,0,0
265,Christian Lell,de GER,DF,Levante,28,1984,4,0,,0,,,0,,,,0,0
266,Pedro LeÛn,es ESP,"FW,MF",Getafe,26,1986,32.3,7,,30,,,0.93,,0.23,,0,0
267,Diego Llorente,es ESP,DF,Real Madrid,19,1993,0.2,0,,0,,,0,,,,0,0
268,Cristian Lobato,es ESP,"FW,MF",Osasuna,24,1989,3.7,0,,1,,,0.27,,0,,0,0
269,Raoul LoÈ,cm CMR,MF,Osasuna,24,1989,13.3,0,,0,,,0,,,,0,0
270,Lolo,es ESP,"DF,MF",Osasuna,28,1984,16.5,0,,3,,,0.18,,0,,0,0
271,David Lomb·n,es ESP,DF,Elche,26,1987,26.5,1,,3,,,0.11,,0.33,,0,0
272,Samuele Longo,it ITA,FW,Rayo Vallecano,21,1992,1.5,0,,1,,,0.66,,0,,0,0
273,Adri·n LÛpez,es ESP,FW,AtlÈtico Madrid,25,1988,8.2,1,,7,,,0.85,,0.14,,0,0
274,¡Ålex LÛpez,es ESP,MF,Celta Vigo,25,1988,22.1,5,,20,,,0.91,,0.25,,0,0
275,Borja LÛpez,es ESP,DF,Rayo Vallecano,19,1994,2.1,0,,0,,,0,,,,0,0
276,David LÛpez,es ESP,"DF,MF",Espanyol,23,1989,31.5,2,,12,,,0.38,,0.17,,0,0
277,Diego LÛpez,es ESP,GK,Real Madrid,31,1981,36,0,,0,,,0,,,,0,0
278,¡çÒigo LÛpez,es ESP,DF,Celta Vigo,31,1982,6.3,1,,2,,,0.32,,0.5,,0,0
279,Javi LÛpez,es ESP,"DF,MF",Espanyol,27,1986,32.5,0,,1,,,0.03,,0,,0,0
280,Lisandro LÛpez,ar ARG,DF,Getafe,23,1989,24.9,3,,8,,,0.32,,0.38,,0,0
281,Pedro LÛpez MuÒoz,es ESP,DF,Levante,29,1983,28.2,1,,3,,,0.11,,0.33,,0,0
282,Pedro LÛpez,es ESP,GK,Betis,18,1995,0.1,0,,0,,,0,,,,0,0
283,Alberto Lopo,es ESP,DF,Getafe,33,1980,1.5,0,,0,,,0,,,,0,0
284,Jordan LotiËs,fr FRA,DF,Osasuna,28,1984,29.3,0,,6,,,0.21,,0,,0,0
285,Filipe LuÌs,br BRA,DF,AtlÈtico Madrid,27,1985,32,0,,4,,,0.13,,0,,0,0
286,JosÈ Luis Gay‡,es ESP,"DF,MF",Valencia,18,1995,1,0,,0,,,0,,,,0,0
287,Cedrick Mabwati,cd COD,"FW,MF",Betis,21,1992,12.6,0,,6,,,0.48,,0,,0,0
288,LÈvy Madinda,ga GAB,MF,Celta Vigo,21,1992,7.4,0,,2,,,0.27,,0,,0,0
289,Diego Mainz,es ESP,DF,Granada,30,1982,15,0,,1,,,0.07,,0,,0,0
290,Hugo Mallo,es ESP,DF,Celta Vigo,22,1991,31.5,0,,1,,,0.03,,0,,0,0
291,ManÈ,es ESP,"DF,MF",AlmerÌa,31,1981,8.1,0,,3,,,0.37,,0,,0,0
292,Javier Manquillo,es ESP,DF,AtlÈtico Madrid,19,1994,3,0,,0,,,0,,,,0,0
293,Sergio MantecÛn,es ESP,MF,Elche,33,1980,4.1,0,,1,,,0.24,,0,,0,0
294,Manucho,ao ANG,FW,Valladolid,30,1983,10.2,3,,12,,,1.18,,0.25,,0,0
295,JosÈ Manuel Casado,es ESP,DF,M·laga,26,1986,0.6,0,,0,,,0,,,,0,1
296,JosÈ Manuel Pinto,es ESP,GK,Barcelona,37,1975,12.8,0,,0,,,0,,,,0,0
297,Marcelo,br BRA,"DF,MF",Real Madrid,25,1988,24.2,1,,7,,,0.29,,0.14,,0,0
298,NÈlson Marcos,pt POR,DF,AlmerÌa,30,1983,13.1,0,,0,,,0,,,,0,0
299,”scar de Marcos,es ESP,"DF,FW",Athletic Club,24,1989,22,5,,11,,,0.5,,0.45,,0,0
300,JosÈ MarÌa GimÈnez,uy URU,DF,AtlÈtico Madrid,18,1995,1,0,,0,,,0,,,,0,0
301,Ciprian Marica,ro ROU,FW,Getafe,27,1985,19.9,6,,20,,,1,,0.25,,1,1
302,Jean Marie Dongou,cm CMR,FW,Barcelona,18,1995,0.1,0,,0,,,0,,,,0,0
303,Marko Marin,de GER,"FW,MF",Sevilla,24,1989,10.6,0,,6,,,0.57,,0,,0,0
304,Diego MariÒo,es ESP,GK,Valladolid,23,1990,28,0,,0,,,0,,,,0,0
305,Javi M·rquez,es ESP,MF,Elche,27,1986,22.8,2,,14,,,0.61,,0.14,,0,0
306,Carlos MartÌnez,es ESP,DF,Real Sociedad,27,1986,23.4,0,,1,,,0.04,,0,,0,0
307,Hans MartÌnez,cl CHI,DF,AlmerÌa,26,1987,1,0,,0,,,0,,,,0,0
308,IÒigo MartÌnez,es ESP,DF,Real Sociedad,22,1991,34.7,2,,5,,,0.14,,0.4,,0,0
309,Samu MartÌnez,es ESP,MF,Elche,19,1994,0.1,0,,0,,,0,,,,0,0
310,Javier Mascherano,ar ARG,"DF,MF",Barcelona,29,1984,26.2,0,,0,,,0,,,,0,0
311,Sim„o Mate Junior,mz MOZ,"DF,MF",Levante,25,1988,28.6,1,,2,,,0.07,,0.5,,0,0
312,JÈrÈmy Mathieu,fr FRA,DF,Valencia,29,1983,31.3,3,,6,,,0.19,,0.5,,0,0
313,Javier Matilla,es ESP,MF,Betis,24,1988,15.2,0,,8,,,0.53,,0,,0,0
314,Felipe Mattioni,br BRA,DF,Espanyol,24,1988,2,0,,0,,,0,,,,0,0
315,StÈphane Mbia,cm CMR,"DF,MF",Sevilla,27,1986,16.6,3,,4,,,0.24,,0.75,,0,0
316,Tiago Mendes,pt POR,MF,AtlÈtico Madrid,32,1981,21.1,2,,5,,,0.24,,0.4,,0,0
317,Lionel Messi,ar ARG,"FW,MF",Barcelona,26,1987,27.8,28,,79,,,2.84,,0.27,,7,8
318,MÌchel,es ESP,MF,Getafe,27,1985,10.3,0,,0,,,0,,,,0,0
319,MÌchel,es ESP,MF,Valencia,25,1988,6,0,,5,,,0.84,,0,,0,0
320,Miku,ve VEN,FW,Getafe,27,1985,3.3,2,,3,,,0.92,,0.67,,0,0
321,Santi Mina,es ESP,FW,Celta Vigo,17,1995,13.7,2,,11,,,0.8,,0.18,,0,0
322,Miranda,br BRA,DF,AtlÈtico Madrid,28,1984,32,2,,5,,,0.16,,0.4,,0,0
323,Stefan Mitrovi?,rs SRB,DF,Valladolid,23,1990,16,0,,2,,,0.12,,0,,0,0
324,Mode,es ESP,DF,Sevilla,19,1994,0.2,0,,0,,,0,,,,0,0
325,Luka Modric,hr CRO,MF,Real Madrid,27,1985,29.3,1,,7,,,0.24,,0.14,,0,0
326,Johan Mojica,co COL,"DF,MF",Rayo Vallecano,20,1992,8.2,0,,1,,,0.12,,0,,0,0
327,Jorge Molina,es ESP,FW,Betis,31,1982,26.1,9,,31,,,1.19,,0.26,,1,2
328,MartÌn Montoya,es ESP,DF,Barcelona,22,1991,12.5,0,,1,,,0.08,,0,,0,0
329,Pedro Morales,cl CHI,MF,M·laga,28,1985,7.2,1,,9,,,1.24,,0.11,,0,0
330,Erik Mor·n,es ESP,MF,Athletic Club,22,1991,6.5,0,,0,,,0,,,,0,0
331,¡Ålvaro Morata,es ESP,FW,Real Madrid,20,1992,6.6,8,,23,,,3.48,,0.35,,0,0
332,Alberto Moreno,es ESP,"DF,MF",Sevilla,21,1992,25.8,3,,4,,,0.15,,0.75,,0,0
333,HÈctor Moreno,mx MEX,DF,Espanyol,25,1988,31.2,1,,4,,,0.13,,0.25,,0,0
334,Pedro Mosquera,es ESP,MF,Getafe,25,1988,17.3,0,,0,,,0,,,,0,0
335,Iker Muniain,es ESP,"FW,MF",Athletic Club,20,1992,30.1,7,,25,,,0.83,,0.24,,1,1
336,Jeison Murillo,co COL,DF,Granada,21,1992,31.4,1,,5,,,0.16,,0.2,,0,0
337,Mateo Musacchio,ar ARG,DF,Villarreal,22,1990,31.6,1,,5,,,0.16,,0.2,,0,0
338,Alfred N'Diaye,sn SEN,"DF,MF",Betis,23,1990,15.7,0,,5,,,0.32,,0,,0,0
339,Nacho,es ESP,DF,Real Madrid,23,1990,9.1,0,,1,,,0.11,,0,,0,0
340,Nacho,es ESP,"DF,MF",Betis,33,1980,14.5,0,,1,,,0.07,,0,,0,0
341,Nacho,es ESP,DF,Rayo Vallecano,24,1989,18.7,0,,3,,,0.16,,0,,0,0
342,Nagore,es ESP,DF,Levante,32,1980,2.1,0,,0,,,0,,,,0,0
343,MatÌas Nahuel,es ESP,"FW,MF",Villarreal,16,1996,2.2,0,,0,,,0,,,,0,0
344,David Navarro,es ESP,DF,Levante,33,1980,28,1,,4,,,0.14,,0.25,,0,0
345,Fernando Navarro,es ESP,DF,Sevilla,31,1982,21.5,0,,0,,,0,,,,0,0
346,Keylor Navas,cr CRC,GK,Levante,26,1986,36.1,0,,0,,,0,,,,0,0
347,Neymar,br BRA,"FW,MF",Barcelona,21,1992,19.3,9,,34,,,1.76,,0.24,,1,1
348,AarÛn —Ìguez,es ESP,"FW,MF",Elche,24,1989,9.7,1,,12,,,1.24,,0.08,,0,0
349,Sa˙l —Ìguez,es ESP,"DF,MF",Rayo Vallecano,18,1994,33.4,2,,16,,,0.48,,0.13,,0,0
350,Nino,es ESP,"FW,MF",Osasuna,33,1980,0.6,0,,0,,,0,,,,0,0
351,Nolito,es ESP,"FW,MF",Celta Vigo,26,1986,25.1,14,,40,,,1.59,,0.3,,2,2
352,Aloys Nong,cm CMR,FW,Levante,29,1983,1,0,,1,,,1.05,,0,,0,0
353,Nono,es ESP,MF,Betis,20,1993,14.4,0,,3,,,0.21,,0,,0,0
354,Allan Nyom,cm CMR,"DF,MF",Granada,25,1988,31.6,0,,1,,,0.03,,0,,0,0
355,Fabrice Olinga,cm CMR,"FW,MF",M·laga,17,1996,5.7,0,,2,,,0.35,,0,,0,0
356,Weligton Oliveira,br BRA,DF,M·laga,33,1979,14.2,1,,1,,,0.07,,1,,0,0
357,Manuel Onwu,es ESP,FW,Osasuna,25,1988,2.6,0,,0,,,0,,,,0,0
358,Fabi·n Orellana,cl CHI,"FW,MF",Celta Vigo,27,1986,22.2,5,,18,,,0.81,,0.28,,0,0
359,Joan Oriol,es ESP,DF,Osasuna,26,1986,8.3,0,,1,,,0.12,,0,,0,0
360,”scar,es ESP,MF,Valladolid,30,1982,18.1,1,,7,,,0.39,,0.14,,0,0
361,Humberto Osorio,co COL,FW,Valladolid,25,1988,5.9,4,,10,,,1.69,,0.4,,0,0
362,Borja OubiÒa,es ESP,MF,Celta Vigo,31,1982,22.6,1,,2,,,0.09,,0.5,,0,0
363,Mesut ÷zil,de GER,MF,Real Madrid,24,1988,1.5,0,,1,,,0.68,,0,,0,0
364,Dorlan PabÛn,co COL,"FW,MF",Valencia,25,1988,10,3,,14,,,1.4,,0.21,,0,0
365,Miguel PallardÛ,es ESP,MF,Levante,26,1986,1.3,0,,1,,,0.78,,0,,0,0
366,Aleksandar Panti?,rs SRB,DF,Villarreal,21,1992,6.8,0,,0,,,0,,,,0,0
367,RubÈn Pardo,es ESP,MF,Real Sociedad,20,1992,20.9,3,,10,,,0.48,,0.3,,0,0
368,Nicol·s Pareja,ar ARG,DF,Sevilla,29,1984,21.9,0,,2,,,0.09,,0,,0,0
369,Daniel Parejo,es ESP,MF,Valencia,24,1989,26.8,4,,18,,,0.67,,0.22,,0,0
370,Germ·n ParreÒo,es ESP,GK,Espanyol,20,1993,1,0,,0,,,0,,,,0,0
371,AgustÌn Pastoriza,ar ARG,,Betis,17,1996,0.4,0,,,,,,,,,0,
372,Paul„o,br BRA,DF,Betis,31,1982,18.3,0,,3,,,0.16,,0,,0,0
373,Gabriel Paulista,br BRA,DF,Villarreal,22,1990,16.9,0,,2,,,0.12,,0,,0,0
374,Bartlomiej Pawlowski,pl POL,"FW,MF",M·laga,20,1992,2.9,1,,3,,,1.04,,0.33,,0,0
375,Pedro,es ESP,"FW,MF",Barcelona,26,1987,26.1,15,,30,,,1.15,,0.5,,0,0
376,Sergio PelegrÌn,es ESP,DF,Elche,34,1979,15.6,0,,0,,,0,,,,0,0
377,Hern·n Pellerano,ar ARG,DF,AlmerÌa,29,1984,11.7,0,,2,,,0.17,,0,,0,0
378,Carlos PeÒa,es ESP,DF,Valladolid,30,1983,36.9,1,,2,,,0.05,,0.5,,0,0
379,Pepe,pt POR,"DF,MF",Real Madrid,30,1983,30,4,,7,,,0.23,,0.57,,0,0
380,JÈrÈmy Perbet,fr FRA,FW,Villarreal,28,1984,14.1,10,,25,,,1.78,,0.36,,1,1
381,Alberto Perea,es ESP,"FW,MF",Rayo Vallecano,22,1990,4.8,1,,3,,,0.62,,0.33,,0,0
382,Jo„o Pereira,pt POR,"DF,MF",Valencia,29,1984,23.1,0,,3,,,0.13,,0,,0,0
383,Jonathan Pereira,es ESP,FW,Villarreal,26,1987,15.6,4,,13,,,0.83,,0.31,,0,0
384,Michael Pereira,fr FRA,"FW,MF",Granada,25,1987,9.9,0,,1,,,0.1,,0,,0,0
385,Hern·n PÈrez,py PAR,"FW,MF",Villarreal,24,1989,7.6,1,,4,,,0.53,,0.25,,0,0
386,Pablo PÈrez,ar ARG,MF,M·laga,27,1985,5.8,1,,7,,,1.21,,0.14,,0,0
387,RubÈn PÈrez,es ESP,MF,Elche,24,1989,30.1,0,,5,,,0.17,,0,,0,0
388,VÌctor PÈrez,es ESP,MF,Valladolid,25,1988,12.7,1,,6,,,0.47,,0.17,,0,0
389,Diego Perotti,ar ARG,"FW,MF",Sevilla,25,1988,4.6,1,,5,,,1.1,,0.2,,0,0
390,Damien Perquis,pl POL,DF,Betis,29,1984,10.2,0,,0,,,0,,,,0,0
391,Pablo Piatti,ar ARG,"FW,MF",Valencia,24,1989,12.3,5,,10,,,0.81,,0.5,,0,0
392,Tom·s Pina Isla,es ESP,MF,Villarreal,25,1987,22.3,2,,3,,,0.13,,0.67,,0,0
393,SÈrgio Pinto,pt POR,"FW,MF",Levante,32,1980,9.5,0,,5,,,0.53,,0,,0,0
394,Gerard PiquÈ,es ESP,DF,Barcelona,26,1987,25.6,2,,10,,,0.39,,0.2,,0,0
395,Piti,es ESP,"FW,MF",Granada,32,1981,20.4,5,,23,,,1.13,,0.22,,0,1
396,Pizzi,pt POR,"FW,MF",Espanyol,23,1989,16.2,3,,9,,,0.56,,0.33,,0,0
397,Francisco Portillo,es ESP,MF,M·laga,23,1990,18,3,,7,,,0.39,,0.43,,0,0
398,Portu,es ESP,"FW,MF",Valencia,21,1992,0.8,0,,0,,,0,,,,0,0
399,HÈlder Postiga,pt POR,FW,Valencia,30,1982,9.5,3,,9,,,0.95,,0.33,,0,0
400,Xabi Prieto,es ESP,MF,Real Sociedad,29,1983,19.9,2,,7,,,0.35,,0.29,,0,0
401,Israel Puerto,es ESP,DF,Sevilla,20,1993,0.5,0,,0,,,0,,,,0,0
402,Francisco PuÒal,es ESP,MF,Osasuna,37,1975,17.8,1,,3,,,0.17,,0.33,,0,0
403,Carles Puyol,es ESP,DF,Barcelona,35,1978,4.7,1,,1,,,0.21,,1,,0,0
404,Bryan Rabello,cl CHI,MF,Sevilla,19,1994,3.3,0,,4,,,1.2,,0,,0,0
405,Rafa,es ESP,"DF,MF",Getafe,28,1985,25.9,0,,2,,,0.08,,0,,0,0
406,Juan Rafael Fuentes,es ESP,DF,Espanyol,23,1990,32.8,0,,0,,,0,,,,0,0
407,Rafinha,br BRA,MF,Celta Vigo,20,1993,27,4,,14,,,0.52,,0.29,,0,0
408,Rafita,es ESP,DF,AlmerÌa,30,1982,24.7,0,,1,,,0.04,,0,,0,0
409,Ivan Rakitic,hr CRO,MF,Sevilla,25,1988,30.1,12,,29,,,0.96,,0.28,,4,7
410,Valdet Rama,al ALB,"FW,MF",Valladolid,25,1987,11.5,1,,8,,,0.69,,0.13,,0,0
411,Adil Rami,fr FRA,DF,Valencia,27,1985,3,0,,0,,,0,,,,0,0
412,RubÈn Ramiro,es ESP,FW,Rayo Vallecano,20,1993,0.1,0,,0,,,0,,,,0,0
413,Edu Ramos,es ESP,MF,Villarreal,21,1992,1.5,0,,1,,,0.68,,0,,0,0
414,Omar Ramos,es ESP,"FW,MF",Valladolid,25,1988,14.5,0,,1,,,0.07,,0,,0,0
415,Sergio Ramos,es ESP,DF,Real Madrid,27,1986,30.6,4,,12,,,0.39,,0.33,,0,0
416,Razvan Rat,ro ROU,DF,Rayo Vallecano,32,1981,9.3,0,,0,,,0,,,,0,0
417,Recio,es ESP,MF,Granada,22,1991,25.5,2,,10,,,0.39,,0.2,,0,0
418,Ezequiel Rescaldani,ar ARG,FW,M·laga,21,1992,1.7,0,,2,,,1.18,,0,,0,0
419,Lorenzo Reyes,cl CHI,MF,Betis,22,1991,22.3,1,,2,,,0.09,,0.5,,0,0
420,Fran Rico,es ESP,MF,Granada,25,1987,27.5,2,,10,,,0.36,,0.1,,1,2
421,Mikel Rico,es ESP,MF,Athletic Club,28,1984,28.5,5,,12,,,0.42,,0.42,,0,0
422,Oriol Riera,es ESP,FW,Osasuna,27,1986,33.3,13,,37,,,1.11,,0.35,,0,0
423,Asier Riesgo,es ESP,GK,Osasuna,29,1983,1.3,0,,0,,,0,,,,0,0
424,Riki,es ESP,FW,Granada,32,1980,12.8,2,,11,,,0.86,,0.18,,0,0
425,Pedro RÌos,es ESP,MF,Levante,31,1981,8.1,1,,3,,,0.37,,0.33,,0,0
426,Alberto Rivera,es ESP,MF,Elche,35,1978,7.1,0,,0,,,0,,,,0,0
427,Roberto,es ESP,GK,Granada,34,1979,32,0,,0,,,0,,,,0,0
428,Sergi Roberto,es ESP,"DF,MF",Barcelona,21,1992,3.3,0,,1,,,0.3,,0,,0,0
429,RubÈn Rochina,es ESP,"FW,MF",Rayo Vallecano,22,1991,12.2,3,,14,,,1.15,,0.21,,0,0
430,HÈctor Rodas,es ESP,DF,Levante,25,1988,12.8,0,,1,,,0.08,,0,,0,0
431,Rodri,es ESP,FW,AlmerÌa,23,1990,21,8,,22,,,1.05,,0.36,,0,0
432,Rodri,es ESP,DF,Rayo Vallecano,28,1984,1,0,,0,,,0,,,,0,0
433,Garry Rodrigues,cv CPV,"FW,MF",Elche,22,1990,6,1,,1,,,0.17,,1,,0,0
434,¡Ångel RodrÌguez,es ESP,FW,Levante,26,1987,3.2,2,,6,,,1.87,,0.33,,0,0
435,Braian RodrÌguez,uy URU,FW,Betis,26,1986,4.8,2,,4,,,0.83,,0.5,,0,0
436,Cristian RodrÌguez,uy URU,MF,AtlÈtico Madrid,27,1985,3.9,1,,3,,,0.78,,0.33,,0,0
437,David RodrÌguez,es ESP,FW,Celta Vigo,27,1986,1.4,0,,1,,,0.69,,0,,0,0
438,Juan RodrÌguez,es ESP,MF,Getafe,31,1982,11.6,0,,5,,,0.43,,0,,0,0
439,Ra˙l RodrÌguez,es ESP,DF,Espanyol,25,1987,13.2,0,,0,,,0,,,,0,0
440,Dani Romera,es ESP,FW,AlmerÌa,17,1995,0.2,0,,0,,,0,,,,0,0
441,Oriol Romeu,es ESP,MF,Valencia,21,1991,11.1,0,,0,,,0,,,,0,0
442,Cristiano Ronaldo,pt POR,"FW,MF",Real Madrid,28,1985,28.2,31,,103,,,3.66,,0.24,,6,6
443,Javier Ros,es ESP,MF,Real Sociedad,23,1990,3,0,,2,,,0.67,,0,,0,0
444,Fausto Rossi,it ITA,MF,Valladolid,22,1990,25,1,,1,,,0.04,,1,,0,0
445,RubÈn,es ESP,GK,Rayo Vallecano,29,1984,33.3,0,,0,,,0,,,,0,0
446,¡Ålvaro Rubio,es ESP,"DF,MF",Valladolid,34,1979,27.3,0,,1,,,0.04,,0,,0,0
447,Jes˙s Rueda,es ESP,"DF,MF",Valladolid,26,1987,33.3,1,,3,,,0.09,,0.33,,0,0
448,VÌctor Ruiz,es ESP,"DF,MF",Valencia,24,1989,8.6,1,,1,,,0.12,,1,,0,0
449,Antonio Rukavina,rs SRB,DF,Valladolid,29,1984,34,1,,5,,,0.15,,0.2,,0,0
450,Raul Rusescu,ro ROU,"FW,MF",Sevilla,25,1988,0.1,0,,0,,,0,,,,0,0
451,Enric Saborit,es ESP,DF,Athletic Club,21,1992,2.2,0,,1,,,0.45,,0,,0,0
452,Sim„o Sabrosa,pt POR,MF,Espanyol,33,1979,24.7,0,,3,,,0.12,,0,,0,0
453,Sammir,hr CRO,"FW,MF",Getafe,26,1987,3,0,,1,,,0.33,,0,,0,0
454,Jairo Samperio,es ESP,"FW,MF",Sevilla,20,1993,15.3,4,,9,,,0.59,,0.44,,0,0
455,Mikel San JosÈ,es ESP,"DF,MF",Athletic Club,24,1989,20.1,5,,9,,,0.45,,0.56,,0,1
456,Alexis S·nchez,cl CHI,"FW,MF",Barcelona,24,1988,26.3,19,,39,,,1.48,,0.49,,0,0
457,Carlos S·nchez,co COL,MF,Elche,27,1986,23.6,0,,9,,,0.38,,0,,0,0
458,Sergio S·nchez,es ESP,DF,M·laga,27,1986,25.9,0,,2,,,0.08,,0,,0,0
459,VÌctor S·nchez,es ESP,"DF,MF",Espanyol,25,1987,32,4,,12,,,0.38,,0.33,,0,0
460,Marco Sangalli,es ESP,"FW,MF",Real Sociedad,21,1992,1.2,0,,0,,,0,,,,0,0
461,Oier Sanjurjo,es ESP,"DF,MF",Osasuna,27,1986,12.8,2,,2,,,0.16,,1,,0,0
462,Roque Santa Cruz,py PAR,FW,M·laga,31,1981,23.7,6,,21,,,0.89,,0.29,,0,0
463,Cristian S?punaru,ro ROU,DF,Elche,29,1984,7.3,1,,3,,,0.41,,0.33,,0,0
464,Guillermo Sara,ar ARG,GK,Betis,25,1987,14.5,0,,0,,,0,,,,0,0
465,Pablo Sarabia,es ESP,"FW,MF",Getafe,21,1992,21.6,1,,15,,,0.7,,0.07,,0,0
466,LluÌs Sastre,es ESP,MF,Valladolid,27,1986,10.5,0,,0,,,0,,,,0,0
467,Haris Seferovi?,ch SUI,FW,Real Sociedad,21,1992,9.9,2,,16,,,1.62,,0.13,,0,0
468,Philippe Senderos,ch SUI,DF,Valencia,28,1985,7.3,0,,1,,,0.14,,0,,0,0
469,Salva Sevilla,es ESP,MF,Betis,29,1984,14.9,4,,17,,,1.14,,0.24,,0,0
470,Sidnei,br BRA,DF,Espanyol,23,1989,11.5,0,,2,,,0.17,,0,,0,0
471,Francisco Silva,cl CHI,"DF,MF",Osasuna,27,1986,28.2,0,,7,,,0.25,,0,,0,0
472,Marcelo Silva,uy URU,DF,AlmerÌa,24,1989,1.2,0,,0,,,0,,,,0,0
473,Sisi,es ESP,"FW,MF",Osasuna,27,1986,6.6,0,,1,,,0.15,,0,,0,0
474,Mohamed Sissoko,ml MLI,MF,Levante,28,1985,4.8,0,,0,,,0,,,,0,0
475,Enrique Sola,es ESP,FW,Athletic Club,27,1986,2.6,1,,4,,,1.56,,0.25,,0,0
476,Alex Song,cm CMR,"DF,MF",Barcelona,25,1987,12.6,0,,3,,,0.24,,0,,0,0
477,Bruno Soriano,es ESP,MF,Villarreal,29,1984,33.1,6,,13,,,0.39,,0.23,,3,3
478,Fernando Soriano,es ESP,MF,AlmerÌa,33,1979,20.8,4,,13,,,0.62,,0.31,,0,0
479,JosÈ Sosa,ar ARG,MF,AtlÈtico Madrid,28,1985,5.1,0,,3,,,0.59,,0,,0,0
480,Markus Steinhˆfer,de GER,"DF,MF",Betis,27,1986,1.8,0,,0,,,0,,,,0,0
481,Miroslav Stevanovi?,ba BIH,"FW,MF",Elche,23,1990,1.3,0,,0,,,0,,,,0,0
482,Cristhian Stuani,uy URU,"FW,MF",Espanyol,26,1986,28.6,6,,23,,,0.8,,0.26,,0,0
483,Dami·n Su·rez,uy URU,DF,Elche,25,1988,30.6,1,,12,,,0.39,,0,,1,2
484,JeffrÈn Su·rez,ve VEN,"FW,MF",Valladolid,25,1988,5.3,0,,4,,,0.75,,0,,0,0
485,Mario Su·rez,es ESP,MF,AtlÈtico Madrid,26,1987,15.1,0,,4,,,0.26,,0,,0,0
486,RubÈn Su·rez,es ESP,MF,AlmerÌa,34,1979,0.3,0,,0,,,0,,,,0,0
487,Markel Susaeta,es ESP,"FW,MF",Athletic Club,25,1987,32.6,6,,23,,,0.71,,0.26,,0,0
488,Suso,es ESP,"FW,MF",AlmerÌa,19,1993,25,3,,20,,,0.8,,0.15,,0,0
489,Marcos TÈbar,es ESP,"DF,MF",AlmerÌa,27,1986,16.3,0,,3,,,0.18,,0,,0,0
490,Cristian Tello,es ESP,"FW,MF",Barcelona,21,1991,4.8,1,,6,,,1.25,,0.17,,0,0
491,Fernando Tissone,ar ARG,MF,M·laga,27,1986,23.4,1,,5,,,0.21,,0.2,,0,0
492,Tito,es ESP,DF,Rayo Vallecano,28,1985,20.9,0,,2,,,0.1,,0,,0,0
493,Toni Dovale,es ESP,"DF,MF",Celta Vigo,23,1990,11,0,,3,,,0.27,,0,,0,0
494,ToÒo,es ESP,GK,Elche,33,1979,8.8,0,,0,,,0,,,,0,0
495,Gaizka Toquero,es ESP,"FW,MF",Athletic Club,28,1984,6.8,0,,7,,,1.03,,0,,0,0
496,Gabriel Torje,ro ROU,"FW,MF",Espanyol,23,1989,5.3,0,,2,,,0.38,,0,,0,0
497,”liver Torres,es ESP,MF,Villarreal,18,1994,5.6,0,,1,,,0.18,,0,,0,0
498,”liver Torres,es ESP,MF,AtlÈtico Madrid,18,1994,2.4,1,,1,,,0.42,,1,,0,0
499,Roberto Torres,es ESP,MF,Osasuna,24,1989,24.8,5,,25,,,1.01,,0.2,,0,0
500,Xavi Torres,es†ESP,MF,Betis,26,1986,8.6,0,,0,,,0,,,,0,0
501,Marco Torsiglieri,ar†ARG,"DF,MF",AlmerÌa,25,1988,26.3,1,,3,,,0.11,,0.33,,0,0
502,Adama TraorÈ,es†ESP,"FW,MF",Barcelona,17,1996,0.1,0,,1,,,9,,0,,0,0
503,Roberto Trashorras,es†ESP,MF,Rayo Vallecano,32,1981,34.9,1,,17,,,0.49,,0.06,,0,1
504,Manu Trigueros,es†ESP,MF,Villarreal,21,1991,23.1,2,,15,,,0.65,,0.13,,0,0
505,Piotr Trochowski,de†GER,MF,Sevilla,29,1984,9.4,0,,3,,,0.32,,0,,0,0
506,¡ngel Trujillo,es†ESP,DF,AlmerÌa,25,1987,36,1,,4,,,0.11,,0.25,,0,0
507,Arda Turan,tr†TUR,"FW,MF",AtlÈtico Madrid,26,1987,21.3,3,,12,,,0.56,,0.25,,0,0
