,,,,,,,,,Standard,,,,,,,,Performance,
224,Marcos Mauro López Gutiérrez,ar ARG,DF,Cádiz,29,1991,20.3,2,6,4,66.7,0.3,0.2,0.33,0.5,7.7,0,0
225,Miguel Gutiérrez,es ESP,DF,Real Madrid,19,2001,3.5,0,0,0,,0,0,,,,0,0
226,Munir El Haddadi,ma MAR,FW,Sevilla,24,1995,9.4,4,32,13,40.6,3.41,1.38,0.13,0.31,17.3,0,0
227,Eden Hazard,be BEL,"FW,MF",Real Madrid,29,1991,5.9,3,10,5,50,1.69,0.85,0.3,0.6,15,0,0
228,Mario Hermoso,es ESP,DF,Atlético Madrid,25,1995,28.6,1,19,5,26.3,0.66,0.17,0.05,0.2,19.8,0,0
229,Aridane Hernández,gq EQG,DF,Osasuna,31,1989,22.5,0,2,0,0,0.09,0,0,,9.5,0,0
230,Héctor Herrera,mx MEX,MF,Atlético Madrid,30,1990,7.6,0,7,1,14.3,0.92,0.13,0,0,18.9,0,0
231,Sergio Herrera,es ESP,GK,Osasuna,27,1993,32.9,0,0,0,,0,0,,,,0,0
232,Yangel Herrera,ve VEN,MF,Granada,22,1998,25.7,3,31,7,22.6,1.21,0.27,0.1,0.43,17.4,0,0
233,Pablo Hervías,es ESP,"DF,MF",Valladolid,27,1993,13.4,0,14,7,50,1.05,0.52,0,0,27.2,0,0
234,Jordan Holsgrove,sct SCO,MF,Celta Vigo,20,1999,1.6,0,1,0,0,0.62,0,0,,12.8,0,0
235,Vicente Iborra,es ESP,MF,Villarreal,32,1988,10.3,0,3,0,0,0.29,0,0,,17,0,0
236,Oussama Idrissi,ma MAR,"FW,MF",Sevilla,24,1996,0.3,0,1,1,100,3.33,3.33,0,0,10.4,0,0
237,Iglesias,es ESP,"DF,MF",Getafe,22,1998,6.7,0,4,1,25,0.6,0.15,0,0,33.2,0,0
238,Borja Iglesias,es ESP,FW,Betis,27,1993,15.7,11,34,10,29.4,2.17,0.64,0.18,0.6,16.8,5,5
239,Asier Illarramendi,es ESP,MF,Real Sociedad,30,1990,3.7,0,0,0,,0,0,,,,0,0
240,Pablo Insua,es ESP,DF,Huesca,26,1993,17.6,0,4,0,0,0.23,0,0,,13.8,0,0
241,Takashi Inui,jp JPN,"MF,FW",Eibar,32,1988,20.2,1,37,17,45.9,1.83,0.84,0.03,0.06,20.2,0,0
242,Alexander Isak,se SWE,FW,Real Sociedad,20,1999,26,17,78,39,50,3,1.5,0.22,0.44,12.9,0,1
243,Isco,es ESP,"MF,FW",Real Madrid,28,1992,10.1,0,21,3,14.3,2.08,0.3,0,0,18.2,0,0
244,Jairo Izquierdo,es ESP,"MF,DF",Cádiz,26,1993,14.2,1,10,3,30,0.7,0.21,0.1,0.33,20.8,0,0
245,Saidy Janko,gm GAM,DF,Valladolid,24,1995,13.6,0,3,1,33.3,0.22,0.07,0,0,17.1,0,0
246,Adnan Januzaj,be BEL,"FW,MF",Real Sociedad,25,1995,11.3,4,29,9,31,2.57,0.8,0.03,0.11,21.9,3,3
247,Jason,es ESP,"MF,DF",Valencia,26,1994,4.9,0,5,0,0,1.02,0,0,,20.8,0,0
248,Luis Javier Suárez,co COL,"FW,MF",Granada,22,1997,18.5,5,48,16,33.3,2.59,0.86,0.1,0.31,16.7,0,0
249,Joaquín,es ESP,"FW,MF",Betis,39,1981,14.3,2,12,6,50,0.84,0.42,0.17,0.33,15.5,0,0
250,John Joe,ie IRL,"MF,DF",Getafe,16,2003,0.7,0,2,0,0,2.77,0,0,,17,0,0
251,Frenkie de Jong,nl NED,"MF,DF",Barcelona,23,1997,35,3,17,6,35.3,0.49,0.17,0.18,0.5,10.7,0,0
252,Luuk de Jong,nl NED,FW,Sevilla,29,1990,14.1,4,32,11,34.4,2.27,0.78,0.13,0.36,9.6,0,0
253,Jens Jønsson,dk DEN,MF,Cádiz,27,1993,29.1,0,15,2,13.3,0.52,0.07,0,0,19,0,0
254,Jony,es ESP,"MF,FW",Osasuna,29,1991,9.7,0,11,4,36.4,1.14,0.41,0,0,19,0,0
255,Joan Jordán,es ESP,MF,Sevilla,26,1994,26.7,1,23,4,17.4,0.86,0.15,0.04,0.25,22.7,0,0
256,Josan,es ESP,"MF,DF",Elche,30,1989,21.4,4,15,8,53.3,0.7,0.37,0.27,0.5,15.9,0,0
257,Willian José,br BRA,FW,Real Sociedad,28,1991,7.7,3,13,8,61.5,1.7,1.04,0.23,0.38,10.9,0,1
258,Joselu,es ESP,FW,Alavés,30,1990,33.6,11,89,30,33.7,2.65,0.89,0.1,0.3,15.4,2,4
259,Josema,es ESP,DF,Elche,24,1996,21.8,0,6,0,0,0.27,0,0,,16,0,0
260,Jota,pt POR,"MF,FW",Valladolid,21,1999,7.4,1,12,6,50,1.62,0.81,0.08,0.17,19,0,0
261,Jota,es ESP,MF,Alavés,29,1991,15.5,0,16,2,12.5,1.03,0.13,0,0,18.8,0,0
262,Luka Jovic,rs SRB,"FW,MF",Real Madrid,22,1997,1.7,0,6,1,16.7,3.62,0.6,0,0,11.2,0,0
263,Juanmi,es ESP,"FW,MF",Betis,27,1993,6.7,2,14,5,35.7,2.09,0.75,0.14,0.4,10.9,0,0
264,Vinicius Júnior,br BRA,FW,Real Madrid,20,2000,21.9,3,42,13,31,1.92,0.59,0.07,0.23,13.9,0,0
265,Damian K?dzior,pl POL,"FW,MF",Eibar,28,1992,2.2,0,5,1,20,2.31,0.46,0,0,21.5,0,0
266,Lee Kangin,kr KOR,"FW,MF",Valencia,19,2001,14,0,25,7,28,1.78,0.5,0,0,22,0,0
267,Stephane Keller,cm CMR,DF,Alavés,18,2001,0.2,0,0,0,,0,0,,,,0,0
268,Kenedy,br BRA,"FW,MF",Granada,24,1996,16.3,4,36,12,33.3,2.2,0.73,0.11,0.33,26.2,0,0
269,Kike,es ESP,FW,Eibar,30,1989,34.3,12,88,34,38.6,2.57,0.99,0.14,0.35,12.9,0,0
270,Giorgi Kochorashvili,ge GEO,MF,Levante,21,1999,0.3,0,1,0,0,3.91,0,0,,32,0,0
271,Kenan Kodro,ba BIH,"FW,MF",Athletic Club,26,1993,0.5,1,1,1,100,2.05,2.05,0,0,37.6,1,1
272,Kenan Kodro,ba BIH,"FW,MF",Valladolid,26,1993,5.1,0,7,1,14.3,1.37,0.2,0,0,9.1,0,0
273,Koba Koindredi,fr FRA,MF,Valencia,18,2001,0.2,0,0,0,,0,0,,,,0,0
274,Koke,es ESP,MF,Atlético Madrid,28,1992,33.6,1,17,7,41.2,0.51,0.21,0.06,0.14,20,0,0
275,Geoffrey Kondogbia,cf CTA,MF,Valencia,27,1993,4.9,0,4,2,50,0.82,0.41,0,0,33.2,0,0
276,Geoffrey Kondogbia,cf CTA,"MF,FW",Atlético Madrid,27,1993,6.8,0,5,2,40,0.74,0.29,0,0,21.9,0,0
277,Youssouf Koné,ml MLI,"DF,FW",Elche,25,1995,0.8,0,0,0,,0,0,,,,0,0
278,Jules Koundé,fr FRA,DF,Sevilla,21,1998,33.1,2,21,6,28.6,0.64,0.18,0.1,0.33,10.8,0,0
279,Toni Kroos,de GER,MF,Real Madrid,30,1990,23.5,3,34,12,35.3,1.45,0.51,0.09,0.25,21.8,0,0
280,Takefusa Kubo,jp JPN,"MF,FW",Getafe,19,2001,8.9,1,15,7,46.7,1.68,0.78,0.07,0.14,18.3,0,0
281,Takefusa Kubo,jp JPN,"MF,FW",Villarreal,19,2001,3.3,0,8,5,62.5,2.41,1.51,0,0,14.5,0,0
282,Kuki,es ESP,MF,Valladolid,22,1998,0.3,0,0,0,,0,0,,,,0,0
283,Víctor Laguardia,es ESP,DF,Alavés,30,1989,29.2,0,8,3,37.5,0.27,0.1,0,0,7.5,0,0
284,Diego Lainez,mx MEX,FW,Betis,20,2000,9.6,0,14,4,28.6,1.46,0.42,0,0,18,0,0
285,Toni Lato,es ESP,DF,Valencia,22,1997,8.1,1,2,2,100,0.25,0.25,0.5,0.5,11.6,0,0
286,Lauti,uy URU,"MF,FW",Celta Vigo,19,2001,0.2,0,0,0,,0,0,,,,0,0
287,Robin Le Normand,fr FRA,DF,Real Sociedad,23,1996,30.5,0,17,1,5.9,0.56,0.03,0,0,10.7,0,0
288,Jeremías Ledesma,ar ARG,GK,Cádiz,27,1993,32,0,0,0,,0,0,,,,0,0
289,Florian Lejeune,fr FRA,DF,Alavés,29,1991,33.5,1,23,6,26.1,0.69,0.18,0.04,0.17,18.2,0,0
290,Iñigo Lekue,es ESP,DF,Athletic Club,27,1993,7.2,0,2,1,50,0.28,0.14,0,0,25.2,0,0
291,Thomas Lemar,fr FRA,"MF,FW",Atlético Madrid,24,1995,15.2,1,23,10,43.5,1.52,0.66,0.04,0.1,20.7,0,0
292,Clément Lenglet,fr FRA,DF,Barcelona,25,1995,27.5,1,11,5,45.5,0.4,0.18,0.09,0.2,13,0,0
293,Pedro León,es ESP,"MF,FW",Eibar,33,1986,10.4,1,20,6,30,1.93,0.58,0.05,0.17,24.6,0,0
294,Sergio León,es ESP,FW,Levante,31,1989,8.3,2,19,5,26.3,2.29,0.6,0.11,0.4,13.8,0,0
295,Diego Llorente,es ESP,DF,Real Sociedad,26,1993,1,0,0,0,,0,0,,,,0,0
296,Marcos Llorente,es ESP,"MF,DF",Atlético Madrid,25,1995,32.8,12,49,22,44.9,1.49,0.67,0.24,0.55,17.8,0,0
297,Renan Lodi,br BRA,DF,Atlético Madrid,22,1998,12.5,1,12,4,33.3,0.96,0.32,0.08,0.25,18.7,0,0
298,Adrián López,es ESP,"FW,MF",Osasuna,32,1988,5.3,1,10,2,20,1.87,0.37,0.1,0.5,14.6,0,0
299,Javi López,es ESP,"DF,MF",Alavés,18,2002,2.8,0,1,1,100,0.36,0.36,0,0,17.5,0,0
300,Pedro López Muñoz,es ESP,DF,Huesca,36,1983,11.9,0,3,0,0,0.25,0,0,,22.6,0,0
301,Roberto López,es ESP,"MF,FW",Real Sociedad,20,2000,5.6,3,14,4,28.6,2.5,0.71,0.21,0.75,23.7,0,0
302,Unai López,es ESP,MF,Athletic Club,24,1995,15.8,3,25,11,44,1.58,0.7,0.12,0.27,25.4,0,0
303,Anthony Lozano,hn HON,"FW,MF",Cádiz,27,1993,16.9,3,36,15,41.7,2.13,0.89,0.08,0.2,13,0,0
304,Jeison Lucumí,co COL,"FW,MF",Elche,25,1995,0.5,0,0,0,,0,0,,,,0,0
305,José Luis Gayà,es ESP,DF,Valencia,25,1995,31.6,1,22,5,22.7,0.7,0.16,0.05,0.2,17.9,0,0
306,José Luis Morales,es ESP,"FW,MF",Levante,33,1987,27.1,13,57,26,45.6,2.1,0.96,0.23,0.5,16.2,0,1
307,Luisinho,pt POR,DF,Huesca,35,1985,2,0,1,0,0,0.5,0,0,,32.3,0,0
308,Luismi,es ESP,"MF,DF",Elche,28,1992,1.9,0,0,0,,0,0,,,,0,0
309,Darwin Machís,ve VEN,"FW,MF",Granada,27,1993,22.5,4,47,20,42.6,2.09,0.89,0.09,0.2,21.2,0,1
310,Pablo Maffeo,es ESP,DF,Huesca,23,1997,21.8,1,11,5,45.5,0.5,0.23,0.09,0.2,18.4,0,0
311,Abdallahi Mahmoud,mr MTN,MF,Alavés,20,2000,0.7,0,0,0,,0,0,,,,0,0
312,Nemanja Maksimovi?,rs SRB,MF,Getafe,25,1995,30.3,1,16,4,25,0.53,0.13,0.06,0.25,15.8,0,0
313,Filip Malbasic,rs SRB,"FW,MF",Cádiz,27,1992,9.6,0,9,1,11.1,0.94,0.1,0,0,16.6,0,0
314,Hugo Mallo,es ESP,DF,Celta Vigo,29,1991,28.9,3,20,11,55,0.69,0.38,0.15,0.27,14.3,0,0
315,Mickael Malsa,mq MTQ,MF,Levante,24,1995,26,1,25,7,28,0.96,0.27,0.04,0.14,21.8,0,0
316,Aïssa Mandi,dz ALG,DF,Betis,28,1991,26.6,3,9,7,77.8,0.34,0.26,0.33,0.43,7.7,0,0
317,Eliaquim Mangala,fr FRA,DF,Valencia,29,1991,3.6,0,2,0,0,0.56,0,0,,7,0,0
318,Maranhão,br BRA,FW,Valladolid,23,1996,13.1,4,31,12,38.7,2.37,0.92,0.13,0.33,13.6,0,0
319,Marcelo,br BRA,DF,Real Madrid,32,1988,11.7,0,12,0,0,1.03,0,0,,20.7,0,0
320,Iván Marcone,ar ARG,MF,Elche,30,1990,29.4,0,2,0,0,0.07,0,0,,16.9,0,0
321,Óscar de Marcos,es ESP,"DF,MF",Athletic Club,31,1989,16.9,1,6,5,83.3,0.36,0.3,0.17,0.2,11.3,0,0
322,José Mari,es ESP,MF,Cádiz,32,1987,16.1,1,16,3,18.8,0.99,0.19,0,0,26.7,1,1
323,José María Giménez,uy URU,DF,Atlético Madrid,25,1995,19.6,0,15,5,33.3,0.76,0.25,0,0,11.3,0,0
324,Mariano,do DOM,FW,Real Madrid,26,1993,5.7,1,15,3,20,2.63,0.53,0.07,0.33,16.3,0,0
325,Adrián Marín,es ESP,"DF,MF",Alavés,23,1997,1,0,1,0,0,0.97,0,0,,21.2,0,0
326,Adrián Marín,es ESP,"DF,FW",Granada,23,1997,3,0,1,0,0,0.33,0,0,,20,0,0
327,Roger Martí,es ESP,FW,Levante,29,1991,24.4,12,43,19,44.2,1.76,0.78,0.23,0.53,14.5,2,4
328,Aarón Martín,es ESP,DF,Celta Vigo,23,1997,17.1,0,6,1,16.7,0.35,0.06,0,0,22.4,0,0
329,Álex Martín,es ESP,DF,Cádiz,22,1998,1.1,0,0,0,,0,0,,,,0,0
330,Iñigo Martínez,es ESP,DF,Athletic Club,29,1991,28,1,17,7,41.2,0.61,0.25,0.06,0.14,20.3,0,0
331,Javi Martínez,es ESP,"MF,FW",Osasuna,20,1999,5.1,1,3,1,33.3,0.59,0.2,0.33,1,14.8,0,0
332,Marvin,es ESP,"DF,FW",Real Madrid,20,2000,1.5,0,1,0,0,0.68,0,0,,15,0,0
333,Jordi Masip,es ESP,GK,Valladolid,31,1989,25,0,0,0,,0,0,,,,0,0
334,Jaime Mata,es ESP,FW,Getafe,31,1988,22.6,5,38,16,42.1,1.68,0.71,0.11,0.25,11.4,1,2
335,Borja Mayoral,es ESP,FW,Real Madrid,23,1997,0.3,0,0,0,,0,0,,,,0,0
336,Gonzalo Melero,es ESP,"MF,FW",Levante,26,1994,20.6,7,28,9,32.1,1.36,0.44,0.25,0.78,14.1,0,0
337,Brais Méndez,es ESP,"MF,FW",Celta Vigo,23,1997,29.7,9,49,21,42.9,1.65,0.71,0.16,0.38,15.8,1,1
338,Édgar Méndez,es ESP,"MF,FW",Alavés,30,1990,23.2,5,34,10,29.4,1.46,0.43,0.15,0.5,16.6,0,0
339,Eñaut Mendía,es ESP,FW,Eibar,21,1999,0.7,0,1,0,0,1.48,0,0,,27.2,0,0
340,Ferland Mendy,fr FRA,DF,Real Madrid,25,1995,24.5,1,12,2,16.7,0.49,0.08,0.08,0.5,19,0,0
341,Mikel Merino,es ESP,MF,Real Sociedad,24,1996,23.9,2,33,8,24.2,1.38,0.33,0.06,0.25,13.6,0,0
342,Martín Merquelanz,es ESP,"FW,MF",Real Sociedad,25,1995,6.1,0,11,4,36.4,1.8,0.66,0,0,17.9,0,0
343,Roque Mesa,es ESP,MF,Valladolid,31,1989,19.6,1,25,4,16,1.28,0.2,0,0,24.6,1,1
344,Lionel Messi,ar ARG,"FW,MF",Barcelona,33,1987,33.6,30,190,85,44.7,5.66,2.53,0.14,0.32,18.8,3,5
345,Omenuke Mfulu,cd COD,MF,Elche,26,1994,8.8,0,3,0,0,0.34,0,0,,19.5,0,0
346,Míchel,es ESP,MF,Valladolid,32,1988,10.5,2,10,5,50,0.95,0.48,0.2,0.4,23.6,0,0
347,Éder Militão,br BRA,DF,Real Madrid,22,1998,12.6,1,12,3,25,0.95,0.24,0.08,0.33,10.6,0,0
348,Luis Milla,es ESP,MF,Granada,25,1994,13.9,1,10,3,30,0.72,0.22,0.1,0.33,23.6,0,0
349,Pere Milla,es ESP,"FW,MF",Elche,27,1992,22,4,30,11,36.7,1.36,0.5,0.13,0.36,10.9,0,0
350,Álex Millán,es ESP,FW,Villarreal,20,1999,0,0,0,0,,0,0,,,,0,0
351,Santi Mina,es ESP,FW,Celta Vigo,24,1995,26.8,12,45,22,48.9,1.68,0.82,0.24,0.5,14,1,1
352,Óscar Mingueza,es ESP,DF,Barcelona,21,1999,21.1,2,12,6,50,0.57,0.28,0.17,0.33,17.7,0,0
353,Rafa Mir,es ESP,FW,Huesca,23,1997,32,13,114,44,38.6,3.57,1.38,0.1,0.25,15.5,2,3
354,Jorge Miramón,es ESP,DF,Levante,31,1989,19.2,0,10,0,0,0.52,0,0,,16.8,0,0
355,Juan Miranda,es ESP,DF,Betis,20,2000,18.4,1,9,3,33.3,0.49,0.16,0.11,0.33,25.3,0,0
356,Luka Modric,hr CRO,MF,Real Madrid,34,1985,30.4,5,45,15,33.3,1.48,0.49,0.11,0.33,21.3,0,0
357,Johan Mojica,co COL,DF,Elche,27,1992,13.4,0,7,2,28.6,0.52,0.15,0,0,26.5,0,0
358,Guillem Molina,es ESP,DF,Valencia,20,2000,1.7,0,0,0,,0,0,,,,0,0
359,Jorge Molina,es ESP,"FW,MF",Granada,38,1982,17.9,8,24,12,50,1.34,0.67,0.33,0.67,11.7,0,1
360,Victor Mollejo,es ESP,"MF,DF",Getafe,19,2001,0.8,0,0,0,,0,0,,,,0,0
361,Jon Moncayola,es ESP,MF,Osasuna,22,1998,29.6,2,38,11,28.9,1.29,0.37,0.05,0.18,25.9,0,0
362,Nacho Monreal,es ESP,DF,Real Sociedad,34,1986,23.1,1,11,1,9.1,0.48,0.04,0.09,1,13.7,0,0
363,Ángel Montoro,es ESP,MF,Granada,32,1988,15.1,1,15,2,13.3,0.99,0.13,0,0,34,1,1
364,Martín Montoya,es ESP,DF,Betis,29,1991,2.7,0,2,0,0,0.75,0,0,,14.4,0,0
365,Emre Mor,tr TUR,"FW,MF",Celta Vigo,23,1997,5.6,0,8,2,25,1.44,0.36,0,0,18.8,0,0
366,Jon Morcillo,es ESP,"MF,FW",Athletic Club,21,1998,15.1,2,24,8,33.3,1.58,0.53,0.08,0.25,23.4,0,0
367,Alberto Moreno,es ESP,DF,Villarreal,28,1992,2.1,0,4,0,0,1.87,0,0,,18.4,0,0
368,Álex Moreno,es ESP,DF,Betis,27,1993,19.8,0,11,3,27.3,0.55,0.15,0,0,18.9,0,0
369,Gerard Moreno,es ESP,"FW,MF",Villarreal,28,1992,29.7,23,86,35,40.7,2.9,1.18,0.15,0.37,15.7,10,10
370,Tete Morente,es ESP,"MF,FW",Elche,23,1996,22.4,2,19,3,15.8,0.85,0.13,0.11,0.67,16.1,0,0
371,Ilaix Moriba,gn GUI,MF,Barcelona,17,2003,6,1,13,3,23.1,2.16,0.5,0.08,0.33,13.6,0,0
372,Loren Morón,es ESP,"FW,MF",Betis,26,1993,11,1,23,3,13,2.09,0.27,0.04,0.33,17.9,0,0
373,Pedro Mosquera,es ESP,MF,Huesca,32,1988,22.8,0,8,1,12.5,0.35,0.04,0,0,30.5,0,0
374,Javi Moyano,es ESP,DF,Valladolid,34,1986,1.1,0,0,0,,0,0,,,,0,0
375,Iker Muniain,es ESP,"MF,FW",Athletic Club,27,1992,21.6,5,23,9,39.1,1.07,0.42,0.22,0.56,14.8,0,0
376,Aihen Muñoz,es ESP,DF,Real Sociedad,22,1997,13.4,0,4,1,25,0.3,0.07,0,0,21.5,0,0
377,Joaquín Muñoz,es ESP,FW,Huesca,21,1999,0.5,0,1,1,100,2.2,2.2,0,0,14.4,0,0
378,Jeison Murillo,co COL,DF,Celta Vigo,28,1992,30,2,7,3,42.9,0.23,0.1,0.29,0.67,8.7,0,0
379,Yunus Musah,us USA,MF,Valencia,17,2002,17,1,6,2,33.3,0.35,0.12,0.17,0.5,19.6,0,0
380,Yoshinori Mut?,jp JPN,"FW,MF",Eibar,28,1992,12.5,1,21,6,28.6,1.68,0.48,0.05,0.17,15.3,0,0
381,Nacho,es ESP,DF,Valladolid,31,1989,20.1,0,8,1,12.5,0.4,0.05,0,0,21.3,0,0
382,Nacho,es ESP,DF,Real Madrid,30,1990,22.2,1,11,3,27.3,0.5,0.14,0.09,0.33,16.3,0,0
383,Nano,es ESP,FW,Cádiz,25,1995,0.1,0,0,0,,0,0,,,,0,0
384,Roberto Navarro,es ESP,MF,Real Sociedad,18,2002,0.4,0,0,0,,0,0,,,,0,0
385,Ximo Navarro,es ESP,DF,Alavés,30,1990,26.4,1,13,3,23.1,0.49,0.11,0.08,0.33,24.9,0,0
386,Jesús Navas,es ESP,DF,Sevilla,34,1985,31.4,0,15,2,13.3,0.48,0.06,0,0,18.3,0,0
387,Raúl Navas,es ESP,DF,Osasuna,32,1988,1.9,0,0,0,,0,0,,,,0,0
388,Álvaro Negredo,es ESP,FW,Cádiz,34,1985,24.4,8,47,20,42.6,1.92,0.82,0.17,0.4,14.4,0,0
389,Neto,br BRA,GK,Barcelona,31,1989,7,0,0,0,,0,0,,,,0,0
390,Carlos Neva,es ESP,DF,Granada,24,1996,20,0,8,1,12.5,0.4,0.05,0,0,22.1,0,0
391,Mamor Niang,sn SEN,"FW,MF",Getafe,18,2002,0.2,0,1,0,0,4.09,0,0,,8,0,0
392,Nieto,es ESP,"FW,MF",Cádiz,22,1998,0.2,0,1,0,0,6.43,0,0,,3,0,0
393,Saúl Ñíguez,es ESP,"MF,DF",Atlético Madrid,25,1994,22.6,2,33,10,30.3,1.46,0.44,0.06,0.2,17.1,0,1
394,Nino,es ESP,"MF,FW",Elche,40,1980,3.2,0,3,1,33.3,0.95,0.32,0,0,13,0,0
395,Fernando Niño,es ESP,FW,Villarreal,19,2000,6.6,3,14,8,57.1,2.12,1.21,0.21,0.38,9.3,0,0
396,Nolito,es ESP,"MF,FW",Celta Vigo,33,1986,28.9,7,55,25,45.5,1.91,0.87,0.13,0.28,17.4,0,0
397,Unai Núñez,es ESP,DF,Athletic Club,23,1997,23.4,1,13,5,38.5,0.55,0.21,0.08,0.2,10.2,0,0
398,Kelechi Nwakali,ng NGA,"MF,FW",Huesca,22,1998,1.6,0,0,0,,0,0,,,,0,0
399,Allan Nyom,cm CMR,"MF,DF",Getafe,32,1988,25.8,0,10,2,20,0.39,0.08,0,0,13.6,0,0
400,Jan Oblak,si SVN,GK,Atlético Madrid,27,1993,38,0,0,0,,0,0,,,,0,0
401,Lucas Ocampos,ar ARG,FW,Sevilla,26,1994,29.2,5,64,15,23.4,2.19,0.51,0.02,0.07,16.4,4,5
402,Martin Ødegaard,no NOR,"MF,FW",Real Madrid,21,1998,2.6,0,3,0,0,1.15,0,0,,19.9,0,0
403,Álvaro Odriozola,es ESP,DF,Real Madrid,24,1995,9.2,2,3,2,66.7,0.33,0.22,0.67,1,9.4,0,0
404,Shinji Okazaki,jp JPN,"FW,MF",Huesca,34,1986,12.5,1,19,4,21.1,1.52,0.32,0.05,0.25,13.8,0,0
405,Lucas Olaza,uy URU,DF,Valladolid,26,1994,14,1,11,3,27.3,0.79,0.21,0.09,0.33,20.8,0,0
406,Lucas Olaza,uy URU,DF,Celta Vigo,26,1994,17.9,0,11,2,18.2,0.61,0.11,0,0,26.9,0,0
407,Christian Oliva,uy URU,MF,Valencia,24,1996,2.2,0,2,1,50,0.91,0.45,0,0,31.5,0,0
408,Kiko Olivas,es ESP,"DF,MF",Valladolid,31,1988,2,0,0,0,,0,0,,,,0,0
409,Paulo Oliveira,pt POR,DF,Eibar,28,1992,29.3,0,13,3,23.1,0.44,0.1,0,0,11.1,0,0
410,Mathías Olivera,uy URU,DF,Getafe,22,1997,29,0,18,5,27.8,0.62,0.17,0,0,12.8,0,0
411,Javier Ontiveros,es ESP,"FW,MF",Huesca,22,1997,10.2,2,35,9,25.7,3.43,0.88,0.03,0.11,24.8,1,1
412,Fabián Orellana,cl CHI,"MF,FW",Valladolid,34,1986,23.8,6,24,12,50,1.01,0.51,0.08,0.17,18.6,4,4
413,Mikel Oyarzabal,es ESP,"FW,MF",Real Sociedad,23,1997,26.8,11,58,22,37.9,2.17,0.82,0.09,0.23,19.4,6,7
414,Fernando Pacheco,es ESP,GK,Alavés,28,1992,37.2,0,0,0,,0,0,,,,0,0
415,Jon Pacheco,es ESP,DF,Real Sociedad,19,2001,0.4,0,1,0,0,2.81,0,0,,10.8,0,0
416,Helibelton Palacios,co COL,DF,Elche,27,1993,8.3,0,0,0,,0,0,,,,0,0
417,Ante Palaversa,hr CRO,MF,Getafe,20,2000,0.1,0,0,0,,0,0,,,,0,0
418,Daniel Parejo,es ESP,MF,Villarreal,31,1989,34.6,3,26,9,34.6,0.75,0.26,0.12,0.33,23,0,0
419,Thomas Partey,gh GHA,MF,Atlético Madrid,27,1993,2.2,0,5,0,0,2.25,0,0,,35.5,0,0
420,Gabriel Paulista,br BRA,DF,Valencia,29,1990,30.2,4,14,6,42.9,0.46,0.2,0.29,0.67,14.8,0,0
421,Alfonso Pedraza,es ESP,DF,Villarreal,24,1996,23.3,1,22,8,36.4,0.95,0.34,0.05,0.13,17.8,0,0
422,Pedri,es ESP,MF,Barcelona,17,2002,26.8,3,25,7,28,0.93,0.26,0.12,0.43,15.7,0,0
423,Facundo Pellistri,uy URU,"MF,FW",Alavés,18,2001,6,0,5,2,40,0.83,0.33,0,0,20.8,0,0
424,Rubén Peña,es ESP,"DF,MF",Villarreal,29,1991,12.4,1,6,2,33.3,0.48,0.16,0.17,0.5,15.6,0,0
425,Pepe,es ESP,DF,Granada,20,2000,2.8,0,1,0,0,0.36,0,0,,24.7,0,0
426,Alberto Perea,es ESP,MF,Cádiz,29,1990,17.2,2,29,6,20.7,1.68,0.35,0.07,0.33,21,0,0
427,Iñigo Pérez,es ESP,"MF,DF",Osasuna,32,1988,15,0,9,2,22.2,0.6,0.13,0,0,25.4,0,0
428,Juan Pérez,es ESP,GK,Osasuna,24,1996,3,0,0,0,,0,0,,,,0,0
429,Kike Pérez,es ESP,MF,Valladolid,23,1997,12.9,0,16,4,25,1.24,0.31,0,0,21.2,0,0
430,Lucas Pérez,es ESP,FW,Alavés,31,1988,19.5,4,28,10,35.7,1.43,0.51,0.04,0.1,18.1,3,4
431,Luis Pérez,es ESP,DF,Valladolid,25,1995,14.4,0,2,0,0,0.14,0,0,,23,0,0
432,Nehuén Pérez,ar ARG,DF,Granada,20,2000,8.2,0,5,1,20,0.61,0.12,0,0,8.1,0,0
433,Pablo Piatti,ar ARG,"MF,FW",Elche,31,1989,4,0,4,3,75,1,0.75,0,0,21.2,0,0
434,Cristiano Piccini,it ITA,DF,Valencia,27,1992,0.7,0,1,0,0,1.34,0,0,,58.5,0,0
435,Tomás Pina Isla,es ESP,MF,Alavés,32,1987,28.6,1,9,1,11.1,0.31,0.03,0.11,1,17.3,0,0
436,Yeremi Pino,es ESP,"FW,MF",Villarreal,17,2002,8.9,3,14,5,35.7,1.58,0.56,0.21,0.6,14.8,0,0
437,Gerard Piqué,es ESP,DF,Barcelona,33,1987,16.5,0,8,2,25,0.49,0.12,0,0,9.3,0,0
438,Miralem Pjani?,ba BIH,MF,Barcelona,30,1990,7,0,16,3,18.8,2.3,0.43,0,0,21,0,0
439,Óscar Plano,es ESP,"MF,FW",Valladolid,29,1991,28,5,41,10,24.4,1.47,0.36,0.12,0.5,16.4,0,0
440,Dani Plomer,es ESP,FW,Granada,21,1998,0.5,0,0,0,,0,0,,,,0,0
441,Jorge Pombo,es ESP,"FW,MF",Cádiz,26,1994,5.8,1,14,4,28.6,2.41,0.69,0.07,0.25,20.7,0,0
442,Pere Pons,es ESP,MF,Alavés,27,1993,13.2,2,9,4,44.4,0.68,0.3,0.22,0.5,18.1,0,0
443,Francisco Portillo,es ESP,"MF,FW",Getafe,30,1990,4.6,0,0,0,,0,0,,,,0,0
