,,,,,,,,,Standard,,,,,,,,Performance,
251,Jiri Jarosik,cz CZE,"DF,MF",Zaragoza,32,1977,35.5,3,,14,,,0.39,,0.21,,0,0
252,Jes˙s,es ESP,GK,Real Madrid,22,1988,0.2,0,,,,,,,,,0,
253,JoaquÌn,es ESP,"FW,MF",Valencia,29,1981,23,4,,15,,,0.65,,0.27,,0,0
254,Jonas,br BRA,FW,Valencia,26,1984,7.6,3,,12,,,1.58,,0.25,,0,0
255,Rafa Jord‡,es ESP,FW,Levante,26,1984,8.3,2,,11,,,1.32,,0.18,,0,0
256,Joselu,es ESP,FW,Real Madrid,20,1990,0.1,1,,,,,,,,,0,
257,Josetxo,es ESP,DF,Osasuna,33,1977,6.5,0,,0,,,0,,,,0,0
258,Juanfran,es ESP,"DF,MF",Osasuna,25,1985,17.2,1,,14,,,0.82,,0.07,,0,0
259,Juanfran,es ESP,DF,Levante,34,1976,21.2,0,,2,,,0.09,,0,,0,0
260,Juanfran,es ESP,"DF,MF",AtlÈtico Madrid,25,1985,6.7,1,,2,,,0.3,,0.5,,0,0
261,Juanito,es ESP,"DF,MF",AlmerÌa,30,1980,5.4,0,,1,,,0.18,,0,,0,0
262,Juanito,es ESP,"DF,MF",M·laga,30,1980,5.2,0,,0,,,0,,,,0,0
263,Juankar,es ESP,"DF,FW",Real Madrid,20,1990,0.1,0,,0,,,0,,,,0,0
264,Juanlu,es ESP,MF,Levante,30,1980,25.5,3,,10,,,0.39,,0.3,,0,0
265,Juanmi,es ESP,"FW,MF",M·laga,17,1993,6.7,4,,11,,,1.64,,0.36,,0,0
266,Juanra,es ESP,DF,HÈrcules,30,1980,13.3,0,,1,,,0.08,,0,,0,0
267,Juca,br BRA,MF,La CoruÒa,30,1979,2.5,0,,0,,,0,,,,0,0
268,Kak·,br BRA,"FW,MF",Real Madrid,28,1982,8.9,7,,12,,,1.35,,0.42,,2,2
269,Carlos Kameni,cm CMR,GK,Espanyol,26,1984,33,0,,0,,,0,,,,0,0
270,FrÈdÈric KanoutÈ,ml MLI,FW,Sevilla,32,1977,21,12,,27,,,1.29,,0.33,,3,4
271,Seydou Keita,ml MLI,MF,Barcelona,30,1980,17.3,3,,8,,,0.46,,0.38,,0,0
272,Kevin,es ESP,DF,Mallorca,20,1989,17.6,0,,0,,,0,,,,0,0
273,Sami Khedira,de GER,MF,Real Madrid,23,1987,20.5,0,,8,,,0.39,,0,,0,0
274,Koke,es ESP,MF,AtlÈtico Madrid,18,1992,9.4,2,,8,,,0.86,,0.25,,0,0
275,Arouna KonÈ,ci CIV,FW,Sevilla,26,1983,0,0,,0,,,0,,,,0,0
276,Abdoulay Konko,fr FRA,"DF,MF",Sevilla,26,1984,9,2,,4,,,0.44,,0.5,,0,0
277,Bojan Krki?,es ESP,"FW,MF",Barcelona,19,1990,10.5,6,,19,,,1.8,,0.26,,1,1
278,Alberto de la Bella,es ESP,DF,Real Sociedad,24,1985,28.1,0,,2,,,0.07,,0,,0,0
279,Iv·n de la PeÒa,es ESP,MF,Espanyol,34,1976,0.3,0,,0,,,0,,,,0,0
280,Mikel Labaka,es ESP,DF,Real Sociedad,29,1980,10.3,0,,1,,,0.1,,0,,0,0
281,Mehdi Lacen,dz ALG,MF,Racing Sant,26,1984,26,1,,1,,,0.04,,1,,0,0
282,Kevin Lacruz,es ESP,MF,Zaragoza,18,1992,1.7,0,,0,,,0,,,,0,0
283,¡Ångel Lafita,es ESP,"FW,MF",Zaragoza,25,1984,22.7,4,,19,,,0.84,,0.21,,0,0
284,Marcos Landeira,es ESP,MF,Sporting GijÛn,23,1987,0.2,0,,0,,,0,,,,0,0
285,Maurizio Lanzaro,it ITA,DF,Zaragoza,28,1982,15.3,1,,3,,,0.2,,0.33,,0,0
286,Gorka Larrea,es ESP,MF,Levante,26,1984,2.7,0,,1,,,0.38,,0,,0,0
287,Miguel de las Cuevas,es ESP,MF,Sporting GijÛn,24,1986,27.4,6,,24,,,0.87,,0.25,,0,0
288,Laure,es ESP,DF,La CoruÒa,25,1985,21,1,,2,,,0.1,,0.5,,0,0
289,Dejan Leki?,rs SRB,FW,Osasuna,25,1985,8.6,2,,10,,,1.16,,0.2,,0,0
290,Pedro LeÛn,es ESP,"FW,MF",Real Madrid,23,1986,1.6,0,,3,,,1.89,,0,,0,0
291,Koikili Lertxundi,es ESP,DF,Athletic Club,29,1980,14.9,0,,1,,,0.07,,0,,0,0
292,Lillo,es ESP,DF,AlmerÌa,21,1989,1.3,0,,0,,,0,,,,0,0
293,Fernando Llorente,es ESP,FW,Athletic Club,25,1985,35.1,18,,49,,,1.39,,0.37,,0,0
294,Joseba Llorente,es ESP,FW,Real Sociedad,30,1979,14,5,,9,,,0.64,,0.56,,0,0
295,Adri·n Lois,es ESP,MF,Levante,21,1989,0.1,0,,0,,,0,,,,0,0
296,Lolo,es ESP,"DF,MF",Osasuna,25,1984,22.6,2,,7,,,0.31,,0.29,,0,0
297,Adri·n LÛpez,es ESP,FW,La CoruÒa,22,1988,29.4,8,,25,,,0.85,,0.24,,2,2
298,¡Ångel LÛpez,es ESP,"DF,MF",Villarreal,29,1981,17.7,0,,2,,,0.11,,0,,0,0
299,Antonio LÛpez,es ESP,"DF,MF",AtlÈtico Madrid,28,1981,14.8,0,,1,,,0.07,,0,,0,0
300,David LÛpez,es ESP,"DF,MF",Espanyol,20,1989,0.3,0,,0,,,0,,,,0,0
301,David LÛpez,es ESP,MF,Athletic Club,27,1982,17.8,6,,16,,,0.9,,0.19,,3,4
302,Diego LÛpez,es ESP,GK,Villarreal,28,1981,38,0,,0,,,0,,,,0,0
303,Eric LÛpez,es ESP,MF,Espanyol,17,1993,0.2,0,,0,,,0,,,,0,0
304,Javi LÛpez,es ESP,"DF,MF",Espanyol,24,1986,18.4,0,,0,,,0,,,,0,0
305,Jorge LÛpez,es ESP,MF,Zaragoza,31,1978,12.4,0,,6,,,0.48,,0,,0,0
306,Alberto Lopo,es ESP,DF,La CoruÒa,30,1980,32.2,2,,2,,,0.06,,1,,0,0
307,Alberto Lora,es ESP,"DF,MF",Sporting GijÛn,23,1987,35.2,0,,3,,,0.09,,0,,0,0
308,Filipe LuÌs,br BRA,DF,AtlÈtico Madrid,24,1985,23,1,,5,,,0.22,,0.2,,0,0
309,JosÈ Luis MartÌ,es ESP,MF,Mallorca,35,1975,31.1,0,,4,,,0.13,,0,,0,0
310,Antonio Luna,es ESP,DF,AlmerÌa,19,1991,13,0,,0,,,0,,,,0,0
311,Antonio Luna,es ESP,DF,Sevilla,19,1991,1.9,0,,0,,,0,,,,0,0
312,Albert Luque,es ESP,"FW,MF",M·laga,32,1978,0.9,0,,0,,,0,,,,0,0
313,Juli·n Luque Conde,es ESP,"FW,MF",Racing Sant,18,1992,2.5,0,,1,,,0.4,,0,,0,0
314,Germ·n Lux,ar ARG,GK,Mallorca,28,1982,3.5,0,,0,,,0,,,,0,0
315,Modeste M'bami,cm CMR,MF,AlmerÌa,27,1982,27.5,1,,7,,,0.25,,0.14,,0,0
316,Hedwiges Maduro,nl NED,"DF,MF",Valencia,25,1985,16.4,1,,2,,,0.12,,0.5,,0,0
317,ManÈ,es ESP,"DF,MF",Getafe,28,1981,29,0,,8,,,0.28,,0,,0,0
318,Manu,es ESP,GK,La CoruÒa,24,1986,6,0,,0,,,0,,,,0,0
319,JosÈ Manuel Jurado,es ESP,MF,AtlÈtico Madrid,24,1986,0.8,1,,2,,,2.37,,0.5,,0,0
320,Juan Manuel Ortiz,es ESP,"DF,MF",AlmerÌa,28,1982,23.6,1,,5,,,0.21,,0.2,,0,0
321,JosÈ Manuel Pinto,es ESP,GK,Barcelona,34,1975,6,0,,0,,,0,,,,0,0
322,Iv·n Marcano,es ESP,DF,Getafe,23,1987,27.3,1,,3,,,0.11,,0.33,,0,0
323,Marcelo,br BRA,"DF,MF",Real Madrid,22,1988,30.5,3,,6,,,0.2,,0.5,,0,0
324,Carlos Marchena,es ESP,"DF,MF",Villarreal,31,1979,26.1,1,,2,,,0.08,,0.5,,0,0
325,NÈlson Marcos,pt POR,DF,Osasuna,27,1983,25.1,1,,2,,,0.08,,0.5,,0,0
326,”scar de Marcos,es ESP,"DF,FW",Athletic Club,21,1989,6,0,,3,,,0.5,,0,,0,0
327,Enzo Maresca,it ITA,MF,M·laga,30,1980,7.9,2,,5,,,0.63,,0.4,,0,0
328,Mario,es ESP,DF,Getafe,28,1982,2.5,0,,0,,,0,,,,0,0
329,Javi M·rquez,es ESP,MF,Espanyol,24,1986,24.6,2,,14,,,0.57,,0.14,,0,0
330,Carlos MartÌnez,es ESP,DF,Real Sociedad,24,1986,24.5,0,,3,,,0.12,,0,,0,0
331,Igor MartÌnez,es ESP,"FW,MF",Athletic Club,21,1989,4,0,,2,,,0.5,,0,,0,0
332,Javi MartÌnez,es ESP,"DF,MF",Athletic Club,21,1988,33,4,,18,,,0.54,,0.22,,0,0
333,Javier Mascherano,ar ARG,"DF,MF",Barcelona,26,1984,17.1,0,,4,,,0.23,,0,,0,0
334,Juan Mata,es ESP,"FW,MF",Valencia,22,1988,28.5,8,,21,,,0.74,,0.33,,1,1
335,Sergio Matabuena,es ESP,MF,Sporting GijÛn,31,1979,2.8,0,,0,,,0,,,,0,0
336,JÈrÈmy Mathieu,fr FRA,DF,Valencia,26,1983,24.4,1,,4,,,0.16,,0.25,,0,0
337,Javier Matilla,es ESP,MF,Villarreal,21,1988,4,0,,3,,,0.75,,0,,0,0
338,Maxwell,br BRA,DF,Barcelona,28,1981,20.2,0,,2,,,0.1,,0,,0,0
339,Gary Medel,cl CHI,"DF,MF",Sevilla,22,1987,14.4,0,,0,,,0,,,,0,0
340,Tom·s MejÌas,es ESP,GK,Real Madrid,21,1989,0.1,0,,0,,,0,,,,0,0
341,Tiago Mendes,pt POR,MF,AtlÈtico Madrid,29,1981,26.5,4,,13,,,0.49,,0.31,,0,0
342,Guillermo MÈndez,es ESP,FW,Sporting GijÛn,18,1992,0.1,0,,0,,,0,,,,0,0
343,Fran MÈrida,es ESP,MF,AtlÈtico Madrid,20,1990,7.3,0,,4,,,0.55,,0,,0,0
344,Lionel Messi,ar ARG,"FW,MF",Barcelona,23,1987,31.8,31,,76,,,2.39,,0.36,,4,4
345,MÌchel,es ESP,MF,La CoruÒa,22,1988,4.9,0,,3,,,0.61,,0,,0,0
346,Michel,br BRA,DF,AlmerÌa,20,1990,29.4,0,,0,,,0,,,,0,0
347,Miku,ve VEN,FW,Getafe,24,1985,24.3,7,,20,,,0.82,,0.3,,1,1
348,Gabriel Milito,ar ARG,DF,Barcelona,29,1980,7.2,0,,1,,,0.14,,0,,0,0
349,Manu Molina,es ESP,MF,Espanyol,18,1991,2.1,0,,0,,,0,,,,0,0
350,Nacho Monreal,es ESP,DF,Osasuna,24,1986,30.6,1,,6,,,0.2,,0.17,,0,0
351,Miguel Monteiro,pt POR,DF,Valencia,30,1980,20.3,0,,3,,,0.15,,0,,0,0
352,Jefferson Montero,ec ECU,"FW,MF",Levante,20,1989,5.9,0,,6,,,1.01,,0,,0,0
353,Jefferson Montero,ec ECU,"FW,MF",Villarreal,20,1989,1.6,1,,2,,,1.24,,0.5,,0,0
354,MartÌn Montoya,es ESP,DF,Barcelona,19,1991,0.2,0,,0,,,0,,,,0,0
355,Luis Mor·n,es ESP,MF,Sporting GijÛn,23,1987,6.8,0,,1,,,0.15,,0,,0,0
356,¡Ålvaro Morata,es ESP,FW,Real Madrid,17,1992,0,0,,0,,,0,,,,0,0
357,Claudio Morel RodrÌguez,py PAR,DF,La CoruÒa,32,1978,13.8,0,,1,,,0.07,,0,,0,0
358,Pedro Mosquera,es ESP,MF,Getafe,22,1988,5,0,,2,,,0.4,,0,,0,0
359,Patrick Mtiliga,dk DEN,DF,M·laga,29,1981,17.3,0,,1,,,0.06,,0,,0,0
360,Iker Muniain,es ESP,"FW,MF",Athletic Club,17,1992,28.5,5,,25,,,0.88,,0.2,,0,0
361,Pedro Munitis,es ESP,FW,Racing Sant,35,1975,31.4,1,,8,,,0.25,,0.13,,0,0
362,Juan MuÒiz,es ESP,MF,Sporting GijÛn,18,1992,0.3,0,,,,,,,,,0,
363,Gustavo Mun˙a,uy URU,GK,Levante,32,1978,20,0,,0,,,0,,,,0,0
364,Mateo Musacchio,ar ARG,DF,Villarreal,19,1990,26.5,0,,0,,,0,,,,0,0
365,Guirane N'Daw,sn SEN,"DF,MF",Zaragoza,26,1984,3,0,,1,,,0.34,,0,,0,0
366,Nacho,es ESP,DF,Real Madrid,20,1990,1.6,0,,0,,,0,,,,0,0
367,Xisco Nadal,es ESP,"FW,MF",Levante,24,1986,13.1,0,,2,,,0.15,,0,,0,0
368,Ariel Nahuelp·n,ar ARG,FW,Racing Sant,22,1987,15.3,3,,22,,,1.44,,0.14,,0,1
369,Nano,es ESP,DF,Levante,30,1980,28.6,2,,4,,,0.14,,0.5,,0,0
370,David Navarro,es ESP,DF,Valencia,30,1980,14.3,1,,3,,,0.21,,0.33,,0,0
371,Fernando Navarro,es ESP,DF,Sevilla,28,1982,28.5,0,,4,,,0.14,,0,,0,0
372,Jes˙s Navas,es ESP,"DF,MF",Sevilla,24,1985,15,1,,13,,,0.87,,0.08,,0,0
373,¡Ålvaro Negredo,es ESP,FW,Sevilla,24,1985,29,20,,44,,,1.52,,0.36,,4,5
374,Javad Nekounam,ir IRN,MF,Osasuna,29,1980,24.7,6,,11,,,0.45,,0.09,,5,5
375,Nilmar,br BRA,FW,Villarreal,26,1984,26.2,10,,34,,,1.3,,0.29,,0,0
376,Braulio NÛbrega,es ESP,FW,Zaragoza,24,1985,15,3,,12,,,0.8,,0.25,,0,0
377,Alberto Noguera,es ESP,MF,AtlÈtico Madrid,20,1989,0.1,0,,0,,,0,,,,0,0
378,Nolito,es ESP,"FW,MF",Barcelona,23,1986,0.2,0,,1,,,5.63,,0,,0,0
379,Lassad Nouioui,tn TUN,FW,La CoruÒa,24,1986,16.2,5,,21,,,1.3,,0.24,,0,0
380,Nacho Novo,es ESP,FW,Sporting GijÛn,31,1979,17.1,4,,8,,,0.47,,0.5,,0,0
381,Emilio Nsue,gq EQG,"DF,FW",Mallorca,20,1989,32.8,4,,22,,,0.67,,0.18,,0,0
382,JosÈ Nunes,pt POR,DF,Mallorca,33,1977,33.2,1,,7,,,0.21,,0.14,,0,0
383,Ivan Obradovic,rs SRB,DF,Zaragoza,22,1988,17.4,0,,0,,,0,,,,0,0
384,Aitor Ocio,es ESP,DF,Athletic Club,33,1976,3.1,0,,0,,,0,,,,0,0
385,Knut Olav Rindar¯y,no NOR,DF,La CoruÒa,25,1985,2.7,0,,0,,,0,,,,0,0
386,Kiko Olivas,es ESP,DF,Villarreal,21,1988,2,0,,0,,,0,,,,0,0
387,Weligton Oliveira,br BRA,DF,M·laga,30,1979,31,1,,3,,,0.1,,0.33,,0,0
388,Pablo Orbaiz,es ESP,MF,Athletic Club,31,1979,18.6,1,,4,,,0.22,,0.25,,0,0
389,Joan Oriol,es ESP,DF,Villarreal,23,1986,1.6,0,,0,,,0,,,,0,0
390,JosÈ Ortiz Bernal,es ESP,"FW,MF",AlmerÌa,32,1977,2.8,0,,5,,,1.79,,0,,0,0
391,Osmar,es ESP,"DF,MF",Racing Sant,22,1988,2.9,0,,0,,,0,,,,0,0
392,Dani Osvaldo,it ITA,FW,Espanyol,24,1986,19.3,13,,44,,,2.27,,0.25,,2,2
393,Quincy Owusu-Abeyie,gh GHA,"FW,MF",M·laga,24,1986,16.4,2,,16,,,0.97,,0.13,,0,0
394,Mesut ÷zil,de GER,MF,Real Madrid,21,1988,28,6,,18,,,0.64,,0.33,,0,0
395,Juan Pablo Colinas,es ESP,GK,Sporting GijÛn,31,1978,24.3,0,,0,,,0,,,,0,0
396,Manuel Pablo,es ESP,DF,La CoruÒa,34,1976,29.3,0,,2,,,0.07,,0,,0,0
397,Miguel PallardÛ,es ESP,MF,Levante,23,1986,20.2,0,,0,,,0,,,,0,0
398,AndrÈs Palop,es ESP,GK,Sevilla,36,1973,18.1,0,,0,,,0,,,,0,0
399,NoÈ Pamarot,fr FRA,DF,HÈrcules,31,1979,28.2,0,,2,,,0.07,,0,,0,0
400,Walter Pandiani,uy URU,FW,Osasuna,34,1976,14.3,3,,12,,,0.84,,0.25,,0,0
401,Javier Paredes,es ESP,DF,Zaragoza,28,1982,17.5,0,,4,,,0.23,,0,,0,0
402,Daniel Parejo,es ESP,MF,Getafe,21,1989,27.3,3,,18,,,0.66,,0.17,,0,0
403,Abraham Paz,es ESP,DF,HÈrcules,31,1979,26.9,2,,5,,,0.19,,0.4,,0,0
404,Pedro,es ESP,"FW,MF",Barcelona,23,1987,23.6,13,,34,,,1.44,,0.38,,0,0
405,Hern·n Pellerano,ar ARG,DF,AlmerÌa,26,1984,6.8,0,,0,,,0,,,,0,0
406,Paco PeÒa,es ESP,DF,HÈrcules,32,1978,27.4,0,,0,,,0,,,,0,0
407,Pepe,pt POR,"DF,MF",Real Madrid,27,1983,24.7,1,,2,,,0.08,,0.5,,0,0
408,Michael Pereira,fr FRA,"FW,MF",Mallorca,22,1987,25.7,5,,22,,,0.86,,0.23,,0,0
409,IÒigo PÈrez,es ESP,MF,Athletic Club,22,1988,0.6,1,,1,,,1.58,,1,,0,0
410,Marco PÈrez,co COL,"FW,MF",Zaragoza,19,1990,6.4,1,,10,,,1.55,,0.1,,0,0
411,RubÈn PÈrez,es ESP,MF,La CoruÒa,21,1989,30.5,0,,6,,,0.2,,0,,0,0
412,Diego Perotti,ar ARG,"FW,MF",Sevilla,22,1988,25.7,3,,16,,,0.62,,0.19,,0,0
413,Pablo Piatti,ar ARG,"FW,MF",AlmerÌa,21,1989,32.5,8,,31,,,0.95,,0.26,,0,0
414,Tom·s Pina Isla,es ESP,MF,Mallorca,22,1987,1.9,0,,0,,,0,,,,0,0
415,Pablo Pinillos Caro,es ESP,DF,Racing Sant,36,1974,18.2,2,,4,,,0.22,,0.25,,1,2
416,¡Åd·m PintÈr,hu HUN,"DF,MF",Zaragoza,22,1988,4.1,0,,0,,,0,,,,0,0
417,Pablo Pintos,uy URU,DF,Getafe,23,1987,4.8,0,,0,,,0,,,,0,0
418,Gerard PiquÈ,es ESP,DF,Barcelona,23,1987,29.4,3,,9,,,0.31,,0.33,,0,0
419,Waldo Ponce,cl CHI,DF,Racing Sant,27,1982,2,0,,0,,,0,,,,0,0
420,Leonardo Ponzio,ar ARG,MF,Zaragoza,28,1982,28.5,2,,8,,,0.28,,0.25,,0,0
421,Cristian Portilla,es ESP,MF,Sporting GijÛn,21,1988,0,0,,0,,,0,,,,0,0
422,Francisco Portillo,es ESP,MF,M·laga,20,1990,8.5,0,,1,,,0.12,,0,,0,0
423,Javier Portillo,es ESP,FW,HÈrcules,28,1982,12.8,1,,15,,,1.17,,0.07,,0,0
424,Javi Poves,es ESP,DF,Sporting GijÛn,23,1986,0.1,0,,,,,,,,,0,
425,Xabi Prieto,es ESP,MF,Real Sociedad,26,1983,35.9,7,,13,,,0.36,,0.23,,4,4
426,Cristian Pulhac,ro ROU,DF,HÈrcules,25,1984,8.4,0,,0,,,0,,,,0,0
427,Jorge Pulido,es ESP,DF,AtlÈtico Madrid,19,1991,2,0,,0,,,0,,,,0,0
428,Francisco PuÒal,es ESP,MF,Osasuna,34,1975,31.4,0,,4,,,0.13,,0,,0,0
429,Carles Puyol,es ESP,DF,Barcelona,32,1978,15.3,1,,2,,,0.13,,0.5,,0,0
430,Rafa,es ESP,"DF,MF",Getafe,25,1985,17.1,0,,1,,,0.06,,0,,0,0
431,Ivan Rakitic,hr CRO,MF,Sevilla,22,1988,12.1,5,,11,,,0.91,,0.45,,0,0
432,Iv·n Ramis,es ESP,DF,Mallorca,25,1984,32.4,3,,8,,,0.25,,0.25,,1,2
433,Edu Ramos,es ESP,MF,M·laga,18,1992,1.2,0,,0,,,0,,,,0,0
434,Sergio Ramos,es ESP,DF,Real Madrid,24,1986,30,3,,8,,,0.27,,0.25,,1,1
435,Edson Ratinho,br BRA,"DF,MF",Mallorca,24,1986,6.4,0,,1,,,0.16,,0,,0,0
436,Recio,es ESP,MF,M·laga,19,1991,18,2,,3,,,0.17,,0.67,,0,0
437,Manolo Reina,es ESP,GK,Levante,25,1985,18,0,,0,,,0,,,,0,0
438,Renato,br BRA,MF,Sevilla,31,1979,14.2,2,,4,,,0.28,,0.5,,0,0
439,Ricardo,es ESP,GK,Osasuna,38,1971,38,0,,0,,,0,,,,0,0
440,Baltasar Rigo,es ESP,DF,AlmerÌa,25,1985,1,0,,0,,,0,,,,0,0
441,Riki,es ESP,FW,La CoruÒa,29,1980,9.4,3,,14,,,1.48,,0.14,,1,1
442,Pedro RÌos,es ESP,MF,Getafe,28,1981,24.6,7,,16,,,0.65,,0.44,,0,0
443,Diego Rivas,es ESP,MF,Real Sociedad,30,1980,28.5,2,,3,,,0.11,,0.67,,0,0
444,Alberto Rivera,es ESP,MF,Sporting GijÛn,32,1978,28.3,0,,4,,,0.14,,0,,0,0
445,Sergi Roberto,es ESP,"DF,MF",Barcelona,18,1992,1,0,,,,,,,,,0,
446,Miquel RobustÈ,es ESP,DF,Levante,25,1985,4.7,0,,0,,,0,,,,0,0
447,David Rochela,es ESP,DF,La CoruÒa,20,1990,1.6,0,,0,,,0,,,,0,0
448,HÈctor Rodas,es ESP,DF,Levante,22,1988,4.5,0,,0,,,0,,,,0,0
449,Rodri,es ESP,FW,Sevilla,20,1990,2.5,0,,3,,,1.21,,0,,0,0
450,Rodri,es ESP,DF,HÈrcules,25,1984,11.6,0,,0,,,0,,,,0,0
451,Gonzalo RodrÌguez,ar ARG,DF,Villarreal,26,1984,20.1,1,,4,,,0.2,,0.25,,0,0
452,Juan RodrÌguez,es ESP,MF,La CoruÒa,28,1982,28.5,1,,8,,,0.28,,0.13,,0,0
453,Ra˙l RodrÌguez,es ESP,DF,Espanyol,22,1987,8.4,0,,0,,,0,,,,0,0
454,Vicente RodrÌguez,es ESP,"FW,MF",Valencia,29,1981,6.3,1,,5,,,0.79,,0.2,,0,0
455,Romaric,ci CIV,MF,Sevilla,27,1983,17.3,1,,9,,,0.52,,0.11,,0,0
456,Oriol Romeu,es ESP,MF,Barcelona,18,1991,0.1,0,,0,,,0,,,,0,0
457,Cristiano Ronaldo,pt POR,"FW,MF",Real Madrid,25,1985,32.4,40,,101,,,3.12,,0.32,,8,8
458,SalomÛn RondÛn,ve VEN,FW,M·laga,20,1989,26.9,14,,30,,,1.12,,0.47,,0,0
459,HÈlder Ros·rio,pt POR,DF,M·laga,30,1980,2.7,0,,0,,,0,,,,0,0
460,Markus Rosenberg,se SWE,FW,Racing Sant,27,1982,26.6,9,,41,,,1.54,,0.22,,0,1
461,Giuseppe Rossi,it ITA,FW,Villarreal,23,1987,33.3,18,,58,,,1.74,,0.24,,4,4
462,RubÈn,es ESP,DF,Mallorca,28,1982,8.1,0,,1,,,0.12,,0,,0,0
463,RubÈn,es ESP,GK,M·laga,26,1984,7,0,,0,,,0,,,,0,0
464,Marco Ruben,ar ARG,FW,Villarreal,23,1986,14.4,5,,15,,,1.04,,0.33,,0,0
465,Francisco Rufete,es ESP,MF,HÈrcules,33,1976,5.8,0,,2,,,0.34,,0,,0,0
466,VÌctor Ruiz,es ESP,"DF,MF",Espanyol,21,1989,15,0,,4,,,0.27,,0,,0,0
467,R˙per,es ESP,MF,Osasuna,23,1987,0.9,0,,0,,,0,,,,0,0
468,Sim„o Sabrosa,pt POR,MF,AtlÈtico Madrid,30,1979,14.5,4,,12,,,0.83,,0.25,,1,1
469,Mikel San JosÈ,es ESP,"DF,MF",Athletic Club,21,1989,29.7,2,,5,,,0.17,,0,,2,3
470,CÈsar S·nchez,es ESP,GK,Valencia,38,1971,14.1,0,,0,,,0,,,,0,0
471,IsaÌas S·nchez,es ESP,MF,Espanyol,23,1987,1,0,,0,,,0,,,,0,0
472,Sergio S·nchez,es ESP,DF,Sevilla,24,1986,6.2,0,,0,,,0,,,,0,0
473,VÌctor S·nchez,es ESP,"DF,MF",Getafe,22,1987,21.2,1,,4,,,0.19,,0.25,,0,0
474,JosÈ Sand,ar ARG,FW,La CoruÒa,30,1980,2.3,0,,1,,,0.43,,0,,0,0
475,GastÛn Sangoy,ar ARG,"FW,MF",Sporting GijÛn,25,1984,11.9,2,,13,,,1.09,,0.15,,0,0
476,Oier Sanjurjo,es ESP,"DF,MF",Osasuna,24,1986,2.3,0,,0,,,0,,,,0,0
477,Adri·n Sardinero,es ESP,"FW,MF",Getafe,19,1990,5.2,1,,2,,,0.38,,0.5,,0,0
478,Jeffrey Sarpong,nl NED,MF,Real Sociedad,21,1988,3.9,1,,4,,,1.03,,0.25,,0,0
479,Mohamed Sarr,sn SEN,"DF,MF",HÈrcules,26,1983,2,0,,0,,,0,,,,0,0
480,Rafel Sastre,es ESP,DF,Sporting GijÛn,34,1975,6.4,0,,0,,,0,,,,0,0
481,Sa˙l,es ESP,MF,La CoruÒa,25,1985,7,0,,4,,,0.57,,0,,0,0
482,Marcos Senna,es ESP,MF,Villarreal,34,1976,13.6,1,,8,,,0.59,,0.13,,0,0
483,Diego Seoane,es ESP,DF,La CoruÒa,22,1988,9.3,0,,1,,,0.11,,0,,0,0
484,Sergio,es ESP,DF,Osasuna,33,1977,21.5,2,,7,,,0.33,,0.29,,0,0
485,Sergio,es ESP,MF,Levante,33,1976,10.1,2,,4,,,0.4,,0.5,,0,0
486,”scar Serrano,es ESP,MF,Racing Sant,28,1981,0.6,1,,1,,,1.58,,1,,0,0
487,Masoud Shojaei,ir IRN,MF,Osasuna,26,1984,13.3,2,,11,,,0.83,,0.18,,0,0
488,Marcelo Silva,uy URU,DF,AlmerÌa,21,1989,20.4,1,,3,,,0.15,,0.33,,0,0
489,Paulo da Silva,py PAR,DF,Zaragoza,30,1980,10.6,0,,1,,,0.09,,0,,0,0
490,Sandro Silva,br BRA,MF,M·laga,26,1984,13.8,0,,2,,,0.15,,0,,0,0
491,Wellington Silva,br BRA,"FW,MF",Levante,17,1993,0,0,,0,,,0,,,,0,0
492,Florent Sinama Pongolle,fr FRA,FW,Zaragoza,25,1984,14,4,,15,,,1.07,,0.27,,0,0
493,Enrique Sola,es ESP,FW,Osasuna,24,1986,11.8,7,,15,,,1.27,,0.47,,0,0
494,Roberto Soldado,es ESP,FW,Valencia,25,1985,26.8,18,,43,,,1.61,,0.4,,1,1
495,Bruno Soriano,es ESP,MF,Villarreal,26,1984,36.4,0,,2,,,0.05,,0,,0,0
496,Fernando Soriano,es ESP,MF,Osasuna,30,1979,20.6,2,,12,,,0.58,,0.17,,0,0
497,Kris Stadsgaard,dk DEN,DF,M·laga,24,1985,23.3,1,,3,,,0.13,,0.33,,0,0
498,Marius Stankevicçius,lt LTU,"DF,MF",Valencia,29,1981,18.9,2,,3,,,0.16,,0.67,,0,0
499,Cristhian Stuani,uy URU,"FW,MF",Levante,23,1986,14.3,8,,17,,,1.19,,0.47,,0,0
500,JeffrÈn Su·rez,ve†VEN,"FW,MF",Barcelona,22,1988,3.4,1,,6,,,1.77,,0.17,,0,0
501,Mario Su·rez,es†ESP,MF,AtlÈtico Madrid,23,1987,18.4,2,,5,,,0.27,,0.4,,0,0
502,RubÈn Su·rez,es†ESP,MF,Levante,31,1979,16.8,5,,14,,,0.84,,0.29,,1,1
503,Markel Susaeta,es†ESP,"FW,MF",Athletic Club,22,1987,16.1,1,,14,,,0.87,,0.07,,0,0
504,Francisco Sutil,es†ESP,"DF,FW",Real Sociedad,25,1984,5.8,2,,6,,,1.03,,0.33,,0,0
505,Ra˙l Tamudo,es†ESP,FW,Real Sociedad,32,1977,20.1,7,,25,,,1.24,,0.28,,0,0
