,,,,,,,,,Standard,,,,,,,,Performance,
251,Juanfran,es ESP,DF,Levante,36,1976,27.9,0,,2,,,0.07,,0,,0,0
252,Juankar,es ESP,"DF,FW",Betis,22,1990,16.5,0,,3,,,0.18,,0,,0,0
253,Juanlu,es ESP,MF,Levante,32,1980,13.9,2,,8,,,0.58,,0.25,,0,0
254,Juanmi,es ESP,"FW,MF",M·laga,19,1993,0.3,1,,1,,,3.91,,1,,0,0
255,Kak·,br BRA,"FW,MF",Real Madrid,30,1982,10.6,3,,12,,,1.13,,0.17,,1,1
256,Kak·,br BRA,DF,La CoruÒa,31,1981,4.8,0,,0,,,0,,,,0,0
257,Carlos Kameni,cm CMR,GK,M·laga,28,1984,2.6,0,,0,,,0,,,,0,0
258,Nikolaos Karabelas,gr GRE,DF,Levante,27,1984,6.9,0,,1,,,0.14,,0,,0,0
259,Kevin,es ESP,DF,Mallorca,22,1989,9.2,1,,1,,,0.11,,1,,0,0
260,Sami Khedira,de GER,MF,Real Madrid,25,1987,19.4,3,,10,,,0.52,,0.3,,0,0
261,Koke,es ESP,MF,AtlÈtico Madrid,20,1992,27.8,3,,14,,,0.5,,0.21,,0,0
262,Geoffrey Kondogbia,cf CTA,MF,Sevilla,19,1993,21.2,1,,6,,,0.28,,0.17,,0,0
263,Michael Krohn-Dehli,dk DEN,"FW,MF",Celta Vigo,29,1983,31.2,1,,14,,,0.45,,0.07,,0,0
264,Alberto de la Bella,es ESP,DF,Real Sociedad,26,1985,35.6,3,,6,,,0.17,,0.5,,0,0
265,Mikel Labaka,es ESP,DF,Rayo Vallecano,31,1980,7.2,0,,0,,,0,,,,0,0
266,Mehdi Lacen,dz ALG,MF,Getafe,28,1984,10.3,0,,0,,,0,,,,0,0
267,¡Ångel Lafita,es ESP,"FW,MF",Getafe,27,1984,18.9,2,,13,,,0.69,,0.15,,0,0
268,Roberto Lago,es ESP,"DF,MF",Celta Vigo,26,1985,31.3,0,,1,,,0.03,,0,,0,0
269,Roland Lamah,be BEL,"FW,MF",Osasuna,24,1987,8.7,2,,12,,,1.38,,0.17,,0,0
270,Maurizio Lanzaro,it ITA,DF,Zaragoza,30,1982,0.7,0,,0,,,0,,,,0,0
271,Aymeric Laporte,es ESP,DF,Athletic Club,18,1994,13.4,0,,1,,,0.07,,0,,0,0
272,Daniel Larsson,se SWE,"FW,MF",Valladolid,25,1987,15,0,,8,,,0.53,,0,,0,0
273,Miguel de las Cuevas,es ESP,MF,Osasuna,26,1986,12.5,1,,12,,,0.96,,0.08,,0,0
274,Laure,es ESP,DF,La CoruÒa,27,1985,10.5,0,,0,,,0,,,,0,0
275,Christian Lell,de GER,DF,Levante,27,1984,19.7,2,,4,,,0.2,,0.5,,0,0
276,Pedro LeÛn,es ESP,"FW,MF",Getafe,25,1986,25.2,3,,32,,,1.27,,0.09,,0,0
277,Samuel Llorca,es ESP,DF,Celta Vigo,27,1985,0.4,0,,0,,,0,,,,0,0
278,Diego Llorente,es ESP,DF,Real Madrid,18,1993,0,0,,0,,,0,,,,0,0
279,Fernando Llorente,es ESP,FW,Athletic Club,27,1985,10,4,,18,,,1.8,,0.22,,0,0
280,Joseba Llorente,es ESP,FW,Osasuna,32,1979,10.1,1,,12,,,1.19,,0.08,,0,0
281,Raoul LoÈ,cm CMR,MF,Osasuna,23,1989,17.5,2,,2,,,0.11,,1,,0,0
282,Lolo,es ESP,"FW,MF",Valladolid,19,1993,1.2,0,,2,,,1.71,,0,,0,0
283,Lolo,es ESP,"DF,MF",Osasuna,27,1984,17.8,1,,4,,,0.22,,0.25,,0,0
284,Samuele Longo,it ITA,FW,Espanyol,20,1992,11.1,3,,14,,,1.27,,0.21,,0,0
285,Glenn Loovens,nl NED,DF,Zaragoza,28,1983,18.7,0,,1,,,0.05,,0,,0,0
286,Adri·n LÛpez,es ESP,FW,AtlÈtico Madrid,24,1988,16.7,3,,11,,,0.66,,0.27,,0,0
287,¡Ålex LÛpez,es ESP,MF,Celta Vigo,24,1988,27,2,,13,,,0.48,,0.15,,0,0
288,¡Ångel LÛpez,es ESP,"DF,MF",Betis,31,1981,8.2,1,,1,,,0.12,,1,,0,0
289,Antonio LÛpez,es ESP,"DF,MF",Mallorca,30,1981,7.4,0,,0,,,0,,,,0,0
290,Diego LÛpez,es ESP,GK,Sevilla,30,1981,7.4,0,,0,,,0,,,,0,0
291,Diego LÛpez,es ESP,GK,Real Madrid,30,1981,16,0,,0,,,0,,,,0,0
292,¡çÒigo LÛpez,es ESP,DF,Granada,30,1982,21.2,0,,3,,,0.14,,0,,0,0
293,Isma LÛpez,es ESP,"DF,FW",Athletic Club,22,1990,5.3,0,,1,,,0.19,,0,,0,0
294,Javi LÛpez,es ESP,"DF,MF",Espanyol,26,1986,28.4,1,,3,,,0.11,,0.33,,0,0
295,Pedro LÛpez MuÒoz,es ESP,DF,Levante,28,1983,16.1,0,,1,,,0.06,,0,,0,0
296,Alberto Lopo,es ESP,DF,Getafe,32,1980,18.7,1,,3,,,0.16,,0.33,,0,0
297,Enrique de Lucas,es ESP,"FW,MF",Celta Vigo,33,1978,8.2,3,,13,,,1.59,,0.23,,0,0
298,Manuel Lucena,es ESP,DF,Granada,29,1982,2,0,,0,,,0,,,,0,0
299,Diego Lugano,uy URU,DF,M·laga,31,1980,10.3,0,,1,,,0.1,,0,,0,0
300,Filipe LuÌs,br BRA,DF,AtlÈtico Madrid,26,1985,31.1,1,,6,,,0.19,,0.17,,0,0
301,JosÈ Luis MartÌ,es ESP,MF,Mallorca,37,1975,19.5,1,,4,,,0.21,,0.25,,0,0
302,Antonio Luna,es ESP,DF,Sevilla,21,1991,1.2,0,,0,,,0,,,,0,0
303,Antonio Luna,es ESP,DF,Mallorca,21,1991,10.3,0,,0,,,0,,,,0,0
304,Germ·n Lux,ar ARG,GK,La CoruÒa,30,1982,3.5,0,,0,,,0,,,,0,0
305,Darwin MachÌs,ve VEN,"FW,MF",Granada,19,1993,0.5,0,,0,,,0,,,,0,0
306,LÈvy Madinda,ga GAB,MF,Celta Vigo,20,1992,1.8,0,,0,,,0,,,,0,0
307,Hedwiges Maduro,nl NED,"DF,MF",Sevilla,27,1985,14.6,0,,0,,,0,,,,0,0
308,Diego Mainz,es ESP,DF,Granada,29,1982,26.3,1,,2,,,0.08,,0.5,,0,0
309,Hugo Mallo,es ESP,DF,Celta Vigo,21,1991,17,0,,1,,,0.06,,0,,0,0
310,ManÈ,es ESP,"DF,MF",Getafe,30,1981,11.2,1,,2,,,0.18,,0.5,,0,0
311,Javier Manquillo,es ESP,DF,AtlÈtico Madrid,18,1994,2.2,0,,0,,,0,,,,0,0
312,Manucho,ao ANG,FW,Valladolid,29,1983,18.3,8,,23,,,1.26,,0.35,,0,0
313,JosÈ Manuel Casado,es ESP,DF,Rayo Vallecano,25,1986,25.2,0,,2,,,0.08,,0,,0,0
314,JosÈ Manuel Fern·ndez,es ESP,DF,Zaragoza,22,1989,7.9,0,,0,,,0,,,,0,0
315,Juan Manuel Ortiz,es ESP,"DF,MF",Granada,30,1982,9.1,0,,0,,,0,,,,0,0
316,JosÈ Manuel Pinto,es ESP,GK,Barcelona,36,1975,7,0,,0,,,0,,,,0,0
317,Marcelo,br BRA,"DF,MF",Real Madrid,24,1988,11.8,0,,4,,,0.34,,0,,0,0
318,Carlos Marchena,es ESP,"DF,MF",La CoruÒa,33,1979,20.5,2,,4,,,0.19,,0.5,,0,0
319,NÈlson Marcos,pt POR,DF,Betis,29,1983,10,0,,1,,,0.1,,0,,0,0
320,”scar de Marcos,es ESP,"DF,FW",Athletic Club,23,1989,34.8,6,,24,,,0.69,,0.25,,0,0
321,JosÈ Mari,es ESP,MF,Zaragoza,24,1987,16.3,0,,3,,,0.18,,0,,0,0
322,JosÈ MarÌa Movilla,es ESP,MF,Zaragoza,37,1975,23.3,0,,1,,,0.04,,0,,0,0
323,Mario,es ESP,DF,Betis,30,1982,17.7,1,,2,,,0.11,,0.5,,0,0
324,Javi M·rquez,es ESP,MF,Mallorca,26,1986,16.7,3,,12,,,0.72,,0.17,,1,1
325,Roger MartÌ,es ESP,FW,Levante,21,1991,3.7,1,,7,,,1.9,,0.14,,0,0
326,¡Ålex MartÌnez,es ESP,"DF,MF",Betis,21,1990,11.6,0,,0,,,0,,,,0,0
327,Carlos MartÌnez,es ESP,DF,Real Sociedad,26,1986,28.7,1,,3,,,0.1,,0.33,,0,0
328,Igor MartÌnez,es ESP,"FW,MF",Athletic Club,23,1989,1.2,0,,2,,,1.65,,0,,0,0
329,IÒigo MartÌnez,es ESP,DF,Real Sociedad,21,1991,34,4,,8,,,0.24,,0.5,,0,0
330,Obafemi Martins,ng NGA,FW,Levante,27,1984,19,7,,19,,,1,,0.37,,0,0
331,Omar Mascarell,es ESP,MF,Real Madrid,19,1993,0.1,0,,0,,,0,,,,0,0
332,Javier Mascherano,ar ARG,"DF,MF",Barcelona,28,1984,21.5,0,,0,,,0,,,,0,0
333,Sim„o Mate Junior,mz MOZ,"DF,MF",Levante,24,1988,2.8,0,,1,,,0.36,,0,,0,0
334,JÈrÈmy Mathieu,fr FRA,DF,Valencia,28,1983,15.7,1,,4,,,0.25,,0.25,,0,0
335,Felipe Mattioni,br BRA,DF,Espanyol,23,1988,4.1,0,,1,,,0.24,,0,,0,0
336,Gary Medel,cl CHI,"DF,MF",Sevilla,24,1987,29.4,6,,11,,,0.37,,0.55,,0,0
337,Tiago Mendes,pt POR,MF,AtlÈtico Madrid,31,1981,15.3,2,,4,,,0.26,,0.5,,0,0
338,Maikel Mesa,es ESP,MF,Osasuna,21,1991,0.1,0,,0,,,0,,,,0,0
339,Lionel Messi,ar ARG,"FW,MF",Barcelona,25,1987,29.4,46,,90,,,3.06,,0.47,,4,4
340,MÌchel,es ESP,MF,Levante,24,1988,21.5,5,,11,,,0.51,,0.36,,1,1
341,MÌchel,es ESP,MF,Getafe,26,1985,11.8,0,,0,,,0,,,,0,0
342,Miku,ve VEN,FW,Getafe,26,1985,1.8,0,,2,,,1.14,,0,,0,0
343,Santi Mina,es ESP,FW,Celta Vigo,16,1995,0.4,0,,0,,,0,,,,0,0
344,Abraham Minero,es ESP,"DF,MF",Zaragoza,26,1986,34.7,0,,1,,,0.03,,0,,0,0
345,RubÈn MiÒo,es ESP,GK,Mallorca,23,1989,0.3,0,,0,,,0,,,,0,0
346,Miranda,br BRA,DF,AtlÈtico Madrid,27,1984,35,2,,4,,,0.11,,0.5,,0,0
347,Roderick Miranda,pt POR,DF,La CoruÒa,21,1991,2.6,0,,0,,,0,,,,0,0
348,Luka Modric,hr CRO,MF,Real Madrid,26,1985,24.2,3,,9,,,0.37,,0.33,,0,0
349,Jorge Molina,es ESP,FW,Betis,30,1982,23.5,13,,31,,,1.32,,0.39,,1,2
350,Guillermo Molins,se SWE,"FW,MF",Betis,23,1988,0.6,0,,0,,,0,,,,0,0
351,Nacho Monreal,es ESP,DF,M·laga,26,1986,13.2,1,,2,,,0.15,,0.5,,0,0
352,Paco MontaÒÈs,es ESP,"FW,MF",Zaragoza,25,1986,35.8,5,,18,,,0.5,,0.28,,0,0
353,MartÌn Montoya,es ESP,DF,Barcelona,21,1991,12.8,1,,3,,,0.23,,0.33,,0,0
354,Pedro Morales,cl CHI,MF,M·laga,27,1985,4.4,3,,8,,,1.82,,0.38,,0,0
355,Erik Mor·n,es ESP,MF,Athletic Club,21,1991,0.1,0,,0,,,0,,,,0,0
356,¡Ålvaro Morata,es ESP,FW,Real Madrid,19,1992,4.6,2,,6,,,1.29,,0.33,,0,0
357,Alberto Moreno,es ESP,"DF,MF",Sevilla,20,1992,12.3,0,,1,,,0.08,,0,,0,0
358,HÈctor Moreno,mx MEX,DF,Espanyol,24,1988,30.8,2,,5,,,0.16,,0.4,,0,0
359,Iker Muniain,es ESP,"FW,MF",Athletic Club,19,1992,24.2,1,,9,,,0.37,,0.11,,0,0
360,Gustavo Mun˙a,uy URU,GK,Levante,34,1978,29,0,,0,,,0,,,,0,0
361,Nacho,es ESP,DF,Rayo Vallecano,23,1989,8.4,1,,3,,,0.36,,0.33,,0,0
362,Nacho,es ESP,DF,Real Madrid,22,1990,6.2,0,,0,,,0,,,,0,0
363,Nacho,es ESP,"DF,MF",Betis,32,1980,26.3,0,,1,,,0.04,,0,,0,0
364,Nano,es ESP,"DF,FW",Osasuna,30,1982,15.5,0,,3,,,0.19,,0,,0,0
365,David Navarro,es ESP,DF,Levante,32,1980,34.3,1,,2,,,0.06,,0.5,,0,0
366,Fernando Navarro,es ESP,DF,Sevilla,30,1982,34.7,0,,1,,,0.03,,0,,0,0
367,Ximo Navarro,es ESP,DF,Mallorca,22,1990,11.1,0,,1,,,0.09,,0,,0,0
368,Jes˙s Navas,es ESP,"DF,MF",Sevilla,26,1985,36.8,0,,26,,,0.71,,0,,0,0
369,Keylor Navas,cr CRC,GK,Levante,25,1986,9,0,,0,,,0,,,,0,0
370,¡Ålvaro Negredo,es ESP,FW,Sevilla,26,1985,33.6,25,,56,,,1.67,,0.38,,4,5
371,Juan Neira,ar ARG,"FW,MF",Valladolid,23,1989,1.2,0,,2,,,1.67,,0,,0,0
372,Sa˙l —Ìguez,es ESP,"DF,MF",AtlÈtico Madrid,17,1994,0.2,0,,0,,,0,,,,0,0
373,Nino,es ESP,"FW,MF",Osasuna,32,1980,18,3,,13,,,0.72,,0.23,,0,0
374,Nolito,es ESP,"FW,MF",Granada,25,1986,16,3,,20,,,1.25,,0.15,,0,0
375,Nono,es ESP,MF,Betis,19,1993,6.6,0,,2,,,0.3,,0,,0,0
376,Emilio Nsue,gq EQG,"DF,FW",Mallorca,22,1989,24,2,,11,,,0.46,,0.18,,0,0
377,JosÈ Nunes,pt POR,DF,Mallorca,35,1977,21.9,0,,5,,,0.23,,0,,0,0
378,Allan Nyom,cm CMR,"DF,MF",Granada,24,1988,32.7,0,,6,,,0.18,,0,,0,0
379,Ivan Obradovic,rs SRB,DF,Zaragoza,24,1988,0.8,0,,0,,,0,,,,0,0
380,Fabrice Olinga,cm CMR,"FW,MF",M·laga,16,1996,0.9,1,,2,,,2.31,,0.5,,0,0
381,NÈlson Oliveira,pt POR,FW,La CoruÒa,20,1991,9.8,4,,21,,,2.15,,0.19,,0,0
382,Weligton Oliveira,br BRA,DF,M·laga,32,1979,33,2,,4,,,0.12,,0.5,,0,0
383,Manuel Onwu,es ESP,FW,Osasuna,24,1988,1.5,1,,3,,,1.96,,0.33,,0,0
384,Oguchi Onyewu,us USA,DF,M·laga,30,1982,1.2,0,,0,,,0,,,,0,0
385,Fabi·n Orellana,cl CHI,"FW,MF",Granada,26,1986,11.8,0,,8,,,0.68,,0,,0,0
386,Fabi·n Orellana,cl CHI,"FW,MF",Celta Vigo,26,1986,7.7,0,,1,,,0.13,,0,,0,0
387,Edu Oriol,es ESP,"FW,MF",Zaragoza,25,1986,8.7,0,,1,,,0.12,,0,,0,0
388,Jorge OrtÌ,es ESP,FW,Zaragoza,19,1993,1.9,0,,0,,,0,,,,0,0
389,”scar,es ESP,MF,Valladolid,29,1982,32.6,12,,30,,,0.92,,0.4,,0,0
390,Borja OubiÒa,es ESP,MF,Celta Vigo,30,1982,35.9,1,,5,,,0.14,,0.2,,0,0
391,Abdelkader Oueslati,tn TUN,"DF,FW",AtlÈtico Madrid,20,1991,0.2,0,,1,,,5.63,,0,,0,0
392,Mesut ÷zil,de GER,MF,Real Madrid,23,1988,22.6,9,,18,,,0.8,,0.5,,0,0
393,Manuel Pablo,es ESP,DF,La CoruÒa,36,1976,23.4,0,,0,,,0,,,,0,0
394,Dorlan PabÛn,co COL,"FW,MF",Betis,24,1988,13.9,8,,25,,,1.8,,0.32,,0,0
395,Miguel PallardÛ,es ESP,MF,Levante,25,1986,0.8,0,,1,,,1.3,,0,,0,0
396,AndrÈs Palop,es ESP,GK,Sevilla,38,1973,15.6,0,,0,,,0,,,,0,0
397,RubÈn Pardo,es ESP,MF,Real Sociedad,19,1992,12.2,0,,7,,,0.58,,0,,0,0
398,Javier Paredes,es ESP,DF,Zaragoza,30,1982,16.9,0,,0,,,0,,,,0,0
399,Daniel Parejo,es ESP,MF,Valencia,23,1989,21.9,1,,7,,,0.32,,0.14,,0,0
400,Paul„o,br BRA,DF,Betis,30,1982,19.3,2,,8,,,0.41,,0.25,,0,0
401,Pedro,es ESP,"FW,MF",Barcelona,25,1987,23,7,,25,,,1.09,,0.28,,0,0
402,Carlos PeÒa,es ESP,DF,Valladolid,29,1983,11.8,0,,0,,,0,,,,0,0
403,RubÈn PeÒa,es ESP,"DF,MF",Valladolid,21,1991,0.8,0,,0,,,0,,,,0,0
404,Pepe,pt POR,"DF,MF",Real Madrid,29,1983,26.1,1,,8,,,0.31,,0,,1,1
405,Alberto Perea,es ESP,"FW,MF",Rayo Vallecano,21,1990,1.6,0,,0,,,0,,,,0,0
406,Jo„o Pereira,pt POR,"DF,MF",Valencia,28,1984,27.8,0,,1,,,0.04,,0,,0,0
407,Jonathan Pereira,es ESP,FW,Betis,25,1987,2.8,0,,1,,,0.36,,0,,0,0
408,Michael Pereira,fr FRA,"FW,MF",Mallorca,24,1987,16.1,1,,12,,,0.74,,0.08,,0,0
409,IÒigo PÈrez,es ESP,MF,Athletic Club,24,1988,4.3,0,,0,,,0,,,,0,0
410,RubÈn PÈrez,es ESP,MF,Betis,23,1989,18,1,,3,,,0.17,,0.33,,0,0
411,VÌctor PÈrez,es ESP,MF,Valladolid,24,1988,24.1,4,,5,,,0.21,,0,,4,5
412,Diego Perotti,ar ARG,"FW,MF",Sevilla,24,1988,9.3,0,,0,,,0,,,,0,0
413,Damien Perquis,pl POL,DF,Betis,28,1984,7.2,0,,2,,,0.28,,0,,0,0
414,Martin Petrov,bg BUL,"FW,MF",Espanyol,33,1979,1.6,0,,1,,,0.63,,0,,0,0
415,Pablo Piatti,ar ARG,"FW,MF",Valencia,23,1989,9.2,1,,12,,,1.3,,0.08,,0,0
416,Lucas Piazon,br BRA,"FW,MF",M·laga,18,1994,5.1,0,,5,,,0.98,,0,,0,0
417,Tom·s Pina Isla,es ESP,MF,Mallorca,24,1987,31.9,0,,4,,,0.13,,0,,0,0
418,¡Åd·m PintÈr,hu HUN,"DF,MF",Zaragoza,24,1988,15,0,,4,,,0.27,,0,,0,0
419,Tiago Pinto,pt POR,DF,La CoruÒa,24,1988,1,0,,0,,,0,,,,0,0
420,Gerard PiquÈ,es ESP,DF,Barcelona,25,1987,26.7,2,,5,,,0.19,,0.4,,0,0
421,Piti,es ESP,"FW,MF",Rayo Vallecano,31,1981,31.2,18,,46,,,1.47,,0.28,,5,5
422,Pizzi,pt POR,"FW,MF",La CoruÒa,22,1989,34.3,8,,41,,,1.2,,0.1,,4,4
423,Francisco Portillo,es ESP,MF,M·laga,22,1990,18.9,2,,8,,,0.42,,0.25,,0,0
424,HÈlder Postiga,pt POR,FW,Zaragoza,29,1982,35,14,,48,,,1.37,,0.27,,1,1
425,Alejandro Pozuelo,es ESP,"FW,MF",Betis,20,1991,4.8,1,,4,,,0.83,,0.25,,0,0
426,Danijel Pranji?,hr CRO,"DF,MF",Celta Vigo,30,1981,4.9,0,,0,,,0,,,,0,0
427,Xabi Prieto,es ESP,MF,Real Sociedad,28,1983,31.5,9,,24,,,0.76,,0.25,,3,3
428,Israel Puerto,es ESP,DF,Sevilla,19,1993,0.3,0,,0,,,0,,,,0,0
429,Jorge Pulido,es ESP,DF,AtlÈtico Madrid,21,1991,1,0,,0,,,0,,,,0,0
430,Francisco PuÒal,es ESP,MF,Osasuna,36,1975,15.4,1,,1,,,0.06,,1,,0,0
431,Carles Puyol,es ESP,DF,Barcelona,34,1978,10.7,1,,1,,,0.09,,1,,0,0
432,Bryan Rabello,cl CHI,MF,Sevilla,18,1994,1.2,0,,1,,,0.83,,0,,0,0
433,Rafa,es ESP,"DF,MF",Getafe,27,1985,17.5,1,,6,,,0.34,,0.17,,0,0
434,Ivan Rakitic,hr CRO,MF,Sevilla,24,1988,32.8,8,,26,,,0.79,,0.27,,1,2
435,Valdet Rama,al ALB,"FW,MF",Valladolid,24,1987,1.5,0,,0,,,0,,,,0,0
436,Jon·s Ramalho,es ESP,DF,Athletic Club,19,1993,3.8,0,,0,,,0,,,,0,0
437,Adil Rami,fr FRA,DF,Valencia,26,1985,23.1,0,,4,,,0.17,,0,,0,0
438,RubÈn Ramiro,es ESP,FW,Rayo Vallecano,19,1993,0.3,0,,0,,,0,,,,0,0
439,Omar Ramos,es ESP,"FW,MF",Valladolid,24,1988,26.8,1,,14,,,0.52,,0.07,,0,0
440,Sergio Ramos,es ESP,DF,Real Madrid,26,1986,25.2,4,,10,,,0.4,,0.4,,0,0
441,Recio,es ESP,MF,M·laga,21,1991,1.5,0,,0,,,0,,,,0,0
442,Recio,es ESP,MF,Granada,21,1991,13.9,2,,3,,,0.22,,0.67,,0,0
443,Ricardo,es ESP,GK,Osasuna,40,1971,0.2,0,,0,,,0,,,,0,0
444,Mikel Rico,es ESP,MF,Granada,27,1984,37,2,,8,,,0.22,,0.25,,0,0
445,Asier Riesgo,es ESP,GK,Osasuna,28,1983,0.8,0,,0,,,0,,,,0,0
446,Riki,es ESP,FW,La CoruÒa,31,1980,29.7,13,,45,,,1.52,,0.29,,0,2
447,Pedro RÌos,es ESP,MF,Levante,30,1981,15,2,,7,,,0.47,,0.29,,0,0
448,Roberto,es ESP,GK,Zaragoza,26,1986,33,0,,0,,,0,,,,0,0
449,Roberto,es ESP,GK,Granada,33,1979,14,0,,0,,,0,,,,0,0
450,Sergi Roberto,es ESP,"DF,MF",Barcelona,20,1992,0.1,0,,0,,,0,,,,0,0
451,RubÈn Rochina,es ESP,"FW,MF",Zaragoza,21,1991,7.1,1,,13,,,1.82,,0.08,,0,0
452,HÈctor Rodas,es ESP,DF,Levante,24,1988,6.5,0,,0,,,0,,,,0,0
453,Rodri,es ESP,FW,Zaragoza,22,1990,7,2,,3,,,0.43,,0.67,,0,0
454,Rodri,es ESP,DF,Rayo Vallecano,27,1984,2.3,0,,0,,,0,,,,0,0
455,¡Ångel RodrÌguez,es ESP,FW,Levante,25,1987,3.3,1,,4,,,1.22,,0.25,,0,0
456,Cristian RodrÌguez,uy URU,MF,AtlÈtico Madrid,26,1985,15,1,,10,,,0.67,,0.1,,0,0
457,JosÈ RodrÌguez,es ESP,MF,Real Madrid,17,1994,0,0,,0,,,0,,,,0,0
458,Juan RodrÌguez,es ESP,MF,Getafe,30,1982,5.9,2,,4,,,0.68,,0.5,,0,0
459,Ra˙l RodrÌguez,es ESP,DF,Espanyol,24,1987,17.8,0,,1,,,0.06,,0,,0,0
460,VÌctor RodrÌguez,es ESP,"FW,MF",Zaragoza,23,1989,23,2,,15,,,0.65,,0.13,,0,0
461,Romaric,ci CIV,MF,Zaragoza,29,1983,5.2,0,,4,,,0.76,,0,,0,0
462,Jaime Romero,es ESP,"FW,MF",Granada,22,1990,2.9,0,,3,,,1.04,,0,,0,0
463,Cristiano Ronaldo,pt POR,"FW,MF",Real Madrid,27,1985,30.2,34,,112,,,3.71,,0.25,,6,7
464,Javier Ros,es ESP,MF,Real Sociedad,22,1990,0.9,0,,0,,,0,,,,0,0
465,RubÈn,es ESP,GK,Rayo Vallecano,28,1984,29,0,,0,,,0,,,,0,0
466,RubÈn,es ESP,DF,Osasuna,30,1982,14.7,1,,1,,,0.07,,1,,0,0
467,¡Ålex Rubio,es ESP,"FW,MF",Sevilla,19,1993,0.3,0,,0,,,0,,,,0,0
468,¡Ålvaro Rubio,es ESP,"DF,MF",Valladolid,33,1979,31.2,0,,2,,,0.06,,0,,0,0
469,Jes˙s Rueda,es ESP,"DF,MF",Valladolid,25,1987,26.8,0,,1,,,0.04,,0,,0,0
470,VÌctor Ruiz,es ESP,"DF,MF",Valencia,23,1989,18.2,0,,1,,,0.05,,0,,0,0
471,Antonio Rukavina,rs SRB,DF,Valladolid,28,1984,36.8,1,,5,,,0.14,,0.2,,0,0
472,Sim„o Sabrosa,pt POR,MF,Espanyol,32,1979,16.8,3,,6,,,0.36,,0.5,,0,0
473,Diogo Salom„o,pt POR,"FW,MF",La CoruÒa,23,1988,5,2,,5,,,1.01,,0.4,,0,0
474,Mikel San JosÈ,es ESP,"DF,MF",Athletic Club,23,1989,24.9,5,,15,,,0.6,,0.33,,0,0
475,Alexis S·nchez,cl CHI,"FW,MF",Barcelona,23,1988,19,8,,25,,,1.32,,0.32,,0,0
476,Sergio S·nchez,es ESP,DF,M·laga,26,1986,14.8,0,,3,,,0.2,,0,,0,0
477,VÌctor S·nchez,es ESP,"DF,MF",Espanyol,24,1987,30.3,1,,7,,,0.23,,0.14,,0,0
478,Oier Sanjurjo,es ESP,"DF,MF",Osasuna,26,1986,25.7,0,,8,,,0.31,,0,,0,0
479,Roque Santa Cruz,py PAR,FW,M·laga,30,1981,18,9,,20,,,1.11,,0.45,,0,0
480,AndrÈ Santos,pt POR,MF,La CoruÒa,23,1989,3.8,0,,0,,,0,,,,0,0
481,Cristian S?punaru,ro ROU,DF,Zaragoza,28,1984,28.3,2,,6,,,0.21,,0.33,,0,0
482,Pablo Sarabia,es ESP,"FW,MF",Getafe,20,1992,4.8,1,,6,,,1.25,,0.17,,0,0
483,LluÌs Sastre,es ESP,MF,Valladolid,26,1986,15.5,1,,5,,,0.32,,0.2,,0,0
484,Javier Saviola,ar ARG,FW,M·laga,30,1981,17.1,8,,14,,,0.82,,0.57,,0,0
485,Henrique Sereno,pt POR,DF,Valladolid,27,1985,18.6,1,,1,,,0.05,,1,,0,0
486,Sergio,es ESP,MF,Betis,19,1992,0.2,0,,0,,,0,,,,0,0
487,Salva Sevilla,es ESP,MF,Betis,28,1984,12,2,,8,,,0.67,,0.25,,0,0
488,Masoud Shojaei,ir IRN,MF,Osasuna,28,1984,4.6,1,,3,,,0.65,,0.33,,0,0
489,Francisco Silva,cl CHI,"DF,MF",Osasuna,26,1986,14.5,1,,4,,,0.28,,0.25,,0,0
490,SÌlvio,pt POR,DF,La CoruÒa,24,1987,14.9,2,,2,,,0.13,,1,,0,0
491,SÌlvio,pt POR,DF,AtlÈtico Madrid,24,1987,0.8,0,,0,,,0,,,,0,0
492,Guilherme Siqueira,br BRA,"DF,MF",Granada,26,1986,33.2,6,,10,,,0.3,,0,,6,7
493,Sisi,es ESP,"FW,MF",Osasuna,26,1986,8.7,0,,4,,,0.46,,0,,0,0
494,Enrique Sola,es ESP,FW,Osasuna,26,1986,22.8,8,,22,,,0.96,,0.36,,0,0
495,Roberto Soldado,es ESP,FW,Valencia,27,1985,32.4,24,,49,,,1.51,,0.39,,5,6
496,Alex Song,cm CMR,"DF,MF",Barcelona,24,1987,17.1,1,,3,,,0.18,,0.33,,0,0
497,Emir Spahi?,ba BIH,DF,Sevilla,31,1980,21.7,1,,4,,,0.18,,0.25,,0,0
498,Miroslav Stevanovi?,ba BIH,"FW,MF",Sevilla,22,1990,1.3,0,,2,,,1.53,,0,,0,0
499,Cristhian Stuani,uy URU,"FW,MF",Espanyol,25,1986,23.8,7,,18,,,0.76,,0.39,,0,0
500,Mario Su·rez,es†ESP,MF,AtlÈtico Madrid,25,1987,22.2,1,,4,,,0.18,,0.25,,0,0
501,Markel Susaeta,es†ESP,"FW,MF",Athletic Club,24,1987,34,7,,25,,,0.73,,0.28,,0,0
502,Ra˙l Tamudo,es†ESP,FW,Rayo Vallecano,34,1977,0.7,1,,2,,,2.86,,0.5,,0,0
503,Sergio Tejera,es†ESP,MF,Espanyol,22,1990,3.7,1,,1,,,0.27,,1,,0,0
504,Cristian Tello,es†ESP,"FW,MF",Barcelona,20,1991,13.1,7,,14,,,1.07,,0.5,,0,0
505,Fausto Tienza,es†ESP,MF,Betis,22,1990,0.1,0,,0,,,0,,,,0,0
