,,,,,,,,,Standard,,,,,,,,Performance,
161,Patrick Ebert,de GER,"FW,MF",Valladolid,25,1987,19.9,6,,36,,,1.81,,0.17,,0,0
162,Ion Echaide,es ESP,DF,Osasuna,24,1988,0.6,0,,0,,,0,,,,0,0
163,Borja Ekiza,es ESP,DF,Athletic Club,24,1988,22.9,0,,0,,,0,,,,0,0
164,Eliseu,pt POR,"DF,MF",M·laga,28,1983,23.5,1,,9,,,0.38,,0,,1,1
165,Gorka Elustondo,es ESP,"DF,MF",Real Sociedad,25,1987,4.9,1,,2,,,0.41,,0.5,,0,0
166,Sergio Escudero,es ESP,"DF,MF",Getafe,22,1989,8.7,1,,4,,,0.46,,0.25,,0,0
167,Michael Essien,gh GHA,"DF,MF",Real Madrid,29,1982,18.8,2,,4,,,0.21,,0.5,,0,0
168,Dani Estrada,es ESP,"DF,MF",Real Sociedad,25,1987,10.9,0,,1,,,0.09,,0,,0,0
169,BeÒat Etxebarria,es ESP,MF,Betis,25,1987,31.6,4,,16,,,0.51,,0.25,,0,0
170,Evaldo Fabiano,br BRA,DF,La CoruÒa,30,1982,13.4,0,,0,,,0,,,,0,0
171,Fabinho,br BRA,"DF,MF",Real Madrid,18,1993,0.2,0,,0,,,0,,,,0,0
172,Cesc F‡bregas,es ESP,"FW,MF",Barcelona,25,1987,25.5,11,,23,,,0.9,,0.48,,0,0
173,Fabricio,es ESP,GK,Betis,24,1987,2,0,,0,,,0,,,,0,0
174,Radamel Falcao,co COL,FW,AtlÈtico Madrid,26,1986,32.2,28,,55,,,1.71,,0.36,,8,8
175,Federico Fazio,ar ARG,DF,Sevilla,25,1987,23.5,3,,14,,,0.6,,0.21,,0,0
176,Sofiane Feghouli,dz ALG,"FW,MF",Valencia,22,1989,23.4,3,,11,,,0.47,,0.27,,0,0
177,AndrÈs Fern·ndez,es ESP,GK,Osasuna,25,1986,37,0,,0,,,0,,,,0,0
178,Augusto Fern·ndez,ar ARG,MF,Celta Vigo,26,1986,31.7,6,,20,,,0.63,,0.3,,0,0
179,Borja Fern·ndez,es ESP,MF,Getafe,31,1981,12.1,1,,3,,,0.25,,0.33,,0,0
180,Federico Fern·ndez,ar ARG,DF,Getafe,23,1989,13.1,1,,3,,,0.23,,0.33,,0,0
181,Marc Fern·ndez,es ESP,"FW,MF",Mallorca,22,1990,1.3,0,,2,,,1.59,,0,,0,0
182,Ra˙l Fern·ndez,es ESP,GK,Athletic Club,24,1988,3,0,,0,,,0,,,,0,0
183,Seba Fern·ndez,uy URU,FW,M·laga,27,1985,5.5,0,,4,,,0.72,,0,,0,0
184,Miguel FlaÒo,es ESP,DF,Osasuna,27,1984,21.2,0,,1,,,0.05,,0,,0,0
185,Antonio Floro Flores,it ITA,FW,Granada,29,1983,5.6,1,,8,,,1.42,,0.13,,0,0
186,Andreu Font‡s,es ESP,DF,Mallorca,22,1989,4.1,0,,0,,,0,,,,0,0
187,Rui Fonte,pt POR,"FW,MF",Espanyol,22,1990,5.4,0,,3,,,0.55,,0,,0,0
188,Juan ForlÌn,ar ARG,"DF,MF",Espanyol,24,1988,30.7,0,,2,,,0.07,,0,,0,0
189,Hugo Fraile,es ESP,"FW,MF",Getafe,25,1987,0.8,0,,0,,,0,,,,0,0
190,Leo Franco,ar ARG,GK,Zaragoza,35,1977,3.9,0,,0,,,0,,,,0,0
191,Javi Fuego,es ESP,MF,Rayo Vallecano,28,1984,35.7,0,,5,,,0.14,,0,,0,0
192,Gabi,es ESP,MF,AtlÈtico Madrid,29,1983,31.8,0,,10,,,0.31,,0,,0,0
193,Fernando Gago,ar ARG,MF,Valencia,26,1986,10,0,,4,,,0.4,,0,,0,0
194,IÒigo Ruiz de Galarreta,es ESP,MF,Athletic Club,18,1993,1.6,0,,0,,,0,,,,0,0
195,¡Ålex G·lvez,es ESP,"DF,MF",Rayo Vallecano,23,1989,25,0,,0,,,0,,,,0,0
196,Bruno Gama,pt POR,"FW,MF",La CoruÒa,24,1987,34.7,6,,26,,,0.75,,0.23,,0,0
197,Jes˙s G·mez,es ESP,DF,M·laga,27,1985,26.9,0,,5,,,0.19,,0,,0,0
198,Carlos GarcÌa,es ESP,MF,Betis,18,1993,0,0,,0,,,0,,,,0,0
199,Ra˙l GarcÌa,es ESP,"FW,MF",AtlÈtico Madrid,26,1986,14.5,5,,16,,,1.1,,0.31,,0,0
200,RubÈn GarcÌa,es ESP,"FW,MF",Levante,19,1993,20.5,4,,11,,,0.54,,0.36,,0,0
201,Sergio GarcÌa,es ESP,"FW,MF",Espanyol,29,1983,26.9,7,,19,,,0.71,,0.37,,0,0
202,Unai GarcÌa,es ESP,DF,Osasuna,20,1992,1,0,,0,,,0,,,,0,0
203,Jaime Gavil·n,es ESP,MF,Getafe,27,1985,10,0,,5,,,0.5,,0,,0,0
204,Theofanis Gekas,gr GRE,FW,Levante,32,1980,2.6,0,,0,,,0,,,,0,0
205,Pedro Geromel,br BRA,DF,Mallorca,26,1985,29,1,,5,,,0.17,,0.2,,0,0
206,¡Ålvaro GimÈnez,es ESP,"FW,MF",Mallorca,21,1991,0.1,0,,0,,,0,,,,0,0
207,Dani GimÈnez,es ESP,GK,Rayo Vallecano,29,1983,1.2,0,,0,,,0,,,,0,0
208,Diego GodÌn,uy URU,DF,AtlÈtico Madrid,26,1986,34.5,1,,9,,,0.26,,0.11,,0,0
209,Cristian GÛmez,es ESP,MF,Espanyol,23,1989,8.1,0,,1,,,0.12,,0,,0,0
210,Ibai GÛmez,es ESP,"FW,MF",Athletic Club,22,1989,21.8,4,,26,,,1.2,,0.15,,0,0
211,Isaac GÛmez,es ESP,MF,Rayo Vallecano,16,1995,0.1,0,,0,,,0,,,,0,0
212,Borja GÛmez PÈrez,es ESP,DF,Granada,24,1988,11.7,0,,2,,,0.17,,0,,0,0
213,Ra˙l Goni,es ESP,DF,Zaragoza,23,1988,3.5,0,,1,,,0.29,,0,,0,0
214,Adri·n Gonz·lez,es ESP,MF,Rayo Vallecano,24,1988,9,0,,5,,,0.56,,0,,0,0
215,¡Ålvaro Gonz·lez,es ESP,DF,Zaragoza,22,1990,32.7,1,,7,,,0.21,,0.14,,0,0
216,Mikel Gonz·lez,es ESP,DF,Real Sociedad,26,1985,34,2,,4,,,0.12,,0.5,,0,0
217,Antoine Griezmann,fr FRA,"FW,MF",Real Sociedad,21,1991,31.6,10,,42,,,1.33,,0.24,,0,0
218,Vicente Guaita,es ESP,GK,Valencia,25,1987,14,0,,0,,,0,,,,0,0
219,AndrÈs Guardado,mx MEX,"DF,FW",Valencia,25,1986,26.3,1,,9,,,0.34,,0.11,,0,0
220,Javi Guerra,es ESP,FW,Valladolid,30,1982,17.9,8,,15,,,0.84,,0.53,,0,0
221,Carlos Gurpegui,es ESP,"DF,MF",Athletic Club,31,1980,22.7,1,,2,,,0.09,,0.5,,0,0
222,Tomer Hemed,il ISR,FW,Mallorca,25,1987,26.6,11,,33,,,1.24,,0.33,,0,0
223,Dani Hern·ndez,ve VEN,GK,Valladolid,26,1985,24,0,,0,,,0,,,,0,0
224,HÈctor Hern·ndez,es ESP,DF,Zaragoza,21,1991,0.2,0,,0,,,0,,,,0,0
225,Ander Herrera,es ESP,MF,Athletic Club,22,1989,26.9,1,,11,,,0.41,,0.09,,0,0
226,Javier Herv·s,es ESP,MF,Sevilla,23,1989,1.8,0,,1,,,0.56,,0,,0,0
227,Gonzalo HiguaÌn,ar ARG,"FW,MF",Real Madrid,24,1987,19.4,16,,32,,,1.65,,0.5,,0,0
228,MoisÈs Hurtado,es ESP,MF,Granada,31,1981,0.5,0,,0,,,0,,,,0,0
229,Alan Hutton,sct SCO,DF,Mallorca,27,1984,16.5,0,,2,,,0.12,,0,,0,0
230,Vicente Iborra,es ESP,MF,Levante,24,1988,33.9,4,,14,,,0.41,,0.29,,0,0
231,Diego Ifr·n,uy URU,FW,Real Sociedad,25,1987,10.2,2,,10,,,0.98,,0.2,,0,0
232,Odion Ighalo,ng NGA,FW,Granada,23,1989,19.8,5,,26,,,1.31,,0.19,,0,0
233,Nosa Igiebor,ng NGA,MF,Betis,21,1990,6.4,1,,2,,,0.31,,0.5,,0,0
234,Asier Illarramendi,es ESP,MF,Real Sociedad,22,1990,29.8,0,,6,,,0.2,,0,,0,0
235,AndrÈs Iniesta,es ESP,"FW,MF",Barcelona,28,1984,23.2,3,,18,,,0.77,,0.17,,0,0
236,Natxo Insa,my MAS,MF,Celta Vigo,26,1986,12.6,2,,4,,,0.32,,0.5,,0,0
237,Emiliano Ins˙a,ar ARG,DF,AtlÈtico Madrid,23,1989,2.2,0,,0,,,0,,,,0,0
238,Pablo Insua,es ESP,DF,La CoruÒa,18,1993,2.1,0,,1,,,0.47,,0,,0,0
239,Gorka Iraizoz,es ESP,GK,Athletic Club,31,1981,35,0,,0,,,0,,,,0,0
240,Andoni Iraola,es ESP,"DF,MF",Athletic Club,30,1982,34,0,,5,,,0.15,,0,,0,0
241,Iriney,br BRA,MF,Granada,31,1981,19.8,0,,0,,,0,,,,0,0
242,Isco,es ESP,"FW,MF",M·laga,20,1992,33.9,9,,29,,,0.86,,0.24,,2,2
243,Manuel Iturra,cl CHI,MF,M·laga,28,1984,16.4,0,,1,,,0.06,,0,,0,0
244,Ander Iturraspe,es ESP,MF,Athletic Club,23,1989,24.8,0,,2,,,0.08,,0,,0,0
245,Jaime,es ESP,GK,Valladolid,31,1980,14,0,,0,,,0,,,,0,0
246,Jes˙s,es ESP,GK,Real Madrid,24,1988,1,0,,0,,,0,,,,0,0
247,JoaquÌn,es ESP,"FW,MF",M·laga,31,1981,26.5,4,,21,,,0.79,,0.14,,1,2
248,Jonas,br BRA,FW,Valencia,28,1984,26.7,13,,32,,,1.2,,0.38,,1,1
249,Jordi,es ESP,DF,Rayo Vallecano,25,1987,13.1,0,,0,,,0,,,,0,0
250,Juanfran,es ESP,"DF,MF",AtlÈtico Madrid,27,1985,35,1,,1,,,0.03,,1,,0,0
