,,,,,,,,,Standard,,,,,,,,Performance,
221,Gonçalo Guedes,pt POR,"MF,FW",Valencia,22,1996,14.1,2,23,9,39.1,1.64,0.64,0.09,0.22,21.3,0,0
222,Adrián Guerrero,es ESP,DF,Valencia,21,1998,1.4,0,0,0,,0,0,,,,0,0
223,Ander Guevara,es ESP,MF,Real Sociedad,22,1997,10.4,0,3,0,0,0.29,0,0,,28.4,0,0
224,John Guidetti,se SWE,"FW,DF",Alavés,27,1992,1.1,0,2,0,0,1.87,0,0,,20.7,0,0
225,Hugo Guillamón,es ESP,DF,Valencia,19,2000,5.5,0,0,0,,0,0,,,,0,0
226,Munir El Haddadi,ma MAR,FW,Sevilla,23,1995,13.9,5,44,14,31.8,3.17,1.01,0.11,0.36,16.9,0,0
227,Eden Hazard,be BEL,"FW,MF",Real Madrid,28,1991,12,1,19,14,73.7,1.59,1.17,0.05,0.07,16.3,0,0
228,Mario Hermoso,es ESP,DF,Atlético Madrid,24,1995,13.5,0,3,2,66.7,0.22,0.15,0,0,28.2,0,0
229,Aridane Hernández,gq EQG,DF,Osasuna,30,1989,29,3,14,4,28.6,0.48,0.14,0.21,0.75,9.4,0,0
230,Javier Hernández,mx MEX,FW,Sevilla,31,1988,5,1,13,6,46.2,2.61,1.21,0.08,0.17,11.1,0,0
231,Juan Hernández,es ESP,"FW,MF",Celta Vigo,24,1994,1,0,1,0,0,1.03,0,0,,19.2,0,0
232,Héctor Herrera,mx MEX,MF,Atlético Madrid,29,1990,12.5,0,14,1,7.1,1.12,0.08,0,0,20.2,0,0
233,Sergio Herrera,es ESP,GK,Osasuna,26,1993,18.4,0,0,0,,0,0,,,,0,0
234,Yangel Herrera,ve VEN,MF,Granada,21,1998,26.3,2,34,4,11.8,1.29,0.15,0.06,0.5,21.5,0,0
235,Iago Herrerín,es ESP,GK,Athletic Club,31,1988,4.7,0,0,0,,0,0,,,,0,0
236,Pablo Hervías,es ESP,"MF,FW",Valladolid,26,1993,11.3,1,19,9,47.4,1.68,0.8,0.05,0.11,27.4,0,0
237,Robert Ibáñez,es ESP,"MF,FW",Osasuna,26,1993,6,1,8,1,12.5,1.34,0.17,0.13,1,13.4,0,0
238,Vicente Iborra,es ESP,MF,Villarreal,31,1988,29.4,1,19,3,15.8,0.65,0.1,0.05,0.33,14.4,0,0
239,Borja Iglesias,es ESP,FW,Betis,26,1993,21.4,3,35,12,34.3,1.64,0.56,0.09,0.25,12.9,0,0
240,Asier Illarramendi,es ESP,MF,Real Sociedad,29,1990,2.4,0,1,0,0,0.42,0,0,,30,0,0
241,Takashi Inui,jp JPN,"MF,FW",Eibar,31,1988,21.8,2,38,11,28.9,1.74,0.51,0.05,0.18,19.6,0,0
242,Alexander Isak,se SWE,FW,Real Sociedad,19,1999,16.7,9,44,22,50,2.63,1.31,0.2,0.41,12.9,0,0
243,Isco,es ESP,"FW,MF",Real Madrid,27,1992,13.1,1,23,13,56.5,1.75,0.99,0.04,0.08,17.8,0,0
244,Ismael,es ESP,MF,Betis,18,2000,0.9,0,0,0,,0,0,,,,0,0
245,Ander Iturraspe,es ESP,MF,Espanyol,30,1989,2.7,0,0,0,,0,0,,,,0,0
246,Jacobo,es ESP,"DF,MF",Celta Vigo,22,1997,0.9,0,0,0,,0,0,,,,0,0
247,Adnan Januzaj,be BEL,"FW,MF",Real Sociedad,24,1995,13,3,25,8,32,1.93,0.62,0.12,0.38,20.5,0,0
248,Jason,es ESP,MF,Getafe,25,1994,13.1,1,27,8,29.6,2.07,0.61,0.04,0.13,23.2,0,0
249,Joaquín,es ESP,"MF,FW",Betis,38,1981,22.9,8,32,11,34.4,1.4,0.48,0.19,0.55,20,2,3
250,Frenkie de Jong,nl NED,MF,Barcelona,22,1997,23.5,2,4,4,100,0.17,0.17,0.5,0.5,11.7,0,0
251,Luuk de Jong,nl NED,FW,Sevilla,28,1990,22.9,6,55,24,43.6,2.4,1.05,0.11,0.25,10,0,0
252,Joan Jordán,es ESP,MF,Sevilla,25,1994,25,2,28,6,21.4,1.12,0.24,0.07,0.33,23.1,0,0
253,Willian José,br BRA,FW,Real Sociedad,27,1991,22.3,11,58,19,32.8,2.6,0.85,0.19,0.58,13.1,0,0
254,Joselu,es ESP,FW,Alavés,29,1990,30.9,11,81,28,34.6,2.62,0.91,0.12,0.36,13.2,1,1
255,Luka Jovic,rs SRB,FW,Real Madrid,21,1997,4.8,2,12,3,25,2.51,0.63,0.17,0.67,12.4,0,0
256,Juanmi,es ESP,"FW,MF",Betis,26,1993,2.9,1,7,3,42.9,2.39,1.02,0.14,0.33,13.4,0,0
257,David Juncà,es ESP,DF,Celta Vigo,25,1993,2.9,0,0,0,,0,0,,,,0,0
258,Lago Junior,ci CIV,"MF,FW",Mallorca,28,1990,24.3,4,38,8,21.1,1.56,0.33,0.03,0.13,17.5,3,3
259,Vinicius Júnior,br BRA,"FW,MF",Real Madrid,19,2000,15.2,3,39,16,41,2.57,1.06,0.08,0.19,14.4,0,0
260,Lee Kangin,kr KOR,"MF,FW",Valencia,18,2001,5,2,11,4,36.4,2.18,0.79,0.18,0.5,21.9,0,0
261,Wilfrid Kaptoum,cm CMR,MF,Betis,23,1996,2.2,0,3,0,0,1.39,0,0,,26.1,0,0
262,Kenedy,br BRA,"MF,DF",Getafe,23,1996,6.5,1,14,3,21.4,2.15,0.46,0.07,0.33,19.1,0,0
263,Kike,es ESP,FW,Eibar,29,1989,19.6,5,57,18,31.6,2.9,0.92,0.09,0.28,13.1,0,0
264,Giorgi Kochorashvili,ge GEO,MF,Levante,20,1999,0,0,0,0,,0,0,,,,0,0
265,Kenan Kodro,ba BIH,"FW,MF",Athletic Club,25,1993,4,1,4,2,50,0.99,0.49,0.25,0.5,24.9,0,0
266,Koke,es ESP,MF,Atlético Madrid,27,1992,30,4,23,9,39.1,0.77,0.3,0.17,0.44,16.9,0,0
267,Geoffrey Kondogbia,cf CTA,MF,Valencia,26,1993,20.1,1,17,4,23.5,0.85,0.2,0.06,0.25,22.8,0,0
268,Jules Koundé,fr FRA,DF,Sevilla,20,1998,25.7,1,22,5,22.7,0.86,0.19,0.05,0.2,11.6,0,0
269,Leonardo Koutris,gr GRE,DF,Mallorca,24,1995,1,0,0,0,,0,0,,,,0,0
270,Ismail Köybasi,tr TUR,"DF,FW",Granada,30,1989,2.6,0,1,0,0,0.39,0,0,,32.1,0,0
271,Toni Kroos,de GER,MF,Real Madrid,29,1990,29.5,4,57,18,31.6,1.93,0.61,0.07,0.22,22.4,0,0
272,Takefusa Kubo,jp JPN,"MF,FW",Mallorca,18,2001,25.7,4,54,25,46.3,2.1,0.97,0.07,0.16,19.7,0,0
273,Víctor Laguardia,es ESP,DF,Alavés,29,1989,29.5,1,8,1,12.5,0.27,0.03,0.13,1,14.8,0,0
274,Diego Lainez,mx MEX,"MF,FW",Betis,19,2000,3.9,0,6,2,33.3,1.55,0.52,0,0,23.4,0,0
275,Larra,es ESP,"FW,MF",Athletic Club,21,1997,2.8,0,3,1,33.3,1.08,0.36,0,0,20.5,0,0
276,Toni Lato,es ESP,"DF,MF",Osasuna,21,1997,5.2,1,4,2,50,0.77,0.38,0.25,0.5,13.7,0,0
277,Robin Le Normand,fr FRA,DF,Real Sociedad,22,1996,26.6,1,12,2,16.7,0.45,0.08,0.08,0.5,10.4,0,0
278,Wu Lei,cn CHN,"FW,MF",Espanyol,27,1991,19.1,4,45,15,33.3,2.36,0.79,0.09,0.27,13.3,0,0
279,Iñigo Lekue,es ESP,"FW,DF",Athletic Club,26,1993,6.9,0,3,0,0,0.43,0,0,,18,0,0
280,Thomas Lemar,fr FRA,MF,Atlético Madrid,23,1995,10.3,0,11,3,27.3,1.07,0.29,0,0,22.7,0,0
281,Clément Lenglet,fr FRA,DF,Barcelona,24,1995,26.9,2,10,3,30,0.37,0.11,0.2,0.67,13.9,0,0
282,Pedro León,es ESP,"MF,FW",Eibar,32,1986,21.1,1,38,14,36.8,1.8,0.66,0.03,0.07,20,0,0
283,Sergio León,es ESP,FW,Levante,30,1989,7.5,1,22,5,22.7,2.95,0.67,0.05,0.2,18.9,0,0
284,Lillo,es ESP,DF,Osasuna,30,1989,2.2,0,1,0,0,0.46,0,0,,20,0,0
285,Diego Llorente,es ESP,DF,Real Sociedad,25,1993,25.9,1,10,4,40,0.39,0.15,0.1,0.25,13,0,0
286,Marcos Llorente,es ESP,"MF,FW",Atlético Madrid,24,1995,15.2,3,14,5,35.7,0.92,0.33,0.21,0.6,17.2,0,0
287,Stanislav Lobotka,sk SVK,MF,Celta Vigo,24,1994,15.4,0,7,2,28.6,0.46,0.13,0,0,26.4,0,0
288,Renan Lodi,br BRA,DF,Atlético Madrid,21,1998,26.6,1,16,3,18.8,0.6,0.11,0.06,0.33,22.6,0,0
289,Rony Lopes,pt POR,"FW,MF",Sevilla,23,1995,1.5,0,2,2,100,1.34,1.34,0,0,24.2,0,0
290,Adrián López,es ESP,"FW,MF",Osasuna,31,1988,16,2,18,7,38.9,1.12,0.44,0.06,0.14,14.6,1,1
291,David López,es ESP,"DF,MF",Espanyol,29,1989,27.3,4,15,9,60,0.55,0.33,0.27,0.44,13.1,0,0
292,Diego López,es ESP,GK,Espanyol,37,1981,35.9,0,0,0,,0,0,,,,0,0
293,Javi López,es ESP,DF,Espanyol,33,1986,15.4,0,3,0,0,0.2,0,0,,24.6,0,0
294,Javi López,es ESP,DF,Alavés,17,2002,1,0,0,0,,0,0,,,,0,0
295,Lluis López,es ESP,DF,Espanyol,22,1997,3.3,0,2,0,0,0.6,0,0,,11,0,0
296,Roberto López,es ESP,"MF,FW",Real Sociedad,19,2000,0.6,0,0,0,,0,0,,,,0,0
297,Unai López,es ESP,MF,Athletic Club,23,1995,19.9,1,28,9,32.1,1.41,0.45,0.04,0.11,27.1,0,0
298,Losada,es ESP,"MF,FW",Celta Vigo,17,2001,0.1,1,1,1,100,6.92,6.92,1,1,17.7,0,0
299,Pol Lozano,es ESP,"MF,FW",Espanyol,19,1999,1.9,0,0,0,,0,0,,,,0,0
300,José Luis Gayà,es ESP,DF,Valencia,24,1995,22.1,0,9,2,22.2,0.41,0.09,0,0,18.3,0,0
301,José Luis Morales,es ESP,"FW,MF",Levante,32,1987,28,4,39,14,35.9,1.39,0.5,0.1,0.29,16.9,0,0
303,Darwin Machís,ve VEN,"FW,MF",Granada,26,1993,23.7,7,72,27,37.5,3.04,1.14,0.08,0.22,20.7,1,1
304,Lisandro Magallán,ar ARG,DF,Alavés,25,1993,13.3,1,6,1,16.7,0.45,0.08,0.17,1,9.4,0,0
305,Abdallahi Mahmoud,mr MTN,MF,Alavés,19,2000,1.7,0,0,0,,0,0,,,,0,0
306,Nemanja Maksimovi?,rs SRB,MF,Getafe,24,1995,32.2,2,32,11,34.4,0.99,0.34,0.06,0.18,13.5,0,0
307,Hugo Mallo,es ESP,DF,Celta Vigo,28,1991,21.8,0,6,3,50,0.27,0.14,0,0,18.8,0,0
308,Aïssa Mandi,dz ALG,DF,Betis,27,1991,28.6,0,10,3,30,0.35,0.1,0,0,10.5,0,0
309,Eliaquim Mangala,fr FRA,DF,Valencia,28,1991,7.5,0,1,0,0,0.13,0,0,,8,0,0
310,Marcelo,br BRA,DF,Real Madrid,31,1988,14.4,1,17,6,35.3,1.18,0.42,0.06,0.17,22.5,0,0
311,Óscar de Marcos,es ESP,"DF,FW",Athletic Club,30,1989,6,0,1,0,0,0.17,0,0,,16,0,0
312,Miguel Marí,es ESP,MF,Eibar,22,1997,0.1,0,0,0,,0,0,,,,0,0
313,José María Giménez,uy URU,DF,Atlético Madrid,24,1995,19.5,0,11,2,18.2,0.56,0.1,0,0,11.2,0,0
314,Mariano,do DOM,FW,Real Madrid,25,1993,0.5,1,5,2,40,10,4,0.2,0.5,11.5,0,0
315,Adrián Marín,es ESP,DF,Alavés,22,1997,9.5,0,3,0,0,0.32,0,0,,15,0,0
316,Guillermo Maripán,cl CHI,DF,Alavés,25,1994,1,0,0,0,,0,0,,,,0,0
317,Roger Martí,es ESP,FW,Levante,28,1991,25.2,11,53,20,37.7,2.1,0.79,0.13,0.35,17.4,4,4
318,Daniel Martín,es ESP,GK,Betis,21,1998,5.9,0,0,0,,0,0,,,,0,0
319,Álex Martínez,es ESP,DF,Granada,28,1990,0.2,0,1,0,0,6,0,0,,20.6,0,0
320,Iñigo Martínez,es ESP,DF,Athletic Club,28,1991,33,1,27,4,14.8,0.82,0.12,0.04,0.25,15,0,0
321,Javi Martínez,es ESP,MF,Osasuna,19,1999,0.1,0,0,0,,0,0,,,,0,0
322,Pablo Martínez,es ESP,"MF,FW",Levante,21,1998,0.4,0,1,0,0,2.73,0,0,,22.8,0,0
323,Jordi Masip,es ESP,GK,Valladolid,30,1989,35,0,0,0,,0,0,,,,0,0
324,Jaime Mata,es ESP,FW,Getafe,30,1988,30.5,11,51,20,39.2,1.67,0.66,0.16,0.4,13.8,3,4
325,Borja Mayoral,es ESP,FW,Levante,22,1997,23.8,8,45,18,40,1.89,0.76,0.18,0.44,12.7,0,0
326,Óscar Melendo,es ESP,"MF,FW",Espanyol,21,1997,12.4,0,3,0,0,0.24,0,0,,18.2,0,0
327,Gonzalo Melero,es ESP,MF,Levante,25,1994,13.7,2,17,7,41.2,1.24,0.51,0.06,0.14,13.8,1,1
328,Arthur Melo,br BRA,MF,Barcelona,22,1996,13.1,3,8,5,62.5,0.61,0.38,0.38,0.6,23.2,0,0
329,Brais Méndez,es ESP,"MF,FW",Celta Vigo,22,1997,16.4,0,24,8,33.3,1.46,0.49,0,0,22,0,0
330,Édgar Méndez,es ESP,"MF,FW",Alavés,29,1990,9.6,1,9,4,44.4,0.94,0.42,0.11,0.25,20.7,0,0
331,Ferland Mendy,fr FRA,DF,Real Madrid,24,1995,20.1,1,7,2,28.6,0.35,0.1,0.14,0.5,21.4,0,0
332,Fran Mérida,es ESP,MF,Osasuna,29,1990,12.9,0,13,2,15.4,1.01,0.16,0,0,27.3,0,0
333,Mikel Merino,es ESP,MF,Real Sociedad,23,1996,34.9,5,44,14,31.8,1.26,0.4,0.11,0.36,18,0,0
334,Sabin Merino,es ESP,FW,Leganés,27,1992,0.9,0,0,0,,0,0,,,,0,0
335,Roque Mesa,es ESP,MF,Leganés,30,1989,22.4,1,26,9,34.6,1.16,0.4,0.04,0.11,24.6,0,0
336,Lionel Messi,ar ARG,"FW,MF",Barcelona,32,1987,32,25,154,63,40.9,4.81,1.97,0.13,0.32,20.1,5,5
337,Míchel,es ESP,MF,Valladolid,31,1988,24.2,1,11,2,18.2,0.45,0.08,0,0,25.2,1,1
338,Miguel,es ESP,FW,Valladolid,19,1999,2.6,0,2,1,50,0.78,0.39,0,0,20.5,0,0
339,Éder Militão,br BRA,DF,Real Madrid,21,1998,11.4,0,3,1,33.3,0.26,0.09,0,0,11.8,0,0
340,Santi Mina,es ESP,"FW,MF",Celta Vigo,23,1995,21.6,6,48,14,29.2,2.22,0.65,0.13,0.43,15.5,0,0
341,Jorge Miramón,es ESP,DF,Levante,30,1989,27,0,9,2,22.2,0.33,0.07,0,0,24.2,0,0
342,Luka Modric,hr CRO,MF,Real Madrid,33,1985,22.2,3,30,13,43.3,1.35,0.59,0.1,0.23,21.6,0,0
343,Jorge Molina,es ESP,FW,Getafe,37,1982,21,5,30,7,23.3,1.43,0.33,0.1,0.43,12.8,2,2
344,Jon Moncayola,es ESP,"MF,DF",Osasuna,21,1998,16.6,1,14,3,21.4,0.84,0.18,0.07,0.33,25.5,0,0
345,Nacho Monreal,es ESP,DF,Real Sociedad,33,1986,26.6,2,16,5,31.3,0.6,0.19,0.13,0.4,12,0,0
346,Joan Monterde,es ESP,MF,Levante,21,1997,0.1,0,0,0,,0,0,,,,0,0
347,Ángel Montoro,es ESP,MF,Granada,31,1988,10.8,2,14,5,35.7,1.29,0.46,0.14,0.4,27.1,0,0
348,Álvaro Morata,es ESP,FW,Atlético Madrid,26,1992,23.3,12,64,27,42.2,2.75,1.16,0.16,0.37,12,2,3
349,Alberto Moreno,es ESP,DF,Villarreal,27,1992,16.3,0,9,3,33.3,0.55,0.18,0,0,18.7,0,0
350,Álex Moreno,es ESP,DF,Betis,26,1993,25.2,0,25,8,32,0.99,0.32,0,0,16.1,0,0
351,Gerard Moreno,es ESP,"FW,MF",Villarreal,27,1992,30.5,18,85,32,37.6,2.79,1.05,0.2,0.53,13.9,1,2
352,Manu Morlanes,es ESP,"MF,FW",Villarreal,20,1999,2.8,0,0,0,,0,0,,,,0,0
353,Loren Morón,es ESP,FW,Betis,25,1993,22.6,10,49,18,36.7,2.17,0.8,0.2,0.56,14.2,0,0
354,Toni Moya,es ESP,MF,Atlético Madrid,21,1998,0,0,0,0,,0,0,,,,0,0
355,Javi Moyano,es ESP,DF,Valladolid,33,1986,24.7,0,6,0,0,0.24,0,0,,14.3,0,0
356,Iker Muniain,es ESP,"FW,MF",Athletic Club,26,1992,26.5,5,28,13,46.4,1.06,0.49,0.18,0.38,15.5,0,0
357,Aihen Muñoz,es ESP,DF,Real Sociedad,21,1997,10.9,0,0,0,,0,0,,,,0,0
358,Javier Muñoz,es ESP,MF,Alavés,24,1995,0.6,0,0,0,,0,0,,,,0,0
359,Jeison Murillo,co COL,DF,Celta Vigo,27,1992,17,1,9,6,66.7,0.53,0.35,0.11,0.17,15.1,0,0
360,Nacho,es ESP,DF,Valladolid,30,1989,21,0,10,2,20,0.48,0.1,0,0,23.4,0,0
361,Nacho,es ESP,DF,Real Madrid,29,1990,4.9,1,6,1,16.7,1.23,0.21,0.17,1,22.3,0,0
362,Naldo,br BRA,DF,Espanyol,30,1988,14.8,0,7,0,0,0.47,0,0,,11.2,0,0
363,Marc Navarro,es ESP,DF,Leganés,24,1995,2.4,0,5,0,0,2.05,0,0,,18.6,0,0
364,Ximo Navarro,es ESP,DF,Alavés,29,1990,21.1,0,7,1,14.3,0.33,0.05,0,0,20.8,0,0
365,Jesús Navas,es ESP,DF,Sevilla,33,1985,37.4,0,10,2,20,0.27,0.05,0,0,25.1,0,0
366,Raúl Navas,es ESP,DF,Osasuna,31,1988,7.9,0,0,0,,0,0,,,,0,0
367,Neto,br BRA,GK,Barcelona,30,1989,2,0,0,0,,0,0,,,,0,0
368,Carlos Neva,es ESP,DF,Granada,23,1996,24.5,0,7,4,57.1,0.29,0.16,0,0,16.8,0,0
369,Saúl Ñíguez,es ESP,"MF,DF",Atlético Madrid,24,1994,34.1,6,41,8,19.5,1.2,0.23,0.1,0.5,18.1,2,2
370,Fernando Niño,es ESP,FW,Villarreal,18,2000,0.9,1,1,1,100,1.08,1.08,1,1,17,0,0
371,Nolito,es ESP,"FW,MF",Celta Vigo,32,1986,3.6,2,6,4,66.7,1.67,1.11,0.17,0.25,19.2,1,1
372,Nolito,es ESP,FW,Sevilla,32,1986,10,3,28,12,42.9,2.81,1.2,0.11,0.25,16.3,0,0
373,Unai Núñez,es ESP,DF,Athletic Club,22,1997,17.5,0,8,3,37.5,0.46,0.17,0,0,11.5,0,0
374,Allan Nyom,cm CMR,"DF,MF",Getafe,31,1988,26.9,2,13,5,38.5,0.48,0.19,0.15,0.4,14.9,0,0
375,Jan Oblak,si SVN,GK,Atlético Madrid,26,1993,37.7,0,0,0,,0,0,,,,0,0
376,Rafel Obrador,es ESP,DF,Mallorca,15,2004,0,0,0,0,,0,0,,,,0,0
377,Lucas Ocampos,ar ARG,FW,Sevilla,25,1994,30.5,14,81,31,38.3,2.66,1.02,0.11,0.29,17.1,5,5
378,Martin Ødegaard,no NOR,MF,Real Sociedad,20,1998,28.1,4,49,17,34.7,1.75,0.61,0.08,0.24,21.3,0,0
379,Álvaro Odriozola,es ESP,DF,Real Madrid,23,1995,3.8,0,2,0,0,0.52,0,0,,18.2,0,0
380,Lucas Olaza,uy URU,DF,Celta Vigo,25,1994,34.9,1,19,5,26.3,0.54,0.14,0.05,0.2,26.8,0,0
381,Oier Olazábal,es ESP,GK,Espanyol,29,1989,2,0,0,0,,0,0,,,,0,0
382,Kiko Olivas,es ESP,DF,Valladolid,30,1988,32.7,2,10,4,40,0.31,0.12,0.2,0.5,8.4,0,0
383,Paulo Oliveira,pt POR,DF,Eibar,27,1992,23.2,1,12,4,33.3,0.52,0.17,0.08,0.25,9.3,0,0
384,Mathías Olivera,uy URU,DF,Getafe,21,1997,20.8,0,6,1,16.7,0.29,0.05,0,0,11.6,0,0
385,Kenneth Omeruo,ng NGA,DF,Leganés,25,1993,20.8,1,4,1,25,0.19,0.05,0.25,1,10.6,0,0
386,Javier Ontiveros,es ESP,"FW,MF",Villarreal,21,1997,9.9,2,49,18,36.7,4.96,1.82,0.04,0.11,24.7,0,0
387,Fabián Orellana,cl CHI,"MF,FW",Eibar,33,1986,26.6,8,38,16,42.1,1.43,0.6,0.11,0.25,18.7,4,5
388,Aimar Oroz,es ESP,FW,Osasuna,17,2001,0.1,0,0,0,,0,0,,,,0,0
389,Mikel Oyarzabal,es ESP,"FW,MF",Real Sociedad,22,1997,33.9,10,57,18,31.6,1.68,0.53,0.11,0.33,20.5,4,4
390,Fernando Pacheco,es ESP,GK,Alavés,27,1992,26.2,0,0,0,,0,0,,,,0,0
391,Jon Pacheco,es ESP,DF,Real Sociedad,18,2001,0.9,0,0,0,,0,0,,,,0,0
392,Daniel Parejo,es ESP,MF,Valencia,30,1989,33.6,8,29,10,34.5,0.86,0.3,0.1,0.3,28.3,5,6
393,Miquel Parera,es ESP,GK,Mallorca,23,1996,1,0,0,0,,0,0,,,,0,0
394,Thomas Partey,gh GHA,MF,Atlético Madrid,26,1993,28.3,3,31,8,25.8,1.09,0.28,0.1,0.38,26.4,0,0
395,Paulino,es ESP,MF,Alavés,22,1997,0.8,0,0,0,,0,0,,,,0,0
396,Gabriel Paulista,br BRA,DF,Valencia,28,1990,31.1,1,8,2,25,0.26,0.06,0.13,0.5,9.1,0,0
397,Alfonso Pedraza,es ESP,DF,Betis,23,1996,15,1,15,7,46.7,1,0.47,0.07,0.14,17.9,0,0
398,Marc Pedraza,es ESP,MF,Mallorca,32,1987,1.4,0,0,0,,0,0,,,,0,0
399,Pedrosa,es ESP,"DF,MF",Espanyol,21,1998,12.1,1,12,5,41.7,0.99,0.41,0.08,0.2,17.3,0,0
400,Rubén Peña,es ESP,DF,Villarreal,28,1991,21.2,2,6,3,50,0.28,0.14,0.33,0.67,15.5,0,0
401,Luis Perea,es ESP,"FW,MF",Osasuna,21,1997,0.2,0,0,0,,0,0,,,,0,0
402,Victor Perea,es ESP,DF,Espanyol,19,2000,14.1,0,5,1,20,0.35,0.07,0,0,23.2,0,0
403,Carles Pérez,es ESP,FW,Barcelona,21,1998,5.3,1,14,6,42.9,2.65,1.13,0.07,0.17,19.4,0,0
404,Iñigo Pérez,es ESP,MF,Osasuna,31,1988,12,2,19,7,36.8,1.58,0.58,0.11,0.29,23.6,0,0
405,Juan Pérez,es ESP,GK,Osasuna,23,1996,2,0,0,0,,0,0,,,,0,0
406,Kike Pérez,es ESP,"MF,FW",Valladolid,22,1997,2.4,0,5,1,20,2.06,0.41,0,0,28.8,0,0
407,Lucas Pérez,es ESP,FW,Alavés,30,1988,27.7,11,43,14,32.6,1.55,0.5,0.14,0.43,17.7,5,5
408,Rubén Pérez,es ESP,MF,Leganés,30,1989,24.4,1,19,2,10.5,0.78,0.08,0,0,27.7,1,1
409,Samu Pérez,es ESP,GK,Valladolid,22,1997,0.3,0,0,0,,0,0,,,,0,0
410,Pablo Piatti,ar ARG,"DF,MF",Espanyol,30,1989,0.6,0,3,0,0,4.82,0,0,,16.4,0,0
411,Cristiano Piccini,it ITA,DF,Valencia,26,1992,0.8,0,1,0,0,1.2,0,0,,8,0,0
412,Tomás Pina Isla,es ESP,MF,Alavés,31,1987,14.9,1,2,1,50,0.13,0.07,0.5,1,9.2,0,0
413,Pipa,es ESP,DF,Espanyol,21,1998,5.3,0,1,1,100,0.19,0.19,0,0,17,0,0
414,Gerard Piqué,es ESP,DF,Barcelona,32,1987,34.4,1,15,6,40,0.44,0.17,0.07,0.17,8.4,0,0
415,Óscar Plano,es ESP,MF,Valladolid,28,1991,27.8,4,40,13,32.5,1.44,0.47,0.1,0.31,17.6,0,0
416,Pere Pons,es ESP,MF,Alavés,26,1993,12.1,1,4,1,25,0.33,0.08,0.25,1,16.2,0,0
417,Pedro Porro,es ESP,"DF,MF",Valladolid,19,1999,8.2,0,1,0,0,0.12,0,0,,28,0,0
418,Francisco Portillo,es ESP,MF,Getafe,29,1990,4.2,0,3,1,33.3,0.72,0.24,0,0,18,0,0
419,Portu,es ESP,"FW,MF",Real Sociedad,27,1992,26.6,7,40,15,37.5,1.5,0.56,0.18,0.47,14.2,0,1
420,Sergio Postigo,es ESP,DF,Levante,30,1988,26.4,1,7,3,42.9,0.27,0.11,0.14,0.33,12,0,0
421,Florent Poulolo,mq MTQ,MF,Getafe,22,1997,0,0,0,0,,0,0,,,,0,0
422,Darío Poveda,es ESP,FW,Atlético Madrid,22,1997,0.1,0,1,0,0,11.25,0,0,,6,0,0
423,Alejandro Pozo Pozo,es ESP,"FW,MF",Sevilla,20,1999,0.4,0,0,0,,0,0,,,,0,0
424,Alejandro Pozo Pozo,es ESP,DF,Mallorca,20,1999,16.6,1,6,2,33.3,0.36,0.12,0.17,0.5,23.9,0,0
425,Abdón Prats,es ESP,"FW,MF",Mallorca,26,1992,3.1,0,9,4,44.4,2.9,1.29,0,0,16.4,0,1
426,Antonio Puertas,es ESP,"FW,MF",Granada,27,1992,28.5,7,46,18,39.1,1.62,0.63,0.15,0.39,15.2,0,0
427,Riqui Puig,es ESP,MF,Barcelona,19,1999,5.7,0,7,4,57.1,1.24,0.71,0,0,20.1,0,0
428,Quini,es ESP,DF,Granada,29,1989,8,0,10,0,0,1.25,0,0,,26.6,0,0
429,Xavi Quintillà,es ESP,DF,Villarreal,22,1996,17.5,0,3,1,33.3,0.17,0.06,0,0,22,0,0
430,Quique,es ESP,FW,Eibar,29,1990,5.4,0,9,1,11.1,1.65,0.18,0,0,18.3,0,0
431,Nemanja Radoja,rs SRB,MF,Levante,26,1993,22.1,1,3,2,66.7,0.14,0.09,0.33,0.5,20.1,0,0
432,Rafinha,br BRA,MF,Celta Vigo,26,1993,23.5,4,32,10,31.3,1.36,0.43,0.13,0.4,19,0,0
433,Rafinha,br BRA,"FW,MF",Barcelona,26,1993,2.1,0,6,1,16.7,2.9,0.48,0,0,15.8,0,0
434,Baba Rahman,gh GHA,DF,Mallorca,25,1994,1.2,0,1,0,0,0.83,0,0,,17.5,0,0
435,Antonio Raillo,es ESP,DF,Mallorca,27,1991,30.8,1,14,2,14.3,0.45,0.06,0.07,0.5,10.6,0,0
436,Ivan Rakitic,hr CRO,MF,Barcelona,31,1988,17.7,1,24,7,29.2,1.36,0.4,0.04,0.14,20.1,0,0
437,Sandro Ramírez,es ESP,"FW,MF",Valladolid,24,1995,14.5,3,45,17,37.8,3.1,1.17,0.07,0.18,19.1,0,1
438,Iván Ramis,es ESP,DF,Eibar,34,1984,5.1,1,4,2,50,0.79,0.39,0.25,0.5,7.6,0,0
439,Adrián Ramos,co COL,FW,Granada,33,1986,2.5,0,6,2,33.3,2.39,0.8,0,0,12.8,0,0
440,Sergio Ramos,es ESP,DF,Real Madrid,33,1986,33.5,11,35,11,31.4,1.05,0.33,0.14,0.45,14.2,6,6
441,Raúl,es ESP,"FW,MF",Betis,18,2000,0.2,0,0,0,,0,0,,,,0,0
442,Recio,es ESP,MF,Leganés,28,1991,17.4,0,23,7,30.4,1.32,0.4,0,0,22.3,0,0
443,Sergio Reguilón,es ESP,DF,Sevilla,22,1996,27.9,2,29,7,24.1,1.04,0.25,0.07,0.29,16.9,0,0
444,Manolo Reina,es ESP,GK,Mallorca,34,1985,36,0,0,0,,0,0,,,,0,0
