,,,,,,,,,Standard,,,,,,,,Performance,
445,Iván Ramis,es ESP,DF,Eibar,32,1984,14.5,3,15,8,53.3,1.04,0.55,0.2,0.38,12.6,0,0
446,Omar Ramos,es ESP,"FW,MF",Leganés,29,1988,16.1,0,10,2,20,0.62,0.12,0,0,19.2,0,0
447,Sergio Ramos,es ESP,DF,Real Madrid,31,1986,25.4,4,27,13,48.1,1.06,0.51,0.07,0.15,11,2,3
448,Recio,es ESP,MF,Málaga,26,1991,20.4,1,25,3,12,1.22,0.15,0,0,24.4,1,1
449,Alberto Redondo,es ESP,DF,Getafe,20,1997,1,0,0,0,,0,0,,,,0,0
450,Xesc Regis,es ESP,FW,Eibar,20,1996,0,0,0,0,,0,0,,,,0,0
451,Loïc Rémy,fr FRA,FW,Las Palmas,30,1987,8.5,5,32,16,50,3.76,1.88,0.16,0.31,14.9,0,0
452,Loïc Rémy,fr FRA,"FW,MF",Getafe,30,1987,5.1,3,10,5,50,1.97,0.98,0.2,0.4,20.2,1,1
453,Federico Ricca,uy URU,DF,Málaga,22,1994,12.3,0,3,3,100,0.24,0.24,0,0,12.2,0,0
454,Diego Rico,es ESP,DF,Leganés,24,1993,24.8,2,28,10,35.7,1.13,0.4,0.07,0.2,21.8,0,0
455,Mikel Rico,es ESP,MF,Athletic Club,32,1984,13,0,14,1,7.1,1.08,0.08,0,0,17.6,0,0
456,Sergio Rico,es ESP,GK,Sevilla,23,1993,24,0,0,0,,0,0,,,,0,0
457,Asier Riesgo,es ESP,GK,Eibar,33,1983,1,0,0,0,,0,0,,,,0,0
458,Cristian Rivera,es ESP,MF,Eibar,20,1997,2.7,0,1,0,0,0.37,0,0,,32,0,0
459,Rober,es ESP,"DF,MF",Levante,22,1995,21.2,0,9,1,11.1,0.42,0.05,0,0,14.9,0,0
460,Roberto,es ESP,GK,Málaga,31,1986,34,0,1,0,0,0.03,0,0,,10,0,0
461,Sergi Roberto,es ESP,DF,Barcelona,25,1992,24.7,1,8,3,37.5,0.32,0.12,0.13,0.33,16.5,0,0
462,Álex Robles,es ESP,DF,Málaga,18,1999,1,0,0,0,,0,0,,,,0,0
463,Marc Roca,es ESP,MF,Espanyol,20,1996,2.9,0,4,0,0,1.36,0,0,,26.7,0,0
464,Rubén Rochina,es ESP,MF,Levante,26,1991,1.7,1,7,1,14.3,4.17,0.6,0.14,1,18.7,0,0
465,Rodri,es ESP,MF,Villarreal,21,1996,35.9,1,33,9,27.3,0.92,0.25,0.03,0.11,18.7,0,0
466,Rodrigo,es ESP,FW,Valencia,26,1991,29.8,16,91,38,41.8,3.05,1.27,0.16,0.39,15.5,1,1
467,Kévin Rodrigues,pt POR,DF,Real Sociedad,23,1994,18.2,1,13,3,23.1,0.72,0.17,0.08,0.33,24,0,0
468,Ángel Rodríguez,es ESP,FW,Getafe,30,1987,25.5,13,70,30,42.9,2.75,1.18,0.19,0.43,16.5,0,1
469,Iván Rodríguez,es ESP,DF,Málaga,21,1996,0.2,0,0,0,,0,0,,,,0,0
470,Diego Rolán,uy URU,"FW,MF",Málaga,24,1993,21.6,6,36,18,50,1.66,0.83,0.17,0.33,12.2,0,0
471,Esteban Rolón,ar ARG,MF,Málaga,22,1995,4.6,0,3,0,0,0.65,0,0,,28.4,0,0
472,Óscar Romero,py PAR,"MF,FW",Alavés,25,1992,2.8,0,8,2,25,2.87,0.72,0,0,28.1,0,0
473,Cristiano Ronaldo,pt POR,FW,Real Madrid,32,1985,25.4,26,175,71,40.6,6.89,2.8,0.13,0.32,14.9,3,4
474,Facundo Roncaglia,ar ARG,DF,Celta Vigo,30,1987,16.6,0,5,1,20,0.3,0.06,0,0,18.9,0,0
475,Roberto Rosales,ve VEN,DF,Málaga,28,1988,34.7,1,19,7,36.8,0.55,0.2,0.05,0.14,26.1,0,0
476,Rubén,es ESP,GK,La Coruña,33,1984,27.5,0,0,0,,0,0,,,,0,0
477,Aitor Ruibal,es ESP,MF,Betis,21,1996,0.1,0,0,0,,0,0,,,,0,0
478,Fabián Ruiz Peña,es ESP,MF,Betis,21,1996,29.5,3,42,17,40.5,1.42,0.58,0.07,0.18,23.7,0,0
479,Víctor Ruiz,es ESP,DF,Villarreal,28,1989,26.8,2,6,2,33.3,0.22,0.07,0.33,1,9.9,0,0
480,Antonio Rukavina,rs SRB,DF,Villarreal,33,1984,14.1,0,3,1,33.3,0.21,0.07,0,0,16.4,0,0
481,Gerónimo Rulli,ar ARG,GK,Real Sociedad,25,1992,26,0,0,0,,0,0,,,,0,0
482,Enric Saborit,es ESP,DF,Athletic Club,25,1992,15.9,0,6,2,33.3,0.38,0.13,0,0,21.2,0,0
483,Mujaid Sadick,es ESP,DF,La Coruña,17,2000,1.2,0,0,0,,0,0,,,,0,0
484,Armando Sadiku,al ALB,FW,Levante,26,1991,3,0,5,2,40,1.69,0.67,0,0,18,0,0
485,Sergi Samper,es ESP,MF,Las Palmas,22,1995,1.6,0,0,0,,0,0,,,,0,0
486,Jairo Samperio,es ESP,"FW,DF",Las Palmas,24,1993,6.2,0,8,1,12.5,1.29,0.16,0,0,18,0,0
487,Mikel San José,es ESP,MF,Athletic Club,28,1989,23.9,1,19,6,31.6,0.79,0.25,0.05,0.17,18.5,0,0
488,Antonio Sanabria,py PAR,FW,Betis,21,1996,9.5,8,24,10,41.7,2.53,1.06,0.33,0.8,10,0,0
489,Carlos Sánchez,co COL,MF,Espanyol,31,1986,12.5,0,4,0,0,0.32,0,0,,30.1,0,0
490,Sergio Sánchez,es ESP,DF,Espanyol,31,1986,1.1,0,1,0,0,0.89,0,0,,6.3,0,0
491,Víctor Sánchez,es ESP,"DF,MF",Espanyol,29,1987,27.3,0,12,1,8.3,0.44,0.04,0,0,21.5,0,0
492,Arona Sané,sn SEN,MF,Atlético Madrid,22,1995,0.7,0,1,1,100,1.38,1.38,0,0,24.6,0,0
493,Nicola Sansone,it ITA,"FW,MF",Villarreal,25,1991,7.1,5,14,6,42.9,1.98,0.85,0.29,0.67,21,1,1
494,Christian Santos,ve VEN,FW,Alavés,29,1988,4.8,2,8,4,50,1.65,0.83,0.25,0.5,11.7,0,0
495,Pablo Sarabia,es ESP,"FW,MF",Sevilla,25,1992,26.6,6,58,27,46.6,2.18,1.01,0.1,0.22,18.1,0,0
496,Imanol Sarriegi,es ESP,MF,Eibar,22,1995,0.5,0,0,0,,0,0,,,,0,0
497,Stefan Savi?,me MNE,DF,Atlético Madrid,26,1991,25.5,0,5,0,0,0.2,0,0,,12.1,0,0
498,Fabian Schär,ch SUI,DF,La Coruña,25,1991,24.7,2,18,6,33.3,0.73,0.24,0.11,0.33,13.6,0,0
499,Sergio Segura García,es ESP,DF,Leganés,21,1995,0.3,0,0,0,,0,0,,,,0,0
500,Nélson Semedo,pt POR,DF,Barcelona,23,1993,16.6,0,3,2,66.7,0.18,0.12,0,0,22.9,0,0
501,Rúben Semedo,pt POR,"DF,MF",Villarreal,23,1994,2.6,0,1,0,0,0.39,0,0,,11,0,0
502,Gaku Shibasaki,jp JPN,"MF,FW",Getafe,25,1992,11.1,1,9,3,33.3,0.81,0.27,0.11,0.33,20.6,0,0
503,Sidnei,br BRA,DF,La Coruña,27,1989,19.8,1,7,1,14.3,0.35,0.05,0.14,1,10.5,0,0
504,Jaime Sierra Mateos,es ESP,"FW,MF",Leganés,19,1998,0.3,0,0,0,,0,0,,,,0,0
505,David Simón,es ESP,DF,Las Palmas,28,1988,8,0,3,1,33.3,0.37,0.12,0,0,11.5,0,0
506,Dimitris Siovas,gr GRE,DF,Leganés,28,1988,22.9,1,16,2,12.5,0.7,0.09,0.06,0.5,13.8,0,0
507,Pione Sisto,dk DEN,"FW,MF",Celta Vigo,22,1995,28,4,52,19,36.5,1.86,0.68,0.08,0.21,20,0,0
508,Antonio Sivera,es ESP,GK,Alavés,20,1996,0.7,0,0,0,,0,0,,,,0,0
509,Rubén Sobrino,es ESP,"FW,MF",Alavés,25,1992,16.3,3,25,13,52,1.53,0.8,0.12,0.23,14.1,0,0
510,Carlos Soler,es ESP,"MF,FW",Valencia,20,1997,26.3,1,45,17,37.8,1.71,0.65,0.02,0.06,20.6,0,0
511,Kévin Soni,cm CMR,MF,Girona,19,1998,0.2,0,0,0,,0,0,,,,0,0
512,David Soria,es ESP,GK,Sevilla,24,1993,14,0,0,0,,0,0,,,,0,0
513,Roberto Soriano,it ITA,"MF,FW",Villarreal,26,1991,12.7,0,20,6,30,1.58,0.47,0,0,20.5,0,0
514,Cristhian Stuani,uy URU,FW,Girona,30,1986,30.1,21,75,32,42.7,2.49,1.06,0.21,0.5,12,5,5
515,Damián Suárez,uy URU,DF,Getafe,29,1988,32,1,10,4,40,0.31,0.13,0.1,0.25,30.6,0,0
516,Denis Suárez,es ESP,"MF,FW",Barcelona,23,1994,6.6,2,12,5,41.7,1.82,0.76,0.17,0.4,15.1,0,0
517,Leonardo Suárez,ar ARG,"MF,FW",Villarreal,21,1996,0.3,0,1,0,0,3.1,0,0,,26.9,0,0
518,Luis Suárez,uy URU,FW,Barcelona,30,1987,32.2,25,122,55,45.1,3.79,1.71,0.2,0.44,12.9,1,1
519,Isaac Success,ng NGA,"MF,FW",Málaga,21,1996,5.5,0,8,2,25,1.46,0.37,0,0,16.1,0,0
520,Markel Susaeta,es ESP,"FW,MF",Athletic Club,29,1987,25.2,3,27,13,48.1,1.07,0.52,0.11,0.23,18.6,0,0
521,Tana,es ESP,"MF,FW",Las Palmas,26,1990,17.2,1,14,6,42.9,0.81,0.35,0.07,0.17,19.2,0,0
522,Oussama Tannane,ma MAR,FW,Las Palmas,23,1994,6.4,0,13,5,38.5,2.04,0.79,0,0,23.5,0,0
523,Cristian Tello,es ESP,"FW,MF",Betis,25,1991,18.8,4,34,17,50,1.81,0.9,0.12,0.24,19.7,0,0
524,Marc-André ter Stegen,de GER,GK,Barcelona,25,1992,37,0,0,0,,0,0,,,,0,0
525,David Timor,es ESP,"MF,DF",Girona,27,1989,10.3,2,12,5,41.7,1.17,0.49,0.17,0.4,31.9,0,0
526,Tito,es ESP,DF,Leganés,32,1985,6.8,0,1,0,0,0.15,0,0,,23.6,0,0
527,Hernán Toledo,ar ARG,"FW,MF",Las Palmas,21,1996,6.9,0,2,1,50,0.29,0.14,0,0,17.2,0,0
528,Toño,es ESP,DF,Levante,27,1989,12,0,2,1,50,0.17,0.08,0,0,18.8,0,0
529,Daniel Torres,co COL,MF,Alavés,27,1989,13.5,0,5,2,40,0.37,0.15,0,0,20.5,0,0
530,Fernando Torres,es ESP,FW,Atlético Madrid,33,1984,10.9,5,29,10,34.5,2.66,0.92,0.17,0.5,12.7,0,1
531,Ferrán Torres,es ESP,"MF,FW",Valencia,17,2000,3.5,0,3,1,33.3,0.87,0.29,0,0,15.9,0,0
532,Miguel Torres,es ESP,DF,Málaga,31,1986,7.5,0,3,0,0,0.4,0,0,,12.4,0,0
533,Pau Torres,es ESP,DF,Villarreal,20,1997,0.6,0,0,0,,0,0,,,,0,0
534,Alin Tosca,ro ROU,DF,Betis,25,1992,4.7,0,2,0,0,0.43,0,0,,22.5,0,0
535,Manu Trigueros,es ESP,MF,Villarreal,25,1991,30,3,28,6,21.4,0.93,0.2,0.07,0.33,25.4,1,2
536,Przemyslaw Tyton,pl POL,GK,La Coruña,30,1987,1.1,0,0,0,,0,0,,,,0,0
537,Samuel Umtiti,fr FRA,DF,Barcelona,23,1993,24.3,1,10,5,50,0.41,0.21,0.1,0.2,9.3,0,0
538,Enes Ünal,tr TUR,FW,Villarreal,20,1997,12.5,5,37,17,45.9,2.95,1.36,0.14,0.29,17.1,0,0
539,Enes Ünal,tr TUR,FW,Levante,20,1997,6.6,1,12,4,33.3,1.81,0.6,0.08,0.25,11.4,0,0
540,Francis Uzoho,ng NGA,GK,La Coruña,18,1998,2,0,0,0,,0,0,,,,0,0
541,Gerard Valentín,es ESP,"DF,FW",La Coruña,24,1993,1.8,0,2,0,0,1.14,0,0,,15.9,0,0
542,Borja Valle,es ESP,"FW,MF",La Coruña,25,1992,5.4,3,15,7,46.7,2.78,1.3,0.2,0.43,15.5,0,0
543,Jesús Vallejo,es ESP,DF,Real Madrid,20,1997,7,0,0,0,,0,0,,,,0,0
544,Federico Valverde,uy URU,"MF,FW",La Coruña,19,1998,13.7,0,18,5,27.8,1.31,0.36,0,0,25.7,0,0
545,Raphaël Varane,fr FRA,DF,Real Madrid,24,1993,25.8,0,10,2,20,0.39,0.08,0,0,8.7,0,0
546,Franco Vázquez,ar ARG,"MF,FW",Sevilla,28,1989,20.4,4,58,12,20.7,2.84,0.59,0.07,0.33,14.6,0,0
547,Lucas Vázquez,es ESP,"MF,FW",Real Madrid,26,1991,18.7,4,34,17,50,1.82,0.91,0.12,0.24,16.6,0,0
548,Koke Vegas,es ESP,GK,Levante,21,1995,1,0,0,0,,0,0,,,,0,0
549,Carlos Vela,mx MEX,FW,Real Sociedad,28,1989,4.2,1,11,4,36.4,2.59,0.94,0.09,0.25,14.4,0,0
550,Thomas Vermaelen,be BEL,DF,Barcelona,31,1985,11.3,0,3,1,33.3,0.27,0.09,0,0,6.7,0,0
551,Mikel Vesga,es ESP,MF,Athletic Club,24,1993,9,1,7,4,57.1,0.78,0.45,0.14,0.25,13.2,0,0
552,Rúben Vezo,pt POR,DF,Valencia,23,1994,17.3,0,4,2,50,0.23,0.12,0,0,15.3,0,0
553,Aleix Vidal,es ESP,"MF,FW",Barcelona,27,1989,5.1,1,8,6,75,1.57,1.17,0.13,0.17,13.8,0,0
554,Nacho Vidal,es ESP,DF,Valencia,22,1995,5,1,3,2,66.7,0.6,0.4,0.33,0.5,17.9,0,0
555,Jonathan Viera,es ESP,MF,Las Palmas,27,1989,22.1,4,37,16,43.2,1.67,0.72,0.08,0.19,24,1,3
556,Luciano Vietto,ar ARG,FW,Atlético Madrid,23,1993,3,0,9,1,11.1,3.01,0.33,0,0,11.3,0,0
557,Luciano Vietto,ar ARG,FW,Valencia,23,1993,5.9,2,5,3,60,0.85,0.51,0.4,0.67,18.5,0,0
558,Carlos Vigaray,es ESP,DF,Alavés,22,1994,9.9,0,4,1,25,0.4,0.1,0,0,15.8,0,0
559,Dídac Vilà,es ESP,"DF,MF",Espanyol,28,1989,8.1,0,10,2,20,1.23,0.25,0,0,21.7,0,0
560,Vitolo,es ESP,"FW,MF",Las Palmas,27,1989,7.7,1,6,4,66.7,0.78,0.52,0.17,0.25,11.3,0,0
561,Vitolo,es ESP,"MF,FW",Atlético Madrid,27,1989,6.9,1,8,3,37.5,1.17,0.44,0.13,0.33,13,0,0
562,Šime Vrsaljko,hr CRO,"DF,MF",Atlético Madrid,25,1992,18.8,0,4,0,0,0.21,0,0,,13.6,0,0
563,Wakaso,gh GHA,MF,Alavés,27,1990,12.2,0,10,0,0,0.82,0,0,,27.2,0,0
564,Daniel Wass,dk DEN,"MF,FW",Celta Vigo,28,1989,32.6,4,51,11,21.6,1.57,0.34,0.08,0.36,23.1,0,0
565,Axel Werner,ar ARG,GK,Atlético Madrid,21,1996,1,0,0,0,,0,0,,,,0,0
566,Iñaki Williams,gh GHA,"FW,MF",Athletic Club,23,1994,31.7,7,76,28,36.8,2.4,0.88,0.09,0.25,13.5,0,0
567,Yoel,es ESP,GK,Eibar,28,1988,1,0,0,0,,0,0,,,,0,0
568,Joseba Zaldúa,es ESP,DF,Leganés,25,1992,28.4,1,14,3,21.4,0.49,0.11,0.07,0.33,15.6,0,0
569,Simone Zaza,it ITA,FW,Valencia,26,1991,23.1,13,72,25,34.7,3.12,1.08,0.18,0.52,12.8,0,0
570,Nabil El Zhar,ma MAR,"FW,MF",Leganés,30,1986,22,2,45,14,31.1,2.04,0.64,0.04,0.14,18.6,0,0
571,Luca Zidane,fr FRA,GK,Real Madrid,19,1998,1,0,0,0,,0,0,,,,0,0
572,Igor Zubeldia,es ESP,MF,Real Sociedad,20,1997,17.6,1,20,3,15,1.14,0.17,0.05,0.33,25.5,0,0
573,David Zurutuza,es ESP,MF,Real Sociedad,31,1986,24.9,0,16,3,18.8,0.64,0.12,0,0,15.4,0,0
