,,,,,,,,,Standard,,,,,,,,Performance,
223,Gori,es ESP,MF,Espanyol,19,2002,0.1,0,0,0,,0,0,,,,0,0
224,Andoni Gorosabel,es ESP,DF,Real Sociedad,24,1996,25.4,0,11,0,0,0.43,0,0,,20.1,0,0
225,Jaume Grau,es ESP,MF,Osasuna,24,1997,0,0,0,0,,0,0,,,,0,0
226,Dominik Greif,sk SVK,GK,Mallorca,24,1997,1,0,0,0,,0,0,,,,0,0
227,Clément Grenier,fr FRA,MF,Mallorca,30,1991,0.7,1,1,1,100,1.5,1.5,1,1,6.4,0,0
228,Antoine Griezmann,fr FRA,"FW,MF",Atlético Madrid,30,1991,18.8,3,45,13,28.9,2.39,0.69,0.07,0.23,16,0,0
229,Antoine Griezmann,fr FRA,FW,Barcelona,30,1991,2.9,0,4,0,0,1.37,0,0,,12.3,0,0
230,Arnaut Groeneveld,nl NED,FW,Villarreal,24,1997,16.4,10,59,25,42.4,3.61,1.53,0.12,0.28,14.7,3,3
231,Andrés Guardado,mx MEX,MF,Betis,34,1986,15.5,0,14,3,21.4,0.9,0.19,0,0,22.4,0,0
232,Sergi Guardiola,es ESP,FW,Rayo Vallecano,30,1991,19,8,48,16,33.3,2.53,0.84,0.15,0.44,14.4,1,1
233,Nemanja Gudelj,rs SRB,"MF,DF",Sevilla,29,1991,11.6,0,4,2,50,0.34,0.17,0,0,25.7,0,0
234,Gonçalo Guedes,pt POR,"FW,MF",Valencia,24,1996,29,11,67,24,35.8,2.31,0.83,0.15,0.42,21.3,1,2
235,Ander Guevara,es ESP,MF,Real Sociedad,24,1997,9.6,0,2,0,0,0.21,0,0,,24.3,0,0
236,John Guidetti,se SWE,"FW,MF",Alavés,29,1992,3.1,0,10,2,20,3.23,0.65,0,0,14.6,0,0
237,Hugo Guillamón,es ESP,"MF,DF",Valencia,21,2000,26.2,1,7,2,28.6,0.27,0.08,0.14,0.5,16.6,0,0
238,Gerard Gumbau,es ESP,MF,Elche,26,1994,21,0,22,4,18.2,1.05,0.19,0,0,28.7,0,0
239,Jon Guridi,es ESP,MF,Real Sociedad,26,1995,2.3,1,2,1,50,0.87,0.44,0.5,1,6.1,0,0
240,Raúl Guti,es ESP,MF,Elche,24,1996,18.1,0,18,5,27.8,1,0.28,0,0,22.1,0,0
241,Marcos Mauro López Gutiérrez,ar ARG,DF,Cádiz,30,1991,1.5,0,0,0,,0,0,,,,0,0
242,Miguel Gutiérrez,es ESP,DF,Real Madrid,20,2001,2.9,0,0,0,,0,0,,,,0,0
243,Munir El Haddadi,ma MAR,"FW,MF",Sevilla,25,1995,5.3,2,13,7,53.8,2.47,1.33,0.15,0.29,13.1,0,0
244,Varazdat Haroyan,am ARM,DF,Cádiz,28,1992,16,1,4,2,50,0.25,0.13,0.25,0.5,7.2,0,0
245,Eden Hazard,be BEL,"FW,MF",Real Madrid,30,1991,8,0,12,7,58.3,1.51,0.88,0,0,15.1,0,0
246,Kike Hermoso,es ESP,DF,Betis,21,1999,1,1,2,1,50,2,1,0.5,1,10.2,0,0
247,Mario Hermoso,es ESP,DF,Atlético Madrid,26,1995,20.7,2,17,4,23.5,0.82,0.19,0.12,0.5,15.7,0,0
248,Aridane Hernández,gq EQG,DF,Osasuna,32,1989,12.9,0,2,0,0,0.16,0,0,,13.5,0,0
249,Luis Hernández,es ESP,DF,Cádiz,32,1989,15.2,0,6,1,16.7,0.4,0.07,0,0,12,0,0
250,Mario Hernández,es ESP,"DF,FW",Rayo Vallecano,22,1999,4.4,1,3,1,33.3,0.68,0.23,0.33,1,13.8,0,0
251,Héctor Herrera,mx MEX,MF,Atlético Madrid,31,1990,9.5,0,9,4,44.4,0.94,0.42,0,0,23.8,0,0
252,Sergio Herrera,es ESP,GK,Osasuna,28,1993,36,0,0,0,,0,0,,,,0,0
253,Yangel Herrera,ve VEN,MF,Espanyol,23,1998,18.3,1,15,3,20,0.82,0.16,0.07,0.33,18.7,0,0
254,Matthew Hoppe,us USA,FW,Mallorca,20,2001,1.5,0,2,0,0,1.37,0,0,,15,0,0
255,Robert Ibáñez,es ESP,MF,Osasuna,28,1993,1,0,3,0,0,2.9,0,0,,17.2,0,0
256,Vicente Iborra,es ESP,MF,Villarreal,33,1988,11.5,0,8,2,25,0.7,0.17,0,0,14.6,0,0
257,Oussama Idrissi,ma MAR,MF,Cádiz,25,1996,10,1,21,8,38.1,2.1,0.8,0.05,0.13,19.9,0,0
258,Oussama Idrissi,ma MAR,"FW,MF",Sevilla,25,1996,1.4,0,4,2,50,2.83,1.42,0,0,18.8,0,0
259,Borja Iglesias,es ESP,FW,Betis,28,1993,17.5,10,38,17,44.7,2.17,0.97,0.18,0.41,14.8,3,3
260,Iglesias,es ESP,DF,Getafe,23,1998,8,0,5,0,0,0.63,0,0,,34.9,0,0
261,Asier Illarramendi,es ESP,MF,Real Sociedad,31,1990,4.2,0,0,0,,0,0,,,,0,0
262,Nikita Iosifov,ru RUS,MF,Villarreal,20,2001,0,0,0,0,,0,0,,,,0,0
263,Alexander Isak,se SWE,FW,Real Sociedad,21,1999,23.8,6,71,32,45.1,2.99,1.35,0.06,0.13,15.4,2,3
264,Isco,es ESP,"MF,FW",Real Madrid,29,1992,3.7,1,11,3,27.3,2.99,0.82,0.09,0.33,14.7,0,0
265,Nicolas Jackson,sn SEN,FW,Villarreal,20,2001,1.8,0,5,1,20,2.73,0.55,0,0,10.9,0,0
266,Jakub Jankto,cz CZE,"DF,MF",Getafe,25,1996,6.5,0,6,0,0,0.92,0,0,,21.7,0,0
267,Adnan Januzaj,be BEL,"FW,MF",Real Sociedad,26,1995,18.1,3,40,13,32.5,2.22,0.72,0.03,0.08,22.7,2,2
268,Jason,es ESP,"MF,DF",Valencia,27,1994,0.8,0,2,0,0,2.4,0,0,,23.3,0,0
269,Jason,es ESP,"MF,FW",Alavés,27,1994,7.5,0,9,2,22.2,1.19,0.27,0,0,21.9,0,0
270,Luis Javier Suárez,co COL,FW,Granada,23,1997,31.6,8,86,27,31.4,2.72,0.85,0.09,0.3,16.7,0,1
271,Álvaro Jiménez,es ESP,"MF,FW",Cádiz,26,1995,2.6,0,2,1,50,0.77,0.38,0,0,16.2,0,0
272,Joaquín,es ESP,"FW,MF",Betis,40,1981,5.2,0,11,4,36.4,2.1,0.76,0,0,14.9,0,0
273,Jofre,es ESP,"MF,DF",Espanyol,20,2001,0.2,0,0,0,,0,0,,,,0,0
274,Frenkie de Jong,nl NED,MF,Barcelona,24,1997,27.5,3,17,7,41.2,0.62,0.25,0.18,0.43,13.8,0,0
275,Luuk de Jong,nl NED,FW,Barcelona,30,1990,7.3,6,26,9,34.6,3.58,1.24,0.23,0.67,9.9,0,0
276,Jens Jønsson,dk DEN,MF,Cádiz,28,1993,14.5,0,6,0,0,0.41,0,0,,13.8,0,0
277,Joan Jordán,es ESP,MF,Sevilla,27,1994,27.9,0,16,1,6.3,0.57,0.04,0,0,21.1,0,0
278,Josan,es ESP,"DF,MF",Elche,31,1989,13.5,2,12,4,33.3,0.89,0.3,0.17,0.5,15.2,0,0
279,Willian José,br BRA,FW,Betis,29,1991,17.8,9,32,8,25,1.8,0.45,0.19,0.75,18.5,3,3
280,Joselu,es ESP,FW,Alavés,31,1990,34.7,14,90,33,36.7,2.59,0.95,0.09,0.24,18,6,7
281,Josema,es ESP,DF,Elche,25,1996,2,0,0,0,,0,0,,,,0,0
282,Luka Jovic,rs SRB,FW,Real Madrid,23,1997,4.1,1,16,4,25,3.9,0.98,0.06,0.25,13.3,0,0
283,Miguel Juan Llambrich,es ESP,DF,Espanyol,25,1996,0.8,0,0,0,,0,0,,,,0,0
284,José Juan Macías,mx MEX,"FW,MF",Getafe,21,1999,2.2,0,4,0,0,1.79,0,0,,18.2,0,0
285,Juanmi,es ESP,FW,Betis,28,1993,23.7,16,55,30,54.5,2.32,1.27,0.29,0.53,13.5,0,0
286,Lago Junior,ci CIV,"FW,MF",Mallorca,30,1990,2,0,6,1,16.7,3.05,0.51,0,0,16.3,0,0
287,Vinicius Júnior,br BRA,FW,Real Madrid,21,2000,29.9,17,81,42,51.9,2.71,1.41,0.21,0.4,15,0,0
288,Jutglà,es ESP,FW,Barcelona,22,1999,3.3,1,10,4,40,2.99,1.2,0.1,0.25,16.6,0,0
289,Lee Kangin,kr KOR,"MF,FW",Mallorca,20,2001,15.7,1,35,13,37.1,2.23,0.83,0.03,0.08,24.7,0,0
290,Kike,es ESP,FW,Osasuna,31,1989,20.7,5,51,19,37.3,2.47,0.92,0.08,0.21,15,1,1
291,Koba Koindredi,fr FRA,MF,Valencia,19,2001,2,0,1,0,0,0.5,0,0,,32,0,0
292,Koke,es ESP,MF,Atlético Madrid,29,1992,27.9,1,12,6,50,0.43,0.22,0.08,0.17,25.4,0,0
293,Luca Koleosho,ca CAN,FW,Espanyol,16,2004,0,0,0,0,,0,0,,,,0,0
294,Geoffrey Kondogbia,cf CTA,"MF,DF",Atlético Madrid,28,1993,20.9,1,15,1,6.7,0.72,0.05,0.07,1,24,0,0
295,Jules Koundé,fr FRA,DF,Sevilla,22,1998,30.4,2,14,3,21.4,0.46,0.1,0.14,0.67,10.8,0,0
296,Toni Kroos,de GER,MF,Real Madrid,31,1990,23.4,1,46,12,26.1,1.97,0.51,0.02,0.08,23.5,0,0
297,Takefusa Kubo,jp JPN,"FW,MF",Mallorca,20,2001,17.8,1,49,9,18.4,2.75,0.5,0.02,0.11,19.8,0,0
298,Víctor Laguardia,es ESP,DF,Alavés,31,1989,33.8,3,14,5,35.7,0.41,0.15,0.21,0.6,8.6,0,0
299,Diego Lainez,mx MEX,FW,Betis,21,2000,1.6,0,1,1,100,0.64,0.64,0,0,17.3,0,0
300,Érik Lamela,ar ARG,FW,Sevilla,29,1992,11.3,5,22,12,54.5,1.95,1.06,0.23,0.42,15.7,0,0
301,Latasa,es ESP,FW,Real Madrid,20,2001,0.1,0,1,0,0,10,0,0,,7,0,0
302,Toni Lato,es ESP,"DF,MF",Valencia,23,1997,6.6,0,0,0,,0,0,,,,0,0
303,Robin Le Normand,fr FRA,DF,Real Sociedad,24,1996,37,1,18,4,22.2,0.49,0.11,0.06,0.25,9.6,0,0
304,Jeremías Ledesma,ar ARG,GK,Cádiz,28,1993,38,0,1,1,100,0.03,0.03,0,0,11.2,0,0
305,Wu Lei,cn CHN,"FW,MF",Espanyol,29,1991,5.3,1,7,5,71.4,1.33,0.95,0.14,0.2,14.6,0,0
306,Florian Lejeune,fr FRA,DF,Alavés,30,1991,30,0,22,2,9.1,0.73,0.07,0,0,20.4,0,0
307,Iñigo Lekue,es ESP,DF,Athletic Club,28,1993,21.4,0,7,1,14.3,0.33,0.05,0,0,23.4,0,0
308,Thomas Lemar,fr FRA,MF,Atlético Madrid,25,1995,16,4,29,8,27.6,1.81,0.5,0.14,0.5,18.3,0,0
309,Ruben Lendinez,es ESP,DF,Valencia,18,2003,1.5,0,1,0,0,0.66,0,0,,11,0,0
310,Clément Lenglet,fr FRA,DF,Barcelona,26,1995,9.2,0,2,1,50,0.22,0.11,0,0,9.5,0,0
311,Javier Llabrés,,"FW,MF",Mallorca,,,1.5,0,5,2,40,3.41,1.36,0,0,24.5,0,0
312,Marcos Llorente,es ESP,"DF,MF",Atlético Madrid,26,1995,27.2,0,16,2,12.5,0.59,0.07,0,0,20.6,0,0
313,Giovani Lo Celso,ar ARG,"MF,FW",Villarreal,25,1996,11,1,19,6,31.6,1.72,0.54,0.05,0.17,17.2,0,0
314,Julen Lobete,es ESP,"FW,MF",Real Sociedad,20,2000,3.2,2,10,2,20,3.17,0.63,0.2,1,13.9,0,0
315,Renan Lodi,br BRA,DF,Atlético Madrid,23,1998,13.1,2,10,4,40,0.76,0.3,0.2,0.5,17,0,0
316,David López,es ESP,"MF,DF",Espanyol,31,1989,8.3,0,5,4,80,0.61,0.48,0,0,12.2,0,0
317,Diego López,es ESP,GK,Espanyol,39,1981,35.3,0,0,0,,0,0,,,,0,0
318,Javi López,es ESP,DF,Alavés,19,2002,5.1,0,0,0,,0,0,,,,0,0
319,Unai López,es ESP,MF,Rayo Vallecano,25,1995,12.9,0,19,7,36.8,1.47,0.54,0,0,23.4,0,0
320,Anthony Lozano,hn HON,"FW,MF",Cádiz,28,1993,18.6,7,49,20,40.8,2.64,1.08,0.14,0.35,14.3,0,0
321,Florentino Luís,pt POR,MF,Getafe,21,1999,11,0,3,1,33.3,0.27,0.09,0,0,25,0,0
322,José Luis Gayà,es ESP,DF,Valencia,26,1995,20.8,2,18,9,50,0.87,0.43,0.11,0.22,20.3,0,0
323,José Luis Morales,es ESP,"FW,MF",Levante,34,1987,30.2,13,76,32,42.1,2.52,1.06,0.13,0.31,19.1,3,5
324,Luismi,es ESP,FW,Sevilla,20,2001,0.1,0,0,0,,0,0,,,,0,0
325,Andriy Lunin,ua UKR,GK,Real Madrid,22,1999,2,0,0,0,,0,0,,,,0,0
326,Darwin Machís,ve VEN,"MF,FW",Granada,28,1993,15.3,4,38,17,44.7,2.49,1.11,0.11,0.24,21.4,0,0
327,Pablo Maffeo,es ESP,DF,Mallorca,24,1997,32.7,1,29,7,24.1,0.89,0.21,0.03,0.14,20.5,0,0
328,Nemanja Maksimovi?,rs SRB,MF,Getafe,26,1995,32.6,1,30,5,16.7,0.92,0.15,0.03,0.2,15.1,0,0
329,Hugo Mallo,es ESP,DF,Celta Vigo,30,1991,20.3,1,18,2,11.1,0.89,0.1,0.06,0.5,18.1,0,0
330,Mickael Malsa,mq MTQ,MF,Levante,25,1995,12.7,1,13,2,15.4,1.02,0.16,0.08,0.5,22.7,0,0
331,Giorgi Mamardashvili,ge GEO,GK,Valencia,20,2000,18,0,0,0,,0,0,,,,0,0
332,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,27,1994,14.4,0,2,0,0,0.14,0,0,,7.2,0,0
333,Aïssa Mandi,dz ALG,DF,Villarreal,29,1991,15.3,1,10,3,30,0.65,0.2,0.1,0.33,8.8,0,0
334,Maranhão,br BRA,"FW,MF",Valencia,24,1996,10.8,1,31,8,25.8,2.87,0.74,0.03,0.13,14.8,0,0
335,Nikola Maraš,rs SRB,DF,Rayo Vallecano,25,1995,11.6,0,2,0,0,0.17,0,0,,10.5,0,0
336,Marcelo,br BRA,DF,Real Madrid,33,1988,5.8,0,8,3,37.5,1.37,0.51,0,0,20.2,0,0
337,Iván Marcone,ar ARG,MF,Elche,31,1990,9,0,2,0,0,0.22,0,0,,19.5,0,0
338,Óscar de Marcos,es ESP,DF,Athletic Club,32,1989,18.7,1,3,3,100,0.16,0.16,0.33,0.33,15.7,0,0
339,José Mari,es ESP,MF,Cádiz,33,1987,4.3,0,4,1,25,0.93,0.23,0,0,13.2,0,0
340,José María Giménez,uy URU,DF,Atlético Madrid,26,1995,22.7,1,18,5,27.8,0.79,0.22,0.06,0.2,12.4,0,0
341,Mariano,do DOM,FW,Real Madrid,27,1993,3.8,1,14,3,21.4,3.68,0.79,0.07,0.33,12.8,0,0
342,Mika Màrmol,es ESP,DF,Barcelona,20,2001,0,0,0,0,,0,0,,,,0,0
343,Roger Martí,es ESP,FW,Levante,30,1991,23.5,7,46,16,34.8,1.96,0.68,0.13,0.38,17,1,3
344,Anthony Martial,fr FRA,"FW,MF",Sevilla,25,1995,5.4,0,7,3,42.9,1.29,0.55,0,0,21.4,0,0
345,Ander Martin,es ESP,"FW,MF",Real Sociedad,20,2000,1,0,4,2,50,4.09,2.05,0,0,21.5,0,0
346,Andrés Martín,es ESP,"FW,MF",Rayo Vallecano,22,1999,2.1,0,5,1,20,2.42,0.48,0,0,17.4,0,0
347,Carlos Martín,es ESP,DF,Atlético Madrid,19,2002,0.1,0,0,0,,0,0,,,,0,0
348,Iván Martín,es ESP,MF,Alavés,22,1999,1.8,0,1,0,0,0.54,0,0,,19,0,0
349,Martín,es ESP,MF,Cádiz,22,1999,1.3,0,2,0,0,1.57,0,0,,27.9,0,0
350,Iñigo Martínez,es ESP,DF,Athletic Club,30,1991,26,3,27,9,33.3,1.04,0.35,0.11,0.33,11.9,0,0
351,Javi Martínez,es ESP,MF,Osasuna,21,1999,9.8,1,9,2,22.2,0.92,0.2,0.11,0.5,16.4,0,0
352,Pablo Martínez,es ESP,MF,Levante,23,1998,7.3,0,11,1,9.1,1.51,0.14,0,0,22.9,0,0
353,Omar Mascarell,es ESP,MF,Elche,28,1993,27.7,0,12,1,8.3,0.43,0.04,0,0,22.8,0,0
354,Jaime Mata,es ESP,FW,Getafe,32,1988,7.5,1,9,3,33.3,1.21,0.4,0.11,0.33,13.6,0,0
355,Luís Maximiano,pt POR,GK,Granada,22,1999,34.8,0,0,0,,0,0,,,,0,0
356,Borja Mayoral,es ESP,FW,Getafe,24,1997,11.6,6,16,6,37.5,1.38,0.52,0.31,0.83,15.8,1,1
357,Jordi Mboula,es ESP,FW,Mallorca,22,1999,4.8,0,5,0,0,1.04,0,0,,13.2,0,0
358,Óscar Melendo,es ESP,"MF,FW",Espanyol,23,1997,11,0,8,0,0,0.73,0,0,,16.6,0,0
359,Gonzalo Melero,es ESP,MF,Levante,27,1994,18.8,7,20,9,45,1.06,0.48,0.25,0.56,16.2,2,2
360,Tomás Mendes,es ESP,MF,Alavés,16,2004,0.1,0,0,0,,0,0,,,,0,0
361,Brais Méndez,es ESP,MF,Celta Vigo,24,1997,33.6,4,56,16,28.6,1.67,0.48,0.07,0.25,19.1,0,0
362,Édgar Méndez,es ESP,"FW,MF",Alavés,31,1990,17.9,1,26,8,30.8,1.45,0.45,0.04,0.13,18.2,0,0
363,Ferland Mendy,fr FRA,DF,Real Madrid,26,1995,19.3,2,12,6,50,0.62,0.31,0.17,0.33,18.5,0,0
364,Fran Mérida,es ESP,MF,Espanyol,31,1990,3,0,4,0,0,1.35,0,0,,21.9,0,0
365,Mikel Merino,es ESP,MF,Real Sociedad,25,1996,32.1,3,44,15,34.1,1.37,0.47,0.07,0.2,16.7,0,0
366,Martín Merquelanz,es ESP,FW,Rayo Vallecano,26,1995,1.9,0,2,0,0,1.04,0,0,,20,0,0
367,Matt Miazga,us USA,DF,Alavés,26,1995,9.3,0,7,3,42.9,0.76,0.32,0,0,11.9,0,0
368,Miguel,es ESP,"FW,MF",Alavés,21,1999,9.2,1,22,4,18.2,2.39,0.43,0.05,0.25,14.1,0,0
369,Éder Militão,br BRA,DF,Real Madrid,23,1998,33.7,1,32,8,25,0.95,0.24,0.03,0.13,16.7,0,0
370,Luis Milla,es ESP,MF,Granada,26,1994,30.8,3,19,3,15.8,0.62,0.1,0,0,24,3,3
371,Pere Milla,es ESP,"FW,MF",Elche,28,1992,18.3,8,29,14,48.3,1.59,0.77,0.28,0.57,12.5,0,0
372,Santi Mina,es ESP,FW,Celta Vigo,25,1995,26.3,7,59,21,35.6,2.24,0.8,0.12,0.33,14.4,0,1
373,Óscar Mingueza,es ESP,DF,Barcelona,22,1999,9.9,0,2,1,50,0.2,0.1,0,0,7.6,0,0
374,Rafa Mir,es ESP,FW,Sevilla,24,1997,20.1,10,61,22,36.1,3.04,1.1,0.16,0.45,12.3,0,0
375,Jorge Miramón,es ESP,DF,Levante,32,1989,22,1,7,2,28.6,0.32,0.09,0.14,0.5,18.1,0,0
376,Juan Miranda,es ESP,DF,Betis,21,2000,8.7,0,6,2,33.3,0.69,0.23,0,0,27.7,0,0
377,Stefan Mitrovi?,rs SRB,DF,Getafe,31,1990,29.6,1,5,1,20,0.17,0.03,0.2,1,11.4,0,0
378,Luka Modric,hr CRO,MF,Real Madrid,35,1985,22.6,2,27,10,37,1.2,0.44,0.04,0.1,20.1,1,1
379,Johan Mojica,co COL,DF,Elche,28,1992,31.7,2,16,4,25,0.5,0.13,0.13,0.5,23.8,0,0
380,Jorge Molina,es ESP,FW,Granada,39,1982,21.8,10,45,22,48.9,2.06,1.01,0.22,0.45,13.1,0,1
381,Jon Moncayola,es ESP,MF,Osasuna,23,1998,32.4,2,41,12,29.3,1.27,0.37,0.05,0.17,24.5,0,0
382,Monchu,es ESP,MF,Granada,21,1999,7.4,0,8,1,12.5,1.08,0.13,0,0,21.5,0,0
383,Gonzalo Montiel,ar ARG,DF,Sevilla,24,1997,11.8,1,5,1,20,0.42,0.08,0.2,1,18.1,0,0
384,Ángel Montoro,es ESP,MF,Granada,33,1988,14.8,1,22,4,18.2,1.49,0.27,0.05,0.25,23.5,0,0
385,Martín Montoya,es ESP,DF,Betis,30,1991,5.8,0,5,2,40,0.87,0.35,0,0,20.6,0,0
386,Jon Morcillo,es ESP,MF,Athletic Club,22,1998,0.6,0,1,0,0,1.67,0,0,,6,0,0
387,Alberto Moreno,es ESP,"MF,DF",Villarreal,29,1992,13.6,3,22,10,45.5,1.62,0.74,0.14,0.3,17.5,0,0
388,Álex Moreno,es ESP,DF,Betis,28,1993,26.7,5,27,8,29.6,1.01,0.3,0.19,0.63,16.3,0,0
389,Gerard Moreno,es ESP,FW,Villarreal,29,1992,13.2,9,36,13,36.1,2.72,0.98,0.22,0.62,14.1,1,2
390,Tete Morente,es ESP,"MF,FW",Elche,24,1996,18.1,3,29,8,27.6,1.6,0.44,0.1,0.38,18.1,0,0
391,Ilaix Moriba,gn GUI,MF,Valencia,18,2003,9.1,0,15,5,33.3,1.65,0.55,0,0,18.6,0,0
392,Manu Morlanes,es ESP,MF,Espanyol,22,1999,12.7,2,8,2,25,0.63,0.16,0.25,1,18.6,0,0
393,Loren Morón,es ESP,"FW,MF",Espanyol,27,1993,6.3,1,10,2,20,1.6,0.32,0.1,0.5,20.5,0,0
394,Loren Morón,es ESP,FW,Betis,27,1993,0,0,0,0,,0,0,,,,0,0
395,Cristhian Mosquera,co COL,DF,Valencia,17,2004,2.4,0,1,0,0,0.42,0,0,,7,0,0
396,Toni Moya,es ESP,MF,Alavés,23,1998,15.4,0,12,2,16.7,0.78,0.13,0,0,24.9,0,0
397,Iker Muniain,es ESP,MF,Athletic Club,28,1992,30.9,4,38,16,42.1,1.23,0.52,0.08,0.19,18.7,1,3
398,Aihen Muñoz,es ESP,DF,Real Sociedad,23,1997,14.9,0,7,0,0,0.47,0,0,,25.8,0,0
399,Jeison Murillo,co COL,DF,Celta Vigo,29,1992,12.4,0,7,1,14.3,0.56,0.08,0,0,13.5,0,0
400,Vedat Muriqi,xk KVX,FW,Mallorca,27,1994,16,5,49,15,30.6,3.07,0.94,0.06,0.2,14.9,2,2
401,Yunus Musah,us USA,"MF,FW",Valencia,18,2002,14,1,7,2,28.6,0.5,0.14,0.14,0.5,15.2,0,0
402,Shkodran Mustafi,de GER,DF,Levante,29,1992,7.3,1,4,2,50,0.55,0.27,0.25,0.5,16,0,0
403,Nacho,es ESP,DF,Real Madrid,31,1990,17.3,3,10,3,30,0.58,0.17,0.3,1,12.8,0,0
404,Roberto Navarro,es ESP,"MF,FW",Real Sociedad,19,2002,2.2,0,7,3,42.9,3.17,1.36,0,0,14.8,0,0
405,Ximo Navarro,es ESP,DF,Alavés,31,1990,15,0,11,3,27.3,0.73,0.2,0,0,17.5,0,0
406,Jesús Navas,es ESP,DF,Sevilla,35,1985,19.8,0,10,1,10,0.5,0.05,0,0,22.7,0,0
407,Loum Ndiaye,sn SEN,MF,Alavés,24,1996,25.7,2,34,8,23.5,1.32,0.31,0.06,0.25,22,0,0
408,Álvaro Negredo,es ESP,FW,Cádiz,35,1985,24,7,65,25,38.5,2.71,1.04,0.08,0.2,16.1,2,3
409,Neto,br BRA,GK,Barcelona,32,1989,3,0,0,0,,0,0,,,,0,0
410,Carlos Neva,es ESP,DF,Granada,25,1996,23.4,0,6,1,16.7,0.26,0.04,0,0,18.7,0,0
411,Saúl Ñíguez,es ESP,"DF,MF",Atlético Madrid,26,1994,2.2,0,4,0,0,1.79,0,0,,16.6,0,0
412,Fernando Niño,es ESP,FW,Mallorca,20,2000,9.8,2,23,13,56.5,2.34,1.32,0.09,0.15,12.2,0,0
413,Peru Nolaskoain,es ESP,DF,Athletic Club,22,1998,0,0,0,0,,0,0,,,,0,0
414,Nolito,es ESP,MF,Celta Vigo,34,1986,15.4,2,20,9,45,1.3,0.59,0.1,0.22,16.7,0,0
415,Randy Ntekja,fr FRA,"FW,MF",Rayo Vallecano,23,1997,16.2,3,30,8,26.7,1.85,0.49,0.1,0.38,12.7,0,0
416,Unai Núñez,es ESP,DF,Athletic Club,24,1997,6.9,0,6,1,16.7,0.87,0.14,0,0,6.5,0,0
417,Allan Nyom,cm CMR,DF,Getafe,33,1988,2.7,0,0,0,,0,0,,,,0,0
418,Jan Oblak,si SVN,GK,Atlético Madrid,28,1993,38,0,1,0,0,0.03,0,0,,14,0,0
419,Lucas Ocampos,ar ARG,FW,Sevilla,27,1994,23.6,6,51,16,31.4,2.16,0.68,0.12,0.38,16.5,0,0
420,Lucas Olaza,uy URU,DF,Elche,27,1994,3.3,1,4,1,25,1.22,0.31,0.25,1,17.6,0,0
421,Oier Olazábal,es ESP,GK,Espanyol,31,1989,1.5,0,0,0,,0,0,,,,0,0
422,Brian Oliván,es ESP,DF,Mallorca,27,1994,24.3,1,20,7,35,0.82,0.29,0.05,0.14,21.5,0,1
423,Mathías Olivera,uy URU,DF,Getafe,23,1997,31.1,1,24,7,29.2,0.77,0.22,0.04,0.14,11.4,0,0
424,Javier Ontiveros,es ESP,"MF,FW",Osasuna,23,1997,0.4,0,2,1,50,4.62,2.31,0,0,24.4,0,0
425,Pedro Ortiz,es ESP,MF,Sevilla,20,2000,0.1,0,1,1,100,12.86,12.86,0,0,8,0,0
426,Milutin Osmaji?,me MNE,"FW,MF",Cádiz,22,1999,2.9,0,4,0,0,1.4,0,0,,11.7,0,0
427,Jesús Owono,gq EQG,GK,Alavés,20,2001,1,0,0,0,,0,0,,,,0,0
428,Mikel Oyarzabal,es ESP,"FW,MF",Real Sociedad,24,1997,18.6,9,38,12,31.6,2.05,0.65,0.13,0.42,18,4,5
429,Fernando Pacheco,es ESP,GK,Alavés,29,1992,33.9,0,0,0,,0,0,,,,0,0
430,Jon Pacheco,es ESP,DF,Real Sociedad,20,2001,4.2,0,0,0,,0,0,,,,0,0
431,Helibelton Palacios,co COL,DF,Elche,28,1993,21.5,0,1,0,0,0.05,0,0,,11.3,0,0
432,Isaac Palazón Camacho,es ESP,"FW,MF",Rayo Vallecano,26,1994,25.4,2,59,13,22,2.32,0.51,0.03,0.15,21,0,0
433,Daniel Parejo,es ESP,MF,Villarreal,32,1989,30,2,16,5,31.3,0.53,0.17,0.06,0.2,23.4,1,1
434,Raúl Parra,es ESP,DF,Cádiz,21,1999,1,0,0,0,,0,0,,,,0,0
435,Javier Pastore,ar ARG,"MF,FW",Elche,32,1989,5.8,0,8,2,25,1.37,0.34,0,0,17.7,0,0
436,Gabriel Paulista,br BRA,DF,Valencia,30,1990,17.7,2,6,3,50,0.34,0.17,0.33,0.67,15.3,0,0
437,Alfonso Pedraza,es ESP,DF,Villarreal,25,1996,18.9,4,23,9,39.1,1.22,0.48,0.17,0.44,16,0,0
438,Pedri,es ESP,MF,Barcelona,18,2002,9.8,3,12,5,41.7,1.22,0.51,0.25,0.6,17.8,0,0
439,Pedrosa,es ESP,DF,Espanyol,23,1998,30.2,1,25,7,28,0.83,0.23,0.04,0.14,23.2,0,0
440,Facundo Pellistri,uy URU,"MF,FW",Alavés,19,2001,7.5,0,7,2,28.6,0.94,0.27,0,0,12.7,0,0
441,Rubén Peña,es ESP,"MF,FW",Villarreal,30,1991,1.5,0,3,2,66.7,2.05,1.36,0,0,11.5,0,0
442,Alberto Perea,es ESP,MF,Cádiz,30,1990,8.6,0,17,3,17.6,1.97,0.35,0,0,21.4,0,0
443,Victor Perea,es ESP,DF,Espanyol,21,2000,0,0,0,0,,0,0,,,,0,0
