,,,,,,,,,Standard,,,,,,,,Performance,
505,Fede Vico,es†ESP,MF,CÛrdoba,20,1994,10.2,0,,3,,,0.29,,0,,0,0
506,Aleix Vidal,es†ESP,"DF,MF",Sevilla,24,1989,24.2,4,,12,,,0.5,,0.33,,0,0
507,Luciano Vietto,ar†ARG,"FW,MF",Villarreal,20,1993,21.2,12,,31,,,1.46,,0.39,,0,0
508,Carlos Vigaray,es†ESP,DF,Getafe,19,1994,10.7,0,,0,,,0,,,,0,0
509,Borja Viguera,es†ESP,FW,Athletic Club,27,1987,10.8,1,,7,,,0.65,,0.14,,0,0
510,DÌdac Vil‡,es†ESP,DF,Eibar,25,1989,12.4,0,,1,,,0.08,,0,,0,0
511,Vitolo,es†ESP,"FW,MF",Sevilla,24,1989,23.1,6,,16,,,0.69,,0.38,,0,0
512,Loukas Vyntra,gr†GRE,DF,Levante,33,1981,26.3,0,,0,,,0,,,,0,0
513,Cezary Wilk,pl†POL,MF,La CoruÒa,28,1986,6.8,0,,2,,,0.3,,0,,0,0
514,IÒaki Williams,gh†GHA,"FW,MF",Athletic Club,20,1994,14.6,1,,7,,,0.48,,0.14,,0,0
515,Xavi,es†ESP,MF,Barcelona,34,1980,19.8,2,,11,,,0.55,,0.18,,0,0
516,Xisco,es†ESP,FW,CÛrdoba,28,1986,2.7,1,,1,,,0.37,,1,,0,0
517,Jordi Xumetra,es†ESP,"FW,MF",Levante,28,1985,10.8,0,,1,,,0.09,,0,,0,0
518,Karim Yoda,fr†FRA,MF,Getafe,25,1988,11.5,4,,7,,,0.61,,0.57,,0,0
519,Yoel,es†ESP,GK,Valencia,25,1988,1.2,0,,0,,,0,,,,0,0
520,HÈctor Yuste,es†ESP,"DF,MF",Granada,26,1988,3.5,0,,0,,,0,,,,0,0
521,Joseba Zald˙a,es†ESP,DF,Real Sociedad,22,1992,21.3,0,,1,,,0.05,,0,,0,0
522,Nabil El Zhar,ma†MAR,"FW,MF",Levante,27,1986,7.6,1,,5,,,0.66,,0.2,,0,0
523,Jonathan Zongo,bf†BFA,"FW,MF",AlmerÌa,25,1989,17.4,2,,9,,,0.52,,0.22,,0,0
524,EÒaut Zubikarai,es†ESP,GK,Real Sociedad,30,1984,16,0,,0,,,0,,,,0,0
525,Bruno Zuculini,ar†ARG,MF,CÛrdoba,21,1993,4.3,0,,0,,,0,,,,0,0
526,Bruno Zuculini,ar†ARG,MF,Valencia,21,1993,0.5,0,,0,,,0,,,,0,0
527,David Zurutuza,es†ESP,MF,Real Sociedad,28,1986,10.9,2,,3,,,0.27,,0.67,,0,0
