Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee
5,Sat,9/18/2021,18:30 (16:30),Elche,1@1,Levante,"11,507",Estadio Manuel Martínez Valero,Miguel Ángel Ortiz Arias
5,Sat,9/18/2021,21:00 (19:00),Alavés,0@2,Osasuna,"8,176",Estadio de Mendizorroza,Alejandro Hernández
5,Sun,9/19/2021,14:00 (12:00),Mallorca,0@0,Villarreal,"9,168",Iberostar Estadi,Carlos del Cerro
5,Sun,9/19/2021,16:15 (14:15),Real Sociedad,0@0,Sevilla,"23,757",Estadio Municipal de Anoeta,Antonio Matéu Lahoz
5,Sun,9/19/2021,18:30 (16:30),Betis,2@2,Espanyol,"30,189",Estadio Benito Villamarín,César Soto
5,Sun,9/19/2021,21:00 (19:00),Valencia,1@2,Real Madrid,"26,689",Estadio de Mestalla,Pablo González
5,Mon,9/20/2021,21:00 (19:00),Barcelona,1@1,Granada,"27,097",Camp Nou,Santiago Jaime
6,Tue,9/21/2021,19:30 (17:30),Getafe,1@2,Atlético Madrid,"8,950",Coliseum Alfonso Pérez,Guillermo Cuadra
6,Tue,9/21/2021,22:00 (20:00),Levante,0@2,Celta Vigo,"11,989",Estadio Ciudad de Valencia,Jorge Figueroa
6,Tue,9/21/2021,22:00 (20:00),Athletic Club,1@2,Rayo Vallecano,"16,236",San Mamés,José Luis Munuera
6,Wed,9/22/2021,19:30 (17:30),Sevilla,3@1,Valencia,"23,654",Estadio Ramón Sánchez Pizjuán,José Sánchez
6,Wed,9/22/2021,19:30 (17:30),Espanyol,1@0,Alavés,"14,254",RCDE Stadium,Mario Melero
6,Wed,9/22/2021,22:00 (20:00),Real Madrid,6@1,Mallorca,"20,113",Estadio Santiago Bernabéu,Alberola Rojas
6,Wed,9/22/2021,22:00 (20:00),Villarreal,4@1,Elche,"8,234",Estadio de la Cerámica,Alejandro Muñíz
6,Thu,9/23/2021,19:30 (17:30),Osasuna,1@3,Betis,"13,758",Estadio El Sadar,Juan Martínez
6,Thu,9/23/2021,19:30 (17:30),Granada,2@3,Real Sociedad,"9,552",Estadio Nuevo Los Cármenes,Valentín Pizarro
6,Thu,9/23/2021,22:00 (20:00),Cádiz,0@0,Barcelona,"12,180",Estadio Nuevo Mirandilla,Carlos del Cerro
7,Sat,9/25/2021,14:00 (12:00),Alavés,1@0,Atlético Madrid,"9,836",Estadio de Mendizorroza,Antonio Matéu Lahoz
7,Sat,9/25/2021,16:15 (14:15),Valencia,1@1,Athletic Club,"13,680",Estadio de Mestalla,Alejandro Hernández
7,Sat,9/25/2021,18:30 (16:30),Sevilla,2@0,Espanyol,"23,956",Estadio Ramón Sánchez Pizjuán,Pablo González
7,Sat,9/25/2021,21:00 (19:00),Real Madrid,0@0,Villarreal,"23,985",Estadio Santiago Bernabéu,Jesús Gil
7,Sun,9/26/2021,14:00 (12:00),Mallorca,2@3,Osasuna,"9,359",Iberostar Estadi,Miguel Ángel Ortiz Arias
7,Sun,9/26/2021,16:15 (14:15),Barcelona,3@0,Levante,"35,334",Camp Nou,Isidro Díaz de Mera
7,Sun,9/26/2021,18:30 (16:30),Rayo Vallecano,3@1,Cádiz,"5,903",Estadio del Rayo Vallecano,Ricardo de Burgos
7,Sun,9/26/2021,18:30 (16:30),Real Sociedad,1@0,Elche,"23,941",Estadio Municipal de Anoeta,Adrián Cordero
7,Sun,9/26/2021,21:00 (19:00),Betis,2@0,Getafe,"29,825",Estadio Benito Villamarín,Santiago Jaime
7,Mon,9/27/2021,21:00 (19:00),Celta Vigo,1@0,Granada,"6,375",Estadio de Balaídos,César Soto
8,Fri,10/1/2021,21:00 (19:00),Athletic Club,1@0,Alavés,"28,665",San Mamés,Carlos del Cerro
8,Sat,10/2/2021,14:00 (12:00),Osasuna,1@0,Rayo Vallecano,"19,238",Estadio El Sadar,Mario Melero
8,Sat,10/2/2021,16:15 (14:15),Mallorca,1@0,Levante,"11,803",Iberostar Estadi,Alejandro Muñíz
8,Sat,10/2/2021,18:30 (16:30),Cádiz,0@0,Valencia,"14,794",Estadio Nuevo Mirandilla,Valentín Pizarro
8,Sat,10/2/2021,21:00 (19:00),Atlético Madrid,2@0,Barcelona,"60,594",Estadio Wanda Metropolitano,César Soto
8,Sun,10/3/2021,14:00 (12:00),Elche,1@0,Celta Vigo,"11,299",Estadio Manuel Martínez Valero,José Luis Munuera
8,Sun,10/3/2021,16:15 (14:15),Espanyol,2@1,Real Madrid,"23,377",RCDE Stadium,Guillermo Cuadra
8,Sun,10/3/2021,18:30 (16:30),Getafe,1@1,Real Sociedad,"8,463",Coliseum Alfonso Pérez,Jorge Figueroa
8,Sun,10/3/2021,18:30 (16:30),Villarreal,2@0,Betis,"16,719",Estadio de la Cerámica,José Sánchez
8,Sun,10/3/2021,21:00 (19:00),Granada,1@0,Sevilla,"12,334",Estadio Nuevo Los Cármenes,Alberola Rojas
9,Sat,10/16/2021,18:30 (16:30),Levante,0@0,Getafe,"14,551",Estadio Ciudad de Valencia,Mario Melero
9,Sat,10/16/2021,21:00 (19:00),Real Sociedad,1@0,Mallorca,"30,831",Estadio Municipal de Anoeta,Pablo González
9,Sun,10/17/2021,14:00 (12:00),Rayo Vallecano,2@1,Elche,"6,989",Estadio del Rayo Vallecano,Santiago Jaime
9,Sun,10/17/2021,16:15 (14:15),Celta Vigo,0@1,Sevilla,"10,774",Estadio de Balaídos,Ricardo de Burgos
9,Sun,10/17/2021,18:30 (16:30),Villarreal,1@2,Osasuna,"14,831",Estadio de la Cerámica,Adrián Cordero
9,Sun,10/17/2021,21:00 (19:00),Barcelona,3@1,Valencia,"47,317",Camp Nou,Jesús Gil
9,Mon,10/18/2021,19:00 (17:00),Alavés,0@1,Betis,"10,227",Estadio de Mendizorroza,Miguel Ángel Ortiz Arias
9,Mon,10/18/2021,21:00 (19:00),Espanyol,2@0,Cádiz,"15,678",RCDE Stadium,Antonio Matéu Lahoz
10,Fri,10/22/2021,21:00 (19:00),Osasuna,1@1,Granada,"21,128",Estadio El Sadar,Alejandro Muñíz
10,Sat,10/23/2021,14:00 (12:00),Valencia,2@2,Mallorca,"29,139",Estadio de Mestalla,Carlos del Cerro
10,Sat,10/23/2021,16:15 (14:15),Cádiz,0@2,Alavés,"13,790",Estadio Nuevo Mirandilla,Alberola Rojas
10,Sat,10/23/2021,18:30 (16:30),Elche,2@2,Espanyol,"13,449",Estadio Manuel Martínez Valero,Jorge Figueroa
10,Sat,10/23/2021,21:00 (19:00),Athletic Club,2@1,Villarreal,"38,698",San Mamés,Guillermo Cuadra
10,Sun,10/24/2021,14:00 (12:00),Sevilla,5@3,Levante,"30,601",Estadio Ramón Sánchez Pizjuán,Valentín Pizarro
10,Sun,10/24/2021,16:15 (14:15),Barcelona,1@2,Real Madrid,"86,422",Camp Nou,José Sánchez
10,Sun,10/24/2021,18:30 (16:30),Betis,3@2,Rayo Vallecano,"45,362",Estadio Benito Villamarín,Ricardo de Burgos
10,Sun,10/24/2021,21:00 (19:00),Atlético Madrid,2@2,Real Sociedad,"50,032",Estadio Wanda Metropolitano,José Luis Munuera
10,Mon,10/25/2021,21:00 (19:00),Getafe,0@3,Celta Vigo,"7,630",Coliseum Alfonso Pérez,Juan Martínez
11,Tue,10/26/2021,19:00 (17:00),Alavés,1@0,Elche,"10,206",Estadio de Mendizorroza,Jesús Gil
11,Tue,10/26/2021,21:00 (19:00),Espanyol,1@1,Athletic Club,"16,196",RCDE Stadium,Miguel Ángel Ortiz Arias
11,Tue,10/26/2021,21:30 (19:30),Villarreal,3@3,Cádiz,"12,190",Estadio de la Cerámica,Alejandro Hernández
11,Wed,10/27/2021,19:00 (17:00),Rayo Vallecano,1@0,Barcelona,"9,340",Estadio del Rayo Vallecano,Antonio Matéu Lahoz
11,Wed,10/27/2021,19:00 (17:00),Mallorca,1@1,Sevilla,"15,125",Iberostar Estadi,Santiago Jaime
11,Wed,10/27/2021,20:00 (18:00),Betis,4@1,Valencia,"43,123",Estadio Benito Villamarín,Isidro Díaz de Mera
11,Wed,10/27/2021,21:30 (19:30),Real Madrid,0@0,Osasuna,"35,691",Estadio Santiago Bernabéu,César Soto
11,Thu,10/28/2021,19:00 (17:00),Celta Vigo,0@2,Real Sociedad,"8,726",Estadio de Balaídos,Mario Melero
11,Thu,10/28/2021,20:00 (18:00),Granada,1@1,Getafe,"13,651",Estadio Nuevo Los Cármenes,Adrián Cordero
11,Thu,10/28/2021,21:30 (19:30),Levante,2@2,Atlético Madrid,"16,298",Estadio Ciudad de Valencia,Pablo González
12,Sat,10/30/2021,14:00 (12:00),Elche,1@2,Real Madrid,"23,010",Estadio Manuel Martínez Valero,Ricardo de Burgos
12,Sat,10/30/2021,16:15 (14:15),Sevilla,2@0,Osasuna,"20,335",Estadio Ramón Sánchez Pizjuán,Carlos del Cerro
12,Sat,10/30/2021,18:30 (16:30),Valencia,2@0,Villarreal,"31,487",Estadio de Mestalla,José Luis Munuera
12,Sat,10/30/2021,21:00 (19:00),Barcelona,1@1,Alavés,"37,278",Camp Nou,Jorge Figueroa
12,Sun,10/31/2021,14:00 (13:00),Cádiz,1@1,Mallorca,"11,790",Estadio Nuevo Mirandilla,Valentín Pizarro
12,Sun,10/31/2021,16:15 (15:15),Atlético Madrid,3@0,Betis,"56,838",Estadio Wanda Metropolitano,Alberola Rojas
12,Sun,10/31/2021,18:30 (17:30),Getafe,2@1,Espanyol,"4,721",Coliseum Alfonso Pérez,Alejandro Muñíz
12,Sun,10/31/2021,21:00 (20:00),Real Sociedad,1@1,Athletic Club,"37,066",Estadio Municipal de Anoeta,Juan Martínez
12,Mon,11/1/2021,18:30 (17:30),Rayo Vallecano,0@0,Celta Vigo,"9,580",Estadio del Rayo Vallecano,Adrián Cordero
12,Mon,11/1/2021,21:00 (20:00),Levante,0@3,Granada,"14,512",Estadio Ciudad de Valencia,José Sánchez
13,Fri,11/5/2021,21:00 (20:00),Athletic Club,0@1,Cádiz,"37,581",San Mamés,Santiago Jaime
13,Sat,11/6/2021,14:00 (13:00),Espanyol,2@0,Granada,"19,050",RCDE Stadium,Isidro Díaz de Mera
13,Sat,11/6/2021,16:15 (15:15),Celta Vigo,3@3,Barcelona,"13,146",Estadio de Balaídos,Alejandro Hernández
13,Sat,11/6/2021,18:30 (17:30),Alavés,2@1,Levante,"12,176",Estadio de Mendizorroza,Adrián Cordero
13,Sat,11/6/2021,21:00 (20:00),Real Madrid,2@1,Rayo Vallecano,"43,283",Estadio Santiago Bernabéu,Pablo González
13,Sun,11/7/2021,14:00 (13:00),Villarreal,1@0,Getafe,"13,504",Estadio de la Cerámica,Jesús Gil
13,Sun,11/7/2021,16:15 (15:15),Valencia,3@3,Atlético Madrid,"37,472",Estadio de Mestalla,César Soto
13,Sun,11/7/2021,18:30 (17:30),Osasuna,0@2,Real Sociedad,"21,741",Estadio El Sadar,Miguel Ángel Ortiz Arias
13,Sun,11/7/2021,18:30 (17:30),Mallorca,2@2,Elche,"12,933",Iberostar Estadi,Mario Melero
13,Sun,11/7/2021,21:00 (20:00),Betis,0@2,Sevilla,"50,534",Estadio Benito Villamarín,Antonio Matéu Lahoz
14,Fri,11/19/2021,21:00 (20:00),Levante,0@0,Athletic Club,"15,230",Estadio Ciudad de Valencia,José Luis Munuera
14,Sat,11/20/2021,14:00 (13:00),Celta Vigo,1@1,Villarreal,"10,086",Estadio de Balaídos,Alberola Rojas
14,Sat,11/20/2021,16:15 (15:15),Sevilla,2@2,Alavés,"25,208",Estadio Ramón Sánchez Pizjuán,Alejandro Muñíz
14,Sat,11/20/2021,18:30 (17:30),Atlético Madrid,1@0,Osasuna,"53,261",Estadio Wanda Metropolitano,José Sánchez
14,Sat,11/20/2021,21:00 (20:00),Barcelona,1@0,Espanyol,"74,418",Camp Nou,Carlos del Cerro
14,Sun,11/21/2021,14:00 (13:00),Getafe,4@0,Cádiz,"8,825",Coliseum Alfonso Pérez,Ricardo de Burgos
14,Sun,11/21/2021,16:15 (15:15),Granada,1@4,Real Madrid,"17,460",Estadio Nuevo Los Cármenes,Juan Martínez
14,Sun,11/21/2021,18:30 (17:30),Elche,0@3,Betis,"16,127",Estadio Manuel Martínez Valero,Valentín Pizarro
14,Sun,11/21/2021,21:00 (20:00),Real Sociedad,0@0,Valencia,"28,635",Estadio Municipal de Anoeta,Mario Melero
14,Mon,11/22/2021,21:00 (20:00),Rayo Vallecano,3@1,Mallorca,"6,708",Estadio del Rayo Vallecano,Jorge Figueroa
15,Fri,11/26/2021,21:00 (20:00),Athletic Club,2@2,Granada,"32,651",San Mamés,Adrián Cordero
15,Sat,11/27/2021,14:00 (13:00),Alavés,1@2,Celta Vigo,"10,093",Estadio de Mendizorroza,Pablo González
15,Sat,11/27/2021,16:15 (15:15),Valencia,1@1,Rayo Vallecano,"30,030",Estadio de Mestalla,Alejandro Hernández
15,Sat,11/27/2021,18:30 (17:30),Mallorca,0@0,Getafe,"8,635",Iberostar Estadi,Santiago Jaime
15,Sat,11/27/2021,21:00 (20:00),Villarreal,1@3,Barcelona,"19,050",Estadio de la Cerámica,César Soto
15,Sun,11/28/2021,14:00 (13:00),Betis,3@1,Levante,"45,012",Estadio Benito Villamarín,Miguel Ángel Ortiz Arias
15,Sun,11/28/2021,16:15 (15:15),Espanyol,1@0,Real Sociedad,"19,935",RCDE Stadium,Antonio Matéu Lahoz
15,Sun,11/28/2021,18:30 (17:30),Cádiz,1@4,Atlético Madrid,"16,861",Estadio Nuevo Mirandilla,Jesús Gil
15,Sun,11/28/2021,21:00 (20:00),Real Madrid,2@1,Sevilla,"45,281",Estadio Santiago Bernabéu,José Sánchez
15,Mon,11/29/2021,21:00 (20:00),Osasuna,1@1,Elche,"16,485",Estadio El Sadar,Isidro Díaz de Mera
9,Wed,12/1/2021,21:00 (20:00),Real Madrid,1@0,Athletic Club,"33,627",Estadio Santiago Bernabéu,Isidro Díaz de Mera
16,Fri,12/3/2021,21:00 (20:00),Granada,2@1,Alavés,"13,511",Estadio Nuevo Los Cármenes,Alberola Rojas
16,Sat,12/4/2021,14:00 (13:00),Sevilla,1@0,Villarreal,"30,865",Estadio Ramón Sánchez Pizjuán,Carlos del Cerro
16,Sat,12/4/2021,16:15 (15:15),Barcelona,0@1,Betis,"66,529",Camp Nou,Pablo González
16,Sat,12/4/2021,18:30 (17:30),Atlético Madrid,1@2,Mallorca,"51,009",Estadio Wanda Metropolitano,Juan Martínez
16,Sat,12/4/2021,21:00 (20:00),Real Sociedad,0@2,Real Madrid,"35,765",Estadio Municipal de Anoeta,Jesús Gil
16,Sun,12/5/2021,14:00 (13:00),Rayo Vallecano,1@0,Espanyol,"8,679",Estadio del Rayo Vallecano,José Luis Munuera
16,Sun,12/5/2021,16:15 (15:15),Elche,3@1,Cádiz,"11,879",Estadio Manuel Martínez Valero,Alejandro Muñíz
16,Sun,12/5/2021,18:30 (17:30),Levante,0@0,Osasuna,"15,361",Estadio Ciudad de Valencia,Valentín Pizarro
16,Sun,12/5/2021,21:00 (20:00),Celta Vigo,1@2,Valencia,"11,361",Estadio de Balaídos,Ricardo de Burgos
16,Mon,12/6/2021,21:00 (20:00),Getafe,0@0,Athletic Club,"9,176",Coliseum Alfonso Pérez,Jorge Figueroa
17,Fri,12/10/2021,21:00 (20:00),Mallorca,0@0,Celta Vigo,"10,655",Iberostar Estadi,Isidro Díaz de Mera
17,Sat,12/11/2021,14:00 (13:00),Espanyol,4@3,Levante,"15,193",RCDE Stadium,Adrián Cordero
17,Sat,12/11/2021,16:15 (15:15),Alavés,1@1,Getafe,"10,065",Estadio de Mendizorroza,César Soto
17,Sat,12/11/2021,18:30 (17:30),Valencia,2@1,Elche,"31,662",Estadio de Mestalla,Santiago Jaime
17,Sat,12/11/2021,21:00 (20:00),Athletic Club,0@1,Sevilla,"36,737",San Mamés,Alejandro Hernández
17,Sun,12/12/2021,14:00 (13:00),Villarreal,2@0,Rayo Vallecano,"13,133",Estadio de la Cerámica,Mario Melero
17,Sun,12/12/2021,16:15 (15:15),Osasuna,2@2,Barcelona,"21,427",Estadio El Sadar,Juan Martínez
17,Sun,12/12/2021,18:30 (17:30),Betis,4@0,Real Sociedad,"52,158",Estadio Benito Villamarín,José Sánchez
17,Sun,12/12/2021,21:00 (20:00),Real Madrid,2@0,Atlético Madrid,"51,024",Estadio Santiago Bernabéu,Antonio Matéu Lahoz
17,Mon,12/13/2021,21:00 (20:00),Cádiz,1@1,Granada,"13,052",Estadio Nuevo Mirandilla,Miguel Ángel Ortiz Arias
18,Fri,12/17/2021,21:00 (20:00),Celta Vigo,3@1,Espanyol,"9,526",Estadio de Balaídos,Valentín Pizarro
18,Sat,12/18/2021,14:00 (13:00),Rayo Vallecano,2@0,Alavés,"7,911",Estadio del Rayo Vallecano,Antonio Matéu Lahoz
18,Sat,12/18/2021,16:15 (15:15),Real Sociedad,1@3,Villarreal,"29,679",Estadio Municipal de Anoeta,Jorge Figueroa
18,Sat,12/18/2021,18:30 (17:30),Barcelona,3@2,Elche,"41,664",Camp Nou,Alberola Rojas
18,Sat,12/18/2021,21:00 (20:00),Sevilla,2@1,Atlético Madrid,"33,241",Estadio Ramón Sánchez Pizjuán,Ricardo de Burgos
18,Sun,12/19/2021,14:00 (13:00),Granada,4@1,Mallorca,"13,014",Estadio Nuevo Los Cármenes,Alejandro Muñíz
18,Sun,12/19/2021,16:15 (15:15),Athletic Club,3@2,Betis,"38,002",San Mamés,Jesús Gil
18,Sun,12/19/2021,18:30 (17:30),Getafe,1@0,Osasuna,"8,126",Coliseum Alfonso Pérez,José Luis Munuera
18,Sun,12/19/2021,21:00 (20:00),Real Madrid,0@0,Cádiz,"38,818",Estadio Santiago Bernabéu,Santiago Jaime
18,Mon,12/20/2021,21:00 (20:00),Levante,3@4,Valencia,"18,851",Estadio Ciudad de Valencia,Pablo González
4,Tue,12/21/2021,19:00 (18:00),Villarreal,5@2,Alavés,"12,530",Estadio de la Cerámica,Valentín Pizarro
4,Tue,12/21/2021,21:30 (20:30),Sevilla,1@1,Barcelona,"31,358",Estadio Ramón Sánchez Pizjuán,Carlos del Cerro
9,Wed,12/22/2021,19:00 (18:00),Granada,2@1,Atlético Madrid,"13,304",Estadio Nuevo Los Cármenes,Alejandro Hernández
21,Wed,12/22/2021,21:30 (20:30),Athletic Club,1@2,Real Madrid,"42,722",San Mamés,César Soto
19,Fri,12/31/2021,16:15 (15:15),Valencia,1@2,Espanyol,"29,566",Estadio de Mestalla,José Sánchez
19,Sun,1/2/2022,14:00 (13:00),Getafe,1@0,Real Madrid,"11,890",Coliseum Alfonso Pérez,Mario Melero
19,Sun,1/2/2022,16:15 (15:15),Atlético Madrid,2@0,Rayo Vallecano,"43,029",Estadio Wanda Metropolitano,Jorge Figueroa
19,Sun,1/2/2022,16:15 (15:15),Elche,0@0,Granada,"12,160",Estadio Manuel Martínez Valero,Adrián Cordero
19,Sun,1/2/2022,18:30 (17:30),Alavés,1@1,Real Sociedad,"13,498",Estadio de Mendizorroza,Carlos del Cerro
19,Sun,1/2/2022,18:30 (17:30),Betis,0@2,Celta Vigo,"41,656",Estadio Benito Villamarín,César Soto
19,Sun,1/2/2022,21:00 (20:00),Mallorca,0@1,Barcelona,"14,654",Iberostar Estadi,Antonio Matéu Lahoz
19,Mon,1/3/2022,19:00 (18:00),Villarreal,5@0,Levante,"13,462",Estadio de la Cerámica,Alejandro Hernández
19,Mon,1/3/2022,21:00 (20:00),Osasuna,1@3,Athletic Club,"16,206",Estadio El Sadar,Miguel Ángel Ortiz Arias
19,Mon,1/3/2022,21:15 (20:15),Cádiz,0@1,Sevilla,"14,342",Estadio Nuevo Mirandilla,Alberola Rojas
20,Sat,1/8/2022,14:00 (13:00),Levante,2@0,Mallorca,"13,330",Estadio Ciudad de Valencia,Jorge Figueroa
20,Sat,1/8/2022,16:15 (15:15),Real Sociedad,1@0,Celta Vigo,"27,938",Estadio Municipal de Anoeta,Guillermo Cuadra
20,Sat,1/8/2022,18:30 (17:30),Granada,1@1,Barcelona,"14,442",Estadio Nuevo Los Cármenes,Pablo González
20,Sat,1/8/2022,21:00 (20:00),Real Madrid,4@1,Valencia,"40,617",Estadio Santiago Bernabéu,Alejandro Hernández
20,Sun,1/9/2022,14:00 (13:00),Rayo Vallecano,1@1,Betis,"8,395",Estadio del Rayo Vallecano,Alejandro Muñíz
20,Sun,1/9/2022,16:15 (15:15),Sevilla,1@0,Getafe,"30,801",Estadio Ramón Sánchez Pizjuán,Juan Martínez
20,Sun,1/9/2022,18:30 (17:30),Osasuna,2@0,Cádiz,"16,292",Estadio El Sadar,Ricardo de Burgos
20,Sun,1/9/2022,18:30 (17:30),Alavés,0@0,Athletic Club,"14,103",Estadio de Mendizorroza,Santiago Jaime
20,Sun,1/9/2022,21:00 (20:00),Villarreal,2@2,Atlético Madrid,"14,127",Estadio de la Cerámica,Alberola Rojas
20,Mon,1/10/2022,21:00 (20:00),Espanyol,1@2,Elche,"11,870",RCDE Stadium,Jesús Gil
21,Sun,1/16/2022,14:00 (13:00),Elche,1@0,Villarreal,"12,433",Estadio Manuel Martínez Valero,Valentín Pizarro
21,Tue,1/18/2022,20:00 (19:00),Betis,4@0,Alavés,"38,753",Estadio Benito Villamarín,José Sánchez
21,Tue,1/18/2022,21:30 (20:30),Cádiz,2@2,Espanyol,"10,755",Estadio Nuevo Mirandilla,Alejandro Muñíz
21,Wed,1/19/2022,19:00 (18:00),Celta Vigo,2@0,Osasuna,"8,837",Estadio de Balaídos,Adrián Cordero
21,Wed,1/19/2022,21:30 (20:30),Valencia,1@1,Sevilla,"26,049",Estadio de Mestalla,César Soto
21,Thu,1/20/2022,19:00 (18:00),Getafe,4@2,Granada,"7,634",Coliseum Alfonso Pérez,Isidro Díaz de Mera
22,Fri,1/21/2022,21:00 (20:00),Espanyol,1@4,Betis,"17,637",RCDE Stadium,Alberola Rojas
22,Sat,1/22/2022,14:00 (13:00),Levante,0@2,Cádiz,"14,063",Estadio Ciudad de Valencia,César Soto
22,Sat,1/22/2022,16:15 (15:15),Villarreal,3@0,Mallorca,"13,207",Estadio de la Cerámica,Miguel Ángel Ortiz Arias
22,Sat,1/22/2022,18:30 (17:30),Sevilla,2@2,Celta Vigo,"30,059",Estadio Ramón Sánchez Pizjuán,José Sánchez
