Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee
26,Sun,3/2/2014,,Villarreal,1@1,Betis,,El Madrigal,Iglesias Villanueva
27,Sat,3/8/2014,,Betis,2@0,Getafe,,Benito VillamarÌn,Undiano Mallenco
27,Sat,3/8/2014,,Celta Vigo,0@2,AtlÈtico Madrid,,BalaÌdos,Mateu Lahoz
27,Sat,3/8/2014,,Valladolid,1@0,Barcelona,,JosÈ Zorrilla,Hern·ndez Hern·ndez
27,Sat,3/8/2014,,Granada,2@0,Villarreal,,Nuevo Los C·rmenes,MuÒiz Fern·ndez
27,Sun,3/9/2014,,Real Madrid,3@0,Levante,,Santiago BernabÈu,Iglesias Villanueva
27,Sun,3/9/2014,,Espanyol,3@1,Elche,,Cornell· - El Prat,Del Cerro Grande
27,Sun,3/9/2014,,AlmerÌa,1@3,Sevilla,,Estadio Mediterr·neo,Clos GÛmez
27,Sun,3/9/2014,,Valencia,1@1,Athletic Club,,Mestalla,Fern·ndez Borbal·n
27,Mon,3/10/2014,,Real Sociedad,2@3,Rayo Vallecano,,Anoeta,¡Ålvarez Izquierdo
27,Mon,3/10/2014,,Osasuna,0@2,M·laga,,Reyno de Navarra,Teixeira Vitienes
28,Fri,3/14/2014,,Getafe,3@3,Granada,,Coliseum Alfonso PÈrez,Ayza G·mez
28,Sat,3/15/2014,,Rayo Vallecano,3@1,AlmerÌa,,Estadio de Vallecas Teresa Rivero,Prieto Iglesias
28,Sat,3/15/2014,,AtlÈtico Madrid,1@0,Espanyol,,Vicente CalderÛn,PÈrez Montero
28,Sat,3/15/2014,,M·laga,0@1,Real Madrid,,La Rosaleda,MartÌnez Munuera
28,Sat,3/15/2014,,Levante,0@1,Celta Vigo,,Ciutat de Valencia,Hern·ndez Hern·ndez
28,Sun,3/16/2014,,Elche,0@0,Betis,,MartÌnez Valero,¡Ålvarez Izquierdo
28,Sun,3/16/2014,,Barcelona,7@0,Osasuna,,Camp Nou,Teixeira Vitienes
28,Sun,3/16/2014,,Sevilla,4@1,Valladolid,,RamÛn S·nchez Pizju·n,Velasco Carballo
28,Sun,3/16/2014,,Real Sociedad,1@0,Valencia,,Anoeta,Estrada Fern·ndez
28,Mon,3/17/2014,,Villarreal,1@1,Athletic Club,,El Madrigal,Gonz·lez Gonz·lez
29,Fri,3/21/2014,,Celta Vigo,0@2,M·laga,,BalaÌdos,Gil Manzano
29,Sat,3/22/2014,,Granada,1@0,Elche,,Nuevo Los C·rmenes,Hern·ndez Hern·ndez
29,Sat,3/22/2014,,Espanyol,0@0,Levante,,Cornell· - El Prat,Fern·ndez Borbal·n
29,Sat,3/22/2014,,Athletic Club,1@0,Getafe,,San MamÈs,Teixeira Vitienes
29,Sat,3/22/2014,,Valladolid,1@1,Rayo Vallecano,,JosÈ Zorrilla,Mateu Lahoz
29,Sun,3/23/2014,,Valencia,2@1,Villarreal,,Mestalla,PÈrez Montero
29,Sun,3/23/2014,,Real Madrid,3@4,Barcelona,,Santiago BernabÈu,Undiano Mallenco
29,Sun,3/23/2014,,Betis,0@2,AtlÈtico Madrid,,Benito VillamarÌn,Estrada Fern·ndez
29,Sun,3/23/2014,,Osasuna,1@2,Sevilla,,Reyno de Navarra,¡Ålvarez Izquierdo
29,Mon,3/24/2014,,AlmerÌa,4@3,Real Sociedad,,Estadio Mediterr·neo,Ayza G·mez
30,Tue,3/25/2014,,M·laga,1@2,Espanyol,,La Rosaleda,Delgado Ferreiro
30,Tue,3/25/2014,,Elche,0@0,Athletic Club,,MartÌnez Valero,Prieto Iglesias
30,Wed,3/26/2014,,Sevilla,2@1,Real Madrid,,RamÛn S·nchez Pizju·n,Gonz·lez Gonz·lez
30,Wed,3/26/2014,,Barcelona,3@0,Celta Vigo,,Camp Nou,Ayza G·mez
30,Wed,3/26/2014,,AtlÈtico Madrid,1@0,Granada,,Vicente CalderÛn,MartÌnez Munuera
30,Wed,3/26/2014,,Rayo Vallecano,1@0,Osasuna,,Estadio de Vallecas Teresa Rivero,Iglesias Villanueva
30,Thu,3/27/2014,,Levante,1@3,Betis,,Ciutat de Valencia,MuÒiz Fern·ndez
30,Thu,3/27/2014,,Getafe,0@1,Villarreal,,Coliseum Alfonso PÈrez,Clos GÛmez
30,Thu,3/27/2014,,Real Sociedad,1@0,Valladolid,,Anoeta,Del Cerro Grande
30,Thu,3/27/2014,,AlmerÌa,2@2,Valencia,,Estadio Mediterr·neo,Teixeira Vitienes
31,Sat,3/29/2014,,Celta Vigo,1@0,Sevilla,,BalaÌdos,MartÌnez Munuera
31,Sat,3/29/2014,,Athletic Club,1@2,AtlÈtico Madrid,,San MamÈs,Teixeira Vitienes
31,Sat,3/29/2014,,Espanyol,0@1,Barcelona,,Cornell· - El Prat,Clos GÛmez
31,Sat,3/29/2014,,Real Madrid,5@0,Rayo Vallecano,,Santiago BernabÈu,Delgado Ferreiro
31,Sun,3/30/2014,,Valencia,1@3,Getafe,,Mestalla,Gil Manzano
31,Sun,3/30/2014,,Villarreal,1@1,Elche,,El Madrigal,Undiano Mallenco
31,Sun,3/30/2014,,Valladolid,1@0,AlmerÌa,,JosÈ Zorrilla,Teixeira Vitienes
31,Sun,3/30/2014,,Osasuna,1@1,Real Sociedad,,Reyno de Navarra,Fern·ndez Borbal·n
31,Mon,3/31/2014,,Granada,0@2,Levante,,Nuevo Los C·rmenes,¡Ålvarez Izquierdo
31,Mon,3/31/2014,,Betis,1@2,M·laga,,Benito VillamarÌn,Mateu Lahoz
32,Fri,4/4/2014,,AlmerÌa,1@2,Osasuna,,Estadio Mediterr·neo,Mateu Lahoz
32,Sat,4/5/2014,,AtlÈtico Madrid,1@0,Villarreal,,Vicente CalderÛn,Gil Manzano
32,Sat,4/5/2014,,Real Sociedad,0@4,Real Madrid,,Anoeta,Hern·ndez Hern·ndez
32,Sat,4/5/2014,,Barcelona,3@1,Betis,,Camp Nou,Prieto Iglesias
32,Sat,4/5/2014,,Rayo Vallecano,3@0,Celta Vigo,,Estadio de Vallecas Teresa Rivero,PÈrez Montero
32,Sun,4/6/2014,,Elche,1@0,Getafe,,MartÌnez Valero,Iglesias Villanueva
32,Sun,4/6/2014,,M·laga,4@1,Granada,,La Rosaleda,Teixeira Vitienes
32,Sun,4/6/2014,,Sevilla,4@1,Espanyol,,RamÛn S·nchez Pizju·n,Del Cerro Grande
32,Sun,4/6/2014,,Valladolid,0@0,Valencia,,JosÈ Zorrilla,MuÒiz Fern·ndez
32,Mon,4/7/2014,,Levante,1@2,Athletic Club,,Ciutat de Valencia,Estrada Fern·ndez
33,Fri,4/11/2014,,Osasuna,0@0,Valladolid,,Reyno de Navarra,Clos GÛmez
33,Sat,4/12/2014,,Real Madrid,4@0,AlmerÌa,,Santiago BernabÈu,MartÌnez Munuera
33,Sat,4/12/2014,,Celta Vigo,2@2,Real Sociedad,,BalaÌdos,Estrada Fern·ndez
33,Sat,4/12/2014,,Villarreal,1@0,Levante,,El Madrigal,Hern·ndez Hern·ndez
33,Sat,4/12/2014,,Granada,1@0,Barcelona,,Nuevo Los C·rmenes,Delgado Ferreiro
33,Sun,4/13/2014,,Getafe,0@2,AtlÈtico Madrid,,Coliseum Alfonso PÈrez,Fern·ndez Borbal·n
33,Sun,4/13/2014,,Betis,0@2,Sevilla,,Benito VillamarÌn,Velasco Carballo
33,Sun,4/13/2014,,Valencia,2@1,Elche,,Mestalla,¡Ålvarez Izquierdo
33,Sun,4/13/2014,,Espanyol,2@2,Rayo Vallecano,,Cornell· - El Prat,Undiano Mallenco
33,Mon,4/14/2014,,Athletic Club,3@0,M·laga,,San MamÈs,Gonz·lez Gonz·lez
34,Fri,4/18/2014,,AtlÈtico Madrid,2@0,Elche,,Vicente CalderÛn,Clos GÛmez
34,Sat,4/19/2014,,Levante,0@0,Getafe,,Ciutat de Valencia,Teixeira Vitienes
34,Sat,4/19/2014,,Real Sociedad,2@1,Espanyol,,Anoeta,Velasco Carballo
34,Sat,4/19/2014,,Osasuna,1@1,Valencia,,Reyno de Navarra,Estrada Fern·ndez
34,Sun,4/20/2014,,Barcelona,2@1,Athletic Club,,Camp Nou,MartÌnez Munuera
34,Sun,4/20/2014,,AlmerÌa,2@4,Celta Vigo,,Estadio Mediterr·neo,MuÒiz Fern·ndez
34,Sun,4/20/2014,,Rayo Vallecano,3@1,Betis,,Estadio de Vallecas Teresa Rivero,Hern·ndez Hern·ndez
34,Sun,4/20/2014,,Sevilla,4@0,Granada,,RamÛn S·nchez Pizju·n,Teixeira Vitienes
34,Mon,4/21/2014,,M·laga,2@0,Villarreal,,La Rosaleda,¡Ålvarez Izquierdo
35,Fri,4/25/2014,,Elche,1@1,Levante,,MartÌnez Valero,Gil Manzano
35,Sat,4/26/2014,,Betis,0@1,Real Sociedad,,Benito VillamarÌn,Ayza G·mez
35,Sat,4/26/2014,,Granada,0@3,Rayo Vallecano,,Nuevo Los C·rmenes,Mateu Lahoz
35,Sat,4/26/2014,,Real Madrid,4@0,Osasuna,,Santiago BernabÈu,Teixeira Vitienes
35,Sat,4/26/2014,,Getafe,1@0,M·laga,,Coliseum Alfonso PÈrez,MuÒiz Fern·ndez
35,Sun,4/27/2014,,Espanyol,1@2,AlmerÌa,,Cornell· - El Prat,Hern·ndez Hern·ndez
35,Sun,4/27/2014,,Villarreal,2@3,Barcelona,,El Madrigal,Fern·ndez Borbal·n
35,Sun,4/27/2014,,Valencia,0@1,AtlÈtico Madrid,,Mestalla,Undiano Mallenco
35,Sun,4/27/2014,,Athletic Club,3@1,Sevilla,,San MamÈs,¡Ålvarez Izquierdo
35,Mon,4/28/2014,,Celta Vigo,4@1,Valladolid,,BalaÌdos,Teixeira Vitienes
36,Fri,5/2/2014,,Rayo Vallecano,0@3,Athletic Club,,Estadio de Vallecas Teresa Rivero,Fern·ndez Borbal·n
36,Sat,5/3/2014,,Osasuna,0@2,Celta Vigo,,Reyno de Navarra,Gil Manzano
36,Sat,5/3/2014,,M·laga,0@1,Elche,,La Rosaleda,Estrada Fern·ndez
36,Sat,5/3/2014,,Barcelona,2@2,Getafe,,Camp Nou,Teixeira Vitienes
36,Sat,5/3/2014,,Valladolid,1@0,Espanyol,,JosÈ Zorrilla,MuÒiz Fern·ndez
36,Sun,5/4/2014,,Sevilla,0@0,Villarreal,,RamÛn S·nchez Pizju·n,Prieto Iglesias
36,Sun,5/4/2014,,Real Madrid,2@2,Valencia,,Santiago BernabÈu,Clos GÛmez
36,Sun,5/4/2014,,AlmerÌa,3@2,Betis,,Estadio Mediterr·neo,Iglesias Villanueva
36,Sun,5/4/2014,,Levante,2@0,AtlÈtico Madrid,,Ciutat de Valencia,Gonz·lez Gonz·lez
36,Mon,5/5/2014,,Real Sociedad,1@1,Granada,,Anoeta,Teixeira Vitienes
34,Wed,5/7/2014,,Valladolid,1@1,Real Madrid,,JosÈ Zorrilla,Gil Manzano
37,Sat,5/10/2014,,Villarreal,4@0,Rayo Vallecano,,El Madrigal,Gonz·lez Gonz·lez
37,Sat,5/10/2014,,Levante,2@0,Valencia,,Ciutat de Valencia,Velasco Carballo
37,Sun,5/11/2014,,Athletic Club,1@1,Real Sociedad,,San MamÈs,Del Cerro Grande
37,Sun,5/11/2014,,Espanyol,1@1,Osasuna,,Cornell· - El Prat,Iglesias Villanueva
37,Sun,5/11/2014,,AtlÈtico Madrid,1@1,M·laga,,Vicente CalderÛn,Teixeira Vitienes
37,Sun,5/11/2014,,Betis,4@3,Valladolid,,Benito VillamarÌn,¡Ålvarez Izquierdo
37,Sun,5/11/2014,,Granada,0@2,AlmerÌa,,Nuevo Los C·rmenes,Gil Manzano
37,Sun,5/11/2014,,Celta Vigo,2@0,Real Madrid,,BalaÌdos,Hern·ndez Hern·ndez
37,Sun,5/11/2014,,Elche,0@0,Barcelona,,MartÌnez Valero,Teixeira Vitienes
37,Sun,5/11/2014,,Getafe,1@0,Sevilla,,Coliseum Alfonso PÈrez,Estrada Fern·ndez
38,Fri,5/16/2014,,M·laga,1@0,Levante,,La Rosaleda,Prieto Iglesias
38,Sat,5/17/2014,,Barcelona,1@1,AtlÈtico Madrid,,Camp Nou,Mateu Lahoz
38,Sat,5/17/2014,,Real Madrid,3@1,Espanyol,,Santiago BernabÈu,Fern·ndez Borbal·n
38,Sat,5/17/2014,,Valencia,2@1,Celta Vigo,,Mestalla,Del Cerro Grande
38,Sun,5/18/2014,,Osasuna,2@1,Betis,,Reyno de Navarra,MartÌnez Munuera
38,Sun,5/18/2014,,Sevilla,3@1,Elche,,RamÛn S·nchez Pizju·n,Hern·ndez Hern·ndez
38,Sun,5/18/2014,,Rayo Vallecano,1@2,Getafe,,Estadio de Vallecas Teresa Rivero,Gil Manzano
38,Sun,5/18/2014,,Valladolid,0@1,Granada,,JosÈ Zorrilla,Clos GÛmez
38,Sun,5/18/2014,,Real Sociedad,1@2,Villarreal,,Anoeta,Velasco Carballo
38,Sun,5/18/2014,,AlmerÌa,0@0,Athletic Club,,Estadio Mediterr·neo,Estrada Fern·ndez
