Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee
6,Wed,9/26/2018,20:00 (18:00),Leganés,2@1,Barcelona,"12,231",Estadio Municipal de Butarque,Alberto Undiano
6,Wed,9/26/2018,22:00 (20:00),Sevilla,3@0,Real Madrid,"40,972",Estadio Ramón Sánchez Pizjuán,Alejandro Hernández
6,Wed,9/26/2018,22:00 (20:00),Valencia,1@1,Celta Vigo,"35,945",Estadio de Mestalla,Ricardo de Burgos
6,Thu,9/27/2018,20:00 (18:00),Alavés,1@1,Getafe,"18,373",Estadio de Mendizorroza,Eduardo Prieto
6,Thu,9/27/2018,20:00 (18:00),Valladolid,2@1,Levante,"16,440",Estadio Municipal José Zorrilla,David Medié
6,Thu,9/27/2018,22:00 (20:00),Girona,0@1,Betis,"11,358",Estadi Municipal de Montilivi,José González
7,Fri,9/28/2018,21:00 (19:00),Rayo Vallecano,2@2,Espanyol,"12,100",Estadio del Rayo Vallecano,Alberola Rojas
7,Sat,9/29/2018,13:00 (11:00),Real Sociedad,0@1,Valencia,"23,577",Estadio Municipal de Anoeta,Jesús Gil
7,Sat,9/29/2018,16:15 (14:15),Barcelona,1@1,Athletic Club,"78,015",Camp Nou,Santiago Jaime
7,Sat,9/29/2018,18:30 (16:30),Eibar,1@3,Sevilla,"5,443",Estadio Municipal de Ipurúa,Javier Estrada
7,Sat,9/29/2018,20:45 (18:45),Real Madrid,0@0,Atlético Madrid,"78,642",Estadio Santiago Bernabéu,Juan Martínez
7,Sun,9/30/2018,12:00 (10:00),Huesca,1@1,Girona,"6,779",Estadio El Alcoraz,Adrián Cordero
7,Sun,9/30/2018,16:15 (14:15),Villarreal,0@1,Valladolid,"15,602",Estadio de la Cerámica,Ignacio Iglesias
7,Sun,9/30/2018,18:30 (16:30),Levante,2@1,Alavés,"20,239",Estadio Ciudad de Valencia,Mario Melero
7,Sun,9/30/2018,20:45 (18:45),Betis,1@0,Leganés,"48,115",Estadio Benito Villamarín,José Sánchez
7,Mon,10/1/2018,21:00 (19:00),Celta Vigo,1@1,Getafe,"14,330",Estadio de Balaídos,Guillermo Cuadra
8,Fri,10/5/2018,21:00 (19:00),Athletic Club,1@3,Real Sociedad,"46,884",San Mamés,Alejandro Hernández
8,Sat,10/6/2018,13:00 (11:00),Girona,2@3,Eibar,"10,569",Estadi Municipal de Montilivi,Eduardo Prieto
8,Sat,10/6/2018,16:15 (14:15),Getafe,0@1,Levante,"9,557",Coliseum Alfonso Pérez,José Luis Munuera
8,Sat,10/6/2018,18:30 (16:30),Alavés,1@0,Real Madrid,"19,461",Estadio de Mendizorroza,Santiago Jaime
8,Sat,10/6/2018,20:45 (18:45),Leganés,1@0,Rayo Vallecano,"11,539",Estadio Municipal de Butarque,David Medié
8,Sun,10/7/2018,12:00 (10:00),Valladolid,1@0,Huesca,"17,300",Estadio Municipal José Zorrilla,Antonio Matéu Lahoz
8,Sun,10/7/2018,16:15 (14:15),Atlético Madrid,1@0,Betis,"63,786",Estadio Wanda Metropolitano,Alberto Undiano
8,Sun,10/7/2018,18:30 (16:30),Sevilla,2@1,Celta Vigo,"38,068",Estadio Ramón Sánchez Pizjuán,Pablo González
8,Sun,10/7/2018,18:30 (16:30),Espanyol,3@1,Villarreal,"20,032",RCDE Stadium,Ricardo de Burgos
8,Sun,10/7/2018,20:45 (18:45),Valencia,1@1,Barcelona,"46,249",Estadio de Mestalla,José González
9,Fri,10/19/2018,21:00 (19:00),Celta Vigo,0@1,Alavés,"15,627",Estadio de Balaídos,Carlos del Cerro
9,Sat,10/20/2018,13:00 (11:00),Real Madrid,1@2,Levante,"63,423",Estadio Santiago Bernabéu,Guillermo Cuadra
9,Sat,10/20/2018,16:15 (14:15),Valencia,1@1,Leganés,"35,597",Estadio de Mestalla,Ignacio Iglesias
9,Sat,10/20/2018,18:30 (16:30),Villarreal,1@1,Atlético Madrid,"17,518",Estadio de la Cerámica,Javier Estrada
9,Sat,10/20/2018,20:45 (18:45),Barcelona,4@2,Sevilla,"88,712",Camp Nou,Juan Martínez
9,Sun,10/21/2018,12:00 (10:00),Rayo Vallecano,1@2,Getafe,"12,040",Estadio del Rayo Vallecano,Mario Melero
9,Sun,10/21/2018,16:15 (14:15),Eibar,1@1,Athletic Club,"6,475",Estadio Municipal de Ipurúa,Jesús Gil
9,Sun,10/21/2018,18:30 (16:30),Huesca,0@2,Espanyol,"6,943",Estadio El Alcoraz,Eduardo Prieto
9,Sun,10/21/2018,20:45 (18:45),Betis,0@1,Valladolid,"42,581",Estadio Benito Villamarín,Alberola Rojas
9,Mon,10/22/2018,21:00 (19:00),Real Sociedad,0@0,Girona,"20,997",Estadio Municipal de Anoeta,Pablo González
3,Wed,10/24/2018,19:00 (17:00),Rayo Vallecano,1@1,Athletic Club,"11,850",Estadio del Rayo Vallecano,Guillermo Cuadra
10,Fri,10/26/2018,21:00 (19:00),Valladolid,1@1,Espanyol,"18,231",Estadio Municipal José Zorrilla,Adrián Cordero
10,Sat,10/27/2018,13:00 (11:00),Girona,2@1,Rayo Vallecano,"6,618",Estadi Municipal de Montilivi,José Luis Munuera
10,Sat,10/27/2018,16:15 (14:15),Athletic Club,0@0,Valencia,"39,261",San Mamés,Alberto Undiano
10,Sat,10/27/2018,18:30 (16:30),Celta Vigo,4@0,Eibar,"15,509",Estadio de Balaídos,José González
10,Sat,10/27/2018,18:30 (16:30),Levante,2@0,Leganés,"19,754",Estadio Ciudad de Valencia,Ricardo de Burgos
10,Sat,10/27/2018,20:45 (18:45),Atlético Madrid,2@0,Real Sociedad,"57,514",Estadio Wanda Metropolitano,Antonio Matéu Lahoz
10,Sun,10/28/2018,12:00 (11:00),Getafe,2@0,Betis,"12,086",Coliseum Alfonso Pérez,Santiago Jaime
10,Sun,10/28/2018,16:15 (15:15),Barcelona,5@1,Real Madrid,"93,265",Camp Nou,José Sánchez
10,Sun,10/28/2018,18:30 (17:30),Alavés,2@1,Villarreal,"16,956",Estadio de Mendizorroza,Guillermo Cuadra
10,Sun,10/28/2018,20:45 (19:45),Sevilla,2@1,Huesca,"33,022",Estadio Ramón Sánchez Pizjuán,David Medié
11,Sat,11/3/2018,13:00 (12:00),Leganés,1@1,Atlético Madrid,"12,319",Estadio Municipal de Butarque,Mario Melero
11,Sat,11/3/2018,16:15 (15:15),Real Madrid,2@0,Valladolid,"68,050",Estadio Santiago Bernabéu,Jesús Gil
11,Sat,11/3/2018,18:30 (17:30),Valencia,0@1,Girona,"38,745",Estadio de Mestalla,Alberola Rojas
11,Sat,11/3/2018,20:45 (19:45),Rayo Vallecano,2@3,Barcelona,"13,785",Estadio del Rayo Vallecano,Alejandro Hernández
11,Sun,11/4/2018,12:00 (11:00),Eibar,2@1,Alavés,"5,660",Estadio Municipal de Ipurúa,Ignacio Iglesias
11,Sun,11/4/2018,16:15 (15:15),Villarreal,1@1,Levante,"16,499",Estadio de la Cerámica,Carlos del Cerro
11,Sun,11/4/2018,18:30 (17:30),Huesca,1@1,Getafe,"6,420",Estadio El Alcoraz,Juan Martínez
11,Sun,11/4/2018,18:30 (17:30),Real Sociedad,0@0,Sevilla,"24,882",Estadio Municipal de Anoeta,Eduardo Prieto
11,Sun,11/4/2018,20:45 (19:45),Betis,3@3,Celta Vigo,"42,130",Estadio Benito Villamarín,Javier Estrada
11,Mon,11/5/2018,21:00 (20:00),Espanyol,1@0,Athletic Club,"14,328",RCDE Stadium,Pablo González
12,Fri,11/9/2018,21:00 (20:00),Levante,1@3,Real Sociedad,"19,890",Estadio Ciudad de Valencia,David Medié
12,Sat,11/10/2018,13:00 (12:00),Valladolid,0@0,Eibar,"16,038",Estadio Municipal José Zorrilla,Guillermo Cuadra
12,Sat,11/10/2018,16:15 (15:15),Getafe,0@1,Valencia,"10,011",Coliseum Alfonso Pérez,Ricardo de Burgos
12,Sat,11/10/2018,18:30 (17:30),Atlético Madrid,3@2,Athletic Club,"59,321",Estadio Wanda Metropolitano,José Sánchez
12,Sat,11/10/2018,20:45 (19:45),Girona,0@0,Leganés,"9,874",Estadi Municipal de Montilivi,Adrián Cordero
12,Sun,11/11/2018,12:00 (11:00),Alavés,2@1,Huesca,"18,437",Estadio de Mendizorroza,José Luis Munuera
12,Sun,11/11/2018,16:15 (15:15),Barcelona,3@4,Betis,"83,174",Camp Nou,Antonio Matéu Lahoz
12,Sun,11/11/2018,18:30 (17:30),Sevilla,2@1,Espanyol,"38,769",Estadio Ramón Sánchez Pizjuán,Santiago Jaime
12,Sun,11/11/2018,18:30 (17:30),Rayo Vallecano,2@2,Villarreal,"11,840",Estadio del Rayo Vallecano,José González
12,Sun,11/11/2018,20:45 (19:45),Celta Vigo,2@4,Real Madrid,"21,184",Estadio de Balaídos,Alberto Undiano
13,Fri,11/23/2018,21:00 (20:00),Leganés,1@0,Alavés,"9,863",Estadio Municipal de Butarque,Alberola Rojas
13,Sat,11/24/2018,13:00 (12:00),Eibar,3@0,Real Madrid,"6,435",Estadio Municipal de Ipurúa,Juan Martínez
13,Sat,11/24/2018,16:15 (15:15),Valencia,3@0,Rayo Vallecano,"37,814",Estadio de Mestalla,Pablo González
13,Sat,11/24/2018,18:30 (17:30),Huesca,2@2,Levante,"6,459",Estadio El Alcoraz,Javier Estrada
13,Sat,11/24/2018,20:45 (19:45),Atlético Madrid,1@1,Barcelona,"67,204",Estadio Wanda Metropolitano,Jesús Gil
13,Sun,11/25/2018,12:00 (11:00),Athletic Club,1@1,Getafe,"39,821",San Mamés,Ignacio Iglesias
13,Sun,11/25/2018,16:15 (15:15),Sevilla,1@0,Valladolid,"34,064",Estadio Ramón Sánchez Pizjuán,Carlos del Cerro
13,Sun,11/25/2018,18:30 (17:30),Espanyol,1@3,Girona,"22,716",RCDE Stadium,Alejandro Hernández
13,Sun,11/25/2018,20:45 (19:45),Villarreal,2@1,Betis,"16,028",Estadio de la Cerámica,Eduardo Prieto
13,Mon,11/26/2018,21:00 (20:00),Real Sociedad,2@1,Celta Vigo,"17,744",Estadio Municipal de Anoeta,Mario Melero
14,Fri,11/30/2018,21:00 (20:00),Rayo Vallecano,1@0,Eibar,"11,257",Estadio del Rayo Vallecano,Alberto Undiano
14,Sat,12/1/2018,13:00 (12:00),Celta Vigo,2@0,Huesca,"13,463",Estadio de Balaídos,Adrián Cordero
14,Sat,12/1/2018,16:15 (15:15),Valladolid,2@4,Leganés,"16,783",Estadio Municipal José Zorrilla,David Medié
14,Sat,12/1/2018,18:30 (17:30),Getafe,3@0,Espanyol,"9,287",Coliseum Alfonso Pérez,Antonio Matéu Lahoz
14,Sat,12/1/2018,20:45 (19:45),Real Madrid,2@0,Valencia,"69,653",Estadio Santiago Bernabéu,José González
14,Sun,12/2/2018,12:00 (11:00),Betis,1@0,Real Sociedad,"46,562",Estadio Benito Villamarín,Guillermo Cuadra
14,Sun,12/2/2018,16:15 (15:15),Girona,1@1,Atlético Madrid,"12,104",Estadi Municipal de Montilivi,Ricardo de Burgos
14,Sun,12/2/2018,18:30 (17:30),Barcelona,2@0,Villarreal,"73,003",Camp Nou,José Luis Munuera
14,Sun,12/2/2018,20:45 (19:45),Alavés,1@1,Sevilla,"17,848",Estadio de Mendizorroza,José Sánchez
14,Mon,12/3/2018,21:00 (20:00),Levante,3@0,Athletic Club,"19,928",Estadio Ciudad de Valencia,Santiago Jaime
15,Fri,12/7/2018,21:00 (20:00),Leganés,1@1,Getafe,"11,327",Estadio Municipal de Butarque,Pablo González
15,Sat,12/8/2018,13:00 (12:00),Atlético Madrid,3@0,Alavés,"55,810",Estadio Wanda Metropolitano,Alejandro Hernández
15,Sat,12/8/2018,16:15 (15:15),Valencia,1@1,Sevilla,"40,057",Estadio de Mestalla,Javier Estrada
15,Sat,12/8/2018,18:30 (17:30),Villarreal,2@3,Celta Vigo,"15,720",Estadio de la Cerámica,Jesús Gil
15,Sat,12/8/2018,20:45 (19:45),Espanyol,0@4,Barcelona,"24,037",RCDE Stadium,Carlos del Cerro
15,Sun,12/9/2018,12:00 (11:00),Eibar,4@4,Levante,"5,328",Estadio Municipal de Ipurúa,Alberola Rojas
15,Sun,12/9/2018,16:15 (15:15),Huesca,0@1,Real Madrid,"7,341",Estadio El Alcoraz,Mario Melero
15,Sun,12/9/2018,18:30 (17:30),Real Sociedad,1@2,Valladolid,"23,260",Estadio Municipal de Anoeta,Ignacio Iglesias
15,Sun,12/9/2018,20:45 (19:45),Betis,2@0,Rayo Vallecano,"40,218",Estadio Benito Villamarín,Juan Martínez
15,Mon,12/10/2018,21:00 (20:00),Athletic Club,1@0,Girona,"34,060",San Mamés,Eduardo Prieto
16,Fri,12/14/2018,21:00 (20:00),Celta Vigo,0@0,Leganés,"15,134",Estadio de Balaídos,José Luis Munuera
16,Sat,12/15/2018,13:00 (12:00),Getafe,1@0,Real Sociedad,"9,018",Coliseum Alfonso Pérez,Santiago Jaime
16,Sat,12/15/2018,16:15 (15:15),Valladolid,2@3,Atlético Madrid,"22,585",Estadio Municipal José Zorrilla,Alberto Undiano
16,Sat,12/15/2018,18:30 (17:30),Real Madrid,1@0,Rayo Vallecano,"55,229",Estadio Santiago Bernabéu,Ricardo de Burgos
16,Sat,12/15/2018,20:45 (19:45),Eibar,1@1,Valencia,"4,491",Estadio Municipal de Ipurúa,Adrián Cordero
16,Sun,12/16/2018,12:00 (11:00),Sevilla,2@0,Girona,"33,542",Estadio Ramón Sánchez Pizjuán,Guillermo Cuadra
16,Sun,12/16/2018,16:15 (15:15),Espanyol,1@3,Betis,"20,275",RCDE Stadium,José Sánchez
16,Sun,12/16/2018,18:30 (17:30),Huesca,2@2,Villarreal,"6,455",Estadio El Alcoraz,David Medié
16,Sun,12/16/2018,20:45 (19:45),Levante,0@5,Barcelona,"23,736",Estadio Ciudad de Valencia,José González
16,Mon,12/17/2018,21:00 (20:00),Alavés,0@0,Athletic Club,"19,349",Estadio de Mendizorroza,Antonio Matéu Lahoz
17,Fri,12/21/2018,19:30 (18:30),Girona,1@1,Getafe,"8,450",Estadi Municipal de Montilivi,Alberola Rojas
17,Fri,12/21/2018,21:00 (20:00),Real Sociedad,0@1,Alavés,"22,431",Estadio Municipal de Anoeta,Javier Estrada
17,Sat,12/22/2018,13:00 (12:00),Betis,1@1,Eibar,"49,426",Estadio Benito Villamarín,Carlos del Cerro
17,Sat,12/22/2018,16:15 (15:15),Atlético Madrid,1@0,Espanyol,"58,069",Estadio Wanda Metropolitano,Mario Melero
17,Sat,12/22/2018,18:30 (17:30),Barcelona,2@0,Celta Vigo,"78,686",Camp Nou,Eduardo Prieto
17,Sat,12/22/2018,20:45 (19:45),Athletic Club,1@1,Valladolid,"42,633",San Mamés,José Sánchez
17,Sun,12/23/2018,12:00 (11:00),Valencia,2@1,Huesca,"36,547",Estadio de Mestalla,Jesús Gil
17,Sun,12/23/2018,16:15 (15:15),Leganés,1@1,Sevilla,"11,321",Estadio Municipal de Butarque,Alejandro Hernández
17,Sun,12/23/2018,18:30 (17:30),Rayo Vallecano,2@1,Levante,"11,206",Estadio del Rayo Vallecano,Ignacio Iglesias
17,Thu,1/3/2019,21:30 (20:30),Villarreal,2@2,Real Madrid,"19,903",Estadio de la Cerámica,Pablo González
18,Fri,1/4/2019,19:00 (18:00),Levante,2@2,Girona,"19,415",Estadio Ciudad de Valencia,Alberto Undiano
18,Fri,1/4/2019,21:00 (20:00),Espanyol,1@0,Leganés,"15,085",RCDE Stadium,José González
18,Sat,1/5/2019,13:00 (12:00),Valladolid,0@1,Rayo Vallecano,"17,261",Estadio Municipal José Zorrilla,Adrián Cordero
18,Sat,1/5/2019,16:15 (15:15),Alavés,2@1,Valencia,"18,304",Estadio de Mendizorroza,David Medié
18,Sat,1/5/2019,20:45 (19:45),Huesca,2@1,Betis,"6,135",Estadio El Alcoraz,Ricardo de Burgos
18,Sun,1/6/2019,12:00 (11:00),Eibar,0@0,Villarreal,"4,141",Estadio Municipal de Ipurúa,Santiago Jaime
18,Sun,1/6/2019,16:15 (15:15),Sevilla,1@1,Atlético Madrid,"38,603",Estadio Ramón Sánchez Pizjuán,Antonio Matéu Lahoz
18,Sun,1/6/2019,18:30 (17:30),Real Madrid,0@2,Real Sociedad,"53,412",Estadio Santiago Bernabéu,José Luis Munuera
18,Sun,1/6/2019,20:45 (19:45),Getafe,1@2,Barcelona,"14,721",Coliseum Alfonso Pérez,Guillermo Cuadra
18,Mon,1/7/2019,21:00 (20:00),Celta Vigo,1@2,Athletic Club,"13,266",Estadio de Balaídos,Juan Martínez
19,Fri,1/11/2019,21:00 (20:00),Rayo Vallecano,4@2,Celta Vigo,"11,465",Estadio del Rayo Vallecano,Alberola Rojas
19,Sat,1/12/2019,13:00 (12:00),Leganés,1@0,Huesca,"10,341",Estadio Municipal de Butarque,Mario Melero
19,Sat,1/12/2019,16:15 (15:15),Valencia,1@1,Valladolid,"36,912",Estadio de Mestalla,Ignacio Iglesias
19,Sat,1/12/2019,18:30 (17:30),Girona,1@1,Alavés,"10,303",Estadi Municipal de Montilivi,José Sánchez
19,Sat,1/12/2019,20:45 (19:45),Villarreal,1@2,Getafe,"13,671",Estadio de la Cerámica,Javier Estrada
19,Sun,1/13/2019,12:00 (11:00),Atlético Madrid,1@0,Levante,"57,093",Estadio Wanda Metropolitano,Eduardo Prieto
19,Sun,1/13/2019,16:15 (15:15),Athletic Club,2@0,Sevilla,"41,342",San Mamés,Pablo González
19,Sun,1/13/2019,18:30 (17:30),Barcelona,3@0,Eibar,"71,039",Camp Nou,Jesús Gil
19,Sun,1/13/2019,20:45 (19:45),Betis,1@2,Real Madrid,"54,187",Estadio Benito Villamarín,Alejandro Hernández
19,Mon,1/14/2019,21:00 (20:00),Real Sociedad,3@2,Espanyol,"17,301",Estadio Municipal de Anoeta,Carlos del Cerro
20,Fri,1/18/2019,21:00 (20:00),Getafe,4@0,Alavés,"8,748",Coliseum Alfonso Pérez,José Luis Munuera
20,Sat,1/19/2019,16:15 (15:15),Real Madrid,2@0,Sevilla,"68,232",Estadio Santiago Bernabéu,Antonio Matéu Lahoz
20,Sat,1/19/2019,18:30 (17:30),Huesca,0@3,Atlético Madrid,"7,106",Estadio El Alcoraz,Guillermo Cuadra
20,Sat,1/19/2019,20:45 (19:45),Celta Vigo,1@2,Valencia,"15,668",Estadio de Balaídos,José González
20,Sun,1/20/2019,12:00 (11:00),Betis,3@2,Girona,"47,218",Estadio Benito Villamarín,Adrián Cordero
20,Sun,1/20/2019,16:15 (15:15),Villarreal,1@1,Athletic Club,"17,054",Estadio de la Cerámica,Alberto Undiano
20,Sun,1/20/2019,18:30 (17:30),Levante,2@0,Valladolid,"19,107",Estadio Ciudad de Valencia,Santiago Jaime
20,Sun,1/20/2019,18:30 (17:30),Rayo Vallecano,2@2,Real Sociedad,"12,562",Estadio del Rayo Vallecano,David Medié
20,Sun,1/20/2019,20:45 (19:45),Barcelona,3@1,Leganés,"50,670",Camp Nou,Ricardo de Burgos
20,Mon,1/21/2019,21:00 (20:00),Eibar,3@0,Espanyol,"3,592",Estadio Municipal de Ipurúa,Juan Martínez
21,Sat,1/26/2019,13:00 (12:00),Sevilla,5@0,Levante,"34,220",Estadio Ramón Sánchez Pizjuán,Alberola Rojas
21,Sat,1/26/2019,16:15 (15:15),Atlético Madrid,2@0,Getafe,"55,709",Estadio Wanda Metropolitano,Ignacio Iglesias
21,Sat,1/26/2019,18:30 (17:30),Leganés,2@2,Eibar,"9,341",Estadio Municipal de Butarque,Alejandro Hernández
21,Sat,1/26/2019,20:45 (19:45),Valencia,3@0,Villarreal,"37,685",Estadio de Mestalla,Carlos del Cerro
21,Sun,1/27/2019,12:00 (11:00),Valladolid,2@1,Celta Vigo,"18,416",Estadio Municipal José Zorrilla,José Sánchez
21,Sun,1/27/2019,16:15 (15:15),Girona,0@2,Barcelona,"14,021",Estadi Municipal de Montilivi,Pablo González
21,Sun,1/27/2019,18:30 (17:30),Real Sociedad,0@0,Huesca,"21,252",Estadio Municipal de Anoeta,Eduardo Prieto
21,Sun,1/27/2019,18:30 (17:30),Athletic Club,1@0,Betis,"40,282",San Mamés,Javier Estrada
21,Sun,1/27/2019,20:45 (19:45),Espanyol,2@4,Real Madrid,"21,215",RCDE Stadium,Jesús Gil
21,Mon,1/28/2019,21:00 (20:00),Alavés,0@1,Rayo Vallecano,"13,982",Estadio de Mendizorroza,Mario Melero
22,Fri,2/1/2019,21:00 (20:00),Huesca,4@0,Valladolid,"6,052",Estadio El Alcoraz,José Luis Munuera
22,Sat,2/2/2019,13:00 (12:00),Levante,0@0,Getafe,"18,437",Estadio Ciudad de Valencia,Adrián Cordero
22,Sat,2/2/2019,16:15 (15:15),Real Sociedad,2@1,Athletic Club,"27,073",Estadio Municipal de Anoeta,Antonio Matéu Lahoz
22,Sat,2/2/2019,18:30 (17:30),Barcelona,2@2,Valencia,"76,789",Camp Nou,Alberto Undiano
