Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee
21,Sat,1/31/2015,18:00 (17:00),Eibar,1@3,AtlÈtico Madrid,"4,238",Estadio Municipal de Ipur˙a,Pedro PÈrez
21,Sat,1/31/2015,20:00 (19:00),Granada,1@0,Elche,"15,230",Estadio Nuevo Los C·rmenes,Jes˙s Gil
21,Sat,1/31/2015,22:00 (21:00),Celta Vigo,1@0,CÛrdoba,"15,502",Estadio de BalaÌdos,JosÈ Teixeira
21,Sun,2/1/2015,12:00 (11:00),Levante,0@2,Athletic Club,"16,116",Estadio Ciudad de Valencia,Alejandro Hern·ndez
21,Sun,2/1/2015,17:00 (16:00),AlmerÌa,1@0,Getafe,"8,575",Estadio de los Juegos Mediterr·neos,Ignacio Iglesias
21,Sun,2/1/2015,19:00 (18:00),Sevilla,3@2,Espanyol,"27,955",Estadio RamÛn S·nchez Pizju·n,JosÈ Gonz·lez
21,Sun,2/1/2015,21:00 (20:00),Barcelona,3@2,Villarreal,"60,005",Camp Nou,IÒaki Bikandi
21,Mon,2/2/2015,20:45 (19:45),M·laga,1@0,Valencia,"20,191",Estadio La Rosaleda,Carlos Clos GÛmez
16,Wed,2/4/2015,20:45 (19:45),Real Madrid,2@1,Sevilla,"67,126",Estadio Santiago BernabÈu,Ignacio Iglesias
22,Fri,2/6/2015,20:45 (19:45),La CoruÒa,2@0,Eibar,"16,898",Estadio Municipal de Riazor,Carlos Velasco
22,Sat,2/7/2015,16:00 (15:00),AtlÈtico Madrid,4@0,Real Madrid,"52,063",Estadio Vicente CalderÛn,David Fern·ndez
22,Sat,2/7/2015,18:00 (17:00),Villarreal,2@0,Granada,"12,419",Estadio de la Cer·mica,Alberto Undiano
22,Sat,2/7/2015,20:00 (19:00),Levante,4@1,M·laga,"10,558",Estadio Ciudad de Valencia,Carlos del Cerro
22,Sat,2/7/2015,22:00 (21:00),Real Sociedad,1@1,Celta Vigo,"14,836",Estadio Municipal de Anoeta,Santiago Jaime
22,Sun,2/8/2015,12:00 (11:00),CÛrdoba,1@2,AlmerÌa,"17,117",Estadio Nuevo Arc·ngel,Fabi·n Blanco
22,Sun,2/8/2015,17:00 (16:00),Getafe,2@1,Sevilla,"6,386",Coliseum Alfonso PÈrez,Javier Estrada
22,Sun,2/8/2015,19:00 (18:00),Espanyol,1@2,Valencia,"18,752",RCDE Stadium,Mario Melero
22,Sun,2/8/2015,21:00 (20:00),Athletic Club,2@5,Barcelona,"44,521",San MamÈs,Antonio MatÈu Lahoz
22,Mon,2/9/2015,20:45 (19:45),Elche,2@0,Rayo Vallecano,"14,162",Estadio Manuel MartÌnez Valero,Fernando Teixeira
23,Fri,2/13/2015,20:45 (19:45),AlmerÌa,2@2,Real Sociedad,"8,875",Estadio de los Juegos Mediterr·neos,Carlos Velasco
23,Sat,2/14/2015,16:00 (15:00),Sevilla,3@0,CÛrdoba,"29,850",Estadio RamÛn S·nchez Pizju·n,IÒaki Bikandi
23,Sat,2/14/2015,18:00 (17:00),Real Madrid,2@0,La CoruÒa,"73,671",Estadio Santiago BernabÈu,Javier Estrada
23,Sat,2/14/2015,20:00 (19:00),Granada,0@0,Athletic Club,"14,872",Estadio Nuevo Los C·rmenes,Carlos Clos GÛmez
23,Sat,2/14/2015,22:00 (21:00),M·laga,0@2,Espanyol,"16,181",Estadio La Rosaleda,Jes˙s Gil
23,Sun,2/15/2015,12:00 (11:00),Valencia,1@0,Getafe,"48,245",Estadio de Mestalla,JosÈ Gonz·lez
23,Sun,2/15/2015,17:00 (16:00),Barcelona,5@0,Levante,"74,963",Camp Nou,Mario Melero
23,Sun,2/15/2015,19:00 (18:00),Rayo Vallecano,2@0,Villarreal,"10,914",Estadio del Rayo Vallecano,Pedro PÈrez
23,Sun,2/15/2015,21:00 (20:00),Celta Vigo,2@0,AtlÈtico Madrid,"22,099",Estadio de BalaÌdos,Juan MartÌnez
23,Mon,2/16/2015,20:45 (19:45),Eibar,0@1,Elche,"4,109",Estadio Municipal de Ipur˙a,Eduardo Prieto
24,Fri,2/20/2015,20:45 (19:45),Getafe,2@1,Espanyol,"9,614",Coliseum Alfonso PÈrez,Alejandro Hern·ndez
24,Sat,2/21/2015,16:00 (15:00),Barcelona,0@1,M·laga,"78,276",Camp Nou,Juan MartÌnez
24,Sat,2/21/2015,18:00 (17:00),CÛrdoba,1@2,Valencia,"17,036",Estadio Nuevo Arc·ngel,Alberto Undiano
24,Sat,2/21/2015,20:00 (19:00),AtlÈtico Madrid,3@0,AlmerÌa,"44,000",Estadio Vicente CalderÛn,Antonio MatÈu Lahoz
24,Sat,2/21/2015,22:00 (21:00),La CoruÒa,0@2,Celta Vigo,"30,334",Estadio Municipal de Riazor,Pedro PÈrez
24,Sun,2/22/2015,12:00 (11:00),Real Sociedad,4@3,Sevilla,"21,378",Estadio Municipal de Anoeta,Fernando Teixeira
24,Sun,2/22/2015,17:00 (16:00),Athletic Club,1@0,Rayo Vallecano,"40,413",San MamÈs,David Fern·ndez
24,Sun,2/22/2015,19:00 (18:00),Villarreal,1@0,Eibar,"13,980",Estadio de la Cer·mica,Mario Melero
24,Sun,2/22/2015,21:00 (20:00),Elche,0@2,Real Madrid,"31,512",Estadio Manuel MartÌnez Valero,Ignacio Iglesias
24,Mon,2/23/2015,20:45 (19:45),Levante,2@1,Granada,"12,117",Estadio Ciudad de Valencia,Alfonso ¡Ålvarez
25,Fri,2/27/2015,20:45 (19:45),Espanyol,1@0,CÛrdoba,"17,128",RCDE Stadium,Carlos del Cerro
25,Sat,2/28/2015,16:00 (15:00),Granada,1@3,Barcelona,"18,119",Estadio Nuevo Los C·rmenes,Santiago Jaime
25,Sat,2/28/2015,18:00 (17:00),Rayo Vallecano,4@2,Levante,"10,512",Estadio del Rayo Vallecano,IÒaki Bikandi
25,Sat,2/28/2015,20:00 (19:00),AlmerÌa,0@0,La CoruÒa,"8,979",Estadio de los Juegos Mediterr·neos,Jes˙s Gil
25,Sat,2/28/2015,22:00 (21:00),M·laga,3@2,Getafe,"19,939",Estadio La Rosaleda,Eduardo Prieto
25,Sun,3/1/2015,12:00 (11:00),Valencia,2@0,Real Sociedad,"47,007",Estadio de Mestalla,Javier Estrada
25,Sun,3/1/2015,17:00 (16:00),Eibar,0@1,Athletic Club,"5,226",Estadio Municipal de Ipur˙a,Fernando Teixeira
25,Sun,3/1/2015,19:00 (18:00),Sevilla,0@0,AtlÈtico Madrid,"35,984",Estadio RamÛn S·nchez Pizju·n,Carlos Clos GÛmez
25,Sun,3/1/2015,21:00 (20:00),Real Madrid,1@1,Villarreal,"75,108",Estadio Santiago BernabÈu,JosÈ Gonz·lez
25,Mon,3/2/2015,20:45 (19:45),Celta Vigo,1@1,Elche,"14,386",Estadio de BalaÌdos,Carlos Velasco
26,Fri,3/6/2015,20:45 (19:45),Levante,2@1,Eibar,"16,922",Estadio Ciudad de Valencia,David Fern·ndez
26,Sat,3/7/2015,16:00 (15:00),La CoruÒa,3@4,Sevilla,"21,555",Estadio Municipal de Riazor,JosÈ Teixeira
26,Sat,3/7/2015,18:00 (17:00),Athletic Club,1@0,Real Madrid,"48,437",San MamÈs,Alberto Undiano
26,Sat,3/7/2015,20:00 (19:00),Elche,1@0,AlmerÌa,"23,127",Estadio Manuel MartÌnez Valero,Carlos del Cerro
26,Sat,3/7/2015,22:00 (21:00),Granada,1@0,M·laga,"16,374",Estadio Nuevo Los C·rmenes,Antonio MatÈu Lahoz
26,Sun,3/8/2015,12:00 (11:00),Barcelona,6@1,Rayo Vallecano,"87,151",Camp Nou,Jes˙s Gil
26,Sun,3/8/2015,17:00 (16:00),Real Sociedad,1@0,Espanyol,"23,329",Estadio Municipal de Anoeta,Eduardo Prieto
26,Sun,3/8/2015,19:00 (18:00),Villarreal,4@1,Celta Vigo,"14,366",Estadio de la Cer·mica,Carlos Clos GÛmez
26,Sun,3/8/2015,21:00 (20:00),AtlÈtico Madrid,1@1,Valencia,"51,180",Estadio Vicente CalderÛn,Santiago Jaime
26,Mon,3/9/2015,20:45 (19:45),CÛrdoba,1@2,Getafe,"15,183",Estadio Nuevo Arc·ngel,Alfonso ¡Ålvarez
27,Fri,3/13/2015,20:45 (19:45),Valencia,2@0,La CoruÒa,"40,247",Estadio de Mestalla,Alfonso ¡Ålvarez
27,Sat,3/14/2015,16:00 (15:00),Espanyol,0@0,AtlÈtico Madrid,"22,538",RCDE Stadium,IÒaki Bikandi
27,Sat,3/14/2015,18:00 (17:00),Eibar,0@2,Barcelona,"5,439",Estadio Municipal de Ipur˙a,Carlos del Cerro
27,Sat,3/14/2015,20:00 (19:00),Rayo Vallecano,3@1,Granada,"10,952",Estadio del Rayo Vallecano,Alejandro Hern·ndez
27,Sat,3/14/2015,22:00 (21:00),Celta Vigo,1@2,Athletic Club,"18,656",Estadio de BalaÌdos,Antonio MatÈu Lahoz
27,Sun,3/15/2015,12:00 (11:00),AlmerÌa,0@0,Villarreal,"9,479",Estadio de los Juegos Mediterr·neos,Alberto Undiano
27,Sun,3/15/2015,17:00 (16:00),M·laga,2@0,CÛrdoba,"24,547",Estadio La Rosaleda,JosÈ Gonz·lez
27,Sun,3/15/2015,19:00 (18:00),Sevilla,3@0,Elche,"31,324",Estadio RamÛn S·nchez Pizju·n,Javier Estrada
27,Sun,3/15/2015,21:00 (20:00),Real Madrid,2@0,Levante,"64,861",Estadio Santiago BernabÈu,Pedro PÈrez
27,Mon,3/16/2015,20:45 (19:45),Getafe,0@1,Real Sociedad,"5,500",Coliseum Alfonso PÈrez,Mario Melero
28,Fri,3/20/2015,20:45 (19:45),Elche,0@4,Valencia,"26,510",Estadio Manuel MartÌnez Valero,David Fern·ndez
28,Sat,3/21/2015,16:00 (15:00),AtlÈtico Madrid,2@0,Getafe,"38,673",Estadio Vicente CalderÛn,Juan MartÌnez
28,Sat,3/21/2015,18:00 (17:00),Rayo Vallecano,1@0,M·laga,"9,110",Estadio del Rayo Vallecano,Santiago Jaime
28,Sat,3/21/2015,20:00 (19:00),Levante,0@1,Celta Vigo,"11,463",Estadio Ciudad de Valencia,JosÈ Teixeira
28,Sat,3/21/2015,22:00 (21:00),Athletic Club,2@1,AlmerÌa,"35,429",San MamÈs,Eduardo Prieto
28,Sat,3/21/2015,22:00 (21:00),Granada,0@0,Eibar,"15,203",Estadio Nuevo Los C·rmenes,Alberto Undiano
28,Sun,3/22/2015,12:00 (11:00),La CoruÒa,0@0,Espanyol,"19,957",Estadio Municipal de Riazor,Fernando Teixeira
28,Sun,3/22/2015,17:00 (16:00),Villarreal,0@2,Sevilla,"9,788",Estadio de la Cer·mica,Alejandro Hern·ndez
28,Sun,3/22/2015,19:00 (18:00),Real Sociedad,3@1,CÛrdoba,"21,169",Estadio Municipal de Anoeta,Carlos Velasco
28,Sun,3/22/2015,21:00 (20:00),Barcelona,2@1,Real Madrid,"98,760",Camp Nou,Antonio MatÈu Lahoz
29,Fri,4/3/2015,20:45 (18:45),Eibar,1@2,Rayo Vallecano,"4,023",Estadio Municipal de Ipur˙a,Ignacio Iglesias
29,Sat,4/4/2015,16:00 (14:00),Sevilla,2@0,Athletic Club,"27,752",Estadio RamÛn S·nchez Pizju·n,Alfonso ¡Ålvarez
29,Sat,4/4/2015,18:00 (16:00),CÛrdoba,0@2,AtlÈtico Madrid,"17,659",Estadio Nuevo Arc·ngel,Javier Estrada
29,Sat,4/4/2015,20:00 (18:00),AlmerÌa,1@4,Levante,"9,603",Estadio de los Juegos Mediterr·neos,JosÈ Gonz·lez
29,Sat,4/4/2015,22:00 (20:00),M·laga,1@1,Real Sociedad,"20,499",Estadio La Rosaleda,Carlos del Cerro
29,Sun,4/5/2015,12:00 (10:00),Real Madrid,9@1,Granada,"71,863",Estadio Santiago BernabÈu,Jes˙s Gil
29,Sun,4/5/2015,17:00 (15:00),Valencia,0@0,Villarreal,"41,830",Estadio de Mestalla,Mario Melero
29,Sun,4/5/2015,19:00 (17:00),Getafe,2@1,La CoruÒa,"6,287",Coliseum Alfonso PÈrez,Carlos Clos GÛmez
29,Sun,4/5/2015,21:00 (19:00),Celta Vigo,0@1,Barcelona,"23,759",Estadio de BalaÌdos,IÒaki Bikandi
29,Mon,4/6/2015,20:00 (18:00),Espanyol,1@1,Elche,"13,892",RCDE Stadium,Pedro PÈrez
30,Tue,4/7/2015,20:00 (18:00),AtlÈtico Madrid,2@0,Real Sociedad,"40,238",Estadio Vicente CalderÛn,Alberto Undiano
30,Tue,4/7/2015,22:00 (20:00),Levante,1@2,Sevilla,"11,484",Estadio Ciudad de Valencia,Carlos Velasco
30,Tue,4/7/2015,22:00 (20:00),Eibar,1@0,M·laga,"4,008",Estadio Municipal de Ipur˙a,Jes˙s Gil
30,Wed,4/8/2015,20:00 (18:00),La CoruÒa,1@1,CÛrdoba,"17,602",Estadio Municipal de Riazor,Eduardo Prieto
30,Wed,4/8/2015,20:00 (18:00),Barcelona,4@0,AlmerÌa,"73,837",Camp Nou,Alejandro Hern·ndez
30,Wed,4/8/2015,22:00 (20:00),Rayo Vallecano,0@2,Real Madrid,"13,016",Estadio del Rayo Vallecano,Mario Melero
30,Wed,4/8/2015,22:00 (20:00),Granada,1@1,Celta Vigo,"14,338",Estadio Nuevo Los C·rmenes,Alfonso ¡Ålvarez
30,Thu,4/9/2015,20:00 (18:00),Athletic Club,1@1,Valencia,"43,034",San MamÈs,Fernando Teixeira
30,Thu,4/9/2015,22:00 (20:00),Elche,0@1,Getafe,"18,088",Estadio Manuel MartÌnez Valero,JosÈ Gonz·lez
30,Thu,4/9/2015,22:00 (20:00),Villarreal,0@3,Espanyol,"11,830",Estadio de la Cer·mica,Carlos del Cerro
31,Sat,4/11/2015,16:00 (14:00),Real Madrid,3@0,Eibar,"73,965",Estadio Santiago BernabÈu,Alejandro Hern·ndez
31,Sat,4/11/2015,18:00 (16:00),M·laga,2@2,AtlÈtico Madrid,"26,982",Estadio La Rosaleda,Antonio MatÈu Lahoz
31,Sat,4/11/2015,20:00 (18:00),Sevilla,2@2,Barcelona,"40,355",Estadio RamÛn S·nchez Pizju·n,Juan MartÌnez
31,Sat,4/11/2015,22:00 (20:00),AlmerÌa,3@0,Granada,"8,920",Estadio de los Juegos Mediterr·neos,Santiago Jaime
31,Sat,4/11/2015,22:00 (20:00),Celta Vigo,6@1,Rayo Vallecano,"16,633",Estadio de BalaÌdos,Carlos Clos GÛmez
31,Sun,4/12/2015,12:00 (10:00),Getafe,1@1,Villarreal,"6,745",Coliseum Alfonso PÈrez,JosÈ Teixeira
31,Sun,4/12/2015,17:00 (15:00),Espanyol,1@0,Athletic Club,"19,054",RCDE Stadium,David Fern·ndez
31,Sun,4/12/2015,19:00 (17:00),Real Sociedad,2@2,La CoruÒa,"21,894",Estadio Municipal de Anoeta,Pedro PÈrez
31,Sun,4/12/2015,21:00 (19:00),CÛrdoba,0@2,Elche,"14,164",Estadio Nuevo Arc·ngel,IÒaki Bikandi
31,Mon,4/13/2015,20:30 (18:30),Valencia,3@0,Levante,"41,935",Estadio de Mestalla,Ignacio Iglesias
32,Fri,4/17/2015,20:45 (18:45),Levante,2@2,Espanyol,"17,062",Estadio Ciudad de Valencia,Mario Melero
32,Sat,4/18/2015,16:00 (14:00),Barcelona,2@0,Valencia,"92,915",Camp Nou,JosÈ Gonz·lez
32,Sat,4/18/2015,18:00 (16:00),La CoruÒa,1@2,AtlÈtico Madrid,"24,693",Estadio Municipal de Riazor,David Fern·ndez
32,Sat,4/18/2015,20:00 (18:00),Real Madrid,3@1,M·laga,"78,354",Estadio Santiago BernabÈu,IÒaki Bikandi
32,Sat,4/18/2015,22:00 (20:00),Athletic Club,4@0,Getafe,"37,220",San MamÈs,Antonio MatÈu Lahoz
32,Sun,4/19/2015,12:00 (10:00),Rayo Vallecano,2@0,AlmerÌa,"10,165",Estadio del Rayo Vallecano,Jes˙s Gil
32,Sun,4/19/2015,17:00 (15:00),Granada,1@1,Sevilla,"18,275",Estadio Nuevo Los C·rmenes,Javier Estrada
32,Sun,4/19/2015,19:00 (17:00),Villarreal,0@0,CÛrdoba,"23,000",Estadio de la Cer·mica,Ignacio Iglesias
32,Sun,4/19/2015,21:00 (19:00),Eibar,0@1,Celta Vigo,"4,520",Estadio Municipal de Ipur˙a,Carlos Velasco
32,Mon,4/20/2015,20:45 (18:45),Elche,1@0,Real Sociedad,"19,159",Estadio Manuel MartÌnez Valero,Eduardo Prieto
33,Fri,4/24/2015,20:45 (18:45),CÛrdoba,0@1,Athletic Club,"16,472",Estadio Nuevo Arc·ngel,JosÈ Teixeira
33,Sat,4/25/2015,16:00 (14:00),Espanyol,0@2,Barcelona,"30,253",RCDE Stadium,Antonio MatÈu Lahoz
33,Sat,4/25/2015,18:00 (16:00),AtlÈtico Madrid,3@0,Elche,"47,531",Estadio Vicente CalderÛn,Carlos Clos GÛmez
33,Sat,4/25/2015,20:00 (18:00),Getafe,0@1,Levante,"5,954",Coliseum Alfonso PÈrez,Alfonso ¡Ålvarez
33,Sat,4/25/2015,22:00 (20:00),Real Sociedad,0@0,Villarreal,"17,073",Estadio Municipal de Anoeta,Jes˙s Gil
33,Sun,4/26/2015,12:00 (10:00),M·laga,1@1,La CoruÒa,"23,851",Estadio La Rosaleda,Javier Estrada
33,Sun,4/26/2015,17:00 (15:00),AlmerÌa,2@0,Eibar,"10,715",Estadio de los Juegos Mediterr·neos,Carlos del Cerro
33,Sun,4/26/2015,19:00 (17:00),Sevilla,2@0,Rayo Vallecano,"28,532",Estadio RamÛn S·nchez Pizju·n,Santiago Jaime
33,Sun,4/26/2015,21:00 (19:00),Celta Vigo,2@4,Real Madrid,"25,274",Estadio de BalaÌdos,Pedro PÈrez
33,Mon,4/27/2015,20:45 (18:45),Valencia,4@0,Granada,"36,763",Estadio de Mestalla,Alberto Undiano
34,Tue,4/28/2015,20:00 (18:00),Barcelona,6@0,Getafe,"65,356",Camp Nou,David Fern·ndez
34,Tue,4/28/2015,22:00 (20:00),Athletic Club,1@1,Real Sociedad,"42,322",San MamÈs,Juan MartÌnez
34,Tue,4/28/2015,22:00 (20:00),Levante,1@0,CÛrdoba,"14,098",Estadio Ciudad de Valencia,Jes˙s Gil
34,Wed,4/29/2015,20:00 (18:00),Celta Vigo,1@0,M·laga,"17,205",Estadio de BalaÌdos,Alejandro Hern·ndez
34,Wed,4/29/2015,20:00 (18:00),Eibar,1@3,Sevilla,"5,517",Estadio Municipal de Ipur˙a,Eduardo Prieto
34,Wed,4/29/2015,20:00 (18:00),Real Madrid,3@0,AlmerÌa,"63,813",Estadio Santiago BernabÈu,Ignacio Iglesias
34,Wed,4/29/2015,22:00 (20:00),Elche,4@0,La CoruÒa,"19,251",Estadio Manuel MartÌnez Valero,Alfonso ¡Ålvarez
34,Wed,4/29/2015,22:00 (20:00),Villarreal,0@1,AtlÈtico Madrid,"18,725",Estadio de la Cer·mica,JosÈ Gonz·lez
34,Thu,4/30/2015,20:00 (18:00),Rayo Vallecano,1@1,Valencia,"10,055",Estadio del Rayo Vallecano,IÒaki Bikandi
34,Thu,4/30/2015,22:00 (20:00),Granada,1@2,Espanyol,"15,097",Estadio Nuevo Los C·rmenes,Carlos Velasco
35,Fri,5/1/2015,20:45 (18:45),Real Sociedad,3@0,Levante,"18,821",Estadio Municipal de Anoeta,Carlos del Cerro
35,Sat,5/2/2015,16:00 (14:00),CÛrdoba,0@8,Barcelona,"13,775",Estadio Nuevo Arc·ngel,Carlos Clos GÛmez
35,Sat,5/2/2015,18:00 (16:00),AtlÈtico Madrid,0@0,Athletic Club,"48,452",Estadio Vicente CalderÛn,Santiago Jaime
35,Sat,5/2/2015,20:00 (18:00),Sevilla,2@3,Real Madrid,"39,689",Estadio RamÛn S·nchez Pizju·n,JosÈ Gonz·lez
35,Sat,5/2/2015,22:00 (20:00),La CoruÒa,1@1,Villarreal,"20,817",Estadio Municipal de Riazor,Alejandro Hern·ndez
35,Sun,5/3/2015,12:00 (10:00),Espanyol,1@1,Rayo Vallecano,"16,479",RCDE Stadium,Fernando Teixeira
35,Sun,5/3/2015,17:00 (15:00),Getafe,1@2,Granada,"5,897",Coliseum Alfonso PÈrez,Eduardo Prieto
35,Sun,5/3/2015,19:00 (17:00),Valencia,3@1,Eibar,"39,320",Estadio de Mestalla,Javier Estrada
35,Sun,5/3/2015,21:00 (19:00),M·laga,1@2,Elche,"18,714",Estadio La Rosaleda,Alberto Undiano
35,Mon,5/4/2015,20:45 (18:45),AlmerÌa,2@2,Celta Vigo,"10,898",Estadio de los Juegos Mediterr·neos,JosÈ Teixeira
36,Fri,5/8/2015,20:45 (18:45),Eibar,0@2,Espanyol,"5,648",Estadio Municipal de Ipur˙a,JosÈ Teixeira
36,Sat,5/9/2015,16:00 (14:00),Granada,2@0,CÛrdoba,"19,266",Estadio Nuevo Los C·rmenes,Fernando Teixeira
36,Sat,5/9/2015,18:00 (16:00),Barcelona,2@0,Real Sociedad,"86,047",Camp Nou,Ignacio Iglesias
36,Sat,5/9/2015,20:00 (18:00),Real Madrid,2@2,Valencia,"79,897",Estadio Santiago BernabÈu,Carlos Clos GÛmez
36,Sat,5/9/2015,22:00 (20:00),Athletic Club,1@1,La CoruÒa,"39,670",San MamÈs,Jes˙s Gil
36,Sun,5/10/2015,12:00 (10:00),Levante,2@2,AtlÈtico Madrid,"19,314",Estadio Ciudad de Valencia,Alejandro Hern·ndez
36,Sun,5/10/2015,17:00 (15:00),Villarreal,1@0,Elche,"13,629",Estadio de la Cer·mica,Carlos del Cerro
36,Sun,5/10/2015,19:00 (17:00),AlmerÌa,1@2,M·laga,"10,690",Estadio de los Juegos Mediterr·neos,Eduardo Prieto
36,Sun,5/10/2015,21:00 (19:00),Celta Vigo,1@1,Sevilla,"18,957",Estadio de BalaÌdos,Carlos Velasco
36,Mon,5/11/2015,20:45 (18:45),Rayo Vallecano,2@0,Getafe,"9,475",Estadio del Rayo Vallecano,Pedro PÈrez
37,Sun,5/17/2015,19:00 (17:00),AtlÈtico Madrid,0@1,Barcelona,"53,254",Estadio Vicente CalderÛn,Alberto Undiano
37,Sun,5/17/2015,19:00 (17:00),Valencia,1@1,Celta Vigo,"44,498",Estadio de Mestalla,Jes˙s Gil
37,Sun,5/17/2015,19:00 (17:00),CÛrdoba,1@2,Rayo Vallecano,"7,619",Estadio Nuevo Arc·ngel,Antonio MatÈu Lahoz
37,Sun,5/17/2015,19:00 (17:00),Getafe,1@1,Eibar,"8,808",Coliseum Alfonso PÈrez,Carlos Clos GÛmez
37,Sun,5/17/2015,19:00 (17:00),Real Sociedad,0@3,Granada,"20,644",Estadio Municipal de Anoeta,Javier Estrada
37,Sun,5/17/2015,19:00 (17:00),Villarreal,2@1,M·laga,"13,105",Estadio de la Cer·mica,Carlos Velasco
37,Sun,5/17/2015,19:00 (17:00),La CoruÒa,2@0,Levante,"30,251",Estadio Municipal de Riazor,JosÈ Gonz·lez
37,Sun,5/17/2015,19:00 (17:00),Elche,2@3,Athletic Club,"22,693",Estadio Manuel MartÌnez Valero,Alejandro Hern·ndez
37,Sun,5/17/2015,19:00 (17:00),Sevilla,2@1,AlmerÌa,"32,511",Estadio RamÛn S·nchez Pizju·n,IÒaki Bikandi
37,Sun,5/17/2015,19:00 (17:00),Espanyol,1@4,Real Madrid,"30,180",RCDE Stadium,Juan MartÌnez
38,Sat,5/23/2015,16:30 (14:30),Levante,0@0,Elche,"11,847",Estadio Ciudad de Valencia,Mario Melero
38,Sat,5/23/2015,18:30 (16:30),M·laga,2@3,Sevilla,"23,103",Estadio La Rosaleda,Ignacio Iglesias
38,Sat,5/23/2015,18:30 (16:30),AlmerÌa,2@3,Valencia,"11,137",Estadio de los Juegos Mediterr·neos,Alejandro Hern·ndez
38,Sat,5/23/2015,18:30 (16:30),Granada,0@0,AtlÈtico Madrid,"28,848",Estadio Nuevo Los C·rmenes,JosÈ Gonz·lez
38,Sat,5/23/2015,18:30 (16:30),Athletic Club,4@0,Villarreal,"43,276",San MamÈs,Eduardo Prieto
38,Sat,5/23/2015,18:30 (16:30),Celta Vigo,3@2,Espanyol,"15,000",Estadio de BalaÌdos,Carlos del Cerro
38,Sat,5/23/2015,18:30 (16:30),Rayo Vallecano,2@4,Real Sociedad,"9,513",Estadio del Rayo Vallecano,Fernando Teixeira
38,Sat,5/23/2015,18:30 (16:30),Eibar,3@0,CÛrdoba,"6,065",Estadio Municipal de Ipur˙a,Alfonso ¡Ålvarez
38,Sat,5/23/2015,18:30 (16:30),Barcelona,2@2,La CoruÒa,"93,743",Camp Nou,Carlos Clos GÛmez
38,Sat,5/23/2015,20:30 (18:30),Real Madrid,7@3,Getafe,"63,769",Estadio Santiago BernabÈu,JosÈ Teixeira
