Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee
24,Sat,2/17/2018,12:00,Las Palmas,1@2,Sevilla,"19,161",Estadio de Gran Canaria,Ignacio Iglesias
24,Sat,2/17/2018,16:15 (15:15),Eibar,0@2,Barcelona,"6,760",Estadio Municipal de Ipurúa,Alejandro Hernández
24,Sat,2/17/2018,18:30 (17:30),Alavés,1@0,La Coruña,"19,453",Estadio de Mendizorroza,Mario Melero
24,Sat,2/17/2018,20:45 (19:45),Málaga,1@2,Valencia,"21,134",Estadio La Rosaleda,Daniel Trujillo
24,Sun,2/18/2018,12:00 (11:00),Real Sociedad,3@0,Levante,"18,189",Estadio Municipal de Anoeta,Santiago Jaime
24,Sun,2/18/2018,16:15 (15:15),Atlético Madrid,2@0,Athletic Club,"60,022",Estadio Wanda Metropolitano,José González
24,Sun,2/18/2018,18:30 (17:30),Espanyol,1@1,Villarreal,"19,688",RCDE Stadium,José Munuera
24,Sun,2/18/2018,20:45 (19:45),Betis,3@5,Real Madrid,"53,486",Estadio Benito Villamarín,Jesús Gil
24,Mon,2/19/2018,21:00 (20:00),Getafe,3@0,Celta Vigo,"8,367",Coliseum Alfonso Pérez,Pablo González
16,Wed,2/21/2018,18:45 (17:45),Leganés,1@3,Real Madrid,"11,423",Estadio Municipal de Butarque,José González
25,Fri,2/23/2018,21:00 (20:00),La Coruña,0@0,Espanyol,"18,028",Estadio Municipal de Riazor,David Fernández
25,Sat,2/24/2018,13:00 (12:00),Celta Vigo,2@0,Eibar,"15,383",Estadio de Balaídos,Carlos del Cerro
25,Sat,2/24/2018,16:15 (15:15),Real Madrid,4@0,Alavés,"75,181",Estadio Santiago Bernabéu,Javier Estrada
25,Sat,2/24/2018,18:30 (17:30),Leganés,0@0,Las Palmas,"9,325",Estadio Municipal de Butarque,Santiago Jaime
25,Sat,2/24/2018,20:45 (19:45),Barcelona,6@1,Girona,"85,417",Camp Nou,Alberola Rojas
25,Sun,2/25/2018,12:00 (11:00),Villarreal,1@0,Getafe,"16,125",Estadio de la Cerámica,José Sánchez
25,Sun,2/25/2018,16:15 (15:15),Athletic Club,2@1,Málaga,"37,518",San Mamés,Alejandro Hernández
25,Sun,2/25/2018,18:30 (17:30),Valencia,2@1,Real Sociedad,"37,195",Estadio de Mestalla,Pablo González
25,Sun,2/25/2018,20:45 (19:45),Sevilla,2@5,Atlético Madrid,"37,884",Estadio Ramón Sánchez Pizjuán,Juan Martínez
25,Mon,2/26/2018,21:00 (20:00),Levante,0@2,Betis,"16,545",Estadio Ciudad de Valencia,Ricardo de Burgos
26,Tue,2/27/2018,20:00 (19:00),Espanyol,1@0,Real Madrid,"19,805",RCDE Stadium,José Sánchez
26,Tue,2/27/2018,21:30 (20:30),Girona,1@0,Celta Vigo,"6,392",Estadi Municipal de Montilivi,Daniel Trujillo
26,Wed,2/28/2018,19:30 (18:30),Málaga,0@1,Sevilla,"15,516",Estadio La Rosaleda,Carlos del Cerro
26,Wed,2/28/2018,19:30 (18:30),Athletic Club,1@1,Valencia,"34,382",San Mamés,Jesús Gil
26,Wed,2/28/2018,19:30 (18:30),Getafe,3@0,La Coruña,"5,097",Coliseum Alfonso Pérez,José Munuera
26,Wed,2/28/2018,21:30 (20:30),Atlético Madrid,4@0,Leganés,"35,033",Estadio Wanda Metropolitano,Javier Estrada
26,Wed,2/28/2018,21:30 (20:30),Eibar,1@0,Villarreal,"4,056",Estadio Municipal de Ipurúa,Mario Melero
26,Thu,3/1/2018,19:30 (18:30),Betis,0@0,Real Sociedad,"40,288",Estadio Benito Villamarín,José González
26,Thu,3/1/2018,20:00,Las Palmas,1@1,Barcelona,"23,778",Estadio de Gran Canaria,Antonio Matéu Lahoz
26,Thu,3/1/2018,21:30 (20:30),Alavés,1@0,Levante,"16,812",Estadio de Mendizorroza,David Fernández
27,Sat,3/3/2018,13:00 (12:00),Villarreal,0@2,Girona,"14,540",Estadio de la Cerámica,Pablo González
27,Sat,3/3/2018,16:15 (15:15),Sevilla,2@0,Athletic Club,"25,185",Estadio Ramón Sánchez Pizjuán,Alberto Undiano
27,Sat,3/3/2018,18:30 (17:30),La Coruña,1@1,Eibar,"19,317",Estadio Municipal de Riazor,Santiago Jaime
27,Sat,3/3/2018,18:30 (17:30),Leganés,2@0,Málaga,"6,937",Estadio Municipal de Butarque,Ignacio Iglesias
27,Sat,3/3/2018,20:45 (19:45),Real Madrid,3@1,Getafe,"55,106",Estadio Santiago Bernabéu,Mario Melero
27,Sun,3/4/2018,12:00 (11:00),Levante,1@1,Espanyol,"17,143",Estadio Ciudad de Valencia,Alberola Rojas
27,Sun,3/4/2018,16:15 (15:15),Barcelona,1@0,Atlético Madrid,"90,356",Camp Nou,Jesús Gil
27,Sun,3/4/2018,18:30 (17:30),Real Sociedad,2@1,Alavés,"21,445",Estadio Municipal de Anoeta,Juan Martínez
27,Sun,3/4/2018,20:45 (19:45),Valencia,2@0,Betis,"35,565",Estadio de Mestalla,Alejandro Hernández
27,Mon,3/5/2018,21:00 (20:00),Celta Vigo,2@1,Las Palmas,"11,276",Estadio de Balaídos,Ricardo de Burgos
28,Fri,3/9/2018,21:00 (20:00),Girona,2@0,La Coruña,"10,663",Estadi Municipal de Montilivi,Alberto Undiano
28,Sat,3/10/2018,13:00 (12:00),Eibar,1@2,Real Madrid,"6,707",Estadio Municipal de Ipurúa,José Munuera
28,Sat,3/10/2018,16:15 (15:15),Sevilla,0@2,Valencia,"33,287",Estadio Ramón Sánchez Pizjuán,Ricardo de Burgos
28,Sat,3/10/2018,18:30 (17:30),Getafe,0@1,Levante,"8,136",Coliseum Alfonso Pérez,Daniel Trujillo
28,Sat,3/10/2018,20:45 (19:45),Málaga,0@2,Barcelona,"26,667",Estadio La Rosaleda,Juan Martínez
28,Sun,3/11/2018,12:00 (11:00),Espanyol,2@1,Real Sociedad,"20,314",RCDE Stadium,Antonio Matéu Lahoz
28,Sun,3/11/2018,16:15 (15:15),Atlético Madrid,3@0,Celta Vigo,"55,076",Estadio Wanda Metropolitano,Alberola Rojas
28,Sun,3/11/2018,17:30,Las Palmas,0@2,Villarreal,"18,907",Estadio de Gran Canaria,David Medié
28,Sun,3/11/2018,20:45 (19:45),Athletic Club,2@0,Leganés,"30,787",San Mamés,José Sánchez
28,Mon,3/12/2018,21:00 (20:00),Alavés,1@3,Betis,"17,239",Estadio de Mendizorroza,Carlos del Cerro
29,Fri,3/16/2018,21:00 (20:00),Levante,2@1,Eibar,"16,028",Estadio Ciudad de Valencia,Ignacio Iglesias
29,Sat,3/17/2018,13:00 (12:00),La Coruña,1@1,Las Palmas,"18,773",Estadio Municipal de Riazor,Juan Martínez
29,Sat,3/17/2018,16:15 (15:15),Valencia,3@1,Alavés,"35,264",Estadio de Mestalla,José Munuera
29,Sat,3/17/2018,18:30 (17:30),Real Sociedad,1@2,Getafe,"17,509",Estadio Municipal de Anoeta,Javier Estrada
29,Sat,3/17/2018,20:45 (19:45),Betis,3@0,Espanyol,"31,230",Estadio Benito Villamarín,Ricardo de Burgos
29,Sun,3/18/2018,12:00 (11:00),Leganés,2@1,Sevilla,"10,037",Estadio Municipal de Butarque,Alberola Rojas
29,Sun,3/18/2018,16:15 (15:15),Barcelona,2@0,Athletic Club,"84,053",Camp Nou,Santiago Jaime
29,Sun,3/18/2018,18:30 (17:30),Villarreal,2@1,Atlético Madrid,"19,385",Estadio de la Cerámica,David Fernández
29,Sun,3/18/2018,18:30 (17:30),Celta Vigo,0@0,Málaga,"17,230",Estadio de Balaídos,Alberto Undiano
29,Sun,3/18/2018,20:45 (19:45),Real Madrid,6@3,Girona,"59,097",Estadio Santiago Bernabéu,Jesús Gil
30,Sat,3/31/2018,13:00 (11:00),Girona,1@1,Levante,"11,391",Estadi Municipal de Montilivi,Ricardo de Burgos
30,Sat,3/31/2018,16:15 (14:15),Athletic Club,1@1,Celta Vigo,"33,657",San Mamés,Carlos del Cerro
30,Sat,3/31/2018,17:30 (16:30),Las Palmas,0@3,Real Madrid,"22,942",Estadio de Gran Canaria,Pablo González
30,Sat,3/31/2018,20:45 (18:45),Sevilla,2@2,Barcelona,"37,588",Estadio Ramón Sánchez Pizjuán,José González
30,Sun,4/1/2018,12:00 (10:00),Espanyol,0@0,Alavés,"15,448",RCDE Stadium,Ignacio Iglesias
30,Sun,4/1/2018,16:15 (14:15),Leganés,0@1,Valencia,"10,697",Estadio Municipal de Butarque,Mario Melero
30,Sun,4/1/2018,18:30 (16:30),Eibar,0@0,Real Sociedad,"6,233",Estadio Municipal de Ipurúa,José Sánchez
30,Sun,4/1/2018,18:30 (16:30),Málaga,1@0,Villarreal,"19,142",Estadio La Rosaleda,Alfonso Ãlvarez
30,Sun,4/1/2018,20:45 (18:45),Atlético Madrid,1@0,La Coruña,"49,351",Estadio Wanda Metropolitano,Daniel Trujillo
30,Mon,4/2/2018,21:00 (19:00),Getafe,0@1,Betis,"10,628",Coliseum Alfonso Pérez,Alberto Undiano
31,Fri,4/6/2018,21:00 (19:00),La Coruña,3@2,Málaga,"16,932",Estadio Municipal de Riazor,Antonio Matéu Lahoz
31,Sat,4/7/2018,13:00 (11:00),Alavés,2@0,Getafe,"18,241",Estadio de Mendizorroza,Santiago Jaime
31,Sat,4/7/2018,16:15 (14:15),Celta Vigo,4@0,Sevilla,"16,919",Estadio de Balaídos,Alfonso Ãlvarez
31,Sat,4/7/2018,18:30 (16:30),Betis,2@0,Eibar,"50,194",Estadio Benito Villamarín,David Medié
31,Sat,4/7/2018,20:45 (18:45),Barcelona,3@1,Leganés,"72,126",Camp Nou,Ricardo de Burgos
31,Sun,4/8/2018,12:00 (10:00),Levante,2@1,Las Palmas,"18,402",Estadio Ciudad de Valencia,David Fernández
31,Sun,4/8/2018,16:15 (14:15),Real Madrid,1@1,Atlético Madrid,"78,769",Estadio Santiago Bernabéu,Javier Estrada
31,Sun,4/8/2018,18:30 (16:30),Real Sociedad,5@0,Girona,"18,027",Estadio Municipal de Anoeta,José Munuera
31,Sun,4/8/2018,20:45 (18:45),Valencia,1@0,Espanyol,"36,296",Estadio de Mestalla,Jesús Gil
31,Mon,4/9/2018,21:00 (19:00),Villarreal,1@3,Athletic Club,"14,879",Estadio de la Cerámica,Ignacio Iglesias
32,Fri,4/13/2018,21:00 (19:00),Girona,0@1,Betis,"11,286",Estadi Municipal de Montilivi,Santiago Jaime
32,Sat,4/14/2018,13:00 (11:00),Sevilla,2@2,Villarreal,"32,192",Estadio Ramón Sánchez Pizjuán,Pablo González
32,Sat,4/14/2018,16:15 (14:15),Barcelona,2@1,Valencia,"69,544",Camp Nou,Carlos del Cerro
32,Sat,4/14/2018,17:30 (16:30),Las Palmas,0@1,Real Sociedad,"10,531",Estadio de Gran Canaria,Alfonso Ãlvarez
32,Sat,4/14/2018,18:30 (16:30),Leganés,1@0,Celta Vigo,"10,393",Estadio Municipal de Butarque,Alejandro Hernández
32,Sat,4/14/2018,20:45 (18:45),Athletic Club,2@3,La Coruña,"37,715",San Mamés,José González
32,Sun,4/15/2018,12:00 (10:00),Eibar,0@1,Alavés,"5,754",Estadio Municipal de Ipurúa,Alberto Undiano
32,Sun,4/15/2018,16:15 (14:15),Atlético Madrid,3@0,Levante,"58,043",Estadio Wanda Metropolitano,Jesús Gil
32,Sun,4/15/2018,18:30 (16:30),Getafe,1@0,Espanyol,"10,593",Coliseum Alfonso Pérez,Mario Melero
32,Sun,4/15/2018,20:45 (18:45),Málaga,1@2,Real Madrid,"27,112",Estadio La Rosaleda,Ricardo de Burgos
33,Tue,4/17/2018,19:30 (17:30),La Coruña,0@0,Sevilla,"24,374",Estadio Municipal de Riazor,David Medié
33,Tue,4/17/2018,21:00 (19:00),Celta Vigo,2@2,Barcelona,"20,347",Estadio de Balaídos,David Fernández
33,Tue,4/17/2018,21:30 (19:30),Villarreal,2@1,Leganés,"12,556",Estadio de la Cerámica,Daniel Trujillo
33,Wed,4/18/2018,19:30 (17:30),Espanyol,0@1,Eibar,"12,113",RCDE Stadium,Alejandro Hernández
33,Wed,4/18/2018,19:30 (17:30),Valencia,1@2,Getafe,"35,829",Estadio de Mestalla,Ricardo de Burgos
33,Wed,4/18/2018,21:30 (19:30),Real Madrid,1@1,Athletic Club,"59,193",Estadio Santiago Bernabéu,Juan Martínez
33,Thu,4/19/2018,19:30 (17:30),Alavés,1@2,Girona,"18,366",Estadio de Mendizorroza,Pablo González
33,Thu,4/19/2018,19:30 (17:30),Real Sociedad,3@0,Atlético Madrid,"21,404",Estadio Municipal de Anoeta,Alberola Rojas
33,Thu,4/19/2018,21:30 (19:30),Levante,1@0,Málaga,"17,372",Estadio Ciudad de Valencia,Santiago Jaime
33,Thu,4/19/2018,21:30 (19:30),Betis,1@0,Las Palmas,"45,151",Estadio Benito Villamarín,José Sánchez
34,Fri,4/20/2018,21:00 (19:00),Leganés,0@0,La Coruña,"10,124",Estadio Municipal de Butarque,Alfonso Ãlvarez
34,Sat,4/21/2018,13:00 (11:00),Eibar,0@1,Getafe,"4,860",Estadio Municipal de Ipurúa,Ignacio Iglesias
34,Sat,4/21/2018,16:15 (14:15),Celta Vigo,1@1,Valencia,"17,316",Estadio de Balaídos,Alberto Undiano
34,Sun,4/22/2018,12:00 (10:00),Girona,0@2,Espanyol,"12,313",Estadi Municipal de Montilivi,Alberola Rojas
34,Sun,4/22/2018,16:15 (14:15),Málaga,2@0,Real Sociedad,"14,102",Estadio La Rosaleda,Javier Estrada
34,Sun,4/22/2018,17:30 (16:30),Las Palmas,0@4,Alavés,"7,143",Estadio de Gran Canaria,Mario Melero
34,Sun,4/22/2018,20:45 (18:45),Atlético Madrid,0@0,Betis,200,Estadio Wanda Metropolitano,Juan Martínez
34,Mon,4/23/2018,21:00 (19:00),Athletic Club,1@3,Levante,"24,587",San Mamés,José Munuera
35,Fri,4/27/2018,21:00 (19:00),Levante,2@1,Sevilla,"17,240",Estadio Ciudad de Valencia,José González
35,Sat,4/28/2018,13:00 (11:00),Espanyol,1@1,Las Palmas,"13,589",RCDE Stadium,Pablo González
35,Sat,4/28/2018,16:15 (14:15),Real Sociedad,3@1,Athletic Club,"23,972",Estadio Municipal de Anoeta,José Sánchez
35,Sat,4/28/2018,18:30 (16:30),Real Madrid,2@1,Leganés,"59,905",Estadio Santiago Bernabéu,Ignacio Iglesias
35,Sat,4/28/2018,20:45 (18:45),Villarreal,4@1,Celta Vigo,"14,135",Estadio de la Cerámica,Alberola Rojas
35,Sun,4/29/2018,12:00 (10:00),Getafe,1@1,Girona,"8,011",Coliseum Alfonso Pérez,Alejandro Hernández
35,Sun,4/29/2018,16:15 (14:15),Alavés,0@1,Atlético Madrid,"18,944",Estadio de Mendizorroza,David Fernández
35,Sun,4/29/2018,18:30 (16:30),Valencia,0@0,Eibar,"40,328",Estadio de Mestalla,Santiago Jaime
35,Sun,4/29/2018,20:45 (18:45),La Coruña,2@4,Barcelona,"25,721",Estadio Municipal de Riazor,Ricardo de Burgos
35,Mon,4/30/2018,21:00 (19:00),Betis,2@1,Málaga,"53,163",Estadio Benito Villamarín,Carlos del Cerro
36,Fri,5/4/2018,21:00 (19:00),Sevilla,1@0,Real Sociedad,"34,733",Estadio Ramón Sánchez Pizjuán,Santiago Jaime
36,Sat,5/5/2018,13:00 (11:00),Girona,1@4,Eibar,"9,706",Estadi Municipal de Montilivi,Daniel Trujillo
36,Sat,5/5/2018,16:15 (14:15),Athletic Club,2@0,Betis,"34,491",San Mamés,Alberola Rojas
36,Sat,5/5/2018,18:30 (16:30),Celta Vigo,1@1,La Coruña,"20,816",Estadio de Balaídos,Carlos del Cerro
36,Sat,5/5/2018,20:45 (18:45),Villarreal,1@0,Valencia,"19,079",Estadio de la Cerámica,Jesús Gil
36,Sun,5/6/2018,12:00 (10:00),Málaga,0@3,Alavés,"14,024",Estadio La Rosaleda,José González
36,Sun,5/6/2018,16:15 (14:15),Atlético Madrid,0@2,Espanyol,"49,834",Estadio Wanda Metropolitano,José Munuera
36,Sun,5/6/2018,17:30 (16:30),Las Palmas,0@1,Getafe,"4,624",Estadio de Gran Canaria,Alberto Undiano
36,Sun,5/6/2018,20:45 (18:45),Barcelona,2@2,Real Madrid,"97,939",Camp Nou,Alejandro Hernández
36,Mon,5/7/2018,21:00 (19:00),Leganés,0@3,Levante,"7,832",Estadio Municipal de Butarque,José Sánchez
34,Wed,5/9/2018,20:00 (18:00),Barcelona,5@1,Villarreal,"54,743",Camp Nou,José Sánchez
34,Wed,5/9/2018,21:30 (19:30),Sevilla,3@2,Real Madrid,"38,524",Estadio Ramón Sánchez Pizjuán,Antonio Matéu Lahoz
37,Sat,5/12/2018,16:15 (14:15),Real Sociedad,3@2,Leganés,"19,981",Estadio Municipal de Anoeta,David Medié
37,Sat,5/12/2018,18:30 (16:30),Girona,0@1,Valencia,"10,850",Estadi Municipal de Montilivi,Ignacio Iglesias
37,Sat,5/12/2018,18:30 (16:30),La Coruña,2@4,Villarreal,"12,789",Estadio Municipal de Riazor,Alejandro Hernández
37,Sat,5/12/2018,18:30 (16:30),Betis,2@2,Sevilla,"55,588",Estadio Benito Villamarín,Alfonso Ãlvarez
37,Sat,5/12/2018,18:30 (16:30),Getafe,0@1,Atlético Madrid,"12,187",Coliseum Alfonso Pérez,Alberola Rojas
37,Sat,5/12/2018,18:30 (16:30),Eibar,1@0,Las Palmas,"5,107",Estadio Municipal de Ipurúa,Antonio Matéu Lahoz
37,Sat,5/12/2018,18:30 (16:30),Alavés,3@1,Athletic Club,"19,458",Estadio de Mendizorroza,Javier Estrada
37,Sat,5/12/2018,20:45 (18:45),Real Madrid,6@0,Celta Vigo,"56,474",Estadio Santiago Bernabéu,Pablo González
37,Sun,5/13/2018,16:15 (14:15),Espanyol,4@1,Málaga,"15,004",RCDE Stadium,Juan Martínez
37,Sun,5/13/2018,20:45 (18:45),Levante,5@4,Barcelona,"22,384",Estadio Ciudad de Valencia,Mario Melero
38,Sat,5/19/2018,13:00 (11:00),Celta Vigo,4@2,Levante,"10,480",Estadio de Balaídos,Ricardo de Burgos
38,Sat,5/19/2018,16:15 (14:15),Leganés,3@2,Betis,"10,813",Estadio Municipal de Butarque,Jesús Gil
38,Sat,5/19/2018,17:30 (16:30),Las Palmas,1@2,Girona,"6,362",Estadio de Gran Canaria,Santiago Jaime
38,Sat,5/19/2018,18:30 (16:30),Málaga,0@1,Getafe,"9,570",Estadio La Rosaleda,Daniel Trujillo
38,Sat,5/19/2018,18:30 (16:30),Sevilla,1@0,Alavés,"22,513",Estadio Ramón Sánchez Pizjuán,Carlos del Cerro
38,Sat,5/19/2018,20:45 (18:45),Villarreal,2@2,Real Madrid,"18,891",Estadio de la Cerámica,José Sánchez
38,Sun,5/20/2018,12:00 (10:00),Valencia,2@1,La Coruña,"35,376",Estadio de Mestalla,David Medié
38,Sun,5/20/2018,16:15 (14:15),Athletic Club,0@1,Espanyol,"28,492",San Mamés,David Fernández
38,Sun,5/20/2018,18:30 (16:30),Atlético Madrid,2@2,Eibar,"63,229",Estadio Wanda Metropolitano,Alfonso Ãlvarez
38,Sun,5/20/2018,20:45 (18:45),Barcelona,1@0,Real Sociedad,"84,168",Camp Nou,José Munuera
