Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee
3,Fri,8/30/2019,20:00 (18:00),Sevilla,1@1,Celta Vigo,"37,787",Estadio Ramón Sánchez Pizjuán,Carlos del Cerro
3,Fri,8/30/2019,22:00 (20:00),Athletic Club,2@0,Real Sociedad,"46,697",San Mamés,Javier Estrada
3,Sat,8/31/2019,17:00 (15:00),Osasuna,2@2,Barcelona,"16,742",Estadio El Sadar,Juan Martínez
3,Sat,8/31/2019,19:00 (17:00),Getafe,1@1,Alavés,"10,806",Coliseum Alfonso Pérez,Mario Melero
3,Sat,8/31/2019,19:00 (17:00),Levante,2@0,Valladolid,"19,347",Estadio Ciudad de Valencia,Adrián Cordero
3,Sat,8/31/2019,21:00 (19:00),Betis,2@1,Leganés,"47,819",Estadio Benito Villamarín,Guillermo Cuadra
3,Sun,9/1/2019,17:00 (15:00),Valencia,2@0,Mallorca,"40,441",Estadio de Mestalla,Alberola Rojas
3,Sun,9/1/2019,19:00 (17:00),Espanyol,0@3,Granada,"20,870",RCDE Stadium,César Soto
3,Sun,9/1/2019,19:00 (17:00),Atlético Madrid,3@2,Eibar,"56,664",Estadio Wanda Metropolitano,Santiago Jaime
3,Sun,9/1/2019,21:00 (19:00),Villarreal,2@2,Real Madrid,"20,128",Estadio de la Cerámica,Jesús Gil
4,Fri,9/13/2019,21:00 (19:00),Mallorca,0@0,Athletic Club,"16,390",Iberostar Estadi,Pablo González
4,Sat,9/14/2019,13:00 (11:00),Real Madrid,3@2,Levante,"60,401",Estadio Santiago Bernabéu,Ricardo de Burgos
4,Sat,9/14/2019,16:00 (14:00),Leganés,0@3,Villarreal,"7,670",Estadio Municipal de Butarque,David Medié
4,Sat,9/14/2019,18:30 (16:30),Real Sociedad,2@0,Atlético Madrid,"34,719",Estadio Municipal de Anoeta,Antonio Matéu Lahoz
4,Sat,9/14/2019,21:00 (19:00),Barcelona,5@2,Valencia,"81,617",Camp Nou,José Sánchez
4,Sun,9/15/2019,12:00 (10:00),Eibar,1@2,Espanyol,"5,410",Estadio Municipal de Ipurúa,Valentín Pizarro
4,Sun,9/15/2019,14:00 (12:00),Alavés,0@1,Sevilla,"16,309",Estadio de Mendizorroza,Alejandro Hernández
4,Sun,9/15/2019,16:00 (14:00),Celta Vigo,0@2,Granada,"18,259",Estadio de Balaídos,Eduardo Prieto
4,Sun,9/15/2019,18:30 (16:30),Valladolid,1@1,Osasuna,"20,670",Estadio Municipal José Zorrilla,José Luis Munuera
4,Sun,9/15/2019,21:00 (19:00),Betis,1@1,Getafe,"47,884",Estadio Benito Villamarín,José González
5,Fri,9/20/2019,21:00 (19:00),Osasuna,0@0,Betis,"15,569",Estadio El Sadar,Carlos del Cerro
5,Sat,9/21/2019,13:00 (11:00),Villarreal,2@0,Valladolid,"16,195",Estadio de la Cerámica,César Soto
5,Sat,9/21/2019,16:00 (14:00),Levante,0@0,Eibar,"18,904",Estadio Ciudad de Valencia,Alberola Rojas
5,Sat,9/21/2019,18:30 (16:30),Atlético Madrid,0@0,Celta Vigo,"57,701",Estadio Wanda Metropolitano,Mario Melero
5,Sat,9/21/2019,21:00 (19:00),Granada,2@0,Barcelona,"18,880",Estadio Nuevo Los Cármenes,Guillermo Cuadra
5,Sun,9/22/2019,12:00 (10:00),Getafe,4@2,Mallorca,"11,338",Coliseum Alfonso Pérez,Santiago Jaime
5,Sun,9/22/2019,14:00 (12:00),Espanyol,1@3,Real Sociedad,"19,173",RCDE Stadium,Adrián Cordero
5,Sun,9/22/2019,16:00 (14:00),Valencia,1@1,Leganés,"39,014",Estadio de Mestalla,Javier Estrada
5,Sun,9/22/2019,18:30 (16:30),Athletic Club,2@0,Alavés,"45,143",San Mamés,Jesús Gil
5,Sun,9/22/2019,21:00 (19:00),Sevilla,0@1,Real Madrid,"42,354",Estadio Ramón Sánchez Pizjuán,Juan Martínez
6,Tue,9/24/2019,19:00 (17:00),Valladolid,1@1,Granada,"18,410",Estadio Municipal José Zorrilla,Valentín Pizarro
6,Tue,9/24/2019,20:00 (18:00),Betis,3@1,Levante,"44,560",Estadio Benito Villamarín,Eduardo Prieto
6,Tue,9/24/2019,21:00 (19:00),Barcelona,2@1,Villarreal,"70,316",Camp Nou,Ricardo de Burgos
6,Wed,9/25/2019,19:00 (17:00),Mallorca,0@2,Atlético Madrid,"19,348",Iberostar Estadi,Alejandro Hernández
6,Wed,9/25/2019,19:00 (17:00),Leganés,1@1,Athletic Club,"11,036",Estadio Municipal de Butarque,José González
6,Wed,9/25/2019,20:00 (18:00),Valencia,3@3,Getafe,"37,814",Estadio de Mestalla,José Luis Munuera
6,Wed,9/25/2019,21:00 (19:00),Real Madrid,2@0,Osasuna,"57,520",Estadio Santiago Bernabéu,Antonio Matéu Lahoz
6,Thu,9/26/2019,19:00 (17:00),Eibar,3@2,Sevilla,"5,434",Estadio Municipal de Ipurúa,Pablo González
6,Thu,9/26/2019,20:00 (18:00),Celta Vigo,1@1,Espanyol,"16,361",Estadio de Balaídos,José Sánchez
6,Thu,9/26/2019,21:00 (19:00),Real Sociedad,3@0,Alavés,"28,720",Estadio Municipal de Anoeta,David Medié
7,Fri,9/27/2019,21:00 (19:00),Villarreal,5@1,Betis,"18,135",Estadio de la Cerámica,Javier Estrada
7,Sat,9/28/2019,13:00 (11:00),Athletic Club,0@1,Valencia,"42,420",San Mamés,Mario Melero
7,Sat,9/28/2019,16:00 (14:00),Getafe,0@2,Barcelona,"15,135",Coliseum Alfonso Pérez,Jesús Gil
7,Sat,9/28/2019,18:30 (16:30),Granada,1@0,Leganés,"15,519",Estadio Nuevo Los Cármenes,Adrián Cordero
7,Sat,9/28/2019,21:00 (19:00),Atlético Madrid,0@0,Real Madrid,"68,032",Estadio Wanda Metropolitano,José González
7,Sun,9/29/2019,12:00 (10:00),Espanyol,0@2,Valladolid,"20,911",RCDE Stadium,Guillermo Cuadra
7,Sun,9/29/2019,14:00 (12:00),Eibar,2@0,Celta Vigo,"5,453",Estadio Municipal de Ipurúa,Juan Martínez
7,Sun,9/29/2019,16:00 (14:00),Alavés,2@0,Mallorca,"17,135",Estadio de Mendizorroza,Carlos del Cerro
7,Sun,9/29/2019,18:30 (16:30),Levante,1@1,Osasuna,"19,362",Estadio Ciudad de Valencia,César Soto
7,Sun,9/29/2019,21:00 (19:00),Sevilla,3@2,Real Sociedad,"37,414",Estadio Ramón Sánchez Pizjuán,Alberola Rojas
8,Fri,10/4/2019,21:00 (19:00),Betis,1@1,Eibar,"47,056",Estadio Benito Villamarín,Alejandro Hernández
8,Sat,10/5/2019,13:00 (11:00),Leganés,1@2,Levante,"10,160",Estadio Municipal de Butarque,José Luis Munuera
8,Sat,10/5/2019,16:00 (14:00),Real Madrid,4@2,Granada,"70,315",Estadio Santiago Bernabéu,Santiago Jaime
8,Sat,10/5/2019,18:30 (16:30),Valencia,2@1,Alavés,"38,943",Estadio de Mestalla,Eduardo Prieto
8,Sat,10/5/2019,21:00 (19:00),Osasuna,2@1,Villarreal,"15,349",Estadio El Sadar,Valentín Pizarro
8,Sun,10/6/2019,12:00 (10:00),Mallorca,2@0,Espanyol,"15,052",Iberostar Estadi,Ricardo de Burgos
8,Sun,10/6/2019,14:00 (12:00),Celta Vigo,1@0,Athletic Club,"19,690",Estadio de Balaídos,David Medié
8,Sun,10/6/2019,16:00 (14:00),Valladolid,0@0,Atlético Madrid,"23,650",Estadio Municipal José Zorrilla,José Sánchez
8,Sun,10/6/2019,18:30 (16:30),Real Sociedad,1@2,Getafe,"30,153",Estadio Municipal de Anoeta,Pablo González
8,Sun,10/6/2019,21:00 (19:00),Barcelona,4@0,Sevilla,"81,331",Camp Nou,Antonio Matéu Lahoz
9,Fri,10/18/2019,21:00 (19:00),Granada,1@0,Osasuna,"16,986",Estadio Nuevo Los Cármenes,Javier Estrada
9,Sat,10/19/2019,13:00 (11:00),Eibar,0@3,Barcelona,"7,295",Estadio Municipal de Ipurúa,Mario Melero
9,Sat,10/19/2019,16:00 (14:00),Atlético Madrid,1@1,Valencia,"61,603",Estadio Wanda Metropolitano,Adrián Cordero
9,Sat,10/19/2019,18:30 (16:30),Getafe,2@0,Leganés,13,Coliseum Alfonso Pérez,Juan Martínez
9,Sat,10/19/2019,21:00 (19:00),Mallorca,1@0,Real Madrid,"20,275",Iberostar Estadi,Alberola Rojas
9,Sun,10/20/2019,12:00 (10:00),Alavés,2@0,Celta Vigo,"16,584",Estadio de Mendizorroza,José González
9,Sun,10/20/2019,14:00 (12:00),Real Sociedad,3@1,Betis,"28,032",Estadio Municipal de Anoeta,César Soto
9,Sun,10/20/2019,16:00 (14:00),Espanyol,0@1,Villarreal,"20,653",RCDE Stadium,Carlos del Cerro
9,Sun,10/20/2019,18:30 (16:30),Athletic Club,1@1,Valladolid,"37,107",San Mamés,Jesús Gil
9,Sun,10/20/2019,21:00 (19:00),Sevilla,1@0,Levante,"34,612",Estadio Ramón Sánchez Pizjuán,Guillermo Cuadra
10,Fri,10/25/2019,21:00 (19:00),Villarreal,4@1,Alavés,"16,049",Estadio de la Cerámica,David Medié
10,Sat,10/26/2019,16:00 (14:00),Leganés,1@0,Mallorca,"10,058",Estadio Municipal de Butarque,Eduardo Prieto
10,Sat,10/26/2019,18:30 (16:30),Valladolid,2@0,Eibar,"20,036",Estadio Municipal José Zorrilla,José Luis Munuera
10,Sat,10/26/2019,21:00 (19:00),Atlético Madrid,2@0,Athletic Club,"59,211",Estadio Wanda Metropolitano,Alejandro Hernández
10,Sun,10/27/2019,12:00 (11:00),Celta Vigo,0@1,Real Sociedad,"18,002",Estadio de Balaídos,Valentín Pizarro
10,Sun,10/27/2019,14:00 (13:00),Granada,1@0,Betis,"18,985",Estadio Nuevo Los Cármenes,Antonio Matéu Lahoz
10,Sun,10/27/2019,16:00 (15:00),Levante,0@1,Espanyol,"18,934",Estadio Ciudad de Valencia,Pablo González
10,Sun,10/27/2019,18:30 (17:30),Sevilla,2@0,Getafe,"38,181",Estadio Ramón Sánchez Pizjuán,José Sánchez
10,Sun,10/27/2019,21:00 (20:00),Osasuna,3@1,Valencia,"14,976",Estadio El Sadar,Santiago Jaime
11,Tue,10/29/2019,19:00 (18:00),Alavés,1@1,Atlético Madrid,"17,235",Estadio de Mendizorroza,Javier Estrada
11,Tue,10/29/2019,21:15 (20:15),Barcelona,5@1,Valladolid,"59,896",Camp Nou,Alberola Rojas
11,Wed,10/30/2019,19:00 (18:00),Real Sociedad,1@2,Levante,"28,142",Estadio Municipal de Anoeta,Mario Melero
11,Wed,10/30/2019,19:00 (18:00),Valencia,1@1,Sevilla,"37,881",Estadio de Mestalla,Carlos del Cerro
11,Wed,10/30/2019,20:00 (19:00),Athletic Club,3@0,Espanyol,"37,094",San Mamés,Juan Martínez
11,Wed,10/30/2019,21:00 (20:00),Betis,2@1,Celta Vigo,"43,353",Estadio Benito Villamarín,Jesús Gil
11,Wed,10/30/2019,21:15 (20:15),Real Madrid,5@0,Leganés,"53,870",Estadio Santiago Bernabéu,César Soto
11,Thu,10/31/2019,19:00 (18:00),Eibar,2@1,Villarreal,"5,583",Estadio Municipal de Ipurúa,Guillermo Cuadra
11,Thu,10/31/2019,19:00 (18:00),Mallorca,2@2,Osasuna,"12,641",Iberostar Estadi,Adrián Cordero
11,Thu,10/31/2019,21:15 (20:15),Getafe,3@1,Granada,"10,227",Coliseum Alfonso Pérez,José González
12,Sat,11/2/2019,13:00 (12:00),Espanyol,1@2,Valencia,"18,428",RCDE Stadium,Valentín Pizarro
12,Sat,11/2/2019,16:00 (15:00),Levante,3@1,Barcelona,"23,341",Estadio Ciudad de Valencia,Alejandro Hernández
12,Sat,11/2/2019,18:30 (17:30),Sevilla,1@1,Atlético Madrid,"39,957",Estadio Ramón Sánchez Pizjuán,José González
12,Sat,11/2/2019,21:00 (20:00),Real Madrid,0@0,Betis,"70,375",Estadio Santiago Bernabéu,José Sánchez
12,Sun,11/3/2019,12:00 (11:00),Valladolid,3@0,Mallorca,"18,419",Estadio Municipal José Zorrilla,David Medié
12,Sun,11/3/2019,14:00 (13:00),Villarreal,0@0,Athletic Club,"17,460",Estadio de la Cerámica,Santiago Jaime
12,Sun,11/3/2019,16:00 (15:00),Osasuna,4@2,Alavés,"15,954",Estadio El Sadar,José Luis Munuera
12,Sun,11/3/2019,18:30 (17:30),Celta Vigo,0@1,Getafe,"14,704",Estadio de Balaídos,Antonio Matéu Lahoz
12,Sun,11/3/2019,18:30 (17:30),Leganés,1@2,Eibar,"9,649",Estadio Municipal de Butarque,Pablo González
12,Sun,11/3/2019,21:00 (20:00),Granada,1@2,Real Sociedad,"16,898",Estadio Nuevo Los Cármenes,Eduardo Prieto
13,Fri,11/8/2019,21:00 (20:00),Real Sociedad,1@1,Leganés,"27,684",Estadio Municipal de Anoeta,Juan Martínez
13,Sat,11/9/2019,13:00 (12:00),Alavés,3@0,Valladolid,"16,148",Estadio de Mendizorroza,Mario Melero
13,Sat,11/9/2019,16:00 (15:00),Valencia,2@0,Granada,"39,882",Estadio de Mestalla,Javier Estrada
13,Sat,11/9/2019,18:30 (17:30),Eibar,0@4,Real Madrid,"7,045",Estadio Municipal de Ipurúa,Adrián Cordero
13,Sat,11/9/2019,21:00 (20:00),Barcelona,4@1,Celta Vigo,"71,209",Camp Nou,Guillermo Cuadra
13,Sun,11/10/2019,12:00 (11:00),Mallorca,3@1,Villarreal,"8,348",Iberostar Estadi,Carlos del Cerro
13,Sun,11/10/2019,14:00 (13:00),Athletic Club,2@1,Levante,"33,202",San Mamés,Alberola Rojas
13,Sun,11/10/2019,16:00 (15:00),Atlético Madrid,3@1,Espanyol,"53,069",Estadio Wanda Metropolitano,Jesús Gil
13,Sun,11/10/2019,18:30 (17:30),Getafe,0@0,Osasuna,"10,558",Coliseum Alfonso Pérez,César Soto
13,Sun,11/10/2019,21:00 (20:00),Betis,1@2,Sevilla,"52,123",Estadio Benito Villamarín,Alejandro Hernández
14,Fri,11/22/2019,21:00 (20:00),Levante,2@1,Mallorca,"15,110",Estadio Ciudad de Valencia,Valentín Pizarro
14,Sat,11/23/2019,13:00 (12:00),Leganés,1@2,Barcelona,"12,110",Estadio Municipal de Butarque,Santiago Jaime
14,Sat,11/23/2019,16:00 (15:00),Betis,2@1,Valencia,"46,545",Estadio Benito Villamarín,Ricardo de Burgos
14,Sat,11/23/2019,18:30 (17:30),Granada,1@1,Atlético Madrid,"17,003",Estadio Nuevo Los Cármenes,David Medié
14,Sat,11/23/2019,21:00 (20:00),Real Madrid,3@1,Real Sociedad,"69,305",Estadio Santiago Bernabéu,Jesús Gil
14,Sun,11/24/2019,12:00 (11:00),Espanyol,1@1,Getafe,"22,031",RCDE Stadium,Pablo González
14,Sun,11/24/2019,14:00 (13:00),Osasuna,1@2,Athletic Club,"16,145",Estadio El Sadar,José Sánchez
14,Sun,11/24/2019,16:00 (15:00),Eibar,0@2,Alavés,"6,315",Estadio Municipal de Ipurúa,Antonio Matéu Lahoz
14,Sun,11/24/2019,18:30 (17:30),Villarreal,1@3,Celta Vigo,"17,352",Estadio de la Cerámica,José Luis Munuera
14,Sun,11/24/2019,21:00 (20:00),Valladolid,0@1,Sevilla,"18,169",Estadio Municipal José Zorrilla,Eduardo Prieto
15,Fri,11/29/2019,21:00 (20:00),Celta Vigo,0@0,Valladolid,"16,918",Estadio de Balaídos,Alberola Rojas
15,Sat,11/30/2019,13:00 (12:00),Alavés,1@2,Real Madrid,"19,357",Estadio de Mendizorroza,Guillermo Cuadra
15,Sat,11/30/2019,16:00 (15:00),Real Sociedad,4@1,Eibar,"28,612",Estadio Municipal de Anoeta,Carlos del Cerro
15,Sat,11/30/2019,18:30 (17:30),Mallorca,1@2,Betis,"16,810",Iberostar Estadi,Juan Martínez
15,Sat,11/30/2019,21:00 (20:00),Valencia,2@1,Villarreal,"38,521",Estadio de Mestalla,César Soto
15,Sun,12/1/2019,12:00 (11:00),Sevilla,1@0,Leganés,"33,648",Estadio Ramón Sánchez Pizjuán,Ricardo de Burgos
15,Sun,12/1/2019,14:00 (13:00),Athletic Club,2@0,Granada,"37,974",San Mamés,Adrián Cordero
15,Sun,12/1/2019,16:00 (15:00),Espanyol,2@4,Osasuna,"21,238",RCDE Stadium,Mario Melero
15,Sun,12/1/2019,18:30 (17:30),Getafe,4@0,Levante,"6,535",Coliseum Alfonso Pérez,Javier Estrada
15,Sun,12/1/2019,21:00 (20:00),Atlético Madrid,0@1,Barcelona,"64,226",Estadio Wanda Metropolitano,Antonio Matéu Lahoz
16,Fri,12/6/2019,21:00 (20:00),Villarreal,0@0,Atlético Madrid,"17,964",Estadio de la Cerámica,Alejandro Hernández
16,Sat,12/7/2019,13:00 (12:00),Real Madrid,2@0,Espanyol,"64,125",Estadio Santiago Bernabéu,Santiago Jaime
16,Sat,12/7/2019,16:00 (15:00),Granada,3@0,Alavés,"14,773",Estadio Nuevo Los Cármenes,Jesús Gil
16,Sat,12/7/2019,18:30 (17:30),Levante,2@4,Valencia,"23,137",Estadio Ciudad de Valencia,David Medié
16,Sat,12/7/2019,21:00 (20:00),Barcelona,5@2,Mallorca,"71,072",Camp Nou,José Luis Munuera
16,Sun,12/8/2019,12:00 (11:00),Eibar,0@1,Getafe,"5,969",Estadio Municipal de Ipurúa,Eduardo Prieto
16,Sun,12/8/2019,14:00 (13:00),Betis,3@2,Athletic Club,"46,106",Estadio Benito Villamarín,Valentín Pizarro
16,Sun,12/8/2019,16:00 (15:00),Valladolid,0@0,Real Sociedad,"18,654",Estadio Municipal José Zorrilla,Pablo González
16,Sun,12/8/2019,18:30 (17:30),Leganés,3@2,Celta Vigo,"7,115",Estadio Municipal de Butarque,José Sánchez
16,Sun,12/8/2019,21:00 (20:00),Osasuna,1@1,Sevilla,"15,045",Estadio El Sadar,Javier Estrada
17,Fri,12/13/2019,21:00 (20:00),Alavés,1@1,Leganés,"15,567",Estadio de Mendizorroza,César Soto
17,Sat,12/14/2019,13:00 (12:00),Granada,1@2,Levante,"14,127",Estadio Nuevo Los Cármenes,Carlos del Cerro
17,Sat,12/14/2019,16:00 (15:00),Real Sociedad,2@2,Barcelona,"36,639",Estadio Municipal de Anoeta,Alberola Rojas
17,Sat,12/14/2019,18:30 (17:30),Athletic Club,0@0,Eibar,"43,203",San Mamés,Mario Melero
17,Sat,12/14/2019,21:00 (20:00),Atlético Madrid,2@0,Osasuna,"46,033",Estadio Wanda Metropolitano,José Luis Munuera
17,Sun,12/15/2019,12:00 (11:00),Getafe,2@0,Valladolid,"10,816",Coliseum Alfonso Pérez,Antonio Matéu Lahoz
17,Sun,12/15/2019,14:00 (13:00),Celta Vigo,2@2,Mallorca,"13,247",Estadio de Balaídos,Ricardo de Burgos
17,Sun,12/15/2019,16:00 (15:00),Espanyol,2@2,Betis,"22,248",RCDE Stadium,Guillermo Cuadra
17,Sun,12/15/2019,18:30 (17:30),Sevilla,1@2,Villarreal,"36,521",Estadio Ramón Sánchez Pizjuán,Adrián Cordero
17,Sun,12/15/2019,21:00 (20:00),Valencia,1@1,Real Madrid,"44,230",Estadio de Mestalla,José Sánchez
10,Wed,12/18/2019,20:00 (19:00),Barcelona,0@0,Real Madrid,"93,426",Camp Nou,Alejandro Hernández
18,Fri,12/20/2019,21:00 (20:00),Eibar,3@0,Granada,"5,341",Estadio Municipal de Ipurúa,Pablo González
18,Sat,12/21/2019,13:00 (12:00),Mallorca,0@2,Sevilla,"14,321",Iberostar Estadi,Jesús Gil
18,Sat,12/21/2019,16:00 (15:00),Barcelona,4@1,Alavés,"63,054",Camp Nou,Mario Melero
18,Sat,12/21/2019,18:30 (17:30),Villarreal,1@0,Getafe,"14,526",Estadio de la Cerámica,Santiago Jaime
18,Sat,12/21/2019,21:00 (20:00),Valladolid,1@1,Valencia,"16,295",Estadio Municipal José Zorrilla,Valentín Pizarro
18,Sun,12/22/2019,12:00 (11:00),Leganés,2@0,Espanyol,"10,183",Estadio Municipal de Butarque,Alberola Rojas
18,Sun,12/22/2019,14:00 (13:00),Osasuna,3@4,Real Sociedad,"16,197",Estadio El Sadar,David Medié
18,Sun,12/22/2019,16:00 (15:00),Betis,1@2,Atlético Madrid,"52,017",Estadio Benito Villamarín,Javier Estrada
18,Sun,12/22/2019,18:30 (17:30),Levante,3@1,Celta Vigo,"18,653",Estadio Ciudad de Valencia,Eduardo Prieto
18,Sun,12/22/2019,21:00 (20:00),Real Madrid,0@0,Athletic Club,"71,306",Estadio Santiago Bernabéu,Adrián Cordero
19,Fri,1/3/2020,19:00 (18:00),Valladolid,2@2,Leganés,"21,492",Estadio Municipal José Zorrilla,Juan Martínez
19,Fri,1/3/2020,21:00 (20:00),Sevilla,1@1,Athletic Club,"37,972",Estadio Ramón Sánchez Pizjuán,José González
19,Sat,1/4/2020,13:00 (12:00),Valencia,1@0,Eibar,"39,702",Estadio de Mestalla,Alejandro Hernández
19,Sat,1/4/2020,16:00 (15:00),Getafe,0@3,Real Madrid,"15,426",Coliseum Alfonso Pérez,José Luis Munuera
19,Sat,1/4/2020,18:30 (17:30),Atlético Madrid,2@1,Levante,"59,084",Estadio Wanda Metropolitano,Ricardo de Burgos
19,Sat,1/4/2020,21:00 (20:00),Espanyol,2@2,Barcelona,"33,562",RCDE Stadium,Carlos del Cerro
19,Sun,1/5/2020,12:00 (11:00),Granada,1@0,Mallorca,"16,395",Estadio Nuevo Los Cármenes,César Soto
19,Sun,1/5/2020,14:00 (13:00),Real Sociedad,1@2,Villarreal,"31,538",Estadio Municipal de Anoeta,José Sánchez
19,Sun,1/5/2020,16:00 (15:00),Alavés,1@1,Betis,"17,689",Estadio de Mendizorroza,Antonio Matéu Lahoz
19,Sun,1/5/2020,21:00 (20:00),Celta Vigo,1@1,Osasuna,"11,932",Estadio de Balaídos,Guillermo Cuadra
20,Fri,1/17/2020,21:00 (20:00),Leganés,0@3,Getafe,"11,450",Estadio Municipal de Butarque,Javier Estrada
20,Sat,1/18/2020,13:00 (12:00),Levante,0@1,Alavés,"16,848",Estadio Ciudad de Valencia,Guillermo Cuadra
20,Sat,1/18/2020,16:00 (15:00),Real Madrid,2@1,Sevilla,"72,512",Estadio Santiago Bernabéu,Juan Martínez
20,Sat,1/18/2020,18:30 (17:30),Osasuna,0@0,Valladolid,"15,382",Estadio El Sadar,Alberola Rojas
20,Sat,1/18/2020,21:00 (20:00),Eibar,2@0,Atlético Madrid,"6,429",Estadio Municipal de Ipurúa,Jesús Gil
20,Sun,1/19/2020,12:00 (11:00),Mallorca,4@1,Valencia,"9,856",Iberostar Estadi,Mario Melero
20,Sun,1/19/2020,14:00 (13:00),Betis,3@0,Real Sociedad,"51,171",Estadio Benito Villamarín,Adrián Cordero
20,Sun,1/19/2020,16:00 (15:00),Villarreal,1@2,Espanyol,"12,053",Estadio de la Cerámica,Pablo González
20,Sun,1/19/2020,18:30 (17:30),Athletic Club,1@1,Celta Vigo,"41,348",San Mamés,David Medié
20,Sun,1/19/2020,21:00 (20:00),Barcelona,1@0,Granada,"65,444",Camp Nou,Valentín Pizarro
21,Fri,1/24/2020,21:00 (20:00),Osasuna,2@0,Levante,"14,667",Estadio El Sadar,César Soto
21,Sat,1/25/2020,13:00 (12:00),Espanyol,1@1,Athletic Club,"27,542",RCDE Stadium,José Sánchez
21,Sat,1/25/2020,16:00 (15:00),Valencia,2@0,Barcelona,"45,882",Estadio de Mestalla,Jesús Gil
21,Sat,1/25/2020,18:30 (17:30),Alavés,1@2,Villarreal,"18,153",Estadio de Mendizorroza,José Luis Munuera
21,Sat,1/25/2020,21:00 (20:00),Sevilla,2@0,Granada,"33,533",Estadio Ramón Sánchez Pizjuán,Alejandro Hernández
21,Sun,1/26/2020,12:00 (11:00),Atlético Madrid,0@0,Leganés,"52,767",Estadio Wanda Metropolitano,Antonio Matéu Lahoz
21,Sun,1/26/2020,14:00 (13:00),Celta Vigo,0@0,Eibar,"15,490",Estadio de Balaídos,José González
21,Sun,1/26/2020,16:00 (15:00),Getafe,1@0,Betis,"13,244",Coliseum Alfonso Pérez,Eduardo Prieto
21,Sun,1/26/2020,18:30 (17:30),Real Sociedad,3@0,Mallorca,"29,912",Estadio Municipal de Anoeta,Santiago Jaime
21,Sun,1/26/2020,21:00 (20:00),Valladolid,0@1,Real Madrid,"23,404",Estadio Municipal José Zorrilla,Ricardo de Burgos
22,Sat,2/1/2020,13:00 (12:00),Granada,2@1,Espanyol,"15,226",Estadio Nuevo Los Cármenes,Guillermo Cuadra
22,Sat,2/1/2020,16:00 (15:00),Real Madrid,1@0,Atlético Madrid,"77,223",Estadio Santiago Bernabéu,Javier Estrada
22,Sat,2/1/2020,18:30 (17:30),Mallorca,0@1,Valladolid,"13,891",Iberostar Estadi,David Medié
22,Sat,2/1/2020,21:00 (20:00),Valencia,1@0,Celta Vigo,"39,637",Estadio de Mestalla,Pablo González
22,Sun,2/2/2020,12:00 (11:00),Leganés,2@1,Real Sociedad,"10,842",Estadio Municipal de Butarque,Mario Melero
22,Sun,2/2/2020,14:00 (13:00),Eibar,1@1,Betis,"6,558",Estadio Municipal de Ipurúa,Juan Martínez
