Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee
8,Sat,10/31/2020,18:30 (17:30),Osasuna,1@3,Atlético Madrid,,Estadio El Sadar,Javier Estrada
8,Sat,10/31/2020,21:00 (20:00),Alavés,1@1,Barcelona,,Estadio de Mendizorroza,Alejandro Hernández
8,Sun,11/1/2020,14:00 (13:00),Betis,3@1,Elche,,Estadio Benito Villamarín,David Medié
8,Sun,11/1/2020,16:00 (15:00),Celta Vigo,1@4,Real Sociedad,,Estadio de Balaídos,Adrián Cordero
8,Sun,11/1/2020,18:30 (17:30),Granada,1@1,Levante,,Estadio Nuevo Los Cármenes,Santiago Jaime
8,Sun,11/1/2020,21:00 (20:00),Valencia,2@2,Getafe,,Estadio de Mestalla,Jorge Figueroa
8,Mon,11/2/2020,21:00 (20:00),Villarreal,2@0,Valladolid,,Estadio de la Cerámica,Alberola Rojas
9,Fri,11/6/2020,21:00 (20:00),Elche,1@1,Celta Vigo,,Estadio Manuel Martínez Valero,Ricardo de Burgos
9,Sat,11/7/2020,14:00 (13:00),Huesca,1@1,Eibar,,Estadio El Alcoraz,Mario Melero
9,Sat,11/7/2020,16:15 (15:15),Barcelona,5@2,Betis,,Camp Nou,Guillermo Cuadra
9,Sat,11/7/2020,18:30 (17:30),Sevilla,1@0,Osasuna,,Estadio Ramón Sánchez Pizjuán,Juan Martínez
9,Sat,11/7/2020,21:00 (20:00),Atlético Madrid,4@0,Cádiz,,Estadio Wanda Metropolitano,Adrián Cordero
9,Sun,11/8/2020,14:00 (13:00),Getafe,1@3,Villarreal,,Coliseum Alfonso Pérez,José Luis Munuera
9,Sun,11/8/2020,16:15 (15:15),Real Sociedad,2@0,Granada,,Estadio Municipal de Anoeta,Carlos del Cerro
9,Sun,11/8/2020,18:30 (17:30),Levante,1@1,Alavés,,Estadio Ciudad de Valencia,Isidro Díaz de Mera
9,Sun,11/8/2020,18:30 (17:30),Valladolid,2@1,Athletic Club,,Estadio Municipal José Zorrilla,César Soto
9,Sun,11/8/2020,21:00 (20:00),Valencia,4@1,Real Madrid,,Estadio de Mestalla,Jesús Gil
10,Fri,11/20/2020,21:00 (20:00),Osasuna,1@1,Huesca,,Estadio El Sadar,Valentín Pizarro
10,Sat,11/21/2020,14:00 (13:00),Levante,1@1,Elche,,Estadio Ciudad de Valencia,Jorge Figueroa
10,Sat,11/21/2020,16:15 (15:15),Villarreal,1@1,Real Madrid,,Estadio de la Cerámica,Alejandro Hernández
10,Sat,11/21/2020,18:30 (17:30),Sevilla,4@2,Celta Vigo,,Estadio Ramón Sánchez Pizjuán,César Soto
10,Sat,11/21/2020,21:00 (20:00),Atlético Madrid,1@0,Barcelona,,Estadio Wanda Metropolitano,José Luis Munuera
10,Sun,11/22/2020,14:00 (13:00),Eibar,0@0,Getafe,,Estadio Municipal de Ipurúa,Pablo González
10,Sun,11/22/2020,16:15 (15:15),Cádiz,0@1,Real Sociedad,,Estadio Nuevo Mirandilla,Javier Estrada
10,Sun,11/22/2020,18:30 (17:30),Granada,1@3,Valladolid,,Estadio Nuevo Los Cármenes,David Medié
10,Sun,11/22/2020,21:00 (20:00),Alavés,2@2,Valencia,,Estadio de Mendizorroza,Santiago Jaime
10,Mon,11/23/2020,21:00 (20:00),Athletic Club,4@0,Betis,,San Mamés,Alberola Rojas
11,Fri,11/27/2020,21:00 (20:00),Valladolid,1@1,Levante,,Estadio Municipal José Zorrilla,Valentín Pizarro
11,Sat,11/28/2020,14:00 (13:00),Elche,1@1,Cádiz,,Estadio Manuel Martínez Valero,Carlos del Cerro
11,Sat,11/28/2020,16:15 (15:15),Valencia,0@1,Atlético Madrid,,Estadio de Mestalla,Ricardo de Burgos
11,Sat,11/28/2020,18:30 (17:30),Huesca,0@1,Sevilla,,Estadio El Alcoraz,Guillermo Cuadra
11,Sat,11/28/2020,21:00 (20:00),Real Madrid,1@2,Alavés,,Estadio Alfredo Di Stéfano,Adrián Cordero
11,Sun,11/29/2020,14:00 (13:00),Barcelona,4@0,Osasuna,,Camp Nou,Antonio Matéu Lahoz
11,Sun,11/29/2020,16:15 (15:15),Getafe,1@1,Athletic Club,,Coliseum Alfonso Pérez,Mario Melero
11,Sun,11/29/2020,18:30 (17:30),Celta Vigo,3@1,Granada,,Estadio de Balaídos,Isidro Díaz de Mera
11,Sun,11/29/2020,21:00 (20:00),Real Sociedad,1@1,Villarreal,,Estadio Municipal de Anoeta,Jesús Gil
11,Mon,11/30/2020,21:00 (20:00),Betis,0@2,Eibar,,Estadio Benito Villamarín,Juan Martínez
12,Fri,12/4/2020,21:00 (20:00),Athletic Club,0@2,Celta Vigo,,San Mamés,Jorge Figueroa
12,Sat,12/5/2020,14:00 (13:00),Levante,3@0,Getafe,,Estadio Ciudad de Valencia,David Medié
12,Sat,12/5/2020,16:15 (15:15),Sevilla,0@1,Real Madrid,,Estadio Ramón Sánchez Pizjuán,José Sánchez
12,Sat,12/5/2020,18:30 (17:30),Atlético Madrid,2@0,Valladolid,,Estadio Wanda Metropolitano,Pablo González
12,Sat,12/5/2020,21:00 (20:00),Cádiz,2@1,Barcelona,,Estadio Nuevo Mirandilla,César Soto
12,Sun,12/6/2020,14:00 (13:00),Granada,3@3,Huesca,,Estadio Nuevo Los Cármenes,Alberola Rojas
12,Sun,12/6/2020,16:15 (15:15),Osasuna,0@2,Betis,,Estadio El Sadar,Alejandro Hernández
12,Sun,12/6/2020,18:30 (17:30),Villarreal,0@0,Elche,,Estadio de la Cerámica,Santiago Jaime
12,Sun,12/6/2020,21:00 (20:00),Alavés,0@0,Real Sociedad,,Estadio de Mendizorroza,José Luis Munuera
12,Mon,12/7/2020,21:00 (20:00),Eibar,0@0,Valencia,,Estadio Municipal de Ipurúa,Javier Estrada
13,Fri,12/11/2020,21:00 (20:00),Valladolid,3@2,Osasuna,,Estadio Municipal José Zorrilla,Adrián Cordero
13,Sat,12/12/2020,14:00 (13:00),Valencia,2@2,Athletic Club,,Estadio de Mestalla,Carlos del Cerro
13,Sat,12/12/2020,16:15 (15:15),Getafe,0@1,Sevilla,,Coliseum Alfonso Pérez,Juan Martínez
13,Sat,12/12/2020,18:30 (17:30),Huesca,1@0,Alavés,,Estadio El Alcoraz,Mario Melero
13,Sat,12/12/2020,21:00 (20:00),Real Madrid,2@0,Atlético Madrid,,Estadio Alfredo Di Stéfano,Antonio Matéu Lahoz
13,Sun,12/13/2020,14:00 (13:00),Real Sociedad,1@1,Eibar,,Estadio Municipal de Anoeta,Isidro Díaz de Mera
13,Sun,12/13/2020,16:15 (15:15),Betis,1@1,Villarreal,,Estadio Benito Villamarín,Valentín Pizarro
13,Sun,12/13/2020,18:30 (17:30),Elche,0@1,Granada,,Estadio Manuel Martínez Valero,Pablo González
13,Sun,12/13/2020,21:00 (20:00),Barcelona,1@0,Levante,,Camp Nou,Ricardo de Burgos
13,Mon,12/14/2020,21:00 (20:00),Celta Vigo,4@0,Cádiz,,Estadio de Balaídos,Guillermo Cuadra
19,Tue,12/15/2020,22:00 (21:00),Real Madrid,3@1,Athletic Club,,Estadio Alfredo Di Stéfano,Jesús Gil
19,Wed,12/16/2020,21:00 (20:00),Barcelona,2@1,Real Sociedad,,Camp Nou,José Sánchez
14,Fri,12/18/2020,21:00 (20:00),Athletic Club,2@0,Huesca,,San Mamés,Valentín Pizarro
14,Sat,12/19/2020,14:00 (13:00),Atlético Madrid,3@1,Elche,,Estadio Wanda Metropolitano,Javier Estrada
14,Sat,12/19/2020,16:15 (15:15),Barcelona,2@2,Valencia,,Camp Nou,Alejandro Hernández
14,Sat,12/19/2020,18:30 (17:30),Osasuna,1@3,Villarreal,,Estadio El Sadar,Jorge Figueroa
14,Sat,12/19/2020,18:30 (17:30),Levante,2@1,Real Sociedad,,Estadio Ciudad de Valencia,César Soto
14,Sat,12/19/2020,21:00 (20:00),Sevilla,1@1,Valladolid,,Estadio Ramón Sánchez Pizjuán,Jesús Gil
14,Sun,12/20/2020,14:00 (13:00),Celta Vigo,2@0,Alavés,,Estadio de Balaídos,Alberola Rojas
14,Sun,12/20/2020,16:15 (15:15),Granada,2@0,Betis,,Estadio Nuevo Los Cármenes,José Sánchez
14,Sun,12/20/2020,18:30 (17:30),Cádiz,0@2,Getafe,,Estadio Nuevo Mirandilla,Santiago Jaime
14,Sun,12/20/2020,21:00 (20:00),Eibar,1@3,Real Madrid,,Estadio Municipal de Ipurúa,José Luis Munuera
15,Tue,12/22/2020,17:30 (16:30),Elche,2@2,Osasuna,,Estadio Manuel Martínez Valero,Ricardo de Burgos
15,Tue,12/22/2020,17:30 (16:30),Valencia,0@1,Sevilla,,Estadio de Mestalla,Valentín Pizarro
15,Tue,12/22/2020,19:45 (18:45),Huesca,1@1,Levante,,Estadio El Alcoraz,Isidro Díaz de Mera
15,Tue,12/22/2020,19:45 (18:45),Real Sociedad,0@2,Atlético Madrid,,Estadio Municipal de Anoeta,Guillermo Cuadra
15,Tue,12/22/2020,22:00 (21:00),Valladolid,0@3,Barcelona,,Estadio Municipal José Zorrilla,Mario Melero
15,Tue,12/22/2020,22:00 (21:00),Villarreal,1@1,Athletic Club,,Estadio de la Cerámica,David Medié
15,Wed,12/23/2020,17:30 (16:30),Getafe,1@1,Celta Vigo,,Coliseum Alfonso Pérez,Pablo González
15,Wed,12/23/2020,19:45 (18:45),Real Madrid,2@0,Granada,,Estadio Alfredo Di Stéfano,Juan Martínez
15,Wed,12/23/2020,22:00 (21:00),Alavés,2@1,Eibar,,Estadio de Mendizorroza,Carlos del Cerro
15,Wed,12/23/2020,22:00 (21:00),Betis,1@0,Cádiz,,Estadio Benito Villamarín,Antonio Matéu Lahoz
16,Tue,12/29/2020,17:00 (16:00),Sevilla,2@0,Villarreal,,Estadio Ramón Sánchez Pizjuán,César Soto
16,Tue,12/29/2020,19:15 (18:15),Barcelona,1@1,Eibar,,Camp Nou,Alberola Rojas
16,Tue,12/29/2020,21:30 (20:30),Cádiz,0@0,Valladolid,,Estadio Nuevo Mirandilla,Alejandro Hernández
16,Tue,12/29/2020,21:30 (20:30),Levante,4@3,Betis,,Estadio Ciudad de Valencia,Javier Estrada
16,Wed,12/30/2020,17:00 (16:00),Granada,2@1,Valencia,,Estadio Nuevo Los Cármenes,Adrián Cordero
16,Wed,12/30/2020,19:15 (18:15),Atlético Madrid,1@0,Getafe,,Estadio Wanda Metropolitano,Antonio Matéu Lahoz
16,Wed,12/30/2020,19:15 (18:15),Celta Vigo,2@1,Huesca,,Estadio de Balaídos,José Luis Munuera
16,Wed,12/30/2020,21:30 (20:30),Elche,1@1,Real Madrid,,Estadio Manuel Martínez Valero,Jorge Figueroa
16,Thu,12/31/2020,14:00 (13:00),Athletic Club,0@1,Real Sociedad,,San Mamés,José Sánchez
16,Thu,12/31/2020,16:15 (15:15),Osasuna,1@1,Alavés,,Estadio El Sadar,Santiago Jaime
17,Sat,1/2/2021,14:00 (13:00),Villarreal,2@1,Levante,,Estadio de la Cerámica,Pablo González
17,Sat,1/2/2021,16:15 (15:15),Betis,1@1,Sevilla,,Estadio Benito Villamarín,Carlos del Cerro
17,Sat,1/2/2021,18:30 (17:30),Getafe,0@1,Valladolid,,Coliseum Alfonso Pérez,Isidro Díaz de Mera
17,Sat,1/2/2021,21:00 (20:00),Real Madrid,2@0,Celta Vigo,,Estadio Alfredo Di Stéfano,Ricardo de Burgos
17,Sun,1/3/2021,14:00 (13:00),Athletic Club,1@0,Elche,,San Mamés,Mario Melero
17,Sun,1/3/2021,16:15 (15:15),Alavés,1@2,Atlético Madrid,,Estadio de Mendizorroza,Juan Martínez
17,Sun,1/3/2021,18:30 (17:30),Eibar,2@0,Granada,,Estadio Municipal de Ipurúa,Antonio Matéu Lahoz
17,Sun,1/3/2021,18:30 (17:30),Real Sociedad,1@1,Osasuna,,Estadio Municipal de Anoeta,Valentín Pizarro
17,Sun,1/3/2021,21:00 (20:00),Huesca,0@1,Barcelona,,Estadio El Alcoraz,Guillermo Cuadra
17,Mon,1/4/2021,21:00 (20:00),Valencia,1@1,Cádiz,,Estadio de Mestalla,David Medié
2,Wed,1/6/2021,21:00 (20:00),Athletic Club,2@3,Barcelona,,San Mamés,Carlos del Cerro
18,Fri,1/8/2021,21:00 (20:00),Celta Vigo,0@4,Villarreal,,Estadio de Balaídos,Javier Estrada
18,Sat,1/9/2021,14:00 (13:00),Sevilla,3@2,Real Sociedad,,Estadio Ramón Sánchez Pizjuán,Alberola Rojas
18,Sat,1/9/2021,18:30 (17:30),Granada,0@4,Barcelona,,Estadio Nuevo Los Cármenes,Ricardo de Burgos
18,Sat,1/9/2021,21:00 (20:00),Osasuna,0@0,Real Madrid,,Estadio El Sadar,César Soto
18,Sun,1/10/2021,14:00 (13:00),Levante,2@1,Eibar,,Estadio Ciudad de Valencia,Javier Estrada
18,Sun,1/10/2021,16:15 (15:15),Cádiz,3@1,Alavés,,Estadio Nuevo Mirandilla,José Sánchez
18,Sun,1/10/2021,21:00 (20:00),Valladolid,0@1,Valencia,,Estadio Municipal José Zorrilla,Guillermo Cuadra
18,Mon,1/11/2021,19:00 (18:00),Elche,1@3,Getafe,,Estadio Manuel Martínez Valero,José Luis Munuera
18,Mon,1/11/2021,21:00 (20:00),Huesca,0@2,Betis,,Estadio El Alcoraz,Adrián Cordero
4,Tue,1/12/2021,19:00 (18:00),Granada,2@0,Osasuna,,Estadio Nuevo Los Cármenes,Pablo González
1,Tue,1/12/2021,21:30 (20:30),Atlético Madrid,2@0,Sevilla,,Estadio Wanda Metropolitano,Javier Estrada
19,Tue,1/19/2021,19:00 (18:00),Cádiz,2@2,Levante,,Estadio Nuevo Mirandilla,Carlos del Cerro
19,Tue,1/19/2021,19:00 (18:00),Valladolid,2@2,Elche,,Estadio Municipal José Zorrilla,Santiago Jaime
19,Tue,1/19/2021,21:30 (20:30),Alavés,1@2,Sevilla,,Estadio de Mendizorroza,Isidro Díaz de Mera
19,Wed,1/20/2021,19:00 (18:00),Getafe,1@0,Huesca,,Coliseum Alfonso Pérez,David Medié
19,Wed,1/20/2021,21:00 (20:00),Betis,2@1,Celta Vigo,,Estadio Benito Villamarín,Juan Martínez
19,Wed,1/20/2021,21:30 (20:30),Villarreal,2@2,Granada,,Estadio de la Cerámica,Valentín Pizarro
19,Thu,1/21/2021,19:00 (18:00),Valencia,1@1,Osasuna,,Estadio de Mestalla,Alejandro Hernández
19,Thu,1/21/2021,21:30 (20:30),Eibar,1@2,Atlético Madrid,,Estadio Municipal de Ipurúa,Mario Melero
20,Fri,1/22/2021,21:00 (20:00),Levante,2@2,Valladolid,,Estadio Ciudad de Valencia,José Luis Munuera
20,Sat,1/23/2021,14:00 (13:00),Huesca,0@0,Villarreal,,Estadio El Alcoraz,Alberola Rojas
20,Sat,1/23/2021,16:15 (15:15),Sevilla,3@0,Cádiz,,Estadio Ramón Sánchez Pizjuán,Guillermo Cuadra
20,Sat,1/23/2021,18:30 (17:30),Real Sociedad,2@2,Betis,,Estadio Municipal de Anoeta,César Soto
20,Sat,1/23/2021,21:00 (20:00),Alavés,1@4,Real Madrid,,Estadio de Mendizorroza,Alejandro Hernández
20,Sun,1/24/2021,14:00 (13:00),Osasuna,3@1,Granada,,Estadio El Sadar,Javier Estrada
20,Sun,1/24/2021,16:15 (15:15),Elche,0@2,Barcelona,,Estadio Manuel Martínez Valero,Valentín Pizarro
20,Sun,1/24/2021,18:30 (17:30),Celta Vigo,1@1,Eibar,,Estadio de Balaídos,Pablo González
20,Sun,1/24/2021,21:00 (20:00),Atlético Madrid,3@1,Valencia,,Estadio Wanda Metropolitano,Ricardo de Burgos
20,Mon,1/25/2021,21:00 (20:00),Athletic Club,5@1,Getafe,,San Mamés,Adrián Cordero
21,Fri,1/29/2021,21:00 (20:00),Valladolid,1@3,Huesca,,Estadio Municipal José Zorrilla,Ricardo de Burgos
21,Sat,1/30/2021,14:00 (13:00),Eibar,0@2,Sevilla,,Estadio Municipal de Ipurúa,José Sánchez
21,Sat,1/30/2021,16:15 (15:15),Real Madrid,1@2,Levante,,Estadio Alfredo Di Stéfano,David Medié
21,Sat,1/30/2021,18:30 (17:30),Valencia,1@0,Elche,,Estadio de Mestalla,Pablo González
21,Sat,1/30/2021,21:00 (20:00),Villarreal,1@1,Real Sociedad,,Estadio de la Cerámica,Isidro Díaz de Mera
21,Sun,1/31/2021,14:00 (13:00),Getafe,0@0,Alavés,,Coliseum Alfonso Pérez,Santiago Jaime
21,Sun,1/31/2021,16:15 (15:15),Cádiz,2@4,Atlético Madrid,,Estadio Nuevo Mirandilla,Jesús Gil
21,Sun,1/31/2021,18:30 (17:30),Granada,0@0,Celta Vigo,,Estadio Nuevo Los Cármenes,Carlos del Cerro
21,Sun,1/31/2021,21:00 (20:00),Barcelona,2@1,Athletic Club,,Camp Nou,Antonio Matéu Lahoz
21,Mon,2/1/2021,21:00 (20:00),Betis,1@0,Osasuna,,Estadio Benito Villamarín,Alberola Rojas
22,Fri,2/5/2021,21:00 (20:00),Alavés,1@0,Valladolid,,Estadio de Mendizorroza,César Soto
22,Sat,2/6/2021,14:00 (13:00),Levante,2@2,Granada,,Estadio Ciudad de Valencia,Adrián Cordero
22,Sat,2/6/2021,16:15 (15:15),Huesca,1@2,Real Madrid,,Estadio El Alcoraz,Javier Estrada
22,Sat,2/6/2021,18:30 (17:30),Elche,2@2,Villarreal,,Estadio Manuel Martínez Valero,Mario Melero
22,Sat,2/6/2021,21:00 (20:00),Sevilla,3@0,Getafe,,Estadio Ramón Sánchez Pizjuán,Juan Martínez
22,Sun,2/7/2021,14:00 (13:00),Real Sociedad,4@1,Cádiz,,Estadio Municipal de Anoeta,Valentín Pizarro
22,Sun,2/7/2021,16:15 (15:15),Athletic Club,1@1,Valencia,,San Mamés,José Luis Munuera
22,Sun,2/7/2021,18:30 (17:30),Osasuna,2@1,Eibar,,Estadio El Sadar,Jorge Figueroa
22,Sun,2/7/2021,21:00 (20:00),Betis,2@3,Barcelona,,Estadio Benito Villamarín,Carlos del Cerro
22,Mon,2/8/2021,21:00 (20:00),Atlético Madrid,2@2,Celta Vigo,,Estadio Wanda Metropolitano,Guillermo Cuadra
1,Tue,2/9/2021,21:00 (20:00),Real Madrid,2@0,Getafe,,Estadio Alfredo Di Stéfano,Alberola Rojas
23,Fri,2/12/2021,21:00 (20:00),Celta Vigo,3@1,Elche,,Estadio de Balaídos,Ricardo de Burgos
23,Sat,2/13/2021,14:00 (13:00),Granada,1@2,Atlético Madrid,,Estadio Nuevo Los Cármenes,Antonio Matéu Lahoz
23,Sat,2/13/2021,16:15 (15:15),Sevilla,1@0,Huesca,,Estadio Ramón Sánchez Pizjuán,David Medié
23,Sat,2/13/2021,18:30 (17:30),Eibar,1@1,Valladolid,,Estadio Municipal de Ipurúa,Isidro Díaz de Mera
23,Sat,2/13/2021,21:00 (20:00),Barcelona,5@1,Alavés,,Camp Nou,Jorge Figueroa
23,Sun,2/14/2021,14:00 (13:00),Getafe,0@1,Real Sociedad,,Coliseum Alfonso Pérez,Pablo González
23,Sun,2/14/2021,16:15 (15:15),Real Madrid,2@0,Valencia,,Estadio Alfredo Di Stéfano,José Sánchez
23,Sun,2/14/2021,18:30 (17:30),Levante,0@1,Osasuna,,Estadio Ciudad de Valencia,Santiago Jaime
23,Sun,2/14/2021,21:00 (20:00),Villarreal,1@2,Betis,,Estadio de la Cerámica,Jesús Gil
23,Mon,2/15/2021,21:00 (20:00),Cádiz,0@4,Athletic Club,,Estadio Nuevo Mirandilla,Alejandro Hernández
2,Wed,2/17/2021,19:00 (18:00),Levante,1@1,Atlético Madrid,,Estadio Ciudad de Valencia,José Luis Munuera
